ID_kit_api_20E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,ID_strains,ID_reference,manual_annotation,created_20E,modify_in_pgsql_20E,ID_tbl_api_20E,last_change
6644,-,-,-,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,,,,,,,5059,2764,1,2016-04-01 00:00:00,2016-04-01 00:00:00,365.0,2019-11-20 07:22:42
6643,-,-,-,+,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,-,-,,,,,,,131878,23670,1,2016-03-24 00:00:00,2016-03-24 00:00:00,364.0,2019-11-20 07:22:42
6642,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,+,,,,,,,132167,23956,1,2016-03-24 00:00:00,2016-03-24 00:00:00,363.0,2019-11-20 07:22:42
6641,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,131931,23723,1,2016-03-24 00:00:00,2016-03-24 00:00:00,362.0,2019-11-20 07:22:42
6640,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,-,,,,,,,4420,358,1,2016-03-23 00:00:00,2016-03-23 00:00:00,361.0,2019-11-20 07:22:42
6639,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,+,-,,,,,,,5114,4950,1,2016-03-14 00:00:00,2016-03-14 00:00:00,360.0,2019-11-20 07:22:42
6638,+,+,+,-,+,-,+,-,+,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4945,18104,1,2016-03-10 00:00:00,2016-03-10 00:00:00,359.0,2019-11-20 07:22:42
6637,-,+,+,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,-,,,,,,,131930,23722,1,2016-03-10 00:00:00,2016-03-10 00:00:00,358.0,2019-11-20 07:22:42
6636,+,-,+,-,+,-,+,-,-,+,-,+,+,+,+,-,+,+,+,+,-,,,,,,,132164,23953,1,2016-02-26 00:00:00,2016-02-26 00:00:00,357.0,2019-11-20 07:22:42
6635,-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,+,,,,,,,17248,254,1,2016-02-26 00:00:00,2016-02-26 00:00:00,356.0,2019-11-20 07:22:42
6634,-,+,+,+,+,+,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,,,,,,,131878,23670,1,2016-02-26 00:00:00,2016-02-26 00:00:00,355.0,2019-11-20 07:22:42
6633,-,-,-,+,+,+,+,+,-,+,-,+,-,-,-,-,+,-,-,-,-,,,,,,,131879,23671,1,2016-02-26 00:00:00,2016-02-26 00:00:00,354.0,2019-11-20 07:22:42
6632,-,-,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,+,,,,,,130994,22286,1,2014-04-17 00:00:00,2016-02-05 16:47:31,353.0,2019-11-20 07:22:42
6631,+,-,+,+,-,-,-,-,+,+/-,-,+,+,-,+,+,+,+,-,+,,+,,,,,,130954,22246,1,2014-04-09 00:00:00,2016-02-05 16:47:31,352.0,2019-11-20 07:22:42
6630,+,-,-,-,+,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,-,,,,,,,131829,23622,1,2016-02-05 00:00:00,2016-02-05 00:00:00,351.0,2019-11-20 07:22:42
6629,+,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,+,+,-,+,,,,,,,17329,8230,1,2016-02-04 00:00:00,2016-02-04 00:00:00,350.0,2019-11-20 07:22:42
6628,+,-,+,+,+,-,-,-,-,+,-,+,+,-,-,+,-,-,-,+,-,,,,,,,131728,23524,1,2016-01-29 00:00:00,2016-01-29 00:00:00,349.0,2019-11-20 07:22:42
6627,+,-,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,,,,,,,131729,23525,1,2016-01-29 00:00:00,2016-01-29 00:00:00,348.0,2019-11-20 07:22:42
6626,+,-,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,131730,23526,1,2016-01-29 00:00:00,2016-01-29 00:00:00,347.0,2019-11-20 07:22:42
6625,+,+,-,+,+,-,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,,,,,,,23990,21153,1,2016-01-28 00:00:00,2016-01-28 00:00:00,346.0,2019-11-20 07:22:42
6624,+,+,-,-,+/-,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,+,-,,,,,132178,23967,1,2015-10-12 00:00:00,2016-01-18 09:02:53,345.0,2019-11-20 07:22:42
6623,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,+/-,-,,,,,132411,24200,1,2015-10-12 00:00:00,2016-01-18 09:02:53,344.0,2019-11-20 07:22:42
6622,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,+,-,,,,,132410,24199,1,2015-10-12 00:00:00,2016-01-18 09:02:53,343.0,2019-11-20 07:22:42
6621,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,+,-,,,,,132409,24198,1,2015-10-12 00:00:00,2016-01-18 09:02:53,342.0,2019-11-20 07:22:42
6620,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,+,-,,,,,132408,24197,1,2015-10-12 00:00:00,2016-01-18 09:02:53,341.0,2019-11-20 07:22:42
6619,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,+,-,,,,,132407,24196,1,2015-10-12 00:00:00,2016-01-18 09:02:53,340.0,2019-11-20 07:22:42
6618,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,+,-,,,,,132406,24195,1,2015-10-12 00:00:00,2016-01-18 09:02:53,339.0,2019-11-20 07:22:42
6617,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,,,,,,,132405,24194,1,2015-10-14 00:00:00,2016-01-18 09:02:53,338.0,2019-11-20 07:22:42
6616,+,+,-,+,+,-,-,-,-,+,-,+,+,+/-,+,+,+,+,+,+,,,,,,,,132404,24193,1,2015-01-28 00:00:00,2016-01-18 09:02:53,337.0,2019-11-20 07:22:42
6615,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,-,+,,,,,132404,24193,1,2015-10-13 00:00:00,2016-01-18 09:02:53,336.0,2019-11-20 07:22:42
6614,+,-,-,-,+/-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,,,,,13586,9204,1,1983-08-03 00:00:00,2016-01-18 09:02:53,334.0,2019-11-20 07:22:42
6613,+,-,-,-,+,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,,,,,13585,9203,1,1983-08-03 00:00:00,2016-01-18 09:02:53,333.0,2019-11-20 07:22:42
6612,+,-,-,-,+,-,+,+/-,-,-,-,-,-,+,-,-,+/-,-,+,+,+,+,,,+,,,13584,9202,1,1978-09-05 00:00:00,2016-01-18 09:02:53,332.0,2019-11-20 07:22:42
6611,+,-,-,-,+,-,+,+/-,-,+,-,-,-,+/-,-,+,+,-,+,+/-,+,-,,,+,,,13583,9201,1,1978-09-05 00:00:00,2016-01-18 09:02:53,331.0,2019-11-20 07:22:42
6610,+,-,-,-,+,-,+,-,-,+,-,-,-,+,-,+,+,-,+,+,+,-,,,+,,,13581,9170,1,1978-09-05 00:00:00,2016-01-18 09:02:53,330.0,2019-11-20 07:22:42
6609,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,,,-,,,13571,9168,1,1978-09-06 00:00:00,2016-01-18 09:02:53,329.0,2019-11-20 07:22:42
6608,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,,+,,,311,9093,1,1978-05-25 00:00:00,2016-01-18 09:02:53,326.0,2019-11-20 07:22:41
6607,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,327,9092,1,2013-05-14 00:00:00,2016-01-18 09:02:53,325.0,2019-11-20 07:22:41
6606,-,-,-,-,+,-,-,+/-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,,+,-,-,327,9092,1,1978-06-07 00:00:00,2016-01-18 09:02:53,324.0,2019-11-20 07:22:41
6605,+,+/-,+/-,+/-,+,-,+/-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,,,+,,,318,9090,1,1978-09-05 00:00:00,2016-01-18 09:02:53,323.0,2019-11-20 07:22:41
6604,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,+,+/-,-,-,,,,,8057,9083,1,1987-07-15 00:00:00,2016-01-18 09:02:53,322.0,2019-11-20 07:22:41
6603,+,+,+,+,+,-,+,-,-,+,-,-,-,+,-,+,+,+,-,-,+,,,,,,,13861,18180,1,2012-09-19 00:00:00,2016-01-18 09:02:53,321.0,2019-11-20 07:22:41
6602,+,+,-,-,-,-,+,-,-,-,-,-,+/-,+,-,-,-,+/-,-,-,-,,,,,,,13861,18180,1,2012-09-04 00:00:00,2016-01-18 09:02:53,320.0,2019-11-20 07:22:41
6601,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,,,,,,,2062,17292,1,2010-05-19 00:00:00,2016-01-18 09:02:53,319.0,2019-11-20 07:22:41
6600,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,,,,,,,2066,17291,1,2010-05-18 00:00:00,2016-01-18 09:02:53,318.0,2019-11-20 07:22:41
6599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,13732,17260,1,2011-02-09 00:00:00,2016-01-18 09:02:53,317.0,2019-11-20 07:22:41
6598,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+/-,-,-,,,,,,,,13731,6411,1,2011-02-11 00:00:00,2016-01-18 09:02:53,316.0,2019-11-20 07:22:41
6597,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,13669,5309,1,2011-02-17 00:00:00,2016-01-18 09:02:53,315.0,2019-11-20 07:22:41
6596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,,,,,,11721,3966,1,2001-09-04 00:00:00,2016-01-18 09:02:53,314.0,2019-11-20 07:22:41
6595,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,,,,,,,5748,3207,1,2004-03-18 00:00:00,2016-01-18 09:02:53,313.0,2019-11-20 07:22:41
6594,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,,,,,,8153,2595,1,2001-09-05 00:00:00,2016-01-18 09:02:53,312.0,2019-11-20 07:22:41
6593,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,+/-,,+,,,8058,1076,1,1982-10-15 00:00:00,2016-01-18 09:02:53,311.0,2019-11-20 07:22:41
6592,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,,,,,,297,1075,1,2003-01-16 00:00:00,2016-01-18 09:02:53,310.0,2019-11-20 07:22:41
6591,+,+,-,+,+,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,,,,,,,131083,22375,1,2016-01-15 00:00:00,2016-01-15 00:00:00,309.0,2019-11-20 07:22:41
6590,+,-,-,-,+,-,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,,,,,,,132585,24374,1,2016-01-15 00:00:00,2016-01-15 00:00:00,308.0,2019-11-20 07:22:41
6589,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,,,,,,,5074,9143,1,2015-12-17 00:00:00,2015-12-17 00:00:00,307.0,2019-11-20 07:22:41
6588,-,+,+,+,+,-,-,-,+,-,+,+,+,-,-,-,+,+,+,-,+,+,-,,,,,17263,8215,1,2015-12-10 00:00:00,2015-12-10 00:00:00,306.0,2019-11-20 07:22:41
6587,-,+,-,-,+,-,-,-,-,+,-,+,+,-,+,+,-,+,+,+,-,,,,,,,131710,23506,1,2015-12-10 00:00:00,2015-12-10 00:00:00,305.0,2019-11-20 07:22:41
6586,+,+,+,-,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,5097,1288,1,2015-12-04 00:00:00,2015-12-04 00:00:00,304.0,2019-11-20 07:22:41
6585,-,+,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,+,-,+,-,,,,,,,5115,5259,1,2015-12-03 00:00:00,2015-12-03 00:00:00,303.0,2019-11-20 07:22:41
6584,-,+,-,-,+,-,+,+,+,+,-,+,+,+,-,+,-,-,+,-,-,,,,,,,5078,1723,1,2015-11-26 00:00:00,2015-11-26 00:00:00,302.0,2019-11-20 07:22:41
6583,+,-,-,+,-,-,+,-,+,+,-,+,+,+,+,-,+,-,+,+,-,,,,,,,5212,3614,1,2015-11-26 00:00:00,2015-11-26 00:00:00,301.0,2019-11-20 07:22:41
6582,-,+,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,+,-,+,-,,,,,,,5118,6956,1,2015-11-27 00:00:00,2015-11-27 00:00:00,300.0,2019-11-20 07:22:41
6581,+,-,+,-,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,131037,22329,1,2015-11-26 00:00:00,2015-11-26 00:00:00,299.0,2019-11-20 07:22:41
6580,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,131928,23720,1,2015-10-29 00:00:00,2015-10-29 00:00:00,297.0,2019-11-20 07:22:41
6579,+,+,+,+,+,-,-,-,+,+,-,+,+,+,+,+,-,+,+,+,-,,,,,,,130293,21583,1,2015-10-29 00:00:00,2015-10-29 00:00:00,296.0,2019-11-20 07:22:41
6578,+,-,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4962,18197,1,2015-10-23 00:00:00,2015-10-23 00:00:00,295.0,2019-11-20 07:22:41
6577,-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,+,,,,,,,17248,254,1,2015-10-15 00:00:00,2015-10-15 00:00:00,294.0,2019-11-20 07:22:41
6576,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,131929,23721,1,2015-10-29 00:00:00,2015-10-29 00:00:00,293.0,2019-11-20 07:22:41
6575,-,-,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,5113,4296,1,2015-11-19 00:00:00,2015-11-19 00:00:00,292.0,2019-11-20 07:22:41
6574,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,,,,,,,158345,65021,1,2015-11-13 00:00:00,2015-11-13 00:00:00,291.0,2019-11-20 07:22:41
6573,+,-,-,+,-,-,-,-,-,+,-,+,+,-,-,+,-,-,-,+,-,,,,,,,5172,2226,1,2015-11-12 00:00:00,2015-11-12 00:00:00,290.0,2019-11-20 07:22:41
6572,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,,,,,,,23945,20804,1,2015-11-05 00:00:00,2015-11-05 00:00:00,289.0,2019-11-20 07:22:41
6571,+,-,+,+,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,-,,,,,,,5134,3677,1,2015-10-22 00:00:00,2015-10-22 00:00:00,288.0,2019-11-20 07:22:41
6570,+,+,-,+,+,-,-,-,-,+,-,+,+,-,-,+,-,-,+,+,-,,,,,,,4375,7067,1,2015-10-22 00:00:00,2015-10-22 00:00:00,287.0,2019-11-20 07:22:41
6569,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,,,,,,,131276,22503,1,2015-09-10 00:00:00,2015-09-10 00:00:00,286.0,2019-11-20 07:22:41
6568,-,-,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,,,,,,,4988,5578,1,2015-08-27 00:00:00,2015-08-27 00:00:00,285.0,2019-11-20 07:22:41
6567,+,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,,,,,,,131441,22668,1,2015-08-21 00:00:00,2015-08-21 00:00:00,284.0,2019-11-20 07:22:41
6566,+,+,+,-,+,-,-,-,+,-,+,+,+,+,-,-,-,-,+,-,+,,,,,,,131440,22667,1,2015-08-21 00:00:00,2015-08-21 00:00:00,283.0,2019-11-20 07:22:41
6565,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,+,-,+,,,,,,,131439,22666,1,2015-08-21 00:00:00,2015-08-21 00:00:00,282.0,2019-11-20 07:22:41
6564,+,+,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,+,+,,,,,,,241,9190,1,2015-08-20 00:00:00,2015-08-20 00:00:00,280.0,2019-11-20 07:22:41
6563,+,-,-,-,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,132370,24159,1,2015-10-01 00:00:00,2015-10-01 00:00:00,279.0,2019-11-20 07:22:41
6562,+,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,-,,,,,,,4339,9098,1,2015-09-10 00:00:00,2015-09-10 00:00:00,278.0,2019-11-20 07:22:41
6561,+,+,+,-,+,-,+,-,+,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4940,1825,1,2015-08-14 00:00:00,2015-08-14 00:00:00,277.0,2019-11-20 07:22:41
6560,+,-,-,-,+,-,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,,,,,,,131113,22405,1,2015-09-03 00:00:00,2015-10-05 07:17:08,276.0,2019-11-20 07:22:41
6559,+,+,+/-,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,-,+,+,,,,,,,259,4770,1,2015-08-14 00:00:00,2015-08-14 00:00:00,275.0,2019-11-20 07:22:41
6558,+,+,+,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,+,+,,,,,,,241,9190,1,2015-08-14 00:00:00,2015-08-14 00:00:00,274.0,2019-11-20 07:22:41
6557,+,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,+,+,+,,,,,,,23546,20266,1,2015-08-14 00:00:00,2015-08-14 00:00:00,273.0,2019-11-20 07:22:41
6556,+,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,+,+,+,,,,,,,239,9088,1,2015-08-14 00:00:00,2015-08-14 00:00:00,272.0,2019-11-20 07:22:41
6555,+,+,+,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,-,+,,,,,,,276,7949,1,2015-08-14 00:00:00,2015-08-14 00:00:00,270.0,2019-11-20 07:22:41
6554,+,+,+,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,+,+,,,,,,,281,7899,1,2015-08-14 00:00:00,2015-08-14 00:00:00,269.0,2019-11-20 07:22:41
6553,+,+,+,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,+,+,,,,,,,280,7898,1,2015-08-14 00:00:00,2015-08-14 00:00:00,268.0,2019-11-20 07:22:41
6552,+,+,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,270,6979,1,2015-08-14 00:00:00,2015-08-14 00:00:00,267.0,2019-11-20 07:22:41
6551,+,+,+,-,+,-,-,+/-,+,+/-,+,+,+,-,-,-,+,-,-,-,+,,,,,,,256,7118,1,2015-08-14 00:00:00,2015-08-14 00:00:00,266.0,2019-11-20 07:22:41
6550,+,+,+,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,,,,,,,261,6510,1,2015-08-14 00:00:00,2015-08-14 00:00:00,265.0,2019-11-20 07:22:41
6549,+,+,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,+,-,+,-,,,,,,,5127,3566,1,2015-08-14 00:00:00,2015-08-14 00:00:00,264.0,2019-11-20 07:22:41
6548,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,,,,,,,251,3564,1,2015-08-14 00:00:00,2015-08-14 00:00:00,263.0,2019-11-20 07:22:41
6547,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,23534,20262,1,2015-08-14 00:00:00,2015-08-14 00:00:00,262.0,2019-11-20 07:22:41
6546,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,,,,,,,23533,20261,1,2015-08-14 00:00:00,2015-08-14 00:00:00,261.0,2019-11-20 07:22:41
6545,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,,,,,,,250,3563,1,2015-08-14 00:00:00,2015-08-14 00:00:00,260.0,2019-11-20 07:22:41
6544,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,249,3114,1,2015-08-14 00:00:00,2015-08-14 00:00:00,259.0,2019-11-20 07:22:41
6543,+,+,+,-,-,-,-,+,+,-,+,+,+,-,-,-,-,+,-,-,+,,,,,,,254,3113,1,2015-08-14 00:00:00,2015-08-14 00:00:00,258.0,2019-11-20 07:22:41
6542,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,,,,,,,248,2470,1,2015-08-14 00:00:00,2015-08-14 00:00:00,257.0,2019-11-20 07:22:41
6541,+,+,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,,,,,,,246,2469,1,2015-08-14 00:00:00,2015-08-14 00:00:00,256.0,2019-11-20 07:22:41
6540,+,+,+,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,,,,,,,245,1863,1,2015-08-14 00:00:00,2015-08-14 00:00:00,255.0,2019-11-20 07:22:41
6539,+,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,+,+,+,,,,,,,239,9088,1,2015-08-13 00:00:00,2015-08-13 00:00:00,254.0,2019-11-20 07:22:41
6538,+,+,+,-,+,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,276,7949,1,2015-08-13 00:00:00,2015-08-13 00:00:00,253.0,2019-11-20 07:22:41
6537,+,+,+,-,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4957,6519,1,2015-08-13 00:00:00,2015-08-13 00:00:00,252.0,2019-11-20 07:22:41
6536,+,+,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,,,,,,,250,3563,1,2015-08-13 00:00:00,2015-08-13 00:00:00,251.0,2019-11-20 07:22:41
6535,+,+,-,+,+,-,-,-,-,+,-,+,+,+,-,+,+,+,+,+,-,,,,,,,5236,1698,1,2015-08-12 00:00:00,2015-08-12 00:00:00,250.0,2019-11-20 07:22:41
6534,+,+,-,-,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,130318,21585,1,2015-08-14 00:00:00,2015-08-14 00:00:00,247.0,2019-11-20 07:22:41
6533,+,+,-,+,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,+,-,,,,,,,4362,12534,1,2015-08-14 00:00:00,2015-08-14 00:00:00,246.0,2019-11-20 07:22:41
6532,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,+,+,,,,,,,237,9191,1,2015-08-14 00:00:00,2015-08-14 00:00:00,244.0,2019-11-20 07:22:41
6531,+,+,-,-,+,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4325,9097,1,2015-08-14 00:00:00,2015-08-14 00:00:00,243.0,2019-11-20 07:22:41
6530,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,+,+,,,,,,,23539,20263,1,2015-08-14 00:00:00,2015-08-14 00:00:00,242.0,2019-11-20 07:22:41
6529,+,+,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,+,+,,,,,,,244,8885,1,2015-08-14 00:00:00,2015-08-14 00:00:00,241.0,2019-11-20 07:22:41
6528,+,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,+,+,+,,,,,,,23530,20258,1,2015-08-14 00:00:00,2015-08-14 00:00:00,240.0,2019-11-20 07:22:41
6527,+,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,+,+,+,,,,,,,243,8884,1,2015-08-14 00:00:00,2015-08-14 00:00:00,239.0,2019-11-20 07:22:41
6526,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,,,,,,,23544,20264,1,2015-08-14 00:00:00,2015-08-14 00:00:00,238.0,2019-11-20 07:22:41
6525,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,,,,,,,23529,20257,1,2015-08-14 00:00:00,2015-08-14 00:00:00,237.0,2019-11-20 07:22:41
6524,+,+,-,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,+,+,+,,,,,,,240,9089,1,2015-08-14 00:00:00,2015-08-14 00:00:00,236.0,2019-11-20 07:22:41
6523,+,+,-,-,-,-,-,-,+,-,+,+,+,-,+,-,+,-,-,+,+,,,,,,,130141,21463,1,2015-08-14 00:00:00,2015-08-14 00:00:00,235.0,2019-11-20 07:22:41
6522,+,+,-,-,+,-,-,-,-,+,-,+,+,+,+,-,+,-,+,+,-,,,,,,,131504,22731,1,2015-08-14 00:00:00,2015-08-14 00:00:00,234.0,2019-11-20 07:22:41
6521,+,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,-,,,,,,,130292,21549,1,2015-08-14 00:00:00,2015-08-14 00:00:00,233.0,2019-11-20 07:22:41
6520,+,+,-,+,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,132602,24391,1,2015-08-14 00:00:00,2015-08-14 00:00:00,231.0,2019-11-20 07:22:41
6519,+,+,-,+,+,-,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,,,,,,,23990,21153,1,2015-08-14 00:00:00,2015-08-14 00:00:00,230.0,2019-11-20 07:22:41
6518,+,+,-,-,+,-,-,-,-,+,+,+,+,+,-,+,-,+,+,+,-,,,,,,,23991,21154,1,2015-08-14 00:00:00,2015-08-14 00:00:00,229.0,2019-11-20 07:22:41
6517,+,+,-,-,-,-,+,-,-,-,-,+,+,-,-,+,-,+,-,+,-,,,,,,,23989,20922,1,2015-08-14 00:00:00,2015-08-14 00:00:00,228.0,2019-11-20 07:22:41
6516,+,+,-,+,+,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4363,18242,1,2015-08-14 00:00:00,2015-08-14 00:00:00,227.0,2019-11-20 07:22:41
6515,+,+,-,-,+,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4326,17656,1,2015-08-14 00:00:00,2015-08-14 00:00:00,226.0,2019-11-20 07:22:41
6514,+,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,+,-,-,-,+,,,,,,,274,15922,1,2015-08-14 00:00:00,2015-08-14 00:00:00,225.0,2019-11-20 07:22:41
6513,+,+,-,-,+,-,-,-,+,+,+,+,+,-,+,-,+,-,+,-,+,,,,,,,17279,15835,1,2015-08-14 00:00:00,2015-08-14 00:00:00,224.0,2019-11-20 07:22:41
6512,+,+,-,-,+,-,-,-,+,+,+,+,+,-,-,-,-,-,-,+,+,,,,,,,279,8207,1,2015-08-14 00:00:00,2015-08-14 00:00:00,223.0,2019-11-20 07:22:41
6511,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,-,+,,,,,,,272,7437,1,2015-08-14 00:00:00,2015-08-14 00:00:00,222.0,2019-11-20 07:22:41
