ID_kit_api_20E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,ID_strains,ID_reference,manual_annotation,created_20E,modify_in_pgsql_20E,ID_tbl_api_20E,last_change
6783,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,+,,,,,,,,4453,1390,1,1992-12-01 00:00:00,2016-04-04 12:23:40,504.0,2019-11-20 07:22:42
6782,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,+,-,,,,,,,4453,1390,1,1996-11-19 00:00:00,2016-04-04 12:23:40,503.0,2019-11-20 07:22:42
6781,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,+,-,,,,,,,4453,1390,1,1997-02-19 00:00:00,2016-04-04 12:23:40,502.0,2019-11-20 07:22:42
6780,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,+,-,,,,,,,4453,1390,1,2004-11-17 00:00:00,2016-04-04 12:23:40,501.0,2019-11-20 07:22:42
6779,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,+,-,-,,,,,,,,4452,1389,1,1991-03-25 00:00:00,2016-04-04 12:23:40,500.0,2019-11-20 07:22:42
6778,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,+,-,-,-,,,,,,,4452,1389,1,2012-01-24 00:00:00,2016-04-04 12:23:40,499.0,2019-11-20 07:22:42
6777,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,+,-,-,,,,,,,,4451,1388,1,1991-03-25 00:00:00,2016-04-04 12:23:40,498.0,2019-11-20 07:22:42
6776,+,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,+,,,,,,,,4450,1387,1,1991-03-20 00:00:00,2016-04-04 12:23:40,497.0,2019-11-20 07:22:42
7583,+,-,+,+,-,-,-,-,+,+/-,-,+,+,-,+,+,+,+,-,+,-,+,,,,,,157719,64288,1,2017-09-15 00:00:00,2018-04-26 14:45:04,1492.0,2019-11-20 07:22:43
6775,+,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,+,-,,,,,,,4450,1387,1,1996-12-18 00:00:00,2016-04-04 12:23:40,496.0,2019-11-20 07:22:42
6774,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,,,,,,,,4449,1386,1,1991-03-20 00:00:00,2016-04-04 12:23:40,495.0,2019-11-20 07:22:42
6773,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,-,,,,,,,4449,1386,1,2005-03-10 00:00:00,2016-04-04 12:23:40,494.0,2019-11-20 07:22:42
6772,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,,,,,,,,4448,1385,1,1991-03-20 00:00:00,2016-04-04 12:23:40,493.0,2019-11-20 07:22:42
6771,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,-,,,,,,,4448,1385,1,2005-03-10 00:00:00,2016-04-04 12:23:40,492.0,2019-11-20 07:22:42
6770,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,,,,,,,,4447,1384,1,1991-03-20 00:00:00,2016-04-04 12:23:40,491.0,2019-11-20 07:22:42
6769,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,-,,,,,,,4447,1384,1,2004-03-16 00:00:00,2016-04-04 12:23:40,490.0,2019-11-20 07:22:42
7582,+,-,+,+,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,+,,,,,,,157724,64293,1,2018-01-09 00:00:00,2018-04-26 14:40:04,1491.0,2019-11-20 07:22:43
6768,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,,,,,,,,4446,1383,1,1991-03-20 00:00:00,2016-04-04 12:23:40,489.0,2019-11-20 07:22:42
6767,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,,,,,,,,4445,1382,1,1991-03-20 00:00:00,2016-04-04 12:23:40,488.0,2019-11-20 07:22:42
6766,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,-,,,,,,,4445,1382,1,2005-05-04 00:00:00,2016-04-04 12:23:40,487.0,2019-11-20 07:22:42
7581,+,-,+,+,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,+,,,,,,,157723,64292,1,2018-01-09 00:00:00,2018-04-26 14:40:04,1490.0,2019-11-20 07:22:43
7576,+,-,+,+,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,+,,,,,,,157727,64296,1,2018-01-09 00:00:00,2018-04-26 14:35:03,1485.0,2019-11-20 07:22:43
6765,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4444,1381,1,1991-03-20 00:00:00,2016-04-04 12:23:40,486.0,2019-11-20 07:22:42
6764,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4443,1380,1,1991-03-04 00:00:00,2016-04-04 12:23:40,485.0,2019-11-20 07:22:42
6763,+,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4441,1236,1,1995-01-05 00:00:00,2016-04-04 12:23:40,484.0,2019-11-20 07:22:42
6762,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4441,1236,1,1991-02-25 00:00:00,2016-04-04 12:23:40,483.0,2019-11-20 07:22:42
6761,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4437,1141,1,1992-08-05 00:00:00,2016-04-04 12:23:40,482.0,2019-11-20 07:22:42
6760,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4437,1141,1,2003-08-26 00:00:00,2016-04-04 12:23:40,481.0,2019-11-20 07:22:42
6759,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4439,1202,1,1983-06-10 00:00:00,2016-04-04 12:23:40,480.0,2019-11-20 07:22:42
6758,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4439,1202,1,1991-02-25 00:00:00,2016-04-04 12:23:40,479.0,2019-11-20 07:22:42
6757,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4439,1202,1,2007-01-23 00:00:00,2016-04-04 12:23:40,478.0,2019-11-20 07:22:42
6756,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4440,1215,1,1992-03-17 00:00:00,2016-04-04 12:23:40,477.0,2019-11-20 07:22:42
6755,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,,,,,,,,4438,1153,1,1993-06-15 00:00:00,2016-04-04 12:23:40,476.0,2019-11-20 07:22:42
6754,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,-,,,,,,,4438,1153,1,2004-05-04 00:00:00,2016-04-04 12:23:40,475.0,2019-11-20 07:22:42
6753,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,+,,,,,,,,4436,1032,1,1993-07-27 00:00:00,2016-04-04 12:23:40,474.0,2019-11-20 07:22:42
6752,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,+,,,,,,,,4429,675,1,1993-08-25 00:00:00,2016-04-04 12:23:40,473.0,2019-11-20 07:22:42
6751,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,,,,,,,,4435,920,1,1991-03-19 00:00:00,2016-04-04 12:23:40,472.0,2019-11-20 07:22:42
6750,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,,,,,,,,4435,920,1,1993-05-18 00:00:00,2016-04-04 12:23:40,471.0,2019-11-20 07:22:42
6749,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,-,,,,,,,4435,920,1,2003-08-27 00:00:00,2016-04-04 12:23:40,470.0,2019-11-20 07:22:42
6746,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,,,,,,,,4434,829,1,1989-11-07 00:00:00,2016-04-04 12:23:40,467.0,2019-11-20 07:22:42
6745,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,,,,,,,,4434,829,1,1991-03-19 00:00:00,2016-04-04 12:23:40,466.0,2019-11-20 07:22:42
6744,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,,,,,,,,4434,829,1,1994-07-19 00:00:00,2016-04-04 12:23:40,465.0,2019-11-20 07:22:42
6743,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,-,,,,,,,4434,829,1,1998-06-24 00:00:00,2016-04-04 12:23:40,464.0,2019-11-20 07:22:42
6742,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,-,,,,,,,4434,829,1,2008-01-22 00:00:00,2016-04-04 12:23:40,463.0,2019-11-20 07:22:42
6741,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,,,,,,,,4431,820,1,1993-05-06 00:00:00,2016-04-04 12:23:40,462.0,2019-11-20 07:22:42
6740,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,,,,,,,,4431,820,1,1994-07-20 00:00:00,2016-04-04 12:23:40,461.0,2019-11-20 07:22:42
6738,+,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-,-,-,,,,,,,4431,820,1,1999-12-21 00:00:00,2016-04-04 12:23:40,459.0,2019-11-20 07:22:42
6737,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4431,820,1,1993-07-01 00:00:00,2016-04-04 12:23:40,458.0,2019-11-20 07:22:42
6736,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4431,820,1,1995-03-28 00:00:00,2016-04-04 12:23:40,457.0,2019-11-20 07:22:42
6735,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4431,820,1,2005-06-08 00:00:00,2016-04-04 12:23:40,456.0,2019-11-20 07:22:42
6734,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4431,820,1,2010-05-27 00:00:00,2016-04-04 12:23:40,455.0,2019-11-20 07:22:42
6733,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4430,760,1,1993-06-15 00:00:00,2016-04-04 12:23:40,454.0,2019-11-20 07:22:42
6732,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4430,760,1,2006-11-21 00:00:00,2016-04-04 12:23:40,453.0,2019-11-20 07:22:42
6731,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4424,526,1,1991-12-12 00:00:00,2016-04-04 12:23:40,452.0,2019-11-20 07:22:42
6729,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,-,,,,,,,4424,526,1,1998-06-25 00:00:00,2016-04-04 12:23:40,450.0,2019-11-20 07:22:42
6728,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4423,525,1,1991-08-20 00:00:00,2016-04-04 12:23:40,449.0,2019-11-20 07:22:42
6727,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,-,,,,,,,4423,525,1,2003-09-23 00:00:00,2016-04-04 12:23:40,448.0,2019-11-20 07:22:42
6726,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,,,,,,,,4428,564,1,1991-01-30 00:00:00,2016-04-04 12:23:40,447.0,2019-11-20 07:22:42
6725,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,-,,,,,,,4428,564,1,2000-11-28 00:00:00,2016-04-04 12:23:40,446.0,2019-11-20 07:22:42
6724,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4427,552,1,1993-08-05 00:00:00,2016-04-04 12:23:40,445.0,2019-11-20 07:22:42
7580,+,+,+,+,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,+,,,,,,,157721,64290,1,2018-01-09 00:00:00,2018-04-26 14:40:03,1489.0,2019-11-20 07:22:43
7575,+,-,+,+,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,+,,,,,,,157726,64295,1,2018-01-09 00:00:00,2018-04-26 14:35:03,1484.0,2019-11-20 07:22:43
6723,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4427,552,1,1995-03-29 00:00:00,2016-04-04 12:23:40,444.0,2019-11-20 07:22:42
6721,-,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4427,552,1,1996-02-15 00:00:00,2016-04-04 12:23:40,442.0,2019-11-20 07:22:42
6720,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4427,552,1,1997-03-12 00:00:00,2016-04-04 12:23:40,441.0,2019-11-20 07:22:42
6719,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4427,552,1,2001-02-13 00:00:00,2016-04-04 12:23:40,440.0,2019-11-20 07:22:42
6716,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4427,552,1,2008-01-10 00:00:00,2016-04-04 12:23:40,437.0,2019-11-20 07:22:42
6715,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4427,552,1,2014-02-13 00:00:00,2016-04-04 12:23:40,436.0,2019-11-20 07:22:42
6714,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4427,552,1,2016-01-28 00:00:00,2016-04-04 12:23:40,435.0,2019-11-20 07:22:42
6713,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4427,552,1,2013-01-10 00:00:00,2016-04-04 12:23:40,434.0,2019-11-20 07:22:42
6712,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,,,,,,,,4426,549,1,1991-09-10 00:00:00,2016-04-04 12:23:40,433.0,2019-11-20 07:22:42
6711,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,-,,,,,,,4426,549,1,2004-08-31 00:00:00,2016-04-04 12:23:40,432.0,2019-11-20 07:22:42
6710,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4425,536,1,1991-10-10 00:00:00,2016-04-04 12:23:40,431.0,2019-11-20 07:22:42
6709,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4425,536,1,1999-11-30 00:00:00,2016-04-04 12:23:40,430.0,2019-11-20 07:22:42
6708,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4421,389,1,1991-02-13 00:00:00,2016-04-04 12:23:40,429.0,2019-11-20 07:22:42
6707,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,-,,,,,,,4421,389,1,2003-02-25 00:00:00,2016-04-04 12:23:40,428.0,2019-11-20 07:22:42
6706,+,-,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4422,445,1,1983-04-28 00:00:00,2016-04-04 12:23:40,427.0,2019-11-20 07:22:42
6705,+,-,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4422,445,1,1991-02-13 00:00:00,2016-04-04 12:23:40,426.0,2019-11-20 07:22:42
6704,+,-,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4422,445,1,1995-05-04 00:00:00,2016-04-04 12:23:40,425.0,2019-11-20 07:22:42
6703,+,-,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4422,445,1,1997-05-27 00:00:00,2016-04-04 12:23:40,424.0,2019-11-20 07:22:42
6702,+,+/-,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4422,445,1,2000-01-27 00:00:00,2016-04-04 12:23:40,423.0,2019-11-20 07:22:42
6701,+,-,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4422,445,1,2003-07-02 00:00:00,2016-04-04 12:23:40,422.0,2019-11-20 07:22:42
6700,+,-,+,+,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,-,,,,,,,4420,358,1,1997-06-09 00:00:00,2016-04-04 12:23:40,421.0,2019-11-20 07:22:42
6699,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4419,321,1,1991-02-14 00:00:00,2016-04-04 12:23:40,420.0,2019-11-20 07:22:42
6698,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4419,321,1,1992-11-11 00:00:00,2016-04-04 12:23:40,419.0,2019-11-20 07:22:42
6697,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4419,321,1,1996-06-05 00:00:00,2016-04-04 12:23:40,418.0,2019-11-20 07:22:42
6696,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4419,321,1,2001-02-20 00:00:00,2016-04-04 12:23:40,417.0,2019-11-20 07:22:42
6695,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4419,321,1,2009-09-02 00:00:00,2016-04-04 12:23:40,416.0,2019-11-20 07:22:42
6694,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4418,241,1,1992-08-06 00:00:00,2016-04-04 12:23:40,415.0,2019-11-20 07:22:42
6693,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4418,241,1,1995-11-14 00:00:00,2016-04-04 12:23:40,414.0,2019-11-20 07:22:42
6692,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4417,240,1,1992-08-06 00:00:00,2016-04-04 12:23:40,413.0,2019-11-20 07:22:42
6691,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4417,240,1,1995-04-06 00:00:00,2016-04-04 12:23:40,412.0,2019-11-20 07:22:42
6690,+,-,+/-,-,-,-,-,+/-,+,+,-,+,+,-,+,+,-,+,-,+,+/-,+,-,,,,,4416,239,1,1978-07-13 00:00:00,2016-04-04 12:23:40,411.0,2019-11-20 07:22:42
6689,+,-,+/-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,+,-,,,,,4416,239,1,1978-07-20 00:00:00,2016-04-04 12:23:40,410.0,2019-11-20 07:22:42
6688,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4416,239,1,1992-08-06 00:00:00,2016-04-04 12:23:40,409.0,2019-11-20 07:22:42
6687,+,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4416,239,1,1995-04-06 00:00:00,2016-04-04 12:23:40,408.0,2019-11-20 07:22:42
6686,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4415,238,1,1992-08-06 00:00:00,2016-04-04 12:23:40,407.0,2019-11-20 07:22:42
6685,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4415,238,1,1994-12-06 00:00:00,2016-04-04 12:23:40,406.0,2019-11-20 07:22:42
6684,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4415,238,1,2008-11-19 00:00:00,2016-04-04 12:23:40,405.0,2019-11-20 07:22:42
6683,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4414,237,1,1988-02-01 00:00:00,2016-04-04 12:23:40,404.0,2019-11-20 07:22:42
6682,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,+,-,,,,,4414,237,1,1859-11-24 00:00:00,2016-04-04 12:23:40,403.0,2019-11-20 07:22:42
6681,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4414,237,1,1990-12-03 00:00:00,2016-04-04 12:23:40,402.0,2019-11-20 07:22:42
6680,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4414,237,1,1994-07-19 00:00:00,2016-04-04 12:23:40,401.0,2019-11-20 07:22:42
6679,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4414,237,1,1996-01-16 00:00:00,2016-04-04 12:23:40,400.0,2019-11-20 07:22:42
6678,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4414,237,1,1996-03-20 00:00:00,2016-04-04 12:23:40,399.0,2019-11-20 07:22:42
6677,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4414,237,1,1997-04-10 00:00:00,2016-04-04 12:23:40,398.0,2019-11-20 07:22:42
6676,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4414,237,1,1994-09-21 00:00:00,2016-04-04 12:23:40,397.0,2019-11-20 07:22:42
6675,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,+,,,,,,4414,237,1,1979-03-21 00:00:00,2016-04-04 12:23:40,396.0,2019-11-20 07:22:42
6672,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,+,-,,+,,,4414,237,1,1982-04-06 00:00:00,2016-04-04 12:23:40,393.0,2019-11-20 07:22:42
6671,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,+,-,,+,+,+,4414,237,1,1982-04-06 00:00:00,2016-04-04 12:23:40,392.0,2019-11-20 07:22:42
6670,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4414,237,1,2001-02-01 00:00:00,2016-04-04 12:23:40,391.0,2019-11-20 07:22:42
6669,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4414,237,1,2003-04-03 00:00:00,2016-04-04 12:23:40,390.0,2019-11-20 07:22:42
6668,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4414,237,1,2005-01-25 00:00:00,2016-04-04 12:23:40,389.0,2019-11-20 07:22:42
6667,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4414,237,1,2009-01-07 00:00:00,2016-04-04 12:23:40,388.0,2019-11-20 07:22:42
6666,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4413,198,1,1992-02-24 00:00:00,2016-04-04 12:23:40,387.0,2019-11-20 07:22:42
6665,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4412,196,1,1991-05-27 00:00:00,2016-04-04 12:23:40,386.0,2019-11-20 07:22:42
6664,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4412,196,1,1992-11-12 00:00:00,2016-04-04 12:23:40,385.0,2019-11-20 07:22:42
6663,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,,,,,,,,4412,196,1,1995-07-18 00:00:00,2016-04-04 12:23:40,384.0,2019-11-20 07:22:42
6662,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,-,,,,,,,4412,196,1,1997-08-26 00:00:00,2016-04-04 12:23:40,383.0,2019-11-20 07:22:42
6661,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,-,,,,,,,4412,196,1,2002-04-24 00:00:00,2016-04-04 12:23:40,382.0,2019-11-20 07:22:42
6660,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4411,193,1,1991-01-29 00:00:00,2016-04-04 12:23:40,381.0,2019-11-20 07:22:42
6659,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4411,193,1,1992-11-25 00:00:00,2016-04-04 12:23:40,380.0,2019-11-20 07:22:42
6658,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4411,193,1,1997-02-18 00:00:00,2016-04-04 12:23:40,379.0,2019-11-20 07:22:42
6657,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,-,,,,,,,4411,193,1,2001-02-20 00:00:00,2016-04-04 12:23:40,378.0,2019-11-20 07:22:42
6656,+,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,,,,,,,,4411,193,1,2004-11-16 00:00:00,2016-04-04 12:23:40,377.0,2019-11-20 07:22:42
6655,+,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,+,-,,,,,,,4410,37,1,2006-11-21 00:00:00,2016-04-04 12:23:40,376.0,2019-11-20 07:22:42
6654,+,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,+,,,,,,,,4410,37,1,1992-08-06 00:00:00,2016-04-04 12:23:40,375.0,2019-11-20 07:22:42
6653,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,+,,,,,,,,4409,34,1,1991-08-15 00:00:00,2016-04-04 12:23:40,374.0,2019-11-20 07:22:42
6652,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,+,-,,,,,,,4409,34,1,1996-03-21 00:00:00,2016-04-04 12:23:40,373.0,2019-11-20 07:22:42
6651,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,+,-,,,,,,,4409,34,1,2003-04-12 00:00:00,2016-04-04 12:23:40,372.0,2019-11-20 07:22:42
6650,-,+,+,-,+,-,+,-,+,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4941,1950,1,2016-04-01 00:00:00,2016-04-01 00:00:00,371.0,2019-11-20 07:22:42
6649,+,-,+,-,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,+,,,,,,,4962,18197,1,2016-04-01 00:00:00,2016-04-01 00:00:00,370.0,2019-11-20 07:22:42
6648,+,+,-,-,+,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4325,9097,1,2016-04-01 00:00:00,2016-04-01 00:00:00,369.0,2019-11-20 07:22:42
6647,+,+,+,+,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,,,,,,,4358,9102,1,2016-04-01 00:00:00,2016-04-01 00:00:00,368.0,2019-11-20 07:22:42
6646,-,+,+,+,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,,,,,,,131932,23724,1,2016-04-01 00:00:00,2016-04-01 00:00:00,367.0,2019-11-20 07:22:42
6645,+,-,-,+,-,-,-,-,-,-,-,+,+,-,+,+,-,+,+,+,-,,,,,,,4312,3467,1,2016-04-01 00:00:00,2016-04-01 00:00:00,366.0,2019-11-20 07:22:42
