ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,manual_annotation,last_change
39324,1,Risk group (German classification),,,,6704,17310,1,2019-11-08 07:29:11
39325,1,Risk group (German classification),,,,5894,17827,1,2019-11-08 07:29:11
39326,1,Risk group (German classification),,,,5895,17828,1,2019-11-08 07:29:11
39327,2,Risk group (German classification),,,,8590,17694,1,2019-11-08 07:29:11
39328,1,Risk group (German classification),,,,23335,19172,1,2019-11-08 07:29:11
39329,1,Risk group (German classification),,,,23113,19173,1,2019-11-08 07:29:11
39330,1,Risk group (German classification),,,,7284,18271,1,2019-11-08 07:29:11
39331,1,Risk group (German classification),,,,13284,18257,1,2019-11-08 07:29:11
39332,1,Risk group (German classification),,,,13285,18255,1,2019-11-08 07:29:11
39333,1,Risk group (German classification),,,,1321,16403,1,2019-11-08 07:29:11
39334,1,Risk group (German classification),,,,140045,42652,1,2019-11-08 07:29:11
39335,1,Risk group (German classification),,,,22974,19175,1,2019-11-08 07:29:11
39336,1,Risk group (German classification),1.0,,,3244,17933,1,2019-11-08 07:29:11
39337,1,Risk group (German classification),,,,8034,18037,1,2019-11-08 07:29:11
39338,1,Risk group (German classification),,,,3024,15651,1,2019-11-08 07:29:11
39339,1,Risk group (German classification),,,,3025,16024,1,2019-11-08 07:29:11
39340,1,Risk group (German classification),,,,16620,17496,1,2019-11-08 07:29:11
39341,1,Risk group (German classification),,,,16631,17766,1,2019-11-08 07:29:11
39342,1,Risk group (German classification),,,,13190,17846,1,2019-11-08 07:29:11
39343,1,Risk group (German classification),,,,24499,20781,1,2019-11-08 07:29:11
39344,1,Risk group (German classification),,,,8047,16486,1,2019-11-08 07:29:11
39345,1,Risk group (German classification),,,,13412,17967,1,2019-11-08 07:29:11
39346,1,Risk group (German classification),,,,130633,22056,1,2019-11-08 07:29:11
39347,1,Risk group (German classification),,,,16632,17767,1,2019-11-08 07:29:11
39348,1,Risk group (German classification),,,,11341,18081,1,2019-11-08 07:29:11
39349,1,Risk group (German classification),,,,16530,16789,1,2019-11-08 07:29:11
39350,1,Risk group (German classification),,,,17525,17289,1,2019-11-08 07:29:11
39351,1,Risk group (German classification),,,,17526,17729,1,2019-11-08 07:29:11
39352,1,Risk group (German classification),,,,11050,17762,1,2019-11-08 07:29:11
39353,1,Risk group (German classification),,,,11051,17763,1,2019-11-08 07:29:11
39354,1,Risk group (German classification),,,,13752,17753,1,2019-11-08 07:29:11
39355,1,Risk group (German classification),,,,16499,17382,1,2019-11-08 07:29:11
39356,1,Risk group (German classification),,,,16500,17380,1,2019-11-08 07:29:11
39357,1,Risk group (German classification),,,,16501,17381,1,2019-11-08 07:29:11
39358,1,Risk group (German classification),,,,469,17512,1,2019-11-08 07:29:11
39359,2,Risk group (German classification),,,,18006,16365,1,2019-11-08 07:29:11
39360,1,Risk group (German classification),,,,17648,17675,1,2019-11-08 07:29:11
39361,1,Risk group (German classification),,,,23114,19176,1,2019-11-08 07:29:11
39362,1,Risk group (German classification),,,,2874,17374,1,2019-11-08 07:29:11
39363,1,Risk group (German classification),,,,18151,17535,1,2019-11-08 07:29:11
39364,1,Risk group (German classification),,,,7514,18069,1,2019-11-08 07:29:11
39365,1,Risk group (German classification),,,,3037,16776,1,2019-11-08 07:29:11
39366,1,Risk group (German classification),,,,11867,8269,1,2019-11-08 07:29:11
39367,1,Risk group (German classification),,,,24310,20309,1,2019-11-08 07:29:11
39368,1,Risk group (German classification),,,,1791,18268,1,2019-11-08 07:29:11
39369,1,Risk group (German classification),,,,1792,18270,1,2019-11-08 07:29:11
39370,1,Risk group (German classification),,,,1793,18269,1,2019-11-08 07:29:11
39371,1,Risk group (German classification),,,1.0,22995,19177,1,2019-11-08 07:29:11
39372,1,Risk group (German classification),,,,22975,19178,1,2019-11-08 07:29:11
39373,1,Risk group (German classification),,,,5587,18084,1,2019-11-08 07:29:11
39374,1,Risk group (German classification),,,,23795,20589,1,2019-11-08 07:29:11
39375,1,Risk group (German classification),,,,23216,19179,1,2019-11-08 07:29:11
39376,1,Risk group (German classification),,,,23759,21166,1,2019-11-08 07:29:11
39377,1,Risk group (German classification),,,,12524,17348,1,2019-11-08 07:29:11
39378,1,Risk group (German classification),,,,7198,16324,1,2019-11-08 07:29:11
39379,1,Risk group (German classification),,,,131252,22479,1,2019-11-08 07:29:11
39380,1,Risk group (German classification),,,,16680,16622,1,2019-11-08 07:29:11
39381,1,Risk group (German classification),,,,22928,19180,1,2019-11-08 07:29:11
39382,1,Risk group (German classification),,,,7513,18239,1,2019-11-08 07:29:11
39383,1,Risk group (German classification),,,,6320,18272,1,2019-11-08 07:29:11
39384,1,Risk group (German classification),,,,8020,17832,1,2019-11-08 07:29:11
39385,1,Risk group (German classification),,,,7199,15618,1,2019-11-08 07:29:11
39386,1,Risk group (German classification),,,,7246,17737,1,2019-11-08 07:29:11
39387,1,Risk group (German classification),,,,7237,17301,1,2019-11-08 07:29:11
39388,1,Risk group (German classification),,,,7238,17186,1,2019-11-08 07:29:11
39389,1,Risk group (German classification),,,,24312,21148,1,2019-11-08 07:29:11
39390,1,Risk group (German classification),,,,494,15544,1,2019-11-08 07:29:11
39391,1,Risk group (German classification),,,,17211,18115,1,2019-11-08 07:29:11
39392,1,Risk group (German classification),,,,23148,19181,1,2019-11-08 07:29:11
39393,1,Risk group (German classification),,,,18089,17334,1,2019-11-08 07:29:11
39394,1,Risk group (German classification),,,,11156,18247,1,2019-11-08 07:29:11
39395,1,Risk group (German classification),,,,11243,15450,1,2019-11-08 07:29:11
39396,1,Risk group (German classification),,,,13866,16457,1,2019-11-08 07:29:11
39397,1,Risk group (German classification),,,,23242,19183,1,2019-11-08 07:29:11
39398,1,Risk group (German classification),,,,24525,21254,1,2019-11-08 07:29:11
39399,1,Risk group (German classification),,,,24526,21255,1,2019-11-08 07:29:11
39400,1,Risk group (German classification),,,,23311,19184,1,2019-11-08 07:29:11
39401,1,Risk group (German classification),1.0,1.0,,22929,19185,1,2019-11-08 07:29:11
39402,1,Risk group (German classification),,,,1497,17352,1,2019-11-08 07:29:11
39403,1,Risk group (German classification),,,,16502,18107,1,2019-11-08 07:29:11
39404,1,Risk group (German classification),,,,16897,17689,1,2019-11-08 07:29:11
39405,1,Risk group (German classification),,,,131253,22480,1,2019-11-08 07:29:11
39406,1,Risk group (German classification),,,,18152,17775,1,2019-11-08 07:29:11
39407,1,Risk group (German classification),,,,17816,17671,1,2019-11-08 07:29:11
39408,1,Risk group (German classification),,,,7516,17305,1,2019-11-08 07:29:11
39409,1,Risk group (German classification),,,,1573,17959,1,2019-11-08 07:29:11
39410,1,Risk group (German classification),,,,13286,16794,1,2019-11-08 07:29:11
39411,1,Risk group (German classification),,,,13287,18041,1,2019-11-08 07:29:11
39412,1,Risk group (German classification),,,,7630,17726,1,2019-11-08 07:29:11
39413,1,Risk group (German classification),,,,23350,19186,1,2019-11-08 07:29:11
39414,1,Risk group (German classification),,,,7794,17485,1,2019-11-08 07:29:11
39415,1,Risk group (German classification),,,,5746,17802,1,2019-11-08 07:29:11
39416,1,Risk group (German classification),,,,23155,19187,1,2019-11-08 07:29:11
39417,1,Risk group (German classification),,,,24489,20614,1,2019-11-08 07:29:11
39418,1,Risk group (German classification),,,,7200,17479,1,2019-11-08 07:29:11
39419,1,Risk group (German classification),,,,7465,16133,1,2019-11-08 07:29:11
39420,1,Risk group (German classification),,,,130530,22038,1,2019-11-08 07:29:11
39421,1,Risk group (German classification),,,,24129,20989,1,2019-11-08 07:29:11
39422,1,Risk group (German classification),1.0,,,6377,17229,1,2019-11-08 07:29:11
39423,1,Risk group (German classification),,,,6378,17695,1,2019-11-08 07:29:11
39424,1,Risk group (German classification),,,,131254,22481,1,2019-11-08 07:29:11
39425,1,Risk group (German classification),,,,24437,21140,1,2019-11-08 07:29:11
39426,1,Risk group (German classification),,,,11759,17373,1,2019-11-08 07:29:11
39427,1,Risk group (German classification),,,,11157,17725,1,2019-11-08 07:29:11
39428,1,Risk group (German classification),,,,23123,19188,1,2019-11-08 07:29:11
39429,1,Risk group (German classification),,,,23124,19189,1,2019-11-08 07:29:11
39430,1,Risk group (German classification),,,,23125,19190,1,2019-11-08 07:29:11
39431,1,Risk group (German classification),,,,2985,17619,1,2019-11-08 07:29:11
39432,1,Risk group (German classification),,,,2986,17431,1,2019-11-08 07:29:11
39433,1,Risk group (German classification),,,,140046,42653,1,2019-11-08 07:29:11
39434,1,Risk group (German classification),,,,24086,21213,1,2019-11-08 07:29:11
39435,1,Risk group (German classification),,,,23889,20525,1,2019-11-08 07:29:11
39436,1,Risk group (German classification),,,,140047,42654,1,2019-11-08 07:29:11
39437,1,Risk group (German classification),,,,11934,17810,1,2019-11-08 07:29:11
39438,2,Risk group (German classification),,,,6787,17825,1,2019-11-08 07:29:11
39439,1,Risk group (German classification),,,,24674,20635,1,2019-11-08 07:29:11
39440,1,Risk group (German classification),,,,8021,17740,1,2019-11-08 07:29:11
39441,1,Risk group (German classification),,,,8022,17741,1,2019-11-08 07:29:11
39442,2,Risk group (German classification),,,,14849,17790,1,2019-11-08 07:29:11
39443,1,Risk group (German classification),,,,17369,17703,1,2019-11-08 07:29:11
39444,1,Risk group (German classification),,,,131255,22482,1,2019-11-08 07:29:11
39445,1,Risk group (German classification),,,,12674,17435,1,2019-11-08 07:29:11
39446,1,Risk group (German classification),,,,23322,19192,1,2019-11-08 07:29:11
39447,1,Risk group (German classification),,,,13869,16750,1,2019-11-08 07:29:11
39448,1,Risk group (German classification),,,,130849,21756,1,2019-11-08 07:29:11
39449,1,Risk group (German classification),,,,6191,8403,1,2019-11-08 07:29:11
39450,1,Risk group (German classification),,,,130135,21993,1,2019-11-08 07:29:11
39451,1,Risk group (German classification),,,,24504,20792,1,2019-11-08 07:29:11
39452,1,Risk group (German classification),,,,14271,18036,1,2019-11-08 07:29:11
39453,1,Risk group (German classification),,,,14272,18035,1,2019-11-08 07:29:11
39454,1,Risk group (German classification),,,,24661,21067,1,2019-11-08 07:29:11
39455,1,Risk group (German classification),,,,24662,21068,1,2019-11-08 07:29:11
39456,1,Risk group (German classification),,,,17817,7830,1,2019-11-08 07:29:11
39457,1,Risk group (German classification),,,,24685,20640,1,2019-11-08 07:29:11
39458,1,Risk group (German classification),,,,7201,16066,1,2019-11-08 07:29:11
39459,1,Risk group (German classification),,,,17727,17273,1,2019-11-08 07:29:11
39460,1,Risk group (German classification),,,,13779,17231,1,2019-11-08 07:29:11
39461,1,Risk group (German classification),,,,24452,20795,1,2019-11-08 07:29:11
39462,1,Risk group (German classification),,,,23765,21242,1,2019-11-08 07:29:11
39463,1,Risk group (German classification),,,,23280,19193,1,2019-11-08 07:29:11
39464,1,Risk group (German classification),,,,23456,19194,1,2019-11-08 07:29:11
39465,1,Risk group (German classification),,,,23345,19195,1,2019-11-08 07:29:11
39466,1,Risk group (German classification),,,,23447,19196,1,2019-11-08 07:29:11
39467,1,Risk group (German classification),,,,23873,21185,1,2019-11-08 07:29:11
39468,1,Risk group (German classification),,,,1992,17652,1,2019-11-08 07:29:11
39469,1,Risk group (German classification),,,,23439,19197,1,2019-11-08 07:29:11
39470,1,Risk group (German classification),,,,23153,19198,1,2019-11-08 07:29:11
39471,1,Risk group (German classification),,,,7853,18204,1,2019-11-08 07:29:11
39472,1,Risk group (German classification),,,,2376,17686,1,2019-11-08 07:29:11
39473,1,Risk group (German classification),,,,2377,17687,1,2019-11-08 07:29:11
39474,1,Risk group (German classification),1.0,,,1323,16614,1,2019-11-08 07:29:11
39475,1,Risk group (German classification),,,,22996,19199,1,2019-11-08 07:29:11
39476,1,Risk group (German classification),,,,3935,17717,1,2019-11-08 07:29:11
39477,1,Risk group (German classification),,,,1650,17944,1,2019-11-08 07:29:11
39478,1,Risk group (German classification),1.0,,,23029,19200,1,2019-11-08 07:29:11
39479,1,Risk group (German classification),,,,23064,19201,1,2019-11-08 07:29:11
39480,1,Risk group (German classification),,,,17840,17791,1,2019-11-08 07:29:11
39481,1,Risk group (German classification),,,,17841,17792,1,2019-11-08 07:29:11
39482,1,Risk group (German classification),,,,506,17386,1,2019-11-08 07:29:11
39483,1,Risk group (German classification),,,,4017,694,1,2019-11-08 07:29:11
39484,1,Risk group (German classification),,,,133818,64744,1,2019-11-08 07:29:11
39485,1,Risk group (German classification),,,,10624,17921,1,2019-11-08 07:29:11
39486,1,Risk group (German classification),,,,131257,22484,1,2019-11-08 07:29:11
39487,1,Risk group (German classification),,,,14408,8010,1,2019-11-08 07:29:11
39488,1,Risk group (German classification),,,,23808,20482,1,2019-11-08 07:29:11
39489,1,Risk group (German classification),,,,16503,16372,1,2019-11-08 07:29:11
39490,1,Risk group (German classification),,,,23312,19202,1,2019-11-08 07:29:11
39491,1,Risk group (German classification),,,,130607,21634,1,2019-11-08 07:29:11
39492,1,Risk group (German classification),,,,7466,17813,1,2019-11-08 07:29:11
39493,1,Risk group (German classification),,,,7467,17367,1,2019-11-08 07:29:11
39494,1,Risk group (German classification),,,,11342,17922,1,2019-11-08 07:29:11
39495,1,Risk group (German classification),,,,6705,17362,1,2019-11-08 07:29:11
39496,1,Risk group (German classification),,,,13296,18202,1,2019-11-08 07:29:11
39497,1,Risk group (German classification),,,,24646,21243,1,2019-11-08 07:29:11
39498,1,Risk group (German classification),,,,7761,17465,1,2019-11-08 07:29:11
39499,1,Risk group (German classification),,,,8591,17964,1,2019-11-08 07:29:11
39500,1,Risk group (German classification),,,,7773,16480,1,2019-11-08 07:29:11
39501,1,Risk group (German classification),,,,6281,16112,1,2019-11-08 07:29:11
39502,1,Risk group (German classification),,,,24250,20683,1,2019-11-08 07:29:11
39503,1,Risk group (German classification),,,,24251,20684,1,2019-11-08 07:29:11
39504,1,Risk group (German classification),,,,16573,17454,1,2019-11-08 07:29:11
39505,1,Risk group (German classification),,,,23228,19203,1,2019-11-08 07:29:11
39506,1,Risk group (German classification),,,,23258,19205,1,2019-11-08 07:29:11
39507,1,Risk group (German classification),,,,23259,19206,1,2019-11-08 07:29:11
39508,1,Risk group (German classification),,,,133767,64745,1,2019-11-08 07:29:11
39509,1,Risk group (German classification),,,,23012,19207,1,2019-11-08 07:29:11
39510,1,Risk group (German classification),,,,23992,21217,1,2019-11-08 07:29:11
39511,1,Risk group (German classification),,,,5820,16550,1,2019-11-08 07:29:11
39512,1,Risk group (German classification),,,,3801,7148,1,2019-11-08 07:29:11
39513,1,Risk group (German classification),,,,23438,19210,1,2019-11-08 07:29:11
39514,1,Risk group (German classification),,,,23226,19211,1,2019-11-08 07:29:11
39515,1,Risk group (German classification),,,,23218,19212,1,2019-11-08 07:29:11
39516,1,Risk group (German classification),,,,23298,19213,1,2019-11-08 07:29:11
39517,1,Risk group (German classification),,,,23346,19214,1,2019-11-08 07:29:11
39518,1,Risk group (German classification),,,,23082,19215,1,2019-11-08 07:29:11
39519,1,Risk group (German classification),1.0,,,8346,16583,1,2019-11-08 07:29:11
39520,1,Risk group (German classification),,,,23741,20923,1,2019-11-08 07:29:11
39521,1,Risk group (German classification),,,,132137,23927,1,2019-11-08 07:29:11
39522,1,Risk group (German classification),,,,23343,19216,1,2019-11-08 07:29:11
39523,1,Risk group (German classification),,,,140053,42660,1,2019-11-08 07:29:11
