temp,test_type,ability,temperature_range,ID_strains
22.5,optimum,positive,psychrophilic,133522
22.5,optimum,positive,psychrophilic,16410
22.5,optimum,positive,psychrophilic,133605
22.5,optimum,positive,psychrophilic,133896
22.5,optimum,positive,psychrophilic,7499
22.5,optimum,positive,psychrophilic,133848
22.5,optimum,positive,psychrophilic,17012
22.5,optimum,positive,psychrophilic,17760
22.5,optimum,positive,psychrophilic,11061
22.5,optimum,positive,psychrophilic,23576
22.5,optimum,positive,psychrophilic,23577
22.5,optimum,positive,psychrophilic,17299
22.5,optimum,positive,psychrophilic,17914
22.5,optimum,positive,psychrophilic,11073
22.5,optimum,positive,psychrophilic,22900
22.5,optimum,positive,psychrophilic,22898
22.5,optimum,positive,psychrophilic,22901
22.5,optimum,positive,psychrophilic,133786
22.5,optimum,positive,psychrophilic,11274
22.5,optimum,positive,psychrophilic,14070
23-25,optimum,positive,NULL,134195
23-25,optimum,positive,NULL,5482
23-25,optimum,positive,NULL,5603
23.5,optimum,positive,psychrophilic,12699
23.5,optimum,positive,psychrophilic,134111
23.5,optimum,positive,psychrophilic,7657
23.5,optimum,positive,psychrophilic,24654
23.5,optimum,positive,psychrophilic,16012
23.5,optimum,positive,psychrophilic,16435
23.5,optimum,positive,psychrophilic,6839
23.5,optimum,positive,psychrophilic,14867
23.5,optimum,positive,psychrophilic,6668
23.5,optimum,positive,psychrophilic,11086
23.5,optimum,positive,psychrophilic,17496
23.5,optimum,positive,psychrophilic,16479
23.5,optimum,positive,psychrophilic,7446
23.5,optimum,positive,psychrophilic,6682
23.5,optimum,positive,psychrophilic,6681
23.5,optimum,positive,psychrophilic,17349
23.5,optimum,positive,psychrophilic,8208
23.5,optimum,positive,psychrophilic,17106
23.5,optimum,positive,psychrophilic,13314
23.5,optimum,positive,psychrophilic,133938
23.5,optimum,positive,psychrophilic,5680
23.5,optimum,positive,psychrophilic,5568
23.5,optimum,positive,psychrophilic,17710
23.5,optimum,positive,psychrophilic,5550
23.5,optimum,positive,psychrophilic,134333
23.5,optimum,positive,psychrophilic,17413
23.5,optimum,positive,psychrophilic,17412
23.7-31.8,optimum,positive,NULL,14283
23.7-31.8,optimum,positive,NULL,14282
24-25,optimum,positive,NULL,14075
24-26,optimum,positive,NULL,5578
24-26,optimum,positive,NULL,7243
24-27,optimum,positive,NULL,17628
24-28,optimum,positive,NULL,5576
24.5,optimum,positive,psychrophilic,14042
25-27,optimum,positive,mesophilic,134354
25-28,optimum,positive,mesophilic,134188
25-28,optimum,positive,mesophilic,24433
25-28,optimum,positive,mesophilic,5627
25-28,optimum,positive,mesophilic,5738
25-28,optimum,positive,mesophilic,17701
25-28,optimum,positive,mesophilic,134193
25-28,optimum,positive,mesophilic,17915
25-28,optimum,positive,mesophilic,17719
25-28,optimum,positive,mesophilic,133509
