temp,test_type,ability,temperature_range,ID_strains
37,growth,positive,mesophilic,24096
28,growth,positive,mesophilic,277
35,growth,positive,mesophilic,24096
28,growth,positive,mesophilic,24563
30,growth,positive,mesophilic,24274
25,growth,positive,mesophilic,24026
25,growth,positive,mesophilic,24025
28,growth,positive,mesophilic,23938
28,growth,positive,mesophilic,24155
30,growth,positive,mesophilic,23716
30,growth,positive,mesophilic,23715
30,growth,positive,mesophilic,23714
28,growth,positive,mesophilic,24208
25,growth,positive,mesophilic,130451
30,growth,positive,mesophilic,23810
25,growth,positive,mesophilic,24292
30,growth,positive,mesophilic,24291
37,growth,positive,mesophilic,6378
28,growth,positive,mesophilic,24450
28,growth,positive,mesophilic,24449
28,growth,positive,mesophilic,24448
28,growth,positive,mesophilic,24447
28,growth,positive,mesophilic,24242
28,growth,positive,mesophilic,130402
28,growth,positive,mesophilic,132168
30,growth,positive,mesophilic,132925
30,growth,positive,mesophilic,24000
28,growth,positive,mesophilic,24000
28,growth,positive,mesophilic,23999
28,growth,positive,mesophilic,24627
30,growth,positive,mesophilic,23767
28,growth,positive,mesophilic,24817
28,growth,positive,mesophilic,24045
28,growth,positive,mesophilic,24044
28,growth,positive,mesophilic,24043
28,growth,positive,mesophilic,24042
30,growth,positive,mesophilic,132166
37,growth,positive,mesophilic,23785
30,growth,positive,mesophilic,130192
28,growth,positive,mesophilic,131284
28,growth,positive,mesophilic,132924
25,growth,positive,mesophilic,132167
28,growth,positive,mesophilic,130782
28,growth,positive,mesophilic,24256
28,growth,positive,mesophilic,130662
28,growth,positive,mesophilic,130335
25,growth,positive,mesophilic,24529
28,growth,positive,mesophilic,131282
28,growth,positive,mesophilic,131281
28,growth,positive,mesophilic,131280
28,growth,positive,mesophilic,132165
28,growth,positive,mesophilic,24496
25,growth,positive,mesophilic,24665
25,growth,positive,mesophilic,24664
25,growth,positive,mesophilic,23519
25,growth,positive,mesophilic,24775
25,growth,positive,mesophilic,24814
30,growth,positive,mesophilic,334
25,growth,positive,mesophilic,23516
25,growth,positive,mesophilic,23515
25,growth,positive,mesophilic,23514
28,growth,positive,mesophilic,24029
37,growth,positive,mesophilic,158165
37,growth,positive,mesophilic,158164
37,growth,positive,mesophilic,11846
37,growth,positive,mesophilic,17995
25,growth,positive,mesophilic,2491
25,growth,positive,mesophilic,2483
28,growth,positive,mesophilic,23818
30,growth,positive,mesophilic,130641
30,growth,positive,mesophilic,130230
30,growth,positive,mesophilic,130229
28,growth,positive,mesophilic,23867
28,growth,positive,mesophilic,23501
55,growth,positive,thermophilic,24745
30,growth,positive,mesophilic,23548
37,growth,positive,mesophilic,130804
30,growth,positive,mesophilic,130647
55,growth,positive,thermophilic,23393
30,growth,positive,mesophilic,23528
28,growth,positive,mesophilic,23489
28,growth,positive,mesophilic,130732
30,growth,positive,mesophilic,130799
30,growth,positive,mesophilic,24290
20,growth,positive,psychrophilic,24289
30,growth,positive,mesophilic,23738
28,growth,positive,mesophilic,24554
28,growth,positive,mesophilic,24633
28,growth,positive,mesophilic,131279
28,growth,positive,mesophilic,132164
28,growth,positive,mesophilic,140065
28,growth,positive,mesophilic,24512
28,growth,positive,mesophilic,131278
28,growth,positive,mesophilic,14199
28,growth,positive,mesophilic,131277
30,growth,positive,mesophilic,130601
25,growth,positive,mesophilic,24149
25,growth,positive,mesophilic,24148
25,growth,positive,mesophilic,24147
20,growth,positive,psychrophilic,23872
30,growth,positive,mesophilic,23847
30,growth,positive,mesophilic,23846
30,growth,positive,mesophilic,132163
28,growth,positive,mesophilic,24738
28,growth,positive,mesophilic,24793
28,growth,positive,mesophilic,130736
28,growth,positive,mesophilic,130680
28,growth,positive,mesophilic,24626
28,growth,positive,mesophilic,24625
25,growth,positive,mesophilic,24533
60,growth,positive,thermophilic,24743
30,growth,positive,mesophilic,24771
30,growth,positive,mesophilic,23859
28-37,growth,positive,mesophilic,24492
28,growth,positive,mesophilic,24562
30,growth,positive,mesophilic,4086
28,growth,positive,mesophilic,130679
28,growth,positive,mesophilic,130678
25,growth,positive,mesophilic,24540
28,growth,positive,mesophilic,24244
37,growth,positive,mesophilic,130781
28,growth,positive,mesophilic,24624
28,growth,positive,mesophilic,24623
37,growth,positive,mesophilic,24001
28,growth,positive,mesophilic,130506
28,growth,positive,mesophilic,24446
28,growth,positive,mesophilic,24753
25,growth,positive,mesophilic,24802
28,growth,positive,mesophilic,130261
28,growth,positive,mesophilic,24241
45,growth,positive,thermophilic,24813
50,growth,positive,thermophilic,24638
28,growth,positive,mesophilic,24348
28,growth,positive,mesophilic,24811
28,growth,positive,mesophilic,24202
25,growth,positive,mesophilic,130605
30,growth,positive,mesophilic,23864
28,growth,positive,mesophilic,24568
25,growth,positive,mesophilic,24052
30,growth,positive,mesophilic,132922
37,growth,positive,mesophilic,24120
25,growth,positive,mesophilic,23909
37,growth,positive,mesophilic,130359
28,growth,positive,mesophilic,24185
28,growth,positive,mesophilic,24184
30,growth,positive,mesophilic,132921
28,growth,positive,mesophilic,132200
28,growth,positive,mesophilic,132036
28,growth,positive,mesophilic,15744
28,growth,positive,mesophilic,23220
37,growth,positive,mesophilic,24686
28,growth,positive,mesophilic,23870
28,growth,positive,mesophilic,24751
35,growth,positive,mesophilic,24160
35,growth,positive,mesophilic,24810
28,growth,positive,mesophilic,130208
50,growth,positive,thermophilic,130524
37,growth,positive,mesophilic,24006
28,growth,positive,mesophilic,24872
28,growth,positive,mesophilic,23517
30,growth,positive,mesophilic,130628
37,growth,positive,mesophilic,140064
28,growth,positive,mesophilic,131276
28,growth,positive,mesophilic,130260
40,growth,positive,thermophilic,24273
28,growth,positive,mesophilic,24214
20,growth,positive,psychrophilic,24028
25,growth,positive,mesophilic,130334
35,growth,positive,mesophilic,24750
30,growth,positive,mesophilic,24154
28,growth,positive,mesophilic,132162
28,growth,positive,mesophilic,131275
30,growth,positive,mesophilic,23893
28,growth,positive,mesophilic,24050
28,growth,positive,mesophilic,140063
28,growth,positive,mesophilic,140062
37,growth,positive,mesophilic,23789
30,growth,positive,mesophilic,24288
37,growth,positive,mesophilic,24339
28,growth,positive,mesophilic,130327
20,growth,positive,psychrophilic,24658
65,growth,positive,thermophilic,24641
28,growth,positive,mesophilic,158163
28,growth,positive,mesophilic,24677
28,growth,positive,mesophilic,24676
28,growth,positive,mesophilic,24742
28,growth,positive,mesophilic,24741
28,growth,positive,mesophilic,24740
28,growth,positive,mesophilic,24442
10-30,growth,positive,NULL,24015
28,growth,positive,mesophilic,24553
28,growth,positive,mesophilic,140061
28,growth,positive,mesophilic,140060
28,growth,positive,mesophilic,140059
28,growth,positive,mesophilic,140058
28,growth,positive,mesophilic,131274
28,growth,positive,mesophilic,131273
28,growth,positive,mesophilic,24326
28,growth,positive,mesophilic,131272
28,growth,positive,mesophilic,131271
28,growth,positive,mesophilic,131270
28,growth,positive,mesophilic,24325
28,growth,positive,mesophilic,131269
28,growth,positive,mesophilic,131268
28,growth,positive,mesophilic,24324
28,growth,positive,mesophilic,24323
28,growth,positive,mesophilic,131267
28,growth,positive,mesophilic,24322
28,growth,positive,mesophilic,131266
28,growth,positive,mesophilic,24027
28,growth,positive,mesophilic,131265
30,growth,positive,mesophilic,130367
35,growth,positive,mesophilic,130366
28,growth,positive,mesophilic,24488
30,growth,positive,mesophilic,130600
60,growth,positive,thermophilic,24774
37,growth,positive,mesophilic,24300
50,growth,positive,thermophilic,24103
37,growth,positive,mesophilic,24611
37,growth,positive,mesophilic,24610
28,growth,positive,mesophilic,24441
30,growth,positive,mesophilic,24761
28,growth,positive,mesophilic,130505
28,growth,positive,mesophilic,24270
55,growth,positive,thermophilic,23771
55,growth,positive,thermophilic,23770
55,growth,positive,thermophilic,24642
28,growth,positive,mesophilic,24258
55,growth,positive,thermophilic,23586
30,growth,positive,mesophilic,23863
30,growth,positive,mesophilic,24171
30,growth,positive,mesophilic,24262
37,growth,positive,mesophilic,24095
37,growth,positive,mesophilic,24808
37,growth,positive,mesophilic,23713
30,growth,positive,mesophilic,24807
37,growth,positive,mesophilic,23712
30,growth,positive,mesophilic,130626
15,growth,positive,psychrophilic,24501
30,growth,positive,mesophilic,130610
25,growth,positive,mesophilic,24260
30,growth,positive,mesophilic,130635
30,growth,positive,mesophilic,130634
30,growth,positive,mesophilic,132920
28,growth,positive,mesophilic,24454
30,growth,positive,mesophilic,1824
28,growth,positive,mesophilic,23214
37,growth,positive,mesophilic,24536
28,growth,positive,mesophilic,24731
37-42,growth,positive,NULL,24082
37,growth,positive,mesophilic,23924
28,growth,positive,mesophilic,23301
37,growth,positive,mesophilic,24269
28,growth,positive,mesophilic,24530
30,growth,positive,mesophilic,24140
30,growth,positive,mesophilic,24139
37,growth,positive,mesophilic,132161
37,growth,positive,mesophilic,24772
37,growth,positive,mesophilic,140057
37,growth,positive,mesophilic,24089
50,growth,positive,thermophilic,23327
72,maximum,positive,thermophilic,550
30,minimum,positive,mesophilic,550
60-65,growth,positive,thermophilic,550
37,growth,positive,mesophilic,130321
37,growth,positive,mesophilic,24004
30,growth,positive,mesophilic,24495
30,growth,positive,mesophilic,130631
28,growth,positive,mesophilic,24440
28,growth,positive,mesophilic,130575
28,growth,positive,mesophilic,132160
28,growth,positive,mesophilic,23883
28,growth,positive,mesophilic,24644
45,growth,positive,thermophilic,24716
60,growth,positive,thermophilic,24785
30,growth,positive,mesophilic,24138
37,growth,positive,mesophilic,24137
55,growth,positive,thermophilic,24804
28,growth,positive,mesophilic,132919
28,growth,positive,mesophilic,24017
37,growth,positive,mesophilic,24783
37,growth,positive,mesophilic,24259
28,growth,positive,mesophilic,23167
28,growth,positive,mesophilic,24039
15-22,growth,positive,psychrophilic,24746
28,growth,positive,mesophilic,23877
28,growth,positive,mesophilic,23876
28,growth,positive,mesophilic,24621
28,growth,positive,mesophilic,24486
28,growth,positive,mesophilic,134038
30,growth,positive,mesophilic,23819
37,growth,positive,mesophilic,24238
28,growth,positive,mesophilic,24213
25,growth,positive,mesophilic,130139
28,growth,positive,mesophilic,24207
37,growth,positive,mesophilic,24224
37,growth,positive,mesophilic,23792
28,growth,positive,mesophilic,24613
28,growth,positive,mesophilic,24671
37,growth,positive,mesophilic,24766
30,growth,positive,mesophilic,130138
28,growth,positive,mesophilic,24209
28,growth,positive,mesophilic,132159
28,growth,positive,mesophilic,24739
28,growth,positive,mesophilic,24216
28,growth,positive,mesophilic,158162
30,growth,positive,mesophilic,24206
45,growth,positive,thermophilic,24684
25,growth,positive,mesophilic,130841
60,growth,positive,thermophilic,24773
28,growth,positive,mesophilic,24667
28,growth,positive,mesophilic,24196
37,growth,positive,mesophilic,24108
37,growth,positive,mesophilic,24107
37,growth,positive,mesophilic,24338
37,growth,positive,mesophilic,24156
30,growth,positive,mesophilic,24136
37,growth,positive,mesophilic,24647
28,growth,positive,mesophilic,24237
28,growth,positive,mesophilic,24236
37,growth,positive,mesophilic,24609
30,growth,positive,mesophilic,130609
28,growth,positive,mesophilic,134040
15,growth,positive,psychrophilic,24101
37,growth,positive,mesophilic,24083
20,growth,positive,psychrophilic,24527
37,growth,positive,mesophilic,24343
37,growth,positive,mesophilic,24342
30,growth,positive,mesophilic,23809
28,growth,positive,mesophilic,130462
28,growth,positive,mesophilic,24062
37,growth,positive,mesophilic,23898
45,growth,positive,thermophilic,23796
30,growth,positive,mesophilic,623
30,growth,positive,mesophilic,24508
28,growth,positive,mesophilic,24457
35,growth,positive,mesophilic,23862
28,growth,positive,mesophilic,23998
28,growth,positive,mesophilic,23997
28,growth,positive,mesophilic,23996
22-30,growth,positive,NULL,134023
37,growth,positive,mesophilic,24159
32,growth,positive,mesophilic,24806
28,growth,positive,mesophilic,24189
28,growth,positive,mesophilic,24032
28,growth,positive,mesophilic,130574
25,growth,positive,mesophilic,130638
60,growth,positive,thermophilic,24648
28,growth,positive,mesophilic,24061
28,growth,positive,mesophilic,24060
28,growth,positive,mesophilic,24059
28,growth,positive,mesophilic,24058
37,growth,positive,mesophilic,23875
37,growth,positive,mesophilic,24598
37,growth,positive,mesophilic,24764
28,growth,positive,mesophilic,23744
25,growth,positive,mesophilic,24296
20-30,growth,positive,NULL,24295
37,growth,positive,mesophilic,131264
28,growth,positive,mesophilic,130847
37,growth,positive,mesophilic,130649
28,growth,positive,mesophilic,24748
30-55,growth,positive,NULL,654
60,maximum,positive,thermophilic,654
30,growth,positive,mesophilic,23552
25,growth,positive,mesophilic,23844
30,growth,positive,mesophilic,23811
30,growth,positive,mesophilic,132684
35,growth,positive,mesophilic,132158
37,growth,positive,mesophilic,24085
30,growth,positive,mesophilic,130599
25,growth,positive,mesophilic,24500
28,growth,positive,mesophilic,24445
37,growth,positive,mesophilic,23761
37,growth,positive,mesophilic,24135
28,growth,positive,mesophilic,24247
28,growth,positive,mesophilic,24212
28,growth,positive,mesophilic,24803
37,growth,positive,mesophilic,23858
28,growth,positive,mesophilic,24109
28,growth,positive,mesophilic,24180
37,growth,positive,mesophilic,158161
37,growth,positive,mesophilic,158160
37,growth,positive,mesophilic,24119
37,growth,positive,mesophilic,24118
37,growth,positive,mesophilic,24117
28,growth,positive,mesophilic,23219
28,growth,positive,mesophilic,24455
30,growth,positive,mesophilic,24134
28,growth,positive,mesophilic,24444
37,growth,positive,mesophilic,24744
28,growth,positive,mesophilic,24730
45,growth,positive,thermophilic,24301
30,growth,positive,mesophilic,23885
28,growth,positive,mesophilic,23303
28,growth,positive,mesophilic,24620
30,growth,positive,mesophilic,132157
28,growth,positive,mesophilic,24453
65,growth,positive,thermophilic,24651
28,growth,positive,mesophilic,23735
30,growth,positive,mesophilic,23760
37,growth,positive,mesophilic,24675
25,growth,positive,mesophilic,130644
30,growth,positive,mesophilic,130365
28,growth,positive,mesophilic,24246
28,growth,positive,mesophilic,24175
28,growth,positive,mesophilic,24174
25,growth,positive,mesophilic,24471
37,growth,positive,mesophilic,24336
50,growth,positive,thermophilic,24287
30,growth,positive,mesophilic,133964
25,growth,positive,mesophilic,24735
25,growth,positive,mesophilic,24734
28,growth,positive,mesophilic,130677
37,growth,positive,mesophilic,23764
25,growth,positive,mesophilic,24494
28,growth,positive,mesophilic,24031
37,growth,positive,mesophilic,23769
37,growth,positive,mesophilic,24619
37,growth,positive,mesophilic,24597
25,growth,positive,mesophilic,130672
25,growth,positive,mesophilic,132156
25,growth,positive,mesophilic,132155
25,growth,positive,mesophilic,132154
20,growth,positive,psychrophilic,24271
28,growth,positive,mesophilic,24509
37,growth,positive,mesophilic,24088
28,growth,positive,mesophilic,24057
37,growth,positive,mesophilic,24153
28,growth,positive,mesophilic,24024
28,growth,positive,mesophilic,24670
28,growth,positive,mesophilic,23973
28,growth,positive,mesophilic,23972
28,growth,positive,mesophilic,23971
28,growth,positive,mesophilic,23970
28,growth,positive,mesophilic,24038
28,growth,positive,mesophilic,24037
28,growth,positive,mesophilic,24036
28,growth,positive,mesophilic,24683
28,growth,positive,mesophilic,130226
28,growth,positive,mesophilic,24054
28,growth,positive,mesophilic,24014
28,growth,positive,mesophilic,132153
28,growth,positive,mesophilic,24094
5-28,growth,positive,NULL,24094
28,growth,positive,mesophilic,23304
28,growth,positive,mesophilic,158159
47,growth,positive,thermophilic,24801
30,growth,positive,mesophilic,23849
25,growth,positive,mesophilic,2490
25,growth,positive,mesophilic,2489
25,growth,positive,mesophilic,2484
25,growth,positive,mesophilic,2425
28,growth,positive,mesophilic,24104
65,growth,positive,thermophilic,24640
28,growth,positive,mesophilic,23575
30,growth,positive,mesophilic,10468
28,growth,positive,mesophilic,24097
28,growth,positive,mesophilic,23116
35,growth,positive,mesophilic,23897
35,growth,positive,mesophilic,24799
35,growth,positive,mesophilic,24798
30,growth,positive,mesophilic,23490
50,growth,positive,thermophilic,23768
20-28,growth,positive,NULL,24786
20,growth,positive,psychrophilic,24335
28,growth,positive,mesophilic,24188
28,growth,positive,mesophilic,24173
28,growth,positive,mesophilic,24170
45,growth,positive,thermophilic,24816
30,growth,positive,mesophilic,130533
37,growth,positive,mesophilic,24460
30,growth,positive,mesophilic,24133
20,growth,positive,psychrophilic,130823
28,growth,positive,mesophilic,24023
25,growth,positive,mesophilic,24790
25,growth,positive,mesophilic,24789
28,growth,positive,mesophilic,23766
37,growth,positive,mesophilic,133990
10,growth,positive,psychrophilic,24187
30,growth,positive,mesophilic,130630
28,growth,positive,mesophilic,24618
28,growth,positive,mesophilic,130719
28,growth,positive,mesophilic,23302
37,growth,positive,mesophilic,24608
37,growth,positive,mesophilic,24607
30,growth,positive,mesophilic,24151
28,growth,positive,mesophilic,131263
30,growth,positive,mesophilic,24770
28,growth,positive,mesophilic,23832
30,growth,positive,mesophilic,23710
50,growth,positive,thermophilic,140056
50,growth,positive,thermophilic,140055
65,growth,positive,thermophilic,24797
28,growth,positive,mesophilic,24733
28,growth,positive,mesophilic,24788
28,growth,positive,mesophilic,24787
37,growth,positive,mesophilic,24729
28,growth,positive,mesophilic,130440
30,growth,positive,mesophilic,132918
20,growth,positive,psychrophilic,132010
25,growth,positive,mesophilic,22897
25,growth,positive,mesophilic,24132
28,growth,positive,mesophilic,23034
28,growth,positive,mesophilic,23033
28,growth,positive,mesophilic,130318
37,growth,positive,mesophilic,23076
25,growth,positive,mesophilic,24048
28,growth,positive,mesophilic,24172
20-28,growth,positive,NULL,24172
28,growth,positive,mesophilic,23104
28,growth,positive,mesophilic,23103
28,growth,positive,mesophilic,23121
28,growth,positive,mesophilic,23120
37,growth,positive,mesophilic,23139
28,growth,positive,mesophilic,16556
28,growth,positive,mesophilic,23268
28,growth,positive,mesophilic,22956
37,growth,positive,mesophilic,22982
28,growth,positive,mesophilic,23348
28,growth,positive,mesophilic,23936
28,growth,positive,mesophilic,24635
37,growth,positive,mesophilic,1597
37,growth,positive,mesophilic,1596
25,growth,positive,mesophilic,24763
28,growth,positive,mesophilic,23098
28,growth,positive,mesophilic,24439
30,growth,positive,mesophilic,132917
37,growth,positive,mesophilic,132916
37,growth,positive,mesophilic,130627
28,growth,positive,mesophilic,24505
25,growth,positive,mesophilic,23284
37,growth,positive,mesophilic,23300
28,growth,positive,mesophilic,23323
37,growth,positive,mesophilic,24606
37,growth,positive,mesophilic,24605
70,growth,positive,thermophilic,23330
37,growth,positive,mesophilic,22988
28,growth,positive,mesophilic,23112
28,growth,positive,mesophilic,23111
25,growth,positive,mesophilic,24298
30,growth,positive,mesophilic,23198
20,growth,positive,psychrophilic,24035
28,growth,positive,mesophilic,23197
28,growth,positive,mesophilic,24443
28,growth,positive,mesophilic,23119
28,growth,positive,mesophilic,23122
28,growth,positive,mesophilic,23428
28,growth,positive,mesophilic,23427
28,growth,positive,mesophilic,23426
28,growth,positive,mesophilic,23425
30,growth,positive,mesophilic,23173
30,growth,positive,mesophilic,23196
37,growth,positive,mesophilic,22981
37,growth,positive,mesophilic,22927
30,growth,positive,mesophilic,24871
55,growth,positive,thermophilic,22970
28,growth,positive,mesophilic,23115
25,growth,positive,mesophilic,131262
28,growth,positive,mesophilic,132152
28,growth,positive,mesophilic,23339
28,growth,positive,mesophilic,23267
37,growth,positive,mesophilic,8348
28,growth,positive,mesophilic,24030
28,growth,positive,mesophilic,5826
28,growth,positive,mesophilic,24314
28,growth,positive,mesophilic,24313
25,growth,positive,mesophilic,132151
30,growth,positive,mesophilic,130532
28,growth,positive,mesophilic,23015
28,growth,positive,mesophilic,23014
28,growth,positive,mesophilic,23013
28,growth,positive,mesophilic,24311
40,growth,positive,thermophilic,24065
25,growth,positive,mesophilic,130507
37,growth,positive,mesophilic,132915
37,growth,positive,mesophilic,132150
28,growth,positive,mesophilic,5822
55,growth,positive,thermophilic,22969
37,growth,positive,mesophilic,131261
30,growth,positive,mesophilic,22934
60,growth,positive,thermophilic,23455
60,growth,positive,thermophilic,23186
35,growth,positive,mesophilic,23185
28,growth,positive,mesophilic,130254
37,growth,positive,mesophilic,23440
65,growth,positive,thermophilic,23443
30,growth,positive,mesophilic,22942
28,growth,positive,mesophilic,23491
80,growth,positive,hyperthermophilic,23332
37,growth,positive,mesophilic,22902
28,growth,positive,mesophilic,24725
28,growth,positive,mesophilic,23126
28,growth,positive,mesophilic,130824
28,growth,positive,mesophilic,131260
28,growth,positive,mesophilic,22987
28,growth,positive,mesophilic,24566
28,growth,positive,mesophilic,130501
28,growth,positive,mesophilic,23547
28,growth,positive,mesophilic,23319
37,growth,positive,mesophilic,132149
37,growth,positive,mesophilic,132914
28,growth,positive,mesophilic,17521
37,growth,positive,mesophilic,23187
30,growth,positive,mesophilic,130614
28,growth,positive,mesophilic,23158
28,growth,positive,mesophilic,24090
37,growth,positive,mesophilic,24084
37,growth,positive,mesophilic,132913
37,growth,positive,mesophilic,132912
28,growth,positive,mesophilic,23454
25,growth,positive,mesophilic,130151
28,growth,positive,mesophilic,24728
28,growth,positive,mesophilic,23868
28,growth,positive,mesophilic,23448
30,growth,positive,mesophilic,23075
28,growth,positive,mesophilic,23166
28,growth,positive,mesophilic,23201
28,growth,positive,mesophilic,130445
30,growth,positive,mesophilic,130144
30,growth,positive,mesophilic,130143
30,growth,positive,mesophilic,23338
28,growth,positive,mesophilic,24049
20-25,growth,positive,NULL,24796
30,growth,positive,mesophilic,23182
28,growth,positive,mesophilic,23010
28,growth,positive,mesophilic,24438
30,growth,positive,mesophilic,130625
28,growth,positive,mesophilic,24762
28,growth,positive,mesophilic,23093
30,growth,positive,mesophilic,132148
30,growth,positive,mesophilic,130531
30,growth,positive,mesophilic,132147
28,growth,positive,mesophilic,23318
28,growth,positive,mesophilic,23317
28,growth,positive,mesophilic,23316
28,growth,positive,mesophilic,130671
37,growth,positive,mesophilic,24131
30,growth,positive,mesophilic,24130
25,growth,positive,mesophilic,131259
28,growth,positive,mesophilic,24346
55,growth,positive,thermophilic,24645
28,growth,positive,mesophilic,130271
20,growth,positive,psychrophilic,132146
28,growth,positive,mesophilic,23291
37,growth,positive,mesophilic,23784
37,growth,positive,mesophilic,23783
37,growth,positive,mesophilic,23782
37,growth,positive,mesophilic,23781
28,growth,positive,mesophilic,22926
28,growth,positive,mesophilic,23437
28,growth,positive,mesophilic,23436
28,growth,positive,mesophilic,24717
37,growth,positive,mesophilic,24071
28,growth,positive,mesophilic,5821
28,growth,positive,mesophilic,23032
28,growth,positive,mesophilic,23011
30,growth,positive,mesophilic,24150
25,growth,positive,mesophilic,24022
25,growth,positive,mesophilic,24021
28,growth,positive,mesophilic,23525
25,growth,positive,mesophilic,24524
25,growth,positive,mesophilic,24523
28,growth,positive,mesophilic,24749
25,growth,positive,mesophilic,23150
30,growth,positive,mesophilic,23824
30,growth,positive,mesophilic,22992
28,growth,positive,mesophilic,24720
28,growth,positive,mesophilic,23336
10,growth,positive,psychrophilic,23826
37,growth,positive,mesophilic,22980
37,growth,positive,mesophilic,23453
37,growth,positive,mesophilic,23452
28,growth,positive,mesophilic,23513
45,growth,positive,thermophilic,24724
45,growth,positive,thermophilic,24723
55,growth,positive,thermophilic,22962
28,growth,positive,mesophilic,22925
30,growth,positive,mesophilic,24668
28,growth,positive,mesophilic,13227
30,growth,positive,mesophilic,23742
28,growth,positive,mesophilic,23165
37,growth,positive,mesophilic,23152
37,growth,positive,mesophilic,23151
37,growth,positive,mesophilic,8347
25,growth,positive,mesophilic,23347
25,growth,positive,mesophilic,132911
30,growth,positive,mesophilic,22933
28,growth,positive,mesophilic,130771
30,growth,positive,mesophilic,130608
40,growth,positive,thermophilic,24534
25,growth,positive,mesophilic,23074
28,growth,positive,mesophilic,23163
28,growth,positive,mesophilic,23030
20,growth,positive,psychrophilic,132145
28,growth,positive,mesophilic,22986
37,growth,positive,mesophilic,22968
25,growth,positive,mesophilic,130685
25,growth,positive,mesophilic,24567
28,growth,positive,mesophilic,23149
37,growth,positive,mesophilic,23199
30,growth,positive,mesophilic,22954
30,growth,positive,mesophilic,22953
30,growth,positive,mesophilic,22952
30,growth,positive,mesophilic,22951
30,growth,positive,mesophilic,22950
30,growth,positive,mesophilic,22949
30,growth,positive,mesophilic,22948
30,growth,positive,mesophilic,22947
30,growth,positive,mesophilic,22946
30,growth,positive,mesophilic,130450
30,growth,positive,mesophilic,130449
25-30,growth,positive,mesophilic,24548
37,growth,positive,mesophilic,23737
20,growth,positive,psychrophilic,23286
28,growth,positive,mesophilic,140054
37,growth,positive,mesophilic,23072
28,growth,positive,mesophilic,133870
37,growth,positive,mesophilic,132910
30,growth,positive,mesophilic,23077
30,growth,positive,mesophilic,23181
28,growth,positive,mesophilic,158158
28,growth,positive,mesophilic,24539
28,growth,positive,mesophilic,24538
28,growth,positive,mesophilic,24537
28,growth,positive,mesophilic,23315
60,growth,positive,thermophilic,22930
55,growth,positive,thermophilic,22910
20,growth,positive,psychrophilic,23251
28,growth,positive,mesophilic,23215
28,growth,positive,mesophilic,130813
28,growth,positive,mesophilic,24800
28,growth,positive,mesophilic,24047
28,growth,positive,mesophilic,22939
28,growth,positive,mesophilic,23162
28,growth,positive,mesophilic,22955
37,growth,positive,mesophilic,23451
28,growth,positive,mesophilic,23195
28,growth,positive,mesophilic,23194
28,growth,positive,mesophilic,132144
28,growth,positive,mesophilic,24217
28,growth,positive,mesophilic,23071
37,growth,positive,mesophilic,23739
30,growth,positive,mesophilic,23709
28,growth,positive,mesophilic,23180
25,growth,positive,mesophilic,23243
37,growth,positive,mesophilic,131258
37,growth,positive,mesophilic,24087
28,growth,positive,mesophilic,130655
28,growth,positive,mesophilic,24051
28,growth,positive,mesophilic,23161
28,growth,positive,mesophilic,23160
28,growth,positive,mesophilic,13382
28,growth,positive,mesophilic,24737
28,growth,positive,mesophilic,24551
28,growth,positive,mesophilic,23281
28,growth,positive,mesophilic,16024
28,growth,positive,mesophilic,10715
28,growth,positive,mesophilic,10714
28,growth,positive,mesophilic,10713
28,growth,positive,mesophilic,10712
28,growth,positive,mesophilic,10711
28,growth,positive,mesophilic,23164
28,growth,positive,mesophilic,7963
55,growth,positive,thermophilic,23349
16,growth,positive,psychrophilic,24008
15,growth,positive,psychrophilic,22991
30,growth,positive,mesophilic,22924
28,growth,positive,mesophilic,11192
28,growth,positive,mesophilic,23584
28,growth,positive,mesophilic,23583
28,growth,positive,mesophilic,23582
28,growth,positive,mesophilic,23581
37,growth,positive,mesophilic,24617
28,growth,positive,mesophilic,23314
28,growth,positive,mesophilic,23313
28,growth,positive,mesophilic,23274
28,growth,positive,mesophilic,23273
28,growth,positive,mesophilic,23272
28,growth,positive,mesophilic,23271
28,growth,positive,mesophilic,130670
25,growth,positive,mesophilic,23224
37,growth,positive,mesophilic,23458
30,growth,positive,mesophilic,24286
28,growth,positive,mesophilic,24261
30,growth,positive,mesophilic,23031
37,growth,positive,mesophilic,132143
37,growth,positive,mesophilic,132142
25,growth,positive,mesophilic,23035
37,growth,positive,mesophilic,23457
25,growth,positive,mesophilic,23183
37,growth,positive,mesophilic,22990
28,growth,positive,mesophilic,132909
30,growth,positive,mesophilic,13658
37,growth,positive,mesophilic,23065
30,growth,positive,mesophilic,24784
37,growth,positive,mesophilic,22932
37,growth,positive,mesophilic,23793
28,growth,positive,mesophilic,23101
50,growth,positive,thermophilic,22979
28,growth,positive,mesophilic,13487
37,growth,positive,mesophilic,24235
37,growth,positive,mesophilic,8349
28,growth,positive,mesophilic,23192
28,growth,positive,mesophilic,23191
28,growth,positive,mesophilic,23190
28,growth,positive,mesophilic,23189
28,growth,positive,mesophilic,23188
28,growth,positive,mesophilic,24654
28,growth,positive,mesophilic,132141
28,growth,positive,mesophilic,132140
28,growth,positive,mesophilic,132139
28,growth,positive,mesophilic,132138
28,growth,positive,mesophilic,132908
28,growth,positive,mesophilic,22909
37,growth,positive,mesophilic,132907
20,growth,positive,psychrophilic,132906
28,growth,positive,mesophilic,23580
28-30,growth,positive,mesophilic,23579
25-30,growth,positive,mesophilic,23579
