ID_culture_pH,pH,test_type,ability,ID_strains
6349,6.5,optimum,positive,17457
6350,6.5,optimum,positive,17525
6351,6.5,optimum,positive,6489
6352,6.5,optimum,positive,130228
6353,6.5,optimum,positive,23440
6354,6.5,optimum,positive,13936
6355,6.5,optimum,positive,17458
6356,6.5,optimum,positive,6290
6357,6.5,optimum,positive,133628
6358,6.5,optimum,positive,22986
6359,6.5,optimum,positive,133909
6360,6.5,optimum,positive,6282
6361,6.5,optimum,positive,6643
6362,6.5,optimum,positive,7179
6363,6.5,optimum,positive,17662
6364,6.5,optimum,positive,1226
6365,6.5,optimum,positive,23266
6366,6.5,optimum,positive,17624
6367,6.5,optimum,positive,14140
6368,6.5,optimum,positive,11369
6369,6.5,optimum,positive,14261
6370,6.5,optimum,positive,24643
6371,6.5,optimum,positive,6705
6372,6.5,optimum,positive,14862
6373,6.5,optimum,positive,14860
6374,6.5,optimum,positive,5678
6375,6.5,optimum,positive,17487
6376,6.5,optimum,positive,14091
6377,6.5,optimum,positive,11079
6378,6.5,optimum,positive,18154
6379,6.5,optimum,positive,17759
6380,6.5,optimum,positive,13565
6381,6.5,optimum,positive,17639
6382,6.5,optimum,positive,12618
6383,6.5,optimum,positive,3931
6384,6.5,optimum,positive,11151
6385,6.5,optimum,positive,5623
6386,6.5,optimum,positive,133738
6387,6.5,optimum,positive,13412
6388,6.5,optimum,positive,22975
6389,6.5,optimum,positive,17450
6390,6.5,optimum,positive,7180
6391,6.5,optimum,positive,5703
6392,6.5,optimum,positive,5702
6393,6.5,optimum,positive,13512
6394,6.5,optimum,positive,133527
6395,6.5,optimum,positive,17912
6396,6.5,optimum,positive,134120
6397,6.5,optimum,positive,133617
6398,6.5,optimum,positive,133577
6399,6.5,optimum,positive,23271
6400,6.5,optimum,positive,133598
6401,6.5,optimum,positive,11366
6402,6.5,optimum,positive,23457
6403,6.5,optimum,positive,134323
6404,6.5,optimum,positive,133450
6405,6.5,optimum,positive,13660
6406,6.5,optimum,positive,14152
6407,6.5,optimum,positive,130849
6408,6.5,optimum,positive,133823
6409,6.5,optimum,positive,13656
6410,6.5,optimum,positive,134324
6411,6.5,optimum,positive,6097
6412,6.5,optimum,positive,7281
6413,6.5,optimum,positive,10802
6414,6.5,optimum,positive,17147
6415,6.5,optimum,positive,13905
6416,6.5,optimum,positive,130599
6417,6.5,optimum,positive,134050
6418,6.5,optimum,positive,17413
6419,6.5,optimum,positive,17412
6420,6.5,optimum,positive,13964
6421,6.5,optimum,positive,133996
6422,6.5,optimum,positive,782
6423,6.5,optimum,positive,12669
6424,6.5,optimum,positive,383
6425,6.5,optimum,positive,1218
6426,6.5,optimum,positive,6289
6427,6.5,optimum,positive,14257
6428,6.5,optimum,positive,134312
6429,6.5,optimum,positive,6956
6430,6.5,optimum,positive,11974
6431,6.5,optimum,positive,130507
6432,6.5,optimum,positive,134002
6433,6.5,optimum,positive,3845
6434,6.5,optimum,positive,17452
6435,6.5,optimum,positive,133460
6436,6.5,optimum,positive,13400
6437,6.5,optimum,positive,133948
6438,6.5,optimum,positive,7175
6439,6.5,optimum,positive,17758
6440,6.5,optimum,positive,10499
6441,6.5,optimum,positive,23147
6442,6.5,optimum,positive,17751
6443,6.5,optimum,positive,131260
6444,6.5,optimum,positive,134006
6445,6.5,optimum,positive,134026
6446,6.5,optimum,positive,132874
6447,6.5,optimum,positive,6271
6448,6.5,optimum,positive,23552
6449,6.5,optimum,positive,133754
6450,6.5,optimum,positive,23336
6451,6.5,optimum,positive,17798
6452,6.5,optimum,positive,24285
6453,6.5,optimum,positive,18151
6454,6.5,optimum,positive,130608
6455,6.5,optimum,positive,24343
6456,6.5,optimum,positive,17981
6457,6.5,optimum,positive,11133
6458,6.5,optimum,positive,11448
6459,6.5,optimum,positive,11136
6460,6.5,optimum,positive,11450
6461,6.5,optimum,positive,23331
6462,6.5,optimum,positive,24035
6463,6.5,optimum,positive,1245
6464,6.5,optimum,positive,17051
6465,6.5,optimum,positive,6952
6466,6.5,optimum,positive,133534
6467,6.5,optimum,positive,133787
6468,6.5,optimum,positive,133726
6469,6.5,optimum,positive,7213
6470,6.5,optimum,positive,134236
6471,6.5,optimum,positive,134366
6472,6.5,optimum,positive,133479
6473,6.5,optimum,positive,11160
6474,6.5,optimum,positive,11118
6475,6.5,optimum,positive,134012
6476,6.5,optimum,positive,2854
6477,6.5,optimum,positive,134290
6478,6.5,optimum,positive,6063
6479,6.5,optimum,positive,131263
6480,6.5,optimum,positive,14252
6481,6.5,optimum,positive,133822
6482,6.5,optimum,positive,133813
6483,6.5,optimum,positive,17955
6484,6.5,optimum,positive,17014
6485,6.5,optimum,positive,11308
6486,6.5,optimum,positive,134118
6487,6.5,optimum,positive,14255
6488,6.5,optimum,positive,18099
6489,6.5-10.5,optimum,positive,17801
6490,6.5-7,optimum,positive,23880
6491,6.5-7,optimum,positive,13825
6492,6.5-7,optimum,positive,11283
6493,6.5-7,optimum,positive,134339
6494,6.5-7,optimum,positive,5970
6495,6.5-7,optimum,positive,133691
6496,6.5-7,optimum,positive,6863
6497,6.5-7,optimum,positive,11849
6498,6.5-7,optimum,positive,133592
6499,6.5-7,optimum,positive,12716
6500,6.5-7,optimum,positive,10540
6501,6.5-7,optimum,positive,24077
6502,6.5-7,optimum,positive,17776
6503,6.5-7,optimum,positive,134363
6504,6.5-7.5,optimum,positive,13857
6505,6.5-7.5,optimum,positive,134376
6506,6.5-7.5,optimum,positive,5694
6507,6.5-7.5,optimum,positive,5689
6508,6.5-7.5,optimum,positive,17708
6509,6.5-7.5,optimum,positive,7001
6510,6.5-7.5,optimum,positive,17181
6511,6.5-7.5,optimum,positive,10626
6512,6.5-7.5,optimum,positive,14114
6513,6.5-7.5,optimum,positive,14351
6514,6.5-7.5,optimum,positive,14352
6515,6.5-8,optimum,positive,3887
6516,6.5-8,optimum,positive,134187
6517,6.5-8,optimum,positive,5681
6518,6.5-8,optimum,positive,134164
6519,6.5-8,optimum,positive,133590
6520,6.5-8,optimum,positive,13670
6521,6.5-8,optimum,positive,134370
6522,6.5-8,optimum,positive,24433
6523,6.5-8,optimum,positive,16408
6524,6.5-8.5,optimum,positive,13787
6525,6.5-8.5,optimum,positive,17797
6526,6.5-9,optimum,positive,134083
6527,6.55,optimum,positive,14108
6528,6.6,optimum,positive,14025
6529,6.6,optimum,positive,12496
6530,6.6,optimum,positive,132893
6531,6.6,optimum,positive,521
6532,6.6,optimum,positive,2852
6533,6.6,optimum,positive,17048
6534,6.6,optimum,positive,24301
6535,6.7,optimum,positive,11852
6536,6.7,optimum,positive,133558
6537,6.7,optimum,positive,4015
6538,6.7-7.0,optimum,positive,4155
6539,6.7-8.5,optimum,positive,6007
6540,6.7-8.5,optimum,positive,5852
6541,6.75,optimum,positive,133812
6542,6.75,optimum,positive,133647
6543,6.75,optimum,positive,5727
6544,6.75,optimum,positive,133906
6545,6.75,optimum,positive,5549
6546,6.75,optimum,positive,134337
6547,6.75,optimum,positive,133648
6548,6.75,optimum,positive,11635
6549,6.75,optimum,positive,133472
6550,6.75,optimum,positive,1747
6551,6.75,optimum,positive,24271
6552,6.75,optimum,positive,23709
6553,6.75,optimum,positive,133750
6554,6.75,optimum,positive,17692
6555,6.75,optimum,positive,6117
6556,6.75,optimum,positive,134101
6557,6.75,optimum,positive,17497
6558,6.75,optimum,positive,11061
6559,6.75,optimum,positive,134309
6560,6.75,optimum,positive,14101
6561,6.75,optimum,positive,13564
6562,6.75,optimum,positive,17455
6563,6.75,optimum,positive,11603
6564,6.75,optimum,positive,3822
6565,6.75,optimum,positive,17787
6566,6.75,optimum,positive,14027
6567,6.75,optimum,positive,2525
6568,6.75,optimum,positive,134239
6569,6.75,optimum,positive,14138
6570,6.75,optimum,positive,7447
6571,6.75,optimum,positive,24797
6572,6.75,optimum,positive,133929
6573,6.75,optimum,positive,23348
6574,6.75,optimum,positive,509
6575,6.75,optimum,positive,132144
6576,6.75,optimum,positive,134222
6577,6.75,optimum,positive,5882
6578,6.75,optimum,positive,6191
6579,6.75,optimum,positive,134039
6580,6.75,optimum,positive,2868
6581,6.75,optimum,positive,134014
6582,6.75,optimum,positive,14105
6583,6.75,optimum,positive,17451
6584,6.75,optimum,positive,24159
6585,6.75,optimum,positive,2451
6586,6.75,optimum,positive,134307
6587,6.75,optimum,positive,133814
6588,6.75,optimum,positive,24773
6589,6.75,optimum,positive,23862
6590,6.75,optimum,positive,133977
6591,6.75,optimum,positive,2319
6592,6.75,optimum,positive,133856
6593,6.75,optimum,positive,23456
6594,6.75,optimum,positive,6377
6595,6.75,optimum,positive,6378
6596,6.75,optimum,positive,23112
6597,6.75,optimum,positive,24156
6598,6.8,optimum,positive,133517
6599,6.8,optimum,positive,7192
6600,6.8,optimum,positive,7346
6601,6.8,optimum,positive,23443
6602,6.8,optimum,positive,7181
6603,6.8,optimum,positive,16851
6604,6.8,optimum,positive,16797
6605,6.8,optimum,positive,17150
6606,6.8,optimum,positive,5813
6607,6.8,optimum,positive,133689
6608,6.8,optimum,positive,1866
6609,6.8,optimum,positive,17071
6610,6.8,optimum,positive,1237
6611,6.8,optimum,positive,2869
6612,6.8,optimum,positive,23455
6613,6.8,optimum,positive,16679
6614,6.8,optimum,positive,1626
6615,6.8,optimum,positive,3947
6616,6.8,optimum,positive,17686
6617,6.8,optimum,positive,1623
6618,6.8,optimum,positive,11772
6619,6.8,optimum,positive,5806
6620,6.8,optimum,positive,1748
6621,6.8,optimum,positive,6165
6622,6.8,optimum,positive,6840
6623,6.8,optimum,positive,133983
6624,6.8-7,optimum,positive,16790
6625,6.8-7.0,optimum,positive,16822
6626,6.8-7.1,optimum,positive,3986
6627,6.8-7.2,optimum,positive,7856
6628,6.8-7.3,optimum,positive,16849
6629,6.8-7.5,optimum,positive,14245
6630,6.8-7.5,optimum,positive,2371
6631,6.8-8,optimum,positive,17491
6632,6.85,optimum,positive,12617
6633,6.85,optimum,positive,16808
6634,6.85,optimum,positive,17453
6635,6.85,optimum,positive,11831
6636,6.85,optimum,positive,2851
6637,6.9,optimum,positive,4069
6638,6.9,optimum,positive,17312
6639,6.9,optimum,positive,13641
6640,6.9,optimum,positive,6156
6641,6.9,optimum,positive,6138
6642,6.9,optimum,positive,17402
6643,6.9,optimum,positive,134269
6644,6.9,optimum,positive,2873
6645,6.9,optimum,positive,11836
6646,6.9,optimum,positive,17167
6647,6.9,optimum,positive,17074
6648,6.9-7.1,optimum,positive,10427
6649,6.9-7.5,optimum,positive,2372
6650,6.9-7.5,optimum,positive,4157
6651,6.925,optimum,positive,14106
6652,6.95,optimum,positive,14107
6653,6.95,optimum,positive,13522
6654,6.95,optimum,positive,11862
6655,7-7.2,optimum,positive,7625
6656,7-7.2,optimum,positive,13931
6657,7-7.3,optimum,positive,2872
6658,7-7.5,optimum,positive,134335
6659,7-7.5,optimum,positive,1872
6660,7-7.5,optimum,positive,17498
6661,7-7.5,optimum,positive,133531
6662,7-7.5,optimum,positive,13631
6663,7-7.5,optimum,positive,23740
6664,7-7.5,optimum,positive,23736
6665,7-7.5,optimum,positive,134166
6666,7-7.5,optimum,positive,133612
6667,7-7.5,optimum,positive,7481
6668,7-7.5,optimum,positive,133552
6669,7-7.5,optimum,positive,134185
6670,7-7.5,optimum,positive,3846
6671,7-7.5,optimum,positive,6076
6672,7-7.5,optimum,positive,455
6673,7-7.5,optimum,positive,17353
6674,7-7.5,optimum,positive,10541
6675,7-7.5,optimum,positive,134086
6676,7-7.5,optimum,positive,5875
6677,7-7.5,optimum,positive,2461
6678,7-7.5,optimum,positive,11340
6679,7-7.5,optimum,positive,11328
6680,7-7.5,optimum,positive,11325
6681,7-7.5,optimum,positive,11327
6682,7-7.5,optimum,positive,11326
6683,7-7.5,optimum,positive,134085
6684,7-7.5,optimum,positive,5947
6685,7-7.5,optimum,positive,134201
6686,7-7.5,optimum,positive,134202
6687,7-7.5,optimum,positive,2472
6688,7-7.5,optimum,positive,12628
6689,7-7.5,optimum,positive,11149
6690,7-7.5,optimum,positive,133675
6691,7-7.5,optimum,positive,17884
6692,7-7.5,optimum,positive,133701
6693,7-7.5,optimum,positive,130639
6694,7-8.5,optimum,positive,5740
6695,7-9,optimum,positive,133686
6696,7-9.5,optimum,positive,5687
6697,7.0-7.5,optimum,positive,10621
6698,7.0-7.5,optimum,positive,24171
6699,7.0-7.5,optimum,positive,134051
6700,7.0-7.5,optimum,positive,133694
6701,7.0-7.6,optimum,positive,7240
6702,7.0-8.0,optimum,positive,133496
6703,7.0-8.0,optimum,positive,133680
6704,7.0-8.0,optimum,positive,24516
6705,7.0-8.0,optimum,positive,13175
6706,7.0-8.0,optimum,positive,7760
6707,7.0-8.0,optimum,positive,133714
6708,7.0-8.0,optimum,positive,24507
6709,7.0-8.0,optimum,positive,133678
6710,7.05,optimum,positive,22990
6711,7.08,optimum,positive,14109
6712,7.1,optimum,positive,11628
6713,7.1,optimum,positive,23898
6714,7.1,optimum,positive,6302
6715,7.1,optimum,positive,2387
6716,7.1,optimum,positive,11600
6717,7.1,optimum,positive,17166
6718,7.1,optimum,positive,16847
6719,7.1,optimum,positive,134182
6720,7.1,optimum,positive,11063
6721,7.1,optimum,positive,11121
6722,7.1,optimum,positive,7497
6723,7.1,optimum,positive,13268
6724,7.1,optimum,positive,7797
6725,7.1,optimum,positive,11086
6726,7.1,optimum,positive,17782
6727,7.1,optimum,positive,11832
6728,7.1,optimum,positive,5568
6729,7.1,optimum,positive,5398
6730,7.1,optimum,positive,5618
6731,7.1,optimum,positive,7876
6732,7.1,optimum,positive,2473
6733,7.1,optimum,positive,16896
6734,7.1,optimum,positive,8051
6735,7.1,optimum,positive,133511
6736,7.1-7.5,optimum,positive,4158
6737,7.1-7.5,optimum,positive,11829
6738,7.1-8.1,optimum,positive,10808
6739,7.1-8.3,optimum,positive,5658
6740,7.15,optimum,positive,134299
6741,7.15,optimum,positive,134022
6742,7.15,optimum,positive,11840
6743,7.15,optimum,positive,133674
6744,7.15,optimum,positive,17483
6745,7.15,optimum,positive,17454
6746,7.15,optimum,positive,11112
6747,7.2,optimum,positive,133834
6748,7.2,optimum,positive,134137
6749,7.2,optimum,positive,1095
6750,7.2,optimum,positive,133833
6751,7.2,optimum,positive,11218
6752,7.2,optimum,positive,11219
6753,7.2,optimum,positive,11221
6754,7.2,optimum,positive,11222
6755,7.2,optimum,positive,11220
6756,7.2,optimum,positive,11620
6757,7.2,optimum,positive,6312
6758,7.2,optimum,positive,24445
6759,7.2,optimum,positive,133926
6760,7.2,optimum,positive,1296
6761,7.2,optimum,positive,133545
6762,7.2,optimum,positive,133645
6763,7.2,optimum,positive,510
6764,7.2,optimum,positive,17803
6765,7.2,optimum,positive,1284
6766,7.2,optimum,positive,133927
6767,7.2,optimum,positive,24444
6768,7.2,optimum,positive,13155
6769,7.2,optimum,positive,7193
6770,7.2,optimum,positive,11217
6771,7.2,optimum,positive,2474
6772,7.2,optimum,positive,2494
6773,7.2,optimum,positive,2847
6774,7.2,optimum,positive,3953
6775,7.2,optimum,positive,5576
6776,7.2,optimum,positive,3077
6777,7.2,optimum,positive,11835
6778,7.2,optimum,positive,3230
6779,7.2,optimum,positive,16618
6780,7.2,optimum,positive,1624
6781,7.2,optimum,positive,16614
6782,7.2,optimum,positive,16615
6783,7.2,optimum,positive,3209
6784,7.2,optimum,positive,12503
6785,7.2,optimum,positive,14163
6786,7.2,optimum,positive,14162
6787,7.2-7.4,optimum,positive,7442
6788,7.2-7.5,optimum,positive,13876
6789,7.2-7.6,optimum,positive,131756
6790,7.2-7.8,optimum,positive,7242
6791,7.2-7.8,optimum,positive,7243
6792,7.2-8.5,optimum,positive,11303
6793,7.2-9.5,optimum,positive,12006
6794,7.25,optimum,positive,17461
6795,7.25,optimum,positive,8187
6796,7.25,optimum,positive,134260
6797,7.25,optimum,positive,133608
6798,7.25,optimum,positive,5589
6799,7.25,optimum,positive,13511
6800,7.25,optimum,positive,5823
6801,7.25,optimum,positive,13734
6802,7.25,optimum,positive,17500
6803,7.25,optimum,positive,133800
6804,7.25,optimum,positive,133862
6805,7.25,optimum,positive,3886
6806,7.25,optimum,positive,133863
6807,7.25,optimum,positive,23180
6808,7.25,optimum,positive,11330
6809,7.25,optimum,positive,133696
6810,7.25,optimum,positive,2833
6811,7.25,optimum,positive,22942
6812,7.25,optimum,positive,130719
6813,7.25,optimum,positive,398
6814,7.25,optimum,positive,133911
6815,7.25,optimum,positive,10451
6816,7.25,optimum,positive,133829
6817,7.25,optimum,positive,133836
6818,7.25,optimum,positive,133667
6819,7.25,optimum,positive,17368
6820,7.25,optimum,positive,17815
6821,7.25,optimum,positive,14861
6822,7.25,optimum,positive,7276
6823,7.25,optimum,positive,7275
6824,7.25,optimum,positive,7274
6825,7.25,optimum,positive,7277
6826,7.25,optimum,positive,133928
6827,7.25,optimum,positive,24748
6828,7.25,optimum,positive,5850
6829,7.25,optimum,positive,13872
6830,7.25,optimum,positive,24651
6831,7.25,optimum,positive,133485
6832,7.25,optimum,positive,5615
6833,7.25,optimum,positive,133538
6834,7.25,optimum,positive,133724
6835,7.25,optimum,positive,133731
6836,7.25,optimum,positive,133866
6837,7.25,optimum,positive,133877
6838,7.25,optimum,positive,133883
6839,7.25,optimum,positive,18088
6840,7.25,optimum,positive,5898
6841,7.25,optimum,positive,133729
6842,7.25,optimum,positive,133737
6843,7.25,optimum,positive,12502
6844,7.25,optimum,positive,131261
6845,7.25,optimum,positive,23149
6846,7.25,optimum,positive,133979
6847,7.25,optimum,positive,134065
6848,7.25,optimum,positive,17493
6849,7.25,optimum,positive,13848
6850,7.25,optimum,positive,23889
6851,7.25,optimum,positive,133864
6852,7.25,optimum,positive,133468
6853,7.25,optimum,positive,133469
6854,7.25,optimum,positive,133943
6855,7.25,optimum,positive,133966
6856,7.25,optimum,positive,134016
6857,7.25,optimum,positive,14040
6858,7.25,optimum,positive,10519
6859,7.25,optimum,positive,23056
6860,7.25,optimum,positive,11960
6861,7.25,optimum,positive,130640
6862,7.25,optimum,positive,133881
6863,7.25,optimum,positive,3900
6864,7.25,optimum,positive,13467
6865,7.25,optimum,positive,23155
6866,7.25,optimum,positive,11058
6867,7.25,optimum,positive,133765
6868,7.25,optimum,positive,133981
6869,7.25,optimum,positive,133455
6870,7.25,optimum,positive,133925
6871,7.25,optimum,positive,130462
6872,7.25,optimum,positive,133982
6873,7.25,optimum,positive,24089
6874,7.25,optimum,positive,134360
6875,7.25,optimum,positive,133999
6876,7.25,optimum,positive,133555
6877,7.25,optimum,positive,17819
