ID_culture_pH,pH,test_type,ability,ID_strains
5468,7,optimum,positive,16798
5469,7,optimum,positive,3778
5470,7,optimum,positive,12626
5471,7,optimum,positive,2846
5472,7,optimum,positive,5701
5473,7,optimum,positive,17747
5474,7,optimum,positive,17760
5475,7,optimum,positive,24181
5476,7,optimum,positive,24556
5477,7,optimum,positive,7630
5478,7,optimum,positive,134075
5479,7,optimum,positive,18043
5480,7,optimum,positive,395
5481,7,optimum,positive,466
5482,7,optimum,positive,17340
5483,7,optimum,positive,6951
5484,7,optimum,positive,17631
5485,7,optimum,positive,130532
5486,7,optimum,positive,133963
5487,7,optimum,positive,14100
5488,7,optimum,positive,133522
5489,7,optimum,positive,133605
5490,7,optimum,positive,2349
5491,7,optimum,positive,11154
5492,7,optimum,positive,133717
5493,7,optimum,positive,133720
5494,7,optimum,positive,17885
5495,7,optimum,positive,11342
5496,7,optimum,positive,23093
5497,7,optimum,positive,24525
5498,7,optimum,positive,134076
5499,7,optimum,positive,2829
5500,7,optimum,positive,18119
5501,7,optimum,positive,134352
5502,7,optimum,positive,10423
5503,7,optimum,positive,11163
5504,7,optimum,positive,11667
5505,7,optimum,positive,11634
5506,7,optimum,positive,18033
5507,7,optimum,positive,2100
5508,7,optimum,positive,133790
5509,7,optimum,positive,133127
5510,7,optimum,positive,14192
5511,7,optimum,positive,132094
5512,7,optimum,positive,1318
5513,7,optimum,positive,133492
5514,7,optimum,positive,11648
5515,7,optimum,positive,133774
5516,7,optimum,positive,23224
5517,7,optimum,positive,505
5518,7,optimum,positive,24736
5519,7,optimum,positive,134353
5520,7,optimum,positive,17668
5521,7,optimum,positive,4001
5522,7,optimum,positive,13823
5523,7,optimum,positive,133566
5524,7,optimum,positive,133607
5525,7,optimum,positive,24294
5526,7,optimum,positive,11607
5527,7,optimum,positive,133791
5528,7,optimum,positive,133835
5529,7,optimum,positive,2960
5530,7,optimum,positive,2462
5531,7,optimum,positive,1271
5532,7,optimum,positive,133471
5533,7,optimum,positive,11145
5534,7,optimum,positive,133685
5535,7,optimum,positive,14299
5536,7,optimum,positive,133852
5537,7,optimum,positive,8202
5538,7,optimum,positive,3882
5539,7,optimum,positive,3881
5540,7,optimum,positive,11115
5541,7,optimum,positive,11274
5542,7,optimum,positive,23240
5543,7,optimum,positive,22956
5544,7,optimum,positive,24109
5545,7,optimum,positive,130575
5546,7,optimum,positive,134213
5547,7,optimum,positive,24188
5548,7,optimum,positive,133613
5549,7,optimum,positive,13510
5550,7,optimum,positive,133448
5551,7,optimum,positive,13728
5552,7,optimum,positive,16999
5553,7,optimum,positive,8045
5554,7,optimum,positive,3835
5555,7,optimum,positive,133623
5556,7,optimum,positive,133624
5557,7,optimum,positive,6218
5558,7,optimum,positive,133887
5559,7,optimum,positive,23098
5560,7,optimum,positive,24770
5561,7,optimum,positive,133951
5562,7,optimum,positive,133962
5563,7,optimum,positive,24683
5564,7,optimum,positive,133965
5565,7,optimum,positive,130677
5566,7,optimum,positive,24236
5567,7,optimum,positive,24237
5568,7,optimum,positive,134013
5569,7,optimum,positive,24085
5570,7,optimum,positive,24644
5571,7,optimum,positive,134069
5572,7,optimum,positive,134074
5573,7,optimum,positive,3777
5574,7,optimum,positive,11828
5575,7,optimum,positive,10501
5576,7,optimum,positive,13397
5577,7,optimum,positive,11045
5578,7,optimum,positive,134243
5579,7,optimum,positive,133888
5580,7,optimum,positive,133984
5581,7,optimum,positive,24486
5582,7,optimum,positive,133995
5583,7,optimum,positive,17858
5584,7,optimum,positive,133445
5585,7,optimum,positive,17750
5586,7,optimum,positive,7456
5587,7,optimum,positive,133642
5588,7,optimum,positive,133930
5589,7,optimum,positive,24729
5590,7,optimum,positive,24062
5591,7,optimum,positive,134036
5592,7,optimum,positive,134052
5593,7,optimum,positive,24457
5594,7,optimum,positive,11996
5595,7,optimum,positive,130612
5596,7,optimum,positive,134034
5597,7,optimum,positive,133923
5598,7,optimum,positive,133952
5599,7,optimum,positive,7258
5600,7,optimum,positive,17663
5601,7,optimum,positive,17001
5602,7,optimum,positive,13895
5603,7,optimum,positive,18091
5604,7,optimum,positive,22969
5605,7,optimum,positive,17084
5606,7,optimum,positive,134033
5607,7,optimum,positive,1563
5608,7,optimum,positive,5575
5609,7,optimum,positive,1573
5610,7,optimum,positive,17783
5611,7,optimum,positive,133944
5612,7,optimum,positive,133826
5613,7,optimum,positive,14430
5614,7,optimum,positive,133897
5615,7,optimum,positive,17854
5616,7,optimum,positive,13519
5617,7,optimum,positive,133437
5618,7,optimum,positive,7229
5619,7,optimum,positive,23031
5620,7,optimum,positive,23458
5621,7,optimum,positive,23278
5622,7,optimum,positive,130672
5623,7,optimum,positive,134092
5624,7,optimum,positive,7205
5625,7,optimum,positive,11861
5626,7,optimum,positive,16690
5627,7,optimum,positive,6167
5628,7,optimum,positive,11780
5629,7,optimum,positive,13924
5630,7,optimum,positive,14013
5631,7,optimum,positive,134369
5632,7,optimum,positive,17667
5633,7,optimum,positive,17205
5634,7,optimum,positive,11649
5635,7,optimum,positive,133594
5636,7,optimum,positive,14072
5637,7,optimum,positive,133855
5638,7,optimum,positive,5559
5639,7,optimum,positive,3996
5640,7,optimum,positive,134368
5641,7,optimum,positive,133429
5642,7,optimum,positive,133507
5643,7,optimum,positive,24787
5644,7,optimum,positive,133916
5645,7,optimum,positive,134011
5646,7,optimum,positive,16688
5647,7,optimum,positive,13963
5648,7,optimum,positive,2287
5649,7,optimum,positive,133589
5650,7,optimum,positive,133841
5651,7,optimum,positive,24788
5652,7,optimum,positive,4160
5653,7,optimum,positive,17823
5654,7,optimum,positive,133587
5655,7,optimum,positive,23349
5656,7,optimum,positive,134080
5657,7,optimum,positive,13656
5658,7,optimum,positive,134044
5659,7,optimum,positive,132158
5660,7,optimum,positive,134291
5661,7,optimum,positive,134292
5662,7,optimum,positive,17853
5663,7,optimum,positive,23885
5664,7,optimum,positive,1297
5665,7,optimum,positive,5349
5666,7,optimum,positive,5350
5667,7,optimum,positive,133516
5668,7,optimum,positive,14026
5669,7,optimum,positive,10500
5670,7,optimum,positive,13832
5671,7,optimum,positive,5849
5672,7,optimum,positive,11897
5673,7,optimum,positive,6311
5674,7,optimum,positive,130718
5675,7,optimum,positive,14195
5676,7,optimum,positive,3896
5677,7,optimum,positive,11645
5678,7,optimum,positive,7304
5679,7,optimum,positive,24281
5680,7,optimum,positive,12586
5681,7,optimum,positive,193
5682,7,optimum,positive,6137
5683,7,optimum,positive,133650
5684,7,optimum,positive,16401
5685,7,optimum,positive,11588
5686,7,optimum,positive,7477
5687,7,optimum,positive,7476
5688,7,optimum,positive,7349
5689,7,optimum,positive,7478
5690,7,optimum,positive,12609
5691,7,optimum,positive,13093
5692,7,optimum,positive,133663
5693,7,optimum,positive,13095
5694,7,optimum,positive,17700
5695,7,optimum,positive,17698
5696,7,optimum,positive,17699
5697,7,optimum,positive,2368
5698,7,optimum,positive,133671
5699,7,optimum,positive,3765
5700,7,optimum,positive,130529
5701,7,optimum,positive,131250
5702,7,optimum,positive,12587
5703,7,optimum,positive,133811
5704,7,optimum,positive,23258
5705,7,optimum,positive,23277
5706,7,optimum,positive,24566
5707,7,optimum,positive,23513
5708,7,optimum,positive,23250
5709,7,optimum,positive,130847
5710,7,optimum,positive,7610
5711,7,optimum,positive,7609
5712,7,optimum,positive,11586
5713,7,optimum,positive,11589
5714,7,optimum,positive,7985
5715,7,optimum,positive,5803
5716,7,optimum,positive,14239
5717,7,optimum,positive,14249
5718,7,optimum,positive,13893
5719,7,optimum,positive,17761
5720,7,optimum,positive,17762
5721,7,optimum,positive,17314
5722,7,optimum,positive,5397
5723,8,optimum,positive,6235
5724,8,optimum,positive,134148
5725,8,optimum,positive,23795
5726,8,optimum,positive,133777
5727,8,optimum,positive,23316
5728,8,optimum,positive,10774
5729,8,optimum,positive,23317
5730,8,optimum,positive,13253
5731,8,optimum,positive,17246
5732,8,optimum,positive,496
5733,8,optimum,positive,24458
5734,8,optimum,positive,133828
5735,8,optimum,positive,23712
5736,8,optimum,positive,495
5737,8,optimum,positive,1640
5738,8,optimum,positive,10825
5739,8,optimum,positive,5624
5740,8,optimum,positive,6246
5741,8,optimum,positive,17369
5742,8,optimum,positive,1571
5743,8,optimum,positive,134146
5744,8,optimum,positive,17738
5745,8,optimum,positive,6068
5746,8,optimum,positive,133439
5747,8,optimum,positive,5168
5748,8,optimum,positive,11146
5749,8,optimum,positive,13273
5750,8,optimum,positive,132905
5751,8,optimum,positive,11192
5752,8,optimum,positive,5166
5753,8,optimum,positive,11041
5754,8,optimum,positive,16434
5755,8,optimum,positive,6245
5756,8,optimum,positive,133567
5757,8,optimum,positive,133758
5758,8,optimum,positive,11598
5759,8,optimum,positive,13173
5760,8,optimum,positive,133488
5761,8,optimum,positive,13854
5762,8,optimum,positive,1298
5763,8,optimum,positive,14297
5764,8,optimum,positive,133805
5765,8,optimum,positive,7608
5766,8,optimum,positive,2832
5767,8,optimum,positive,17664
5768,8,optimum,positive,6280
5769,8,optimum,positive,133432
5770,8,optimum,positive,6319
5771,8,optimum,positive,13851
5772,8,optimum,positive,1870
5773,8,optimum,positive,133557
5774,8,optimum,positive,11298
5775,8,optimum,positive,24519
5776,8,optimum,positive,6042
5777,8,optimum,positive,7330
5778,8,optimum,positive,24669
5779,8,optimum,positive,133775
5780,8,optimum,positive,3935
5781,8,optimum,positive,133798
5782,8,optimum,positive,130655
5783,8,optimum,positive,133912
5784,8,optimum,positive,23302
5785,8,optimum,positive,24663
5786,8,optimum,positive,17470
5787,8,optimum,positive,13790
5788,8,optimum,positive,134141
5789,8,optimum,positive,6048
5790,8,optimum,positive,7255
5791,8,optimum,positive,1519
5792,8,optimum,positive,17904
5793,8,optimum,positive,559
5794,8,optimum,positive,7345
5795,8,optimum,positive,133449
5796,8,optimum,positive,8593
5797,8,optimum,positive,3917
5798,8,optimum,positive,6283
5799,8,optimum,positive,23124
5800,8,optimum,positive,24313
5801,8,optimum,positive,24314
5802,8,optimum,positive,23164
5803,8,optimum,positive,134093
5804,8,optimum,positive,13193
5805,8,optimum,positive,7332
5806,8,optimum,positive,24182
5807,8,optimum,positive,24216
5808,8,optimum,positive,7343
5809,8,optimum,positive,133842
5810,8,optimum,positive,133900
5811,8,optimum,positive,133513
5812,8,optimum,positive,3833
5813,8,optimum,positive,133643
5814,8,optimum,positive,1542
5815,8,optimum,positive,13878
5816,8,optimum,positive,23450
5817,8,optimum,positive,13210
5818,8,optimum,positive,7761
5819,8,optimum,positive,24047
5820,8,optimum,positive,133880
5821,8,optimum,positive,133917
5822,8,optimum,positive,133920
5823,8,optimum,positive,6315
5824,8,optimum,positive,10800
5825,8,optimum,positive,17444
5826,8,optimum,positive,134211
5827,8,optimum,positive,17651
5828,8,optimum,positive,134246
5829,8,optimum,positive,14021
5830,8,optimum,positive,134318
5831,8,optimum,positive,134373
5832,8,optimum,positive,134374
5833,8,optimum,positive,134375
5834,8,optimum,positive,133524
5835,8,optimum,positive,133619
5836,8,optimum,positive,24504
5837,8,optimum,positive,17499
5838,8,optimum,positive,7794
5839,8,optimum,positive,133770
5840,8,optimum,positive,23123
5841,8,optimum,positive,23125
5842,8,optimum,positive,23303
5843,8,optimum,positive,1273
5844,8,optimum,positive,12588
5845,8,optimum,positive,134009
5846,8,optimum,positive,11296
5847,8,optimum,positive,133778
5848,8,optimum,positive,24505
5849,8,optimum,positive,14088
5850,8,optimum,positive,134257
5851,8,optimum,positive,23103
5852,8,optimum,positive,133634
5853,8,optimum,positive,17234
5854,8,optimum,positive,2320
5855,8,optimum,positive,133601
5856,8,optimum,positive,133654
5857,8,optimum,positive,5604
5858,8,optimum,positive,5605
5859,8,optimum,positive,5606
5860,8,optimum,positive,5607
5861,8,optimum,positive,5609
5862,8,optimum,positive,10815
5863,8,optimum,positive,130841
5864,8,optimum,positive,11131
5865,8,optimum,positive,11116
5866,8,optimum,positive,6190
5867,8,optimum,positive,7433
5868,8,optimum,positive,1304
5869,8,optimum,positive,134094
5870,8,optimum,positive,23237
5871,8,optimum,positive,131172
5872,8,optimum,positive,24004
5873,8,optimum,positive,7256
5874,8,optimum,positive,14433
5875,8,optimum,positive,4301
5876,8,optimum,positive,16428
5877,8,optimum,positive,133459
5878,8,optimum,positive,24721
5879,8,optimum,positive,133960
5880,8,optimum,positive,130226
5881,8,optimum,positive,134041
5882,8,optimum,positive,134047
5883,8,optimum,positive,2318
5884,8,optimum,positive,133938
5885,8,optimum,positive,11608
5886,8,optimum,positive,17505
5887,8,optimum,positive,130824
5888,8,optimum,positive,133997
5889,8,optimum,positive,134348
5890,8,optimum,positive,11279
5891,8,optimum,positive,133953
5892,8,optimum,positive,11324
5893,8,optimum,positive,133421
5894,8,optimum,positive,11120
5895,8,optimum,positive,133422
5896,8,optimum,positive,131258
5897,8,optimum,positive,13804
5898,8,optimum,positive,133444
5899,8,optimum,positive,11932
5900,8,optimum,positive,12665
5901,8,optimum,positive,442
5902,8,optimum,positive,17504
5903,8,optimum,positive,24023
5904,8,optimum,positive,24083
5905,8,optimum,positive,11114
5906,8,optimum,positive,134191
5907,8,optimum,positive,16435
5908,8,optimum,positive,17903
5909,8,optimum,positive,11787
5910,8,optimum,positive,1246
5911,8,optimum,positive,17083
5912,8,optimum,positive,133666
5913,8,optimum,positive,24684
5914,8,optimum,positive,565
5915,8,optimum,positive,134023
5916,8,optimum,positive,16395
5917,8,optimum,positive,5614
5918,8,optimum,positive,498
5919,8,optimum,positive,499
5920,8,optimum,positive,11150
5921,8,optimum,positive,133937
5922,8,optimum,positive,134001
5923,8,optimum,positive,134024
5924,8,optimum,positive,134037
5925,8,optimum,positive,11997
5926,8,optimum,positive,133956
5927,8,optimum,positive,133802
5928,8,optimum,positive,24724
5929,8,optimum,positive,6281
5930,8,optimum,positive,12671
5931,8,optimum,positive,17851
5932,8,optimum,positive,11294
5933,8,optimum,positive,6054
5934,8,optimum,positive,133498
5935,8,optimum,positive,133670
5936,8,optimum,positive,5372
5937,8,optimum,positive,5259
5938,8,optimum,positive,17711
5939,8,optimum,positive,13652
5940,8,optimum,positive,133762
5941,8,optimum,positive,13737
5942,8,optimum,positive,11130
5943,8,optimum,positive,8213
5944,9,optimum,positive,6279
5945,9,optimum,positive,6310
5946,9,optimum,positive,23763
5947,9,optimum,positive,24258
5948,9,optimum,positive,17650
5949,9,optimum,positive,133760
5950,9,optimum,positive,7597
5951,9,optimum,positive,17916
5952,9,optimum,positive,2376
5953,9,optimum,positive,133818
5954,9,optimum,positive,11113
5955,9,optimum,positive,7436
5956,9,optimum,positive,7435
5957,9,optimum,positive,7853
5958,9,optimum,positive,23118
5959,9,optimum,positive,22946
5960,9,optimum,positive,1235
5961,9,optimum,positive,1262
5962,9,optimum,positive,3240
5963,9,optimum,positive,7768
5964,9,optimum,positive,10523
5965,9,optimum,positive,2244
5966,9,optimum,positive,133964
5967,9,optimum,positive,1294
5968,9,optimum,positive,1222
5969,9,optimum,positive,134359
5970,9,optimum,positive,133563
5971,9,optimum,positive,134308
5972,9,optimum,positive,134281
5973,9,optimum,positive,23771
5974,9,optimum,positive,461
5975,9,optimum,positive,17918
5976,9,optimum,positive,11666
5977,9,optimum,positive,13265
5978,9,optimum,positive,13266
5979,9,optimum,positive,23707
5980,9,optimum,positive,1276
5981,9,optimum,positive,133707
5982,9,optimum,positive,13521
5983,9,optimum,positive,134356
5984,9,optimum,positive,545
5985,9,optimum,positive,8214
5986,9,optimum,positive,7206
5987,9,optimum,positive,7792
5988,9,optimum,positive,23742
5989,9,optimum,positive,22921
5990,9,optimum,positive,11284
5991,9,optimum,positive,13727
5992,9,optimum,positive,133954
5993,9,optimum,positive,5993
5994,9,optimum,positive,11234
5995,9,optimum,positive,13516
5996,9,optimum,positive,7773
5997,9,optimum,positive,5258
5998,10,optimum,positive,23737
5999,10,optimum,positive,134104
6000,10,optimum,positive,1241
6001,10,optimum,positive,23741
6002,10,optimum,positive,130632
6003,10,optimum,positive,24722
6004,10,optimum,positive,14338
6005,10,optimum,positive,133550
6006,10,optimum,positive,133741
6007,10,optimum,positive,1300
6008,10,optimum,positive,17902
6009,10,optimum,positive,130281
6010,10,optimum,positive,7207
6011,12,optimum,positive,130637
6012,12,optimum,positive,134325
6013,12,optimum,positive,130597
6014,04-07,optimum,positive,133586
6015,04-08,optimum,positive,6399
6016,05-06,optimum,positive,7197
6017,05-06,optimum,positive,14879
6018,05-08,optimum,positive,7479
6019,05-08,optimum,positive,134361
6020,05-09,optimum,positive,13736
6021,05-09,optimum,positive,12627
6022,05-09,optimum,positive,10512
6023,05-10,optimum,positive,17888
6024,05-10,optimum,positive,134259
6025,05-10,optimum,positive,17346
6026,06-07,optimum,positive,133596
6027,06-07,optimum,positive,133595
6028,06-07,optimum,positive,1970
6029,06-07,optimum,positive,14404
6030,06-07,optimum,positive,133681
6031,06-07,optimum,positive,14197
6032,06-07,optimum,positive,133620
6033,06-07,optimum,positive,23174
6034,06-07,optimum,positive,134338
6035,06-07,optimum,positive,12616
6036,06-07,optimum,positive,23755
6037,06-07,optimum,positive,134188
6038,06-07,optimum,positive,17956
6039,06-07,optimum,positive,6303
6040,06-07,optimum,positive,134344
6041,06-07,optimum,positive,7302
6042,06-07,optimum,positive,133606
6043,06-07,optimum,positive,17506
6044,06-07,optimum,positive,13750
6045,06-07,optimum,positive,10620
6046,06-07,optimum,positive,10510
6047,06-07,optimum,positive,11135
6048,06-07,optimum,positive,5560
6049,06-07,optimum,positive,16429
6050,06-07,optimum,positive,1302
6051,06-08,optimum,positive,5686
6052,06-08,optimum,positive,13180
6053,06-08,optimum,positive,134077
6054,06-08,optimum,positive,7791
6055,06-08,optimum,positive,134078
6056,06-08,optimum,positive,7489
6057,06-08,optimum,positive,7507
6058,06-08,optimum,positive,134196
6059,06-08,optimum,positive,11998
6060,06-08,optimum,positive,17003
6061,06-08,optimum,positive,11626
6062,06-08,optimum,positive,130500
6063,06-08,optimum,positive,133551
6064,06-08,optimum,positive,3782
6065,06-08,optimum,positive,14287
6066,06-08,optimum,positive,17980
6067,06-08,optimum,positive,11365
6068,06-08,optimum,positive,17484
6069,06-08,optimum,positive,1281
6070,06-08,optimum,positive,11159
6071,06-08,optimum,positive,16474
6072,06-08,optimum,positive,16472
6073,06-08,optimum,positive,7427
6074,06-08,optimum,positive,130527
6075,06-08,optimum,positive,14079
6076,06-08,optimum,positive,443
6077,06-08,optimum,positive,7517
6078,06-09,optimum,positive,16998
6079,06-09,optimum,positive,134336
6080,06-09,optimum,positive,134354
6081,06-09,optimum,positive,16473
6082,06-09,optimum,positive,134079
6083,06-09,optimum,positive,134081
6084,06-09,optimum,positive,11071
6085,06-09,optimum,positive,12589
6086,06-09,optimum,positive,7857
6087,06-09,optimum,positive,7858
6088,06-09,optimum,positive,16471
6089,06-10,optimum,positive,13405
6090,06-10,optimum,positive,13902
6091,07-08,optimum,positive,133568
6092,07-08,optimum,positive,23340
6093,07-08,optimum,positive,133625
6094,07-08,optimum,positive,2877
6095,07-08,optimum,positive,17485
6096,07-08,optimum,positive,134341
6097,07-08,optimum,positive,134350
6098,07-08,optimum,positive,17927
6099,07-08,optimum,positive,6086
6100,07-08,optimum,positive,13797
6101,07-08,optimum,positive,134199
6102,07-08,optimum,positive,24718
6103,07-08,optimum,positive,134367
6104,07-08,optimum,positive,7452
6105,07-08,optimum,positive,14286
6106,07-08,optimum,positive,133656
6107,07-08,optimum,positive,14129
6108,07-08,optimum,positive,6080
6109,07-08,optimum,positive,23887
6110,07-08,optimum,positive,5504
6111,07-08,optimum,positive,12701
6112,07-08,optimum,positive,13398
6113,07-08,optimum,positive,10526
6114,07-08,optimum,positive,1301
6115,07-08,optimum,positive,5596
6116,07-08,optimum,positive,11266
6117,07-08,optimum,positive,11048
6118,07-08,optimum,positive,5887
6119,07-08,optimum,positive,5969
6120,07-08,optimum,positive,2999
6121,07-08,optimum,positive,11126
6122,07-08,optimum,positive,134267
6123,07-08,optimum,positive,134326
6124,07-08,optimum,positive,2348
6125,07-08,optimum,positive,11262
6126,07-08,optimum,positive,133565
6127,07-08,optimum,positive,133581
6128,07-08,optimum,positive,13856
6129,07-08,optimum,positive,16494
6130,07-08,optimum,positive,296
6131,07-08,optimum,positive,6051
6132,07-08,optimum,positive,6050
6133,07-08,optimum,positive,7620
6134,07-08,optimum,positive,7453
6135,07-08,optimum,positive,11961
6136,07-08,optimum,positive,7282
6137,07-08,optimum,positive,14116
6138,07-08,optimum,positive,134184
6139,07-08,optimum,positive,11142
6140,07-08,optimum,positive,2373
6141,07-08,optimum,positive,134155
6142,07-08,optimum,positive,23225
6143,07-08,optimum,positive,4258
6144,07-08,optimum,positive,133655
6145,07-08,optimum,positive,11604
6146,07-08,optimum,positive,3015
6147,07-08,optimum,positive,5729
6148,07-08,optimum,positive,22994
6149,07-08,optimum,positive,5592
6150,07-08,optimum,positive,5627
6151,07-08,optimum,positive,5396
6152,07-08,optimum,positive,5723
6153,07-08,optimum,positive,11124
6154,07-08,optimum,positive,13732
6155,07-08,optimum,positive,132172
6156,07-08,optimum,positive,133544
6157,07-08,optimum,positive,12702
6158,07-08,optimum,positive,456
6159,07-08,optimum,positive,1409
6160,07-08,optimum,positive,13271
6161,07-08,optimum,positive,7444
6162,07-08,optimum,positive,2312
6163,07-08,optimum,positive,17514
6164,07-08,optimum,positive,5573
6165,07-08,optimum,positive,134240
6166,07-08,optimum,positive,17909
6167,07-08,optimum,positive,6172
6168,07-08,optimum,positive,133676
6169,07-08,optimum,positive,133712
6170,07-08,optimum,positive,24503
6171,07-08,optimum,positive,24498
6172,07-08,optimum,positive,6313
6173,07-09,optimum,positive,11074
6174,07-09,optimum,positive,134200
6175,07-09,optimum,positive,24012
6176,07-09,optimum,positive,134334
6177,07-09,optimum,positive,133572
6178,07-09,optimum,positive,11075
6179,07-09,optimum,positive,8203
6180,07-09,optimum,positive,2883
6181,07-09,optimum,positive,17928
6182,07-10,optimum,positive,134177
6183,07-10,optimum,positive,134178
6184,07-10,optimum,positive,7204
6185,07-10,optimum,positive,7203
6186,07-10,optimum,positive,7471
6187,08-09,optimum,positive,17233
6188,08-09,optimum,positive,17907
6189,08-09,optimum,positive,17355
6190,08-09,optimum,positive,6049
6191,08-09,optimum,positive,134173
6192,08-09,optimum,positive,3891
6193,08-09,optimum,positive,133573
6194,08-10,optimum,positive,3829
6195,08-10,optimum,positive,133576
6196,08-11,optimum,positive,3783
6197,09-10,optimum,positive,7770
6198,10-10.5,optimum,positive,7660
6199,10.5,optimum,positive,134116
6200,10.5,optimum,positive,134250
6201,11.25,optimum,positive,11235
6202,2.1,optimum,positive,130138
6203,2.8,optimum,positive,1961
6204,3.25,optimum,positive,133653
6205,3.3-8,optimum,positive,6579
6206,3.5,optimum,positive,133505
6207,3.5,optimum,positive,133661
6208,3.9,optimum,positive,6858
6209,3.9,optimum,positive,6864
6210,3.9,optimum,positive,6657
6211,3.9,optimum,positive,6839
6212,4.25,optimum,positive,429
6213,4.25,optimum,positive,428
6214,4.25,optimum,positive,430
6215,4.25,optimum,positive,431
6216,4.25,optimum,positive,433
6217,4.25,optimum,positive,432
6218,4.4-7.7,optimum,positive,6628
6219,4.4.-4.5,optimum,positive,5977
6220,4.5,optimum,positive,133532
6221,4.5,optimum,positive,22900
6222,4.5-5,optimum,positive,17689
6223,4.5-8,optimum,positive,6397
6224,4.75,optimum,positive,4187
6225,4.75,optimum,positive,4188
6226,4.75,optimum,positive,14405
6227,4.8-5.0,optimum,positive,11944
6228,5-7.5,optimum,positive,8031
6229,5.0-7.5,optimum,positive,130153
6230,5.1,optimum,positive,17856
6231,5.1-10.1,optimum,positive,16914
6232,5.2,optimum,positive,10422
6233,5.2,optimum,positive,24087
6234,5.25,optimum,positive,11401
6235,5.25,optimum,positive,1207
6236,5.25,optimum,positive,133949
6237,5.25,optimum,positive,23268
6238,5.25,optimum,positive,11437
6239,5.35,optimum,positive,134070
6240,5.4,optimum,positive,1944
6241,5.4,optimum,positive,132082
6242,5.5,optimum,positive,14867
6243,5.5,optimum,positive,14042
6244,5.5,optimum,positive,13785
6245,5.5,optimum,positive,17007
6246,5.5,optimum,positive,17013
6247,5.5,optimum,positive,17010
6248,5.5,optimum,positive,7664
6249,5.5,optimum,positive,17646
6250,5.5,optimum,positive,17736
6251,5.5,optimum,positive,133504
6252,5.5,optimum,positive,23347
6253,5.5,optimum,positive,134355
6254,5.5,optimum,positive,4151
6255,5.5,optimum,positive,8048
6256,5.5,optimum,positive,8049
6257,5.5,optimum,positive,10428
6258,5.5,optimum,positive,434
6259,5.5,optimum,positive,11934
6260,5.5,optimum,positive,23764
6261,5.5,optimum,positive,17635
6262,5.5,optimum,positive,17788
6263,5.5,optimum,positive,133942
6264,5.5,optimum,positive,5363
6265,5.5,optimum,positive,8592
6266,5.5-6,optimum,positive,1677
6267,5.5-6,optimum,positive,17820
6268,5.5-7,optimum,positive,16432
6269,5.5-7,optimum,positive,16431
6270,5.5-7,optimum,positive,2831
6271,5.5-7.5,optimum,positive,133672
6272,5.5-7.5,optimum,positive,16430
6273,5.5-9,optimum,positive,7217
6274,5.6,optimum,positive,24785
6275,5.6,optimum,positive,11945
6276,5.6,optimum,positive,11943
6277,5.64,optimum,positive,17043
6278,5.7,optimum,positive,18062
6279,5.75,optimum,positive,1991
6280,5.75,optimum,positive,11946
6281,5.75,optimum,positive,24737
6282,5.75,optimum,positive,24088
6283,5.75,optimum,positive,14166
6284,5.75,optimum,positive,14164
6285,5.75,optimum,positive,18094
6286,5.8,optimum,positive,16846
6287,5.8,optimum,positive,16411
6288,5.8,optimum,positive,6676
6289,5.8-6.5,optimum,positive,23100
6290,5.85,optimum,positive,5754
6291,5.9,optimum,positive,17640
6292,5.95,optimum,positive,6624
6293,6-10,optimum,positive,14677
6294,6-6.5,optimum,positive,134340
6295,6-6.5,optimum,positive,133579
6296,6-6.8,optimum,positive,13747
6297,6-8.5,optimum,positive,134082
6298,6.0-7.0,optimum,positive,133679
6299,6.0-7.0,optimum,positive,16732
6300,6.0-7.0,optimum,positive,3899
6301,6.0-7.0,optimum,positive,133662
6302,6.0-7.5,optimum,positive,24346
6303,6.0-8.0,optimum,positive,2909
6304,6.1,optimum,positive,7756
6305,6.1,optimum,positive,132151
6306,6.1,optimum,positive,133947
6307,6.1,optimum,positive,133946
6308,6.1,optimum,positive,11065
6309,6.1,optimum,positive,6115
6310,6.1,optimum,positive,24746
6311,6.1-7.1,optimum,positive,17891
6312,6.1-8.1,optimum,positive,134226
6313,6.15,optimum,positive,4041
6314,6.2,optimum,positive,6636
6315,6.2,optimum,positive,14133
6316,6.2,optimum,positive,14134
6317,6.2,optimum,positive,12558
6318,6.2,optimum,positive,5577
6319,6.2,optimum,positive,24769
6320,6.2-6.5,optimum,positive,24248
6321,6.25,optimum,positive,133722
6322,6.25,optimum,positive,2342
6323,6.25,optimum,positive,6668
6324,6.25,optimum,positive,6644
6325,6.25,optimum,positive,7219
6326,6.25,optimum,positive,6691
6327,6.25,optimum,positive,5247
6328,6.25,optimum,positive,13260
6329,6.25,optimum,positive,16810
6330,6.25,optimum,positive,1976
6331,6.25,optimum,positive,1977
6332,6.25,optimum,positive,10431
6333,6.25,optimum,positive,17691
6334,6.25,optimum,positive,133591
6335,6.25,optimum,positive,23280
6336,6.25,optimum,positive,17765
6337,6.25,optimum,positive,16889
6338,6.3,optimum,positive,3998
6339,6.3,optimum,positive,24136
6340,6.4,optimum,positive,2845
6341,6.4,optimum,positive,24177
6342,6.4,optimum,positive,11640
6343,6.4,optimum,positive,10424
6344,6.4,optimum,positive,23186
6345,6.4,optimum,positive,5550
6346,6.4,optimum,positive,6396
6347,6.45,optimum,positive,5732
6348,6.5,optimum,positive,17661
