ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains
28601,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140731
28602,beta-glucosidase,-,3.2.1.21,NULL,NULL,140731
28603,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140731
28604,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140731
28605,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140731
28606,"acid phosphatase",+,3.1.3.2,NULL,NULL,140732
28607,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140732
28608,"esterase (C 4)",+,NULL,NULL,NULL,140732
28609,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140732
28610,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140732
28611,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140732
28612,trypsin,+,3.4.21.4,NULL,NULL,140732
28613,"valine arylamidase",+,NULL,NULL,NULL,140732
28614,beta-galactosidase,-,3.2.1.23,NULL,NULL,140732
28615,beta-glucosidase,-,3.2.1.21,NULL,NULL,140732
28616,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,140732
28617,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140733
28618,"esterase (C 4)",+,NULL,NULL,NULL,140733
28619,lipase,+,NULL,NULL,NULL,140733
28620,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140733
28621,"valine arylamidase",+,NULL,NULL,NULL,140733
28622,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140733
28623,"acid phosphatase",+,3.1.3.2,NULL,NULL,140733
28624,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140733
28625,"esterase Lipase (C 8)",-,NULL,NULL,NULL,140733
28626,trypsin,-,3.4.21.4,NULL,NULL,140733
28627,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140733
28628,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140733
28629,beta-galactosidase,-,3.2.1.23,NULL,NULL,140733
28630,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140733
28631,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140733
28632,beta-glucosidase,-,3.2.1.21,NULL,NULL,140733
28633,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140733
28634,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140733
28635,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140733
28636,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140733
28637,urease,-,3.5.1.5,NULL,NULL,140733
28638,catalase,+,1.11.1.6,NULL,NULL,140734
28639,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,140734
28640,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140734
28641,"acid phosphatase",+,3.1.3.2,NULL,NULL,140734
28642,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140734
28643,beta-glucosidase,+,3.2.1.21,NULL,NULL,140734
28644,beta-galactosidase,+/-,3.2.1.23,NULL,NULL,140734
28645,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140734
28646,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,140734
28647,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,140734
28648,urease,-,3.5.1.5,NULL,NULL,140734
28649,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,140734
28650,catalase,+,1.11.1.6,NULL,NULL,140735
28651,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,140735
28652,"tryptophan deaminase",+,4.1.99.1,NULL,NULL,140735
28653,"lipase (C 14)",+,NULL,NULL,NULL,140735
28654,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140735
28655,beta-glucosidase,+,3.2.1.21,NULL,NULL,140735
28656,"alkaline phosphatase",+/-,3.1.3.1,NULL,NULL,140735
28657,alpha-glucosidase,+/-,3.2.1.20,NULL,NULL,140735
28658,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140735
28659,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,140735
28660,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,140735
28661,urease,-,3.5.1.5,NULL,NULL,140735
28662,catalase,-,1.11.1.6,NULL,NULL,140426
28663,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,140426
28664,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,140426
28665,urease,+,3.5.1.5,NULL,NULL,140426
28666,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,140736
28667,catalase,+,1.11.1.6,NULL,NULL,140736
28668,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140736
28669,"acid phosphatase",+,3.1.3.2,NULL,NULL,140736
28670,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140736
28671,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,140736
28672,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140736
28673,alpha-glucosidase,+,3.2.1.20,NULL,NULL,140736
28674,beta-glucosidase,+,3.2.1.21,NULL,NULL,140736
28675,"lipase (C 14)",-,NULL,NULL,NULL,140736
28676,"leucine arylamidase",-,3.4.11.1,NULL,NULL,140736
28677,"valine arylamidase",-,NULL,NULL,NULL,140736
28678,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140736
28679,trypsin,-,3.4.21.4,NULL,NULL,140736
28680,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140736
28681,beta-galactosidase,-,3.2.1.23,NULL,NULL,140736
28682,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140736
28683,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140736
28684,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140736
28685,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140736
28686,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140736
28687,urease,-,3.5.1.5,NULL,NULL,140736
28688,catalase,+,1.11.1.6,NULL,NULL,140737
28689,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140737
28690,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140737
28691,urease,-,3.5.1.5,NULL,NULL,140737
28692,"2-nitrophenyl beta-D-galactopyranoside",-,3.2.1.52,NULL,NULL,140737
28693,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140737
28694,"esterase (C 4)",+,NULL,NULL,NULL,140737
28695,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140737
28696,"lipase (C 14)",+,NULL,NULL,NULL,140737
28697,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140737
28698,"valine arylamidase",+,NULL,NULL,NULL,140737
28699,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140737
28700,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,140737
28701,"acid phosphatase",+,3.1.3.2,NULL,NULL,140737
28702,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140737
28703,alpha-glucosidase,+,3.2.1.20,NULL,NULL,140737
28704,beta-glucosidase,+,3.2.1.21,NULL,NULL,140737
28705,trypsin,-,3.4.21.4,NULL,NULL,140737
28706,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140737
28707,beta-galactosidase,-,3.2.1.23,NULL,NULL,140737
28708,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140737
28709,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140737
28710,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140737
28711,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140737
28712,catalase,+,1.11.1.6,NULL,NULL,140738
28713,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140738
28714,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140738
28715,"esterase (C 4)",+,NULL,NULL,NULL,140738
28716,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140738
28717,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140738
28718,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140738
28719,beta-galactosidase,+,3.2.1.23,NULL,NULL,140738
28720,beta-glucosidase,+,3.2.1.21,NULL,NULL,140738
28721,"lipase (C 14)",-,NULL,NULL,NULL,140738
28722,"valine arylamidase",-,NULL,NULL,NULL,140738
28723,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140738
28724,trypsin,-,3.4.21.4,NULL,NULL,140738
28725,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140738
28726,"acid phosphatase",-,3.1.3.2,NULL,NULL,140738
28727,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140738
28728,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140738
28729,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140738
28730,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140738
28731,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140738
28732,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140738
28733,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140738
28734,catalase,+,1.11.1.6,NULL,NULL,140739
28735,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,140739
28736,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,140739
28737,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,140739
28738,urease,-,3.5.1.5,NULL,NULL,140739
28739,beta-galactosidase,-,3.2.1.23,NULL,NULL,140739
28740,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,140739
28741,gelatinase,-,NULL,NULL,NULL,140739
28742,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,140739
28743,catalase,+,1.11.1.6,NULL,NULL,140740
28744,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,140740
28745,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,140740
28746,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,140740
28747,urease,-,3.5.1.5,NULL,NULL,140740
28748,beta-galactosidase,-,3.2.1.23,NULL,NULL,140740
28749,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,140740
28750,gelatinase,-,NULL,NULL,NULL,140740
28751,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140740
28752,catalase,+,1.11.1.6,NULL,NULL,140743
28753,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140743
28754,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140743
28755,"lipase (C 14)",+,NULL,NULL,NULL,140743
28756,"valine arylamidase",+,NULL,NULL,NULL,140743
28757,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140743
28758,trypsin,+,3.4.21.4,NULL,NULL,140743
28759,alpha-galactosidase,+,3.2.1.22,NULL,NULL,140743
28760,beta-galactosidase,+,3.2.1.23,NULL,NULL,140743
28761,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140743
28762,alpha-mannosidase,+,3.2.1.24,NULL,NULL,140743
28763,beta-D-fucosidase,+,3.2.1.38,NULL,NULL,140743
28764,"acid phosphatase",-,3.1.3.2,NULL,NULL,140743
28765,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,140743
28766,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140743
28767,"esterase (C 4)",-,NULL,NULL,NULL,140743
28768,"esterase Lipase (C 8)",-,NULL,NULL,NULL,140743
28769,beta-glucosidase,-,3.2.1.21,NULL,NULL,140743
28770,"leucine arylamidase",-,3.4.11.1,NULL,NULL,140743
28771,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,140743
28772,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140743
28773,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140743
28774,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140745
28775,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,140745
