ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains
43523,"valine arylamidase",-,NULL,NULL,NULL,158798
43524,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158798
43525,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158799
43526,catalase,-,1.11.1.6,NULL,NULL,158799
43527,beta-galactosidase,+,3.2.1.23,NULL,NULL,158799
43528,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158799
43529,urease,-,3.5.1.5,NULL,NULL,158799
43530,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158799
43531,"esterase (C 4)",+,NULL,NULL,NULL,158799
43532,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158799
43533,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158799
43534,trypsin,+,3.4.21.4,NULL,NULL,158799
43535,"acid phosphatase",+,3.1.3.2,NULL,NULL,158799
43536,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158799
43537,"esterase Lipase (C 8)",-,NULL,NULL,NULL,158799
43538,"lipase (C 14)",-,NULL,NULL,NULL,158799
43539,"valine arylamidase",-,NULL,NULL,NULL,158799
43540,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158799
43541,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158799
43542,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158799
43543,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158799
43544,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158799
43545,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158799
43546,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158799
43547,catalase,+,1.11.1.6,NULL,NULL,157768
43548,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,157768
43549,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,157768
43550,"acid phosphatase",+,3.1.3.2,NULL,NULL,157768
43551,"esterase Lipase (C 8)",+,NULL,NULL,NULL,157768
43552,"leucine arylamidase",+,3.4.11.1,NULL,NULL,157768
43553,"valine arylamidase",+,NULL,NULL,NULL,157768
43554,"cystine arylamidase",+/-,3.4.11.3,NULL,NULL,157768
43555,trypsin,+,3.4.21.4,NULL,NULL,157768
43556,alpha-chymotrypsin,+/-,3.4.21.1,NULL,NULL,157768
43557,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,157768
43558,alpha-glucosidase,+,3.2.1.20,NULL,NULL,157768
43559,beta-galactosidase,+,3.2.1.23,NULL,NULL,157768
43560,beta-glucosidase,+,3.2.1.21,NULL,NULL,157768
43561,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,157768
43562,"lipase (C 14)",-,NULL,NULL,NULL,157768
43563,gelatinase,-,NULL,NULL,NULL,157768
43564,alpha-galactosidase,-,3.2.1.22,NULL,NULL,157768
43565,beta-glucuronidase,-,3.2.1.31,NULL,NULL,157768
43566,alpha-mannosidase,-,3.2.1.24,NULL,NULL,157768
43567,alpha-fucosidase,-,3.2.1.51,NULL,NULL,157768
43568,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,157768
43569,urease,-,3.5.1.5,NULL,NULL,157768
43570,catalase,+,1.11.1.6,NULL,NULL,158800
43571,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158800
43572,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158800
43573,"esterase (C 4)",+,NULL,NULL,NULL,158800
43574,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158800
43575,"lipase (C 14)",+,NULL,NULL,NULL,158800
43576,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158800
43577,"valine arylamidase",+,NULL,NULL,NULL,158800
43578,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158800
43579,"acid phosphatase",+,3.1.3.2,NULL,NULL,158800
43580,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158800
43581,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158800
43582,urease,-,3.5.1.5,NULL,NULL,158800
43583,trypsin,+,3.4.21.4,NULL,NULL,158800
43584,catalase,+,1.11.1.6,NULL,NULL,158801
43585,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158801
43586,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158801
43587,"esterase (C 4)",+,NULL,NULL,NULL,158801
43588,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158801
43589,"acid phosphatase",+,3.1.3.2,NULL,NULL,158801
43590,amylase,-,NULL,NULL,NULL,158801
43591,cellulase,-,3.2.1.4,NULL,NULL,158801
43592,beta-galactosidase,-,3.2.1.23,NULL,NULL,158801
43593,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,158801
43594,"leucine arylamidase",-,3.4.11.1,NULL,NULL,158801
43595,"valine arylamidase",-,NULL,NULL,NULL,158801
43596,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158801
43597,"cystine aminopeptidase",-,3.4.11.3,NULL,NULL,158801
43598,trypsin,-,3.4.21.4,NULL,NULL,158801
43599,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158801
43600,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,158801
43601,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158801
43602,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158801
43603,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158801
43604,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158801
43605,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158801
43606,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158801
43607,urease,-,3.5.1.5,NULL,NULL,158801
43608,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,158801
43609,gelatinase,-,NULL,NULL,NULL,158801
43610,catalase,+,1.11.1.6,NULL,NULL,158802
43611,urease,+,3.5.1.5,NULL,NULL,158802
43612,beta-galactosidase,-,3.2.1.23,NULL,NULL,158802
43613,catalase,+,1.11.1.6,NULL,NULL,158274
43614,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158274
43615,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158274
43616,"esterase (C 4)",+,NULL,NULL,NULL,158274
43617,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158274
43618,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158274
43619,"valine arylamidase",+,NULL,NULL,NULL,158274
43620,"acid phosphatase",+,3.1.3.2,NULL,NULL,158274
43621,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158274
43622,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158274
43623,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158274
43624,"lipase (C 14)",-,NULL,NULL,NULL,158274
43625,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158274
43626,trypsin,-,3.4.21.4,NULL,NULL,158274
43627,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158274
43628,beta-galactosidase,-,3.2.1.23,NULL,NULL,158274
43629,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158274
43630,beta-glucosidase,-,3.2.1.21,NULL,NULL,158274
43631,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158274
43632,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158274
43633,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158274
43634,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158274
43635,urease,+,3.5.1.5,NULL,NULL,158274
43636,beta-glucosidase,+,3.2.1.21,NULL,NULL,158274
43637,beta-galactosidase,+,3.2.1.23,NULL,NULL,158274
43638,gelatinase,-,NULL,NULL,NULL,158274
43639,catalase,+,1.11.1.6,NULL,NULL,158803
43640,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158803
43641,gelatinase,+,NULL,NULL,NULL,158803
43642,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158803
43643,"valine arylamidase",+,NULL,NULL,NULL,158803
43644,trypsin,+,3.4.21.4,NULL,NULL,158803
43645,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,158803
43646,"acid phosphatase",+,3.1.3.2,NULL,NULL,158803
43647,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158803
43648,"esterase (C 4)",-,NULL,NULL,NULL,158803
43649,"esterase Lipase (C 8)",-,NULL,NULL,NULL,158803
43650,"lipase (C 14)",-,NULL,NULL,NULL,158803
43651,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158803
43652,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158803
43653,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158803
43654,beta-glucosidase,-,3.2.1.21,NULL,NULL,158803
43655,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158803
43656,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158803
43657,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158803
43658,catalase,+,1.11.1.6,NULL,NULL,158804
43659,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158804
43660,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158804
43661,"esterase (C 4)",+,NULL,NULL,NULL,158804
43662,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158804
43663,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158804
43664,"valine arylamidase",+,NULL,NULL,NULL,158804
43665,"acid phosphatase",+,3.1.3.2,NULL,NULL,158804
43666,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158804
43667,"lipase (C 14)",-,NULL,NULL,NULL,158804
43668,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158804
43669,trypsin,-,3.4.21.4,NULL,NULL,158804
43670,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158804
43671,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158804
43672,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158804
43673,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158804
43674,beta-glucosidase,-,3.2.1.21,NULL,NULL,158804
43675,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158804
43676,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158804
43677,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158804
43678,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158804
43679,urease,-,3.5.1.5,NULL,NULL,158804
43680,beta-galactosidase,-,3.2.1.23,NULL,NULL,158804
43681,catalase,+,1.11.1.6,NULL,NULL,158805
43682,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158805
43683,"acid phosphatase",+,3.1.3.2,NULL,NULL,158805
43684,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158805
43685,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158805
43686,"esterase (C 4)",+,NULL,NULL,NULL,158805
43687,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158805
43688,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158805
43689,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158805
43690,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158805
43691,"valine arylamidase",+,NULL,NULL,NULL,158805
43692,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158805
43693,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158805
43694,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158805
43695,beta-galactosidase,-,3.2.1.23,NULL,NULL,158805
43696,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158805
43697,beta-glucosidase,-,3.2.1.21,NULL,NULL,158805
43698,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158805
43699,"lipase (C 14)",-,NULL,NULL,NULL,158805
43700,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158805
43701,trypsin,-,3.4.21.4,NULL,NULL,158805
43702,catalase,+,1.11.1.6,NULL,NULL,158806
43703,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158806
43704,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158806
43705,"esterase (C 4)",+,NULL,NULL,NULL,158806
43706,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158806
43707,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158806
43708,"valine arylamidase",+,NULL,NULL,NULL,158806
43709,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158806
43710,"acid phosphatase",+,3.1.3.2,NULL,NULL,158806
43711,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158806
43712,"lipase (C 14)",-,NULL,NULL,NULL,158806
43713,trypsin,-,3.4.21.4,NULL,NULL,158806
43714,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158806
43715,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158806
43716,beta-galactosidase,-,3.2.1.23,NULL,NULL,158806
43717,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158806
43718,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158806
43719,beta-glucosidase,-,3.2.1.21,NULL,NULL,158806
43720,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158806
43721,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158806
43722,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158806
43723,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158806
43724,urease,-,3.5.1.5,NULL,NULL,158806
43725,gelatinase,-,NULL,NULL,NULL,158806
43726,catalase,-,1.11.1.6,NULL,NULL,158404
43727,urease,-,3.5.1.5,NULL,NULL,158404
43728,"arginine arylamidase",+,NULL,NULL,NULL,158404
43729,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158404
43730,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158404
43731,catalase,+,1.11.1.6,NULL,NULL,158807
43732,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158807
43733,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158807
43734,"tryptophan deaminase",+,4.1.99.1,NULL,NULL,158807
43735,beta-galactosidase,-,3.2.1.23,NULL,NULL,158807
43736,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,158807
43737,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,158807
43738,urease,-,3.5.1.5,NULL,NULL,158807
43739,catalase,-,1.11.1.6,NULL,NULL,158808
43740,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158808
43741,catalase,+,1.11.1.6,NULL,NULL,158809
43742,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158809
43743,"pyrrolidonyl arylamidase",+,3.4.19.3,NULL,NULL,158809
43744,beta-galactosidase,+,3.2.1.23,NULL,NULL,158809
43745,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158809
43746,gamma-glutamyltransferase,+,2.3.2.2,NULL,NULL,158809
43747,proline-arylamidase,+,3.4.11.5,NULL,NULL,158809
43748,"tyrosine arylamidase",+,NULL,NULL,NULL,158809
43749,beta-N-acetylgalactosaminidase,+,NULL,NULL,NULL,158809
43750,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158809
43751,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158809
43752,"ornithine decarboxylase",+,4.1.1.17,NULL,NULL,158809
43753,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158810
43754,catalase,+,1.11.1.6,NULL,NULL,158810
43755,lipase,-,NULL,NULL,NULL,158810
43756,trypsin,-,3.4.21.4,NULL,NULL,158810
43757,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158810
43758,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158810
43759,beta-galactosidase,-,3.2.1.23,NULL,NULL,158810
43760,beta-glucosidase,-,3.2.1.21,NULL,NULL,158810
43761,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158810
43762,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158810
43763,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158810
43764,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158810
43765,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158810
43766,urease,+,3.5.1.5,NULL,NULL,158810
43767,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158810
43768,esterase,+,NULL,NULL,NULL,158810
43769,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158810
43770,"valine arylamidase",+,NULL,NULL,NULL,158810
43771,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158810
43772,"acid phosphatase",+,3.1.3.2,NULL,NULL,158810
43773,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158810
43774,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158810
43775,urease,+,3.5.1.5,NULL,NULL,158361
43776,catalase,-,1.11.1.6,NULL,NULL,158361
43777,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158811
43778,catalase,+,1.11.1.6,NULL,NULL,158811
43779,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158812
43780,catalase,+,1.11.1.6,NULL,NULL,158812
43781,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158812
43782,"esterase (C 4)",+,NULL,NULL,NULL,158812
43783,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158812
43784,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158812
43785,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158812
43786,"lipase (C 14)",-,NULL,NULL,NULL,158812
43787,"valine arylamidase",-,NULL,NULL,NULL,158812
43788,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158812
43789,trypsin,-,3.4.21.4,NULL,NULL,158812
43790,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158812
43791,"acid phosphatase",-,3.1.3.2,NULL,NULL,158812
43792,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158812
43793,beta-galactosidase,-,3.2.1.23,NULL,NULL,158812
43794,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158812
43795,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158812
43796,beta-glucosidase,-,3.2.1.21,NULL,NULL,158812
43797,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158812
43798,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158812
43799,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158812
43800,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158812
43801,urease,-,3.5.1.5,NULL,NULL,158812
43802,catalase,+,1.11.1.6,NULL,NULL,158813
43803,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158813
43804,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158813
43805,urease,+,3.5.1.5,NULL,NULL,158813
43806,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158813
43807,"esterase (C 4)",+,NULL,NULL,NULL,158813
43808,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158813
43809,"lipase (C 14)",+,NULL,NULL,NULL,158813
43810,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158813
43811,"valine arylamidase",+,NULL,NULL,NULL,158813
43812,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158813
43813,trypsin,+,3.4.21.4,NULL,NULL,158813
43814,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,158813
43815,"acid phosphatase",+,3.1.3.2,NULL,NULL,158813
43816,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158813
43817,beta-galactosidase,+,3.2.1.23,NULL,NULL,158813
43818,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158813
43819,beta-glucosidase,+,3.2.1.21,NULL,NULL,158813
43820,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158813
43821,alpha-mannosidase,+,3.2.1.24,NULL,NULL,158813
43822,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158813
43823,beta-glucosidase,-,3.2.1.21,NULL,NULL,158813
43824,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158813
43825,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158814
43826,catalase,+,1.11.1.6,NULL,NULL,158814
43827,catalase,+/-,1.11.1.6,NULL,NULL,158815
43828,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158815
43829,trypsin,+,3.4.21.4,NULL,NULL,158815
43830,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,158815
43831,"acid phosphatase",+,3.1.3.2,NULL,NULL,158815
43832,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158815
43833,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158815
43834,beta-galactosidase,+,3.2.1.23,NULL,NULL,158815
43835,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158815
43836,beta-glucosidase,+,3.2.1.21,NULL,NULL,158815
43837,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158815
43838,DNase,+,NULL,NULL,NULL,158815
43839,urease,-,3.5.1.5,NULL,NULL,158815
43840,"esterase (C 4)",-,NULL,NULL,NULL,158815
43841,"esterase Lipase (C 8)",-,NULL,NULL,NULL,158815
43842,"lipase (C 14)",-,NULL,NULL,NULL,158815
43843,"leucine arylamidase",-,3.4.11.1,NULL,NULL,158815
43844,"valine arylamidase",-,NULL,NULL,NULL,158815
43845,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158815
43846,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158815
43847,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158815
43848,beta-galactosidase,+,3.2.1.23,NULL,NULL,158816
43849,"tryptophan deaminase",+,4.1.99.1,NULL,NULL,158816
43850,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158816
43851,trypsin,+,3.4.21.4,NULL,NULL,158816
43852,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158816
43853,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158816
43854,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158816
43855,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,158816
43856,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,158816
43857,urease,-,3.5.1.5,NULL,NULL,158816
43858,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,158816
43859,"esterase (C 4)",-,NULL,NULL,NULL,158816
43860,"esterase Lipase (C 8)",-,NULL,NULL,NULL,158816
43861,"lipase (C 14)",-,NULL,NULL,NULL,158816
43862,"leucine arylamidase",-,3.4.11.1,NULL,NULL,158816
43863,"valine arylamidase",-,NULL,NULL,NULL,158816
43864,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158816
43865,"acid phosphatase",-,3.1.3.2,NULL,NULL,158816
43866,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158816
43867,beta-galactosidase,-,3.2.1.23,NULL,NULL,158816
43868,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158816
43869,beta-glucosidase,-,3.2.1.21,NULL,NULL,158816
43870,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,158816
43871,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158816
43872,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158816
43873,catalase,+,1.11.1.6,NULL,NULL,158818
43874,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158818
43875,beta-galactosidase,+,3.2.1.23,NULL,NULL,158818
43876,urease,+,3.5.1.5,NULL,NULL,158818
43877,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158818
43878,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158818
43879,catalase,-,1.11.1.6,NULL,NULL,158819
43880,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,158819
43881,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158819
43882,"esterase (C 4)",+,NULL,NULL,NULL,158819
43883,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158819
43884,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158819
43885,"acid phosphatase",+,3.1.3.2,NULL,NULL,158819
43886,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158819
43887,beta-galactosidase,+,3.2.1.23,NULL,NULL,158819
43888,beta-galactopyranosidase,+,NULL,NULL,NULL,158819
43889,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158819
43890,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158819
43891,trypsin,-,3.4.21.4,NULL,NULL,158819
43892,alpha-galactosidase,-,3.2.1.22,NULL,NULL,158819
43893,alpha-fucosidase,-,3.2.1.51,NULL,NULL,158819
43894,"lipase (C 14)",-,NULL,NULL,NULL,158819
43895,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,158819
43896,alpha-mannosidase,-,3.2.1.24,NULL,NULL,158819
43897,urease,-,3.5.1.5,NULL,NULL,158819
43898,"cystine arylamidase",-,3.4.11.3,NULL,NULL,158819
43899,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158819
43900,alpha-glucosidase,-,3.2.1.20,NULL,NULL,158819
43901,"valine arylamidase",-,NULL,NULL,NULL,158819
43902,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158820
43903,catalase,-,1.11.1.6,NULL,NULL,158820
43904,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158820
43905,"esterase (C 4)",+,NULL,NULL,NULL,158820
43906,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158820
43907,"lipase (C 14)",+,NULL,NULL,NULL,158820
43908,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158820
43909,"valine arylamidase",+,NULL,NULL,NULL,158820
43910,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158820
43911,trypsin,+,3.4.21.4,NULL,NULL,158820
43912,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,158820
43913,"acid phosphatase",+,3.1.3.2,NULL,NULL,158820
43914,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158820
43915,alpha-galactosidase,+,3.2.1.22,NULL,NULL,158820
43916,beta-galactosidase,+,3.2.1.23,NULL,NULL,158820
43917,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158820
43918,beta-glucosidase,+,3.2.1.21,NULL,NULL,158820
43919,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,158820
43920,alpha-mannosidase,+,3.2.1.24,NULL,NULL,158820
43921,alpha-fucosidase,+,3.2.1.51,NULL,NULL,158820
43922,beta-galactopyranosidase,+,NULL,NULL,NULL,158820
43923,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,158820
43924,urease,-,3.5.1.5,NULL,NULL,158820
43925,beta-glucuronidase,-,3.2.1.31,NULL,NULL,158820
43926,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,158821
43927,catalase,+,1.11.1.6,NULL,NULL,158821
43928,"acid phosphatase",+,3.1.3.2,NULL,NULL,158822
43929,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,158822
43930,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,158822
43931,"cystine arylamidase",+,3.4.11.3,NULL,NULL,158822
43932,"esterase (C 4)",+,NULL,NULL,NULL,158822
43933,"esterase Lipase (C 8)",+,NULL,NULL,NULL,158822
43934,"leucine arylamidase",+,3.4.11.1,NULL,NULL,158822
43935,protease,+,NULL,NULL,NULL,158822
43936,trypsin,+,3.4.21.4,NULL,NULL,158822
43937,urease,+,3.5.1.5,NULL,NULL,158822
43938,"valine arylamidase",+,NULL,NULL,NULL,158822
43939,beta-galactosidase,+,3.2.1.23,NULL,NULL,158822
43940,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,158822
43941,alpha-glucosidase,+,3.2.1.20,NULL,NULL,158822
43942,beta-glucosidase,+,3.2.1.21,NULL,NULL,158822
43943,alpha-chymotrypsin,+/-,3.4.21.1,NULL,NULL,158822
43944,"lipase (C 14)",-,NULL,NULL,NULL,158822
