ID_cell_morphology,cell_len,cell_len_unit,cell_width,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains
4128,1.3-2.5,µm,0.4-1,rod-shaped,1,NULL,negative,2462
4129,2.3,µm,1.4,rod-shaped,0,NULL,positive,3888
4130,NULL,NULL,NULL,NULL,0,NULL,positive,13269
4131,NULL,NULL,NULL,NULL,NULL,NULL,positive,13397
4132,2.3,µm,1.5,rod-shaped,NULL,NULL,negative,6083
4133,3.5,µm,0.7,rod-shaped,0,NULL,negative,134255
4134,2.4,µm,0.65,rod-shaped,1,gliding,negative,134343
4135,2.15,µm,0.4,rod-shaped,0,NULL,negative,14100
4136,1.6,µm,0.45,rod-shaped,0,NULL,negative,5549
4137,2.5-6.8,µm,0.7-0.9,rod-shaped,1,NULL,variable,11604
4138,5.25,µm,0.4,rod-shaped,1,NULL,variable,16690
4139,NULL,NULL,NULL,rod-shaped,0,NULL,positive,13303
4140,NULL,NULL,NULL,spiral-shaped,NULL,NULL,positive,16434
4141,NULL,NULL,NULL,rod-shaped,1,NULL,negative,17835
4142,1.5,µm,0.75,rod-shaped,0,NULL,negative,17342
4143,1.95,µm,0.8,rod-shaped,0,NULL,negative,130632
4144,1.15,µm,0.75,coccus-shaped,1,NULL,negative,7229
4145,1.45,µm,0.95,rod-shaped,0,NULL,negative,13785
4146,1.6,µm,0.65,rod-shaped,1,NULL,negative,461
4147,1.6,µm,0.75,rod-shaped,0,NULL,NULL,17341
4148,1.5,µm,0.75,rod-shaped,0,NULL,negative,17343
4149,NULL,NULL,NULL,NULL,0,NULL,positive,13460
4150,1-1.2,µm,0.4-0.6,rod-shaped,0,NULL,positive,11262
4151,4,µm,1.8,coccus-shaped,0,NULL,negative,13728
4152,0.8,µm,0.64,coccus-shaped,0,NULL,positive,17982
4153,1.85,µm,0.5,rod-shaped,1,NULL,negative,13893
4154,0.8,µm,0.8,coccus-shaped,0,NULL,positive,7661
4155,1.35,µm,0.65,ovoid-shaped,1,NULL,negative,13732
4156,NULL,NULL,NULL,NULL,NULL,NULL,positive,16995
4157,NULL,NULL,NULL,NULL,0,NULL,positive,5849
4158,1.3,µm,0.37,rod-shaped,1,NULL,negative,132082
4159,NULL,NULL,0.77,coccus-shaped,0,NULL,positive,14435
4160,3,µm,0.5,rod-shaped,1,NULL,positive,1556
4161,2,µm,0.5,rod-shaped,1,NULL,negative,4225
4162,5,µm,0.35,rod-shaped,0,NULL,negative,133863
4163,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,11043
4164,NULL,NULL,NULL,NULL,0,NULL,positive,16454
4165,4.0-8.0,µm,1.0-1.5,rod-shaped,1,NULL,negative,134237
4166,5,µm,0.425,rod-shaped,0,NULL,negative,6949
4167,NULL,NULL,NULL,rod-shaped,0,NULL,negative,3779
4168,5.5,µm,0.5,rod-shaped,1,NULL,positive,2869
4169,3,µm,1,rod-shaped,1,NULL,negative,489
4170,NULL,NULL,NULL,NULL,NULL,NULL,positive,13465
4171,01-03,µm,0.3-0.6,rod-shaped,NULL,NULL,negative,134077
4172,01-03,µm,0.3-0.6,rod-shaped,NULL,NULL,negative,134078
4173,01-03,µm,0.3-0.5,rod-shaped,1,NULL,negative,13635
4174,NULL,NULL,0.9,coccus-shaped,0,NULL,negative,134312
4175,3,µm,1,rod-shaped,1,NULL,negative,5242
4176,NULL,NULL,NULL,rod-shaped,0,NULL,negative,23991
4177,3,µm,1,rod-shaped,1,NULL,negative,5237
4178,3,µm,1,rod-shaped,1,NULL,negative,5238
4179,3,µm,1,rod-shaped,1,NULL,negative,5239
4180,2.5,µm,0.7,rod-shaped,NULL,NULL,negative,134342
4181,10.5,µm,0.25,NULL,1,NULL,negative,14349
4182,3,µm,0.8,rod-shaped,1,gliding,negative,24737
4183,0.4,µm,0.3,rod-shaped,0,NULL,negative,18155
4184,1.7,µm,0.6,rod-shaped,1,NULL,negative,13904
4185,10,µm,1,spiral-shaped,1,NULL,negative,134274
4186,2.65,µm,0.5,rod-shaped,1,NULL,negative,2460
4187,1.2,µm,0.6,coccus-shaped,0,NULL,positive,12582
4188,02-05,µm,0.5,rod-shaped,1,NULL,negative,11832
4189,0.7-1.5,µm,NULL,rod-shaped,0,NULL,positive,11231
4190,0.4,µm,3.35,rod-shaped,0,NULL,negative,14104
4191,3,µm,0.6,rod-shaped,0,NULL,negative,17486
4192,3.1,µm,0.6,rod-shaped,1,NULL,positive,18028
4193,3.1,µm,0.6,rod-shaped,1,NULL,positive,18029
4194,3.75,µm,0.8,rod-shaped,1,NULL,positive,134251
4195,NULL,NULL,NULL,NULL,0,NULL,positive,13469
4196,2,µm,0.85,rod-shaped,0,NULL,negative,134257
4197,1.35,µm,0.65,rod-shaped,0,NULL,negative,134308
4198,NULL,NULL,0.4,coccus-shaped,0,NULL,negative,17178
4199,2.6,µm,0.55,rod-shaped,0,NULL,positive,18078
4200,NULL,NULL,NULL,NULL,0,NULL,positive,133428
4201,1.75,µm,0.75,rod-shaped,1,NULL,negative,134360
4202,3.5,µm,0.5,rod-shaped,NULL,NULL,negative,5564
4203,NULL,NULL,NULL,NULL,NULL,NULL,positive,16435
4204,1.0-1.6,µm,0.6-0.8,rod-shaped,1,NULL,negative,6055
4205,1-1.2,µm,0.7-0.8,rod-shaped,1,NULL,negative,134359
4206,0.55,µm,1.5,rod-shaped,0,NULL,negative,14128
4207,03-06,µm,0.5-0.8,rod-shaped,1,NULL,positive,11624
4208,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3916
4209,2.5-4.7,µm,0.9-1.5,rod-shaped,0,NULL,NULL,134365
4210,2.25,µm,0.64,rod-shaped,1,NULL,negative,7192
4211,NULL,NULL,NULL,NULL,0,NULL,positive,11079
4212,2.5,µm,0.5,rod-shaped,1,gliding,negative,5565
4213,4.5,µm,0.75,rod-shaped,0,NULL,negative,5882
4214,0.3-1.2,µm,0.2-0.4,rod-shaped,0,NULL,positive,11064
4215,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,8553
4216,5,µm,1,rod-shaped,1,NULL,negative,17166
4217,1-1.5,µm,0.5,rod-shaped,1,NULL,negative,5953
4218,1.75,µm,2,rod-shaped,0,NULL,positive,3887
4219,NULL,NULL,NULL,rod-shaped,0,NULL,positive,13470
4220,3,µm,0.75,rod-shaped,1,NULL,negative,6058
4221,4,µm,0.75,rod-shaped,1,NULL,negative,6059
4222,3,µm,1,coccus-shaped,1,NULL,negative,6057
4223,02-03,µm,0.5,rod-shaped,1,NULL,negative,134371
4224,NULL,NULL,NULL,rod-shaped,0,NULL,negative,134288
4225,0.5-1,µm,0.5-1,coccus-shaped,0,NULL,positive,134264
4226,1.1-2.6,µm,0.3-0.6,rod-shaped,0,NULL,positive,11998
4227,2.6,µm,0.45,rod-shaped,0,NULL,negative,18154
4228,1.2,µm,0.6,rod-shaped,0,NULL,negative,132874
4229,1.05,µm,0.65,ovoid-shaped,1,NULL,negative,134254
4230,1.65,µm,0.4,rod-shaped,1,NULL,negative,13889
4231,4.5,µm,1.8,rod-shaped,1,NULL,positive,1868
4232,2.75,µm,0.55,rod-shaped,1,NULL,negative,17516
4233,3.5,µm,0.5,rod-shaped,0,NULL,negative,17519
4234,2,µm,1,rod-shaped,1,NULL,negative,7183
4235,2.25,µm,1,rod-shaped,1,NULL,negative,7182
4236,1.05,µm,0.6,rod-shaped,0,NULL,negative,134256
4237,5.5,µm,0.6,spiral-shaped,1,NULL,negative,131172
4238,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,14437
4239,3.15,µm,0.6,rod-shaped,1,NULL,negative,134289
4240,1.75,µm,0.5,rod-shaped,1,NULL,negative,17661
4241,NULL,NULL,NULL,ovoid-shaped,1,NULL,negative,5228
4242,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,17179
4243,3,µm,1,rod-shaped,0,NULL,negative,3997
4244,NULL,NULL,NULL,rod-shaped,0,NULL,negative,133465
4245,5.65,µm,0.4,rod-shaped,0,NULL,negative,17965
4246,NULL,NULL,NULL,NULL,NULL,NULL,positive,8030
4247,4.5,µm,1,rod-shaped,1,NULL,negative,8213
4248,0.7,µm,0.35,rod-shaped,1,NULL,negative,462
4249,2.5,µm,0.5,rod-shaped,NULL,NULL,NULL,2845
4250,NULL,NULL,0.75,coccus-shaped,0,NULL,positive,5352
4251,NULL,NULL,NULL,rod-shaped,1,NULL,positive,2852
4252,2.8,µm,1.5,rod-shaped,0,NULL,negative,131163
4253,0.5,µm,1.9,rod-shaped,0,NULL,negative,24490
4254,1.4,µm,0.4,rod-shaped,1,NULL,negative,14021
4255,1.7,µm,0.7,rod-shaped,0,NULL,negative,5691
4256,1.9,µm,0.75,rod-shaped,0,NULL,negative,5687
4257,1.2-2,µm,0.7-1.2,rod-shaped,0,NULL,negative,5686
4258,1.65,µm,0.8,rod-shaped,0,NULL,negative,5510
4259,4.5,µm,1.05,spiral-shaped,1,NULL,negative,6109
4260,3.75,µm,1.05,rod-shaped,1,NULL,positive,1271
4261,NULL,NULL,NULL,rod-shaped,0,NULL,negative,14190
4262,1.95,µm,0.8,rod-shaped,0,NULL,negative,3953
4263,22.6,µm,0.5,rod-shaped,1,NULL,positive,14042
4264,1,µm,0.65,ovoid-shaped,0,NULL,negative,13846
4265,1.5-2,µm,0.4-0.6,rod-shaped,1,NULL,negative,6197
4266,1.5,µm,0.3,rod-shaped,0,NULL,negative,6237
4267,1.0-3.5,µm,0.9-1.0,rod-shaped,NULL,NULL,positive,6288
4268,3.2,µm,1,rod-shaped,1,NULL,negative,11630
4269,3.05,µm,0.95,rod-shaped,1,NULL,negative,11631
4270,2,µm,0.45,rod-shaped,0,NULL,negative,5739
4271,NULL,NULL,NULL,NULL,0,NULL,positive,134332
4272,2.85,µm,0.35,rod-shaped,0,NULL,positive,7280
4273,1.35,µm,0.55,rod-shaped,0,NULL,positive,11130
4274,0.4,µm,2.05,rod-shaped,1,NULL,negative,2319
4275,3,µm,0.45,rod-shaped,1,NULL,negative,14257
4276,1-4.5,µm,0.4-0.7,rod-shaped,0,NULL,negative,133544
4277,1.8,µm,0.75,ovoid-shaped,0,NULL,negative,134265
4278,NULL,NULL,NULL,ovoid-shaped,0,NULL,positive,14842
4279,NULL,NULL,NULL,ovoid-shaped,0,NULL,positive,14840
4280,3,µm,0.7,rod-shaped,1,NULL,positive,11446
4281,2.5,µm,1,rod-shaped,1,NULL,positive,11445
4282,0.65,µm,1.25,coccus-shaped,0,NULL,positive,12009
4283,1.1,µm,1.3,rod-shaped,0,NULL,positive,12010
4284,NULL,NULL,NULL,rod-shaped,1,NULL,positive,7506
4285,3.25,µm,0.65,rod-shaped,0,NULL,negative,133558
4286,02-03,µm,1-1.5,rod-shaped,1,NULL,negative,17414
4287,1.75,µm,0.45,rod-shaped,0,NULL,negative,17710
4288,1.25,µm,0.25,rod-shaped,1,NULL,negative,17459
4289,1-1.2,µm,0.2-0.3,rod-shaped,1,gliding,negative,24736
4290,1.5-3,µm,0.3-0.5,rod-shaped,1,gliding,negative,5572
4291,4.5,µm,0.5,rod-shaped,1,gliding,negative,134318
4292,1.2-1.4,µm,0.5-0.6,rod-shaped,0,NULL,negative,133645
4293,0.4,µm,2.25,rod-shaped,0,NULL,positive,17693
4294,NULL,NULL,NULL,NULL,NULL,NULL,positive,11250
4295,1,µm,0.8,rod-shaped,1,NULL,NULL,14284
4296,1.8,µm,0.5,rod-shaped,1,gliding,negative,5571
4297,3.15,µm,1.1,rod-shaped,1,NULL,negative,13164
4298,1.5,µm,0.6,rod-shaped,0,NULL,negative,14163
4299,1.4,µm,0.8,rod-shaped,1,NULL,negative,14162
4300,4.25,µm,1.45,rod-shaped,1,NULL,negative,134290
4301,NULL,NULL,NULL,rod-shaped,1,NULL,negative,133463
4302,NULL,NULL,NULL,rod-shaped,1,NULL,negative,6170
4303,1.55,µm,0.85,rod-shaped,0,NULL,negative,17784
4304,1.2,µm,0.7,rod-shaped,0,NULL,negative,6064
4305,2.25,µm,1.5,rod-shaped,1,NULL,negative,22991
4306,0.6,µm,1.7,coccus-shaped,0,NULL,negative,134270
4307,0.45,µm,2.75,coccus-shaped,0,NULL,negative,134271
4308,1.5,µm,0.6,rod-shaped,0,NULL,positive,17838
4309,2.75,µm,0.65,rod-shaped,1,NULL,positive,11632
4310,1.35,µm,0.75,rod-shaped,0,NULL,negative,133437
4311,1.35,µm,0.75,rod-shaped,0,NULL,negative,11897
4312,2,µm,0.2,rod-shaped,1,NULL,negative,17442
4313,1-1.5,µm,0.4-0.6,rod-shaped,1,NULL,negative,1675
4314,11.5,µm,5.5,rod-shaped,1,NULL,positive,11144
4315,1.3-3,µm,0.2-0.5,ovoid-shaped,1,NULL,positive,11140
4316,0.8-4,µm,0.3-0.8,ovoid-shaped,1,NULL,positive,11141
4317,0.8-3.2,µm,0.2-0.7,rod-shaped,1,NULL,positive,11142
4318,NULL,NULL,0.4,coccus-shaped,1,NULL,positive,11087
4319,NULL,NULL,NULL,ovoid-shaped,1,NULL,positive,7343
4320,1.2,µm,0.45,rod-shaped,1,NULL,positive,7303
4321,1.1,µm,0.95,rod-shaped,1,NULL,positive,7345
4323,2.5,µm,0.8,rod-shaped,1,NULL,positive,7304
4324,1.5,µm,0.6,rod-shaped,0,NULL,negative,23279
4325,NULL,NULL,0.6,coccus-shaped,0,NULL,negative,17914
4326,1.75,µm,0.5,rod-shaped,1,NULL,negative,3026
4327,NULL,NULL,NULL,NULL,NULL,NULL,positive,11080
4328,0.3,µm,2.15,rod-shaped,0,NULL,negative,134278
4329,2.35,µm,0.5,rod-shaped,0,NULL,negative,5644
4330,0.6,µm,4,rod-shaped,1,NULL,negative,134282
4331,2.25,µm,0.45,rod-shaped,1,NULL,negative,6236
4332,1.0-1.6,µm,0.7-1.4,NULL,1,NULL,positive,134280
4333,1,µm,0.3,rod-shaped,0,NULL,negative,17712
4334,11,µm,0.4,rod-shaped,0,NULL,negative,17493
4335,0.95,µm,1.7,rod-shaped,1,NULL,negative,133472
4336,NULL,NULL,NULL,NULL,0,NULL,positive,17736
4337,1.51,µm,0.52,rod-shaped,0,NULL,negative,24566
4338,2.5,µm,1.25,rod-shaped,1,NULL,negative,7206
4339,3.4,µm,0.6,rod-shaped,0,NULL,negative,134310
4340,2.9,µm,0.7,rod-shaped,0,NULL,negative,6224
4341,1.4,µm,0.55,rod-shaped,0,NULL,negative,5660
4342,6.15,µm,0.9,rod-shaped,1,gliding,negative,134302
4343,10.25,µm,0.85,rod-shaped,1,NULL,negative,16851
4344,1.25,µm,0.75,rod-shaped,1,NULL,negative,17879
4345,1.8,µm,0.8,rod-shaped,0,NULL,negative,5734
4346,7,µm,0.45,rod-shaped,1,NULL,positive,2515
4347,1.6,µm,0.55,rod-shaped,1,NULL,negative,134307
4348,1.4,µm,0.5,rod-shaped,1,NULL,negative,6069
4349,NULL,NULL,0.75,coccus-shaped,0,NULL,positive,17685
4350,02-15,µm,0.5,rod-shaped,1,NULL,variable,16847
4351,4.5,µm,0.6,rod-shaped,0,NULL,negative,16902
4352,1.4,µm,0.4,rod-shaped,1,NULL,negative,14262
4353,3,µm,0.5,rod-shaped,NULL,NULL,negative,134293
4354,2.25-2.80,µm,1.80-2.25,rod-shaped,0,NULL,negative,5875
4355,2,µm,0.7,rod-shaped,0,NULL,negative,12557
4356,1.5,µm,0.6-0.7,rod-shaped,0,NULL,negative,133671
4357,2.1,µm,0.45,rod-shaped,1,gliding,negative,5485
4358,1.1,µm,0.5,rod-shaped,0,NULL,positive,16808
4359,1.75,µm,0.85,rod-shaped,1,NULL,negative,11330
4360,1.6-3.4,µm,0.4-0.7,rod-shaped,1,NULL,negative,13777
4361,NULL,NULL,NULL,rod-shaped,1,NULL,positive,14043
4362,1.25,µm,0.65,rod-shaped,0,NULL,negative,14165
4363,1.5,µm,1,ovoid-shaped,0,NULL,positive,6271
4364,0.9,µm,0.65,rod-shaped,0,NULL,negative,134294
4365,11.8,µm,1.15,rod-shaped,0,NULL,negative,133425
4366,1,µm,0.5,rod-shaped,0,NULL,negative,5695
4367,3.5-4.7,µm,0.5-0.9,rod-shaped,0,NULL,positive,134325
4368,1.1,µm,0.5,rod-shaped,1,NULL,negative,16896
4369,NULL,NULL,0.5,coccus-shaped,0,NULL,positive,6305
4370,5.75,µm,0.6,rod-shaped,0,NULL,positive,11133
4371,0.5-1.7,µm,0.35-0.74,rod-shaped,NULL,NULL,positive,192
4372,2.5-6.0,µm,0.8-1.5,rod-shaped,1,NULL,positive,2849
4373,0.975,µm,0.8,coccus-shaped,0,NULL,positive,8593
4374,NULL,NULL,NULL,rod-shaped,0,NULL,positive,7445
4375,1.5,µm,0.65,rod-shaped,1,NULL,negative,6169
4376,1.6-3.2,µm,0.4-0.6,rod-shaped,1,gliding,negative,5573
4377,0.8-1.6,µm,0.3-0.5,rod-shaped,0,NULL,negative,17514
4378,2-3.5,µm,0.9-1.5,rod-shaped,1,NULL,negative,2461
4379,0.5,µm,1.75,rod-shaped,1,NULL,negative,4164
4380,NULL,NULL,NULL,NULL,0,NULL,positive,16464
4381,2-2.5,µm,0.5-0.7,rod-shaped,1,NULL,negative,13633
4382,0.5-0.8,µm,0.3-0.6,rod-shaped,0,NULL,positive,7515
4383,0.87,µm,0.49,NULL,NULL,NULL,positive,24234
4384,0.9,µm,0.45,NULL,NULL,NULL,positive,133523
4385,1.75,µm,0.65,rod-shaped,0,NULL,negative,5702
4386,1.1,µm,0.6,rod-shaped,0,NULL,negative,17759
4387,1.5,µm,1.05,rod-shaped,0,NULL,negative,13565
4388,0.7,µm,0.35,rod-shaped,0,NULL,positive,7448
4389,NULL,NULL,NULL,NULL,0,NULL,positive,11232
4390,NULL,NULL,0.9-1.3,coccus-shaped,0,NULL,positive,12628
4391,NULL,NULL,NULL,rod-shaped,0,NULL,positive,11159
4392,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,7662
4393,0.61,µm,0.3-0.5,rod-shaped,1,NULL,negative,17663
4394,3.25,µm,0.65,rod-shaped,0,NULL,negative,5645
4395,2.35,µm,0.8,rod-shaped,0,NULL,negative,6067
4396,1.85,µm,0.45,rod-shaped,0,NULL,negative,6068
4397,3.5,µm,0.5,rod-shaped,1,NULL,negative,17906
4398,1.65,µm,0.55,ovoid-shaped,1,NULL,negative,2139
4399,3,µm,1.3,rod-shaped,1,NULL,negative,6056
4400,0.6-0.9,µm,0.2-0.5,rod-shaped,1,gliding,negative,17498
4401,0.9,µm,0.4,rod-shaped,1,NULL,positive,11146
4402,0.8-1.0,µm,0.8-1.0,coccus-shaped,1,NULL,negative,133445
4403,NULL,NULL,NULL,rod-shaped,1,NULL,negative,17927
4404,0.8-1,µm,0.5,rod-shaped,0,NULL,negative,17469
4405,02-09,µm,0.8,rod-shaped,0,NULL,positive,134367
4406,2.5,µm,0.9,rod-shaped,1,NULL,variable,133429
4407,01-02,µm,0.5,rod-shaped,1,NULL,negative,10508
4408,1-1.6,µm,0.2-0.5,rod-shaped,1,NULL,negative,10526
4409,1.2-1.8,µm,0.6-0.9,rod-shaped,0,NULL,positive,11143
4410,25,µm,0.85,rod-shaped,0,NULL,negative,3834
4411,2.55,µm,1.25,rod-shaped,0,NULL,positive,134313
4412,2.3,µm,1.5,rod-shaped,0,NULL,positive,134314
4413,2.9,µm,1.5,rod-shaped,0,NULL,positive,134315
4414,NULL,NULL,2.4,coccus-shaped,0,NULL,positive,134316
4415,2.6,µm,1,rod-shaped,1,NULL,negative,5243
4416,1.75,µm,0.75,rod-shaped,0,NULL,negative,134319
4417,1.2,µm,0.7,rod-shaped,1,NULL,negative,3020
4418,NULL,NULL,1,coccus-shaped,1,NULL,negative,5972
4419,3,µm,0.7,rod-shaped,NULL,NULL,negative,14113
4420,1.6-2,µm,0.5-0.8,rod-shaped,0,NULL,negative,490
4421,NULL,NULL,NULL,rod-shaped,0,NULL,negative,14251
4422,0.9,µm,1.75,rod-shaped,0,NULL,negative,13727
4423,NULL,NULL,NULL,rod-shaped,1,NULL,negative,441
4424,1.5,µm,0.25,rod-shaped,0,NULL,negative,5732
4425,NULL,NULL,NULL,coccus-shaped,1,NULL,positive,134344
4426,2.8,µm,0.8,rod-shaped,0,NULL,negative,134305
4427,0.6-1,µm,0.4-0.7,rod-shaped,1,NULL,negative,6070
4428,1.3-1.5,µm,0.3-0.5,rod-shaped,1,NULL,negative,134326
4429,0.9,µm,0.5,rod-shaped,0,NULL,negative,5694
4430,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,13466
4431,0.95,µm,0.5,rod-shaped,1,NULL,negative,1650
4432,1.5-3.0,µm,0.9,rod-shaped,1,NULL,negative,5010
4433,1.2-2.5,µm,0.9,rod-shaped,1,NULL,negative,5008
4434,1.5-3.0,µm,0.9,rod-shaped,1,NULL,negative,5009
4435,1.5-3.0,µm,0.9,NULL,1,NULL,negative,5011
4436,2.25,µm,5.35,rod-shaped,1,NULL,negative,11331
4437,NULL,NULL,NULL,NULL,0,NULL,positive,13467
4438,1.0-2.0,µm,0.4-0.5,rod-shaped,NULL,NULL,negative,6196
4439,0.7,µm,0.45,rod-shaped,1,NULL,negative,17787
4440,0.9-2.0,µm,0.4-0.5,rod-shaped,0,NULL,negative,17905
4441,15.35,µm,0.25,rod-shaped,0,NULL,negative,17764
4442,13.75,µm,0.6,rod-shaped,0,NULL,negative,131179
4443,NULL,NULL,NULL,NULL,0,NULL,positive,13473
4444,NULL,NULL,NULL,coccus-shaped,NULL,NULL,positive,7759
4445,NULL,NULL,NULL,rod-shaped,0,NULL,positive,10813
4446,2.6,µm,0.7,rod-shaped,0,NULL,negative,17739
4447,1.6,µm,0.7,rod-shaped,1,NULL,negative,1640
4448,1.8,µm,0.55,rod-shaped,0,NULL,negative,14194
4449,2.5,µm,0.7,rod-shaped,1,NULL,positive,11447
4450,1.3,µm,0.45,rod-shaped,NULL,NULL,negative,133545
4451,02-03,µm,0.2-0.4,rod-shaped,0,NULL,negative,5714
4452,2.5,µm,0.45,rod-shaped,0,NULL,negative,14111
4453,1.85,µm,0.4,rod-shaped,0,NULL,negative,14112
4454,2,µm,0.45,rod-shaped,0,NULL,negative,14110
4455,1,µm,0.4,rod-shaped,1,NULL,negative,1982
4456,5.5,µm,0.45,rod-shaped,0,NULL,negative,133486
4457,NULL,NULL,NULL,rod-shaped,1,NULL,positive,11974
4458,1.05,µm,0.65,rod-shaped,1,NULL,negative,5168
4459,2-7.5,µm,0.5-0.7,rod-shaped,1,NULL,positive,2850
4460,2.75,µm,0.9,rod-shaped,1,NULL,positive,1285
4461,1.75,µm,0.3,rod-shaped,1,gliding,negative,5570
4462,1.1,µm,0.45,rod-shaped,1,NULL,positive,11668
4463,0.9,µm,0.7,rod-shaped,0,NULL,negative,13163
4464,1.25,µm,0.8,rod-shaped,0,NULL,negative,134347
4465,2.15,µm,0.75,rod-shaped,1,NULL,negative,133482
4466,1.4-1.8,µm,0.8-1,rod-shaped,1,NULL,negative,134338
4467,2,µm,0.4,rod-shaped,1,NULL,negative,13638
4468,2,µm,0.45,rod-shaped,NULL,NULL,negative,11895
4469,1,µm,0.5-0.8,rod-shaped,0,NULL,positive,6672
4470,0.3-0.9,µm,0.2-0.5,rod-shaped,1,NULL,negative,14286
4471,2-3.5,µm,0.5,rod-shaped,NULL,NULL,positive,11633
4472,1.5,µm,0.65,rod-shaped,1,NULL,negative,130765
4473,1.3-1.7,µm,0.8-1,rod-shaped,0,NULL,negative,6060
4474,NULL,NULL,NULL,rod-shaped,1,NULL,negative,272
4475,NULL,NULL,0.65-0.85,coccus-shaped,0,NULL,negative,17181
4476,NULL,NULL,NULL,rod-shaped,1,NULL,variable,11634
4477,NULL,NULL,NULL,rod-shaped,0,NULL,negative,23285
4478,2.15,µm,0.65,rod-shaped,0,NULL,negative,14135
4479,2.5,µm,0.8,rod-shaped,0,NULL,negative,5579
4480,2.5,µm,0.6,rod-shaped,0,NULL,negative,14114
4481,0.4,µm,1.75,rod-shaped,1,NULL,negative,10453
4482,0.8-3,µm,0.7,rod-shaped,0,NULL,negative,12560
4483,1,µm,0.45,rod-shaped,0,NULL,positive,1739
4484,02-04,µm,0.6-1,rod-shaped,0,NULL,negative,5735
4485,3.0-6.0,µm,0.4-1.0,rod-shaped,0,NULL,negative,23019
4486,02-07,µm,1,rod-shaped,NULL,NULL,negative,5048
4487,1-1.5,µm,0.4-0.6,ovoid-shaped,0,NULL,positive,435
4488,1.3,µm,0.65,rod-shaped,0,NULL,negative,134362
4489,0.85,µm,1.75,rod-shaped,1,NULL,negative,13169
4490,1-2.5,µm,0.5-0.6,rod-shaped,1,NULL,negative,134351
4491,1.6,µm,0.85,rod-shaped,0,NULL,positive,11136
4492,03-08,µm,0.6-1.2,rod-shaped,1,NULL,positive,1559
4493,0.8-10,µm,0.2-0.4,rod-shaped,0,NULL,negative,134341
4494,2.15,µm,0.45,rod-shaped,1,NULL,negative,130621
4495,2,µm,1,rod-shaped,1,NULL,negative,13668
4496,0.35,µm,8.25,rod-shaped,0,NULL,negative,17692
4497,1.75,µm,1.15,rod-shaped,1,NULL,negative,133780
4498,1.5-15,µm,0.5-2.5,rod-shaped,0,NULL,negative,17711
4499,2.7,µm,0.5,rod-shaped,0,NULL,negative,496
4500,0.45,µm,1.1,rod-shaped,1,NULL,negative,133506
4501,02-04,µm,0.4-0.5,rod-shaped,1,NULL,negative,4298
4502,1.4,µm,0.6,rod-shaped,1,NULL,negative,133553
4503,NULL,NULL,NULL,NULL,NULL,NULL,positive,16467
4504,1.8-6.8,µm,0.9-1.4,rod-shaped,1,NULL,variable,11626
4505,3,µm,0.55,rod-shaped,1,NULL,negative,130339
4506,1.0-2.5,µm,NULL,rod-shaped,1,NULL,negative,133419
4508,2.5,µm,0.35,rod-shaped,1,NULL,negative,133499
4509,3,µm,0.4,rod-shaped,1,NULL,negative,133764
4510,NULL,NULL,NULL,rod-shaped,1,NULL,NULL,133501
4511,NULL,NULL,NULL,rod-shaped,1,NULL,NULL,133502
4512,0.85,µm,0.28,rod-shaped,1,NULL,negative,133517
4513,1.8-2.7,µm,0.63-0.64,rod-shaped,1,NULL,positive,23706
4514,NULL,NULL,NULL,NULL,NULL,NULL,positive,8008
4515,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,5843
4516,NULL,NULL,NULL,NULL,NULL,NULL,positive,5847
4517,NULL,NULL,NULL,NULL,NULL,NULL,positive,16466
4518,0.8-1.1,µm,0.5-0.6,rod-shaped,1,NULL,negative,6063
4519,2,µm,0.9,rod-shaped,1,NULL,negative,133968
4520,1.25,µm,5.5,NULL,0,NULL,negative,24517
4521,0.5,µm,2,rod-shaped,1,gliding,negative,17496
4522,1.15,µm,0.35,coccus-shaped,0,NULL,positive,7447
4523,0.5-7,µm,0.3-0.5,ovoid-shaped,0,NULL,negative,132172
4524,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,8578
4525,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,14681
4526,1.2-1.4,µm,0.4-0.5,rod-shaped,1,gliding,negative,5738
4527,3.85,µm,0.4,rod-shaped,1,gliding,negative,5615
4528,3.75,µm,0.6,rod-shaped,NULL,NULL,negative,133484
4529,1.75,µm,0.5,rod-shaped,0,NULL,negative,133487
4530,1.8-3.3,µm,0.4-0.7,rod-shaped,1,NULL,negative,133451
4531,4.15,µm,0.72,rod-shaped,1,NULL,variable,24281
4532,0.98,µm,0.52,NULL,NULL,NULL,positive,8582
4533,NULL,NULL,0.8,coccus-shaped,0,NULL,negative,17073
4534,1.35,µm,0.65,rod-shaped,1,NULL,negative,13173
4535,NULL,NULL,0.9,coccus-shaped,0,NULL,positive,133498
4536,1.5,µm,0.45,rod-shaped,0,NULL,negative,133459
4537,1.5,µm,0.5,rod-shaped,1,NULL,negative,10500
