ID_cell_morphology,cell_len,cell_len_unit,cell_width,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains
7134,NULL,NULL,NULL,NULL,NULL,NULL,positive,133357
7135,NULL,NULL,NULL,NULL,NULL,NULL,positive,24451
7136,NULL,NULL,NULL,NULL,NULL,NULL,positive,141050
7137,1.0-1.3,µm,1.0-1.3,coccus-shaped,0,NULL,negative,141051
7138,2.3-3.8,µm,0.7-1.0,rod-shaped,NULL,NULL,negative,141052
7139,2,µm,0.9,rod-shaped,1,NULL,negative,141053
7140,1.5-1.9,µm,0.6-0.8,rod-shaped,1,monotrichous,negative,141055
7141,NULL,NULL,NULL,rod-shaped,1,polar,negative,141056
7142,1.8-2.2,µm,0.6-0.8,rod-shaped,0,NULL,negative,141057
7143,1.6-2.0,µm,0.6-0.8,rod-shaped,0,NULL,negative,141058
7144,0.7-1.1,µm,0.4-0.5,rod-shaped,0,NULL,negative,141059
7145,2.4-4.5,µm,0.4-0.5,rod-shaped,0,NULL,negative,141060
7146,2,µm,0.4,spiral-shaped,NULL,NULL,negative,141061
7147,1.5-2.5,µm,0.5-1.0,rod-shaped,1,polar,negative,141062
7148,1.6-1.8,µm,0.55-0.65,rod-shaped,1,gliding,negative,132993
7149,0.9-5.9,µm,0.4-0.8,rod-shaped,0,NULL,negative,134310
7150,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,132079
7151,NULL,NULL,NULL,NULL,0,NULL,negative,132565
7152,1,µm,1.0-2.3,rod-shaped,0,NULL,positive,132560
7153,NULL,NULL,NULL,rod-shaped,0,NULL,positive,132563
7154,0.2-0.4,µm,1.0-2.5,rod-shaped,1,polar,negative,132569
7155,1.5-2.2,µm,0.5-0.6,rod-shaped,1,NULL,positive,141063
7156,2.9-14.6,µm,0.2-0.4,filament-shaped,1,gliding,negative,132574
7157,1.4-2.7,µm,0.3-0.5,rod-shaped,1,NULL,negative,141064
7158,4.0-6.0,µm,0.2-0.3,rod-shaped,0,NULL,negative,141065
7159,0.3-10.0,µm,0.2-0.5,rod-shaped,1,gliding,negative,141066
7160,0.7-1.4,µm,0.7-1.4,coccus-shaped,NULL,NULL,negative,141067
7161,0.6-0.9,µm,0.6-0.9,coccus-shaped,0,NULL,negative,141068
7162,1.3-4.5,µm,0.6-1.0,rod-shaped,1,,positive,141069
7163,1.0-3.0,µm,0.3-0.8,rod-shaped,1,gliding,negative,141070
7164,6-12,µm,NULL,rod-shaped,0,NULL,negative,141071
7165,1.0-1.5,µm,0.7-1.0,rod-shaped,0,NULL,negative,141072
7166,1.8-2.2,µm,0.5,rod-shaped,0,NULL,negative,132977
7167,3-5,µm,3-5,coccus-shaped,0,NULL,negative,140162
7168,NULL,NULL,NULL,NULL,NULL,NULL,positive,132533
7169,1.6-3.8,µm,0.4-0.8,rod-shaped,1,gliding,negative,132976
7170,2.5-3.5,µm,1,rod-shaped,0,NULL,negative,132974
7171,NULL,NULL,NULL,NULL,0,NULL,positive,132536
7172,2.0-8.0,µm,1.0-1.2,rod-shaped,0,NULL,negative,141073
7173,0.5-2.7,µm,0.2-0.3,rod-shaped,0,NULL,positive,141074
7174,NULL,NULL,NULL,NULL,0,NULL,positive,132518
7175,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,1292
7176,0.9-1.2,µm,0.4-0.6,rod-shaped,NULL,NULL,negative,141075
7177,0.8-1.3,µm,0.5-0.8,rod-shaped,0,NULL,positive,141077
7178,1.0-1.5,µm,0.7-1.0,rod-shaped,0,NULL,positive,141076
7179,0.6,µm,0.4,rod-shaped,0,NULL,negative,132549
7180,0.9-1.2,µm,0.7-1.1,rod-shaped,0,NULL,negative,141078
7181,1.28-1.96,µm,0.43-0.52,rod-shaped,0,NULL,negative,141079
7182,1.0-1.4,µm,0.6-0.9,rod-shaped,0,NULL,negative,15209
7183,1.0-1.4,µm,0.3-0.7,rod-shaped,1,gliding,negative,132973
7184,0.5-2.0,µm,0.4-0.7,rod-shaped,1,peritrichous,negative,132975
7185,0.3-1.5,µm,0.2-0.5,rod-shaped,0,NULL,negative,141080
7186,0.3-10.0,µm,0.2-0.5,rod-shaped,0,NULL,negative,141081
7187,3.0-12.0,µm,1.2-1.5,NULL,1,gliding,NULL,132551
7188,2.2-2.4,µm,0.8-1.0,rod-shaped,0,NULL,negative,132978
7189,1.4-3.2,µm,0.4-0.8,rod-shaped,0,NULL,negative,141082
7190,0.5-3.5,µm,0.2-0.7,rod-shaped,1,polar,negative,141083
7191,5.0-6.0,µm,0.5-0.8,rod-shaped,1,peritrichous,negative,141084
7192,NULL,NULL,NULL,NULL,0,NULL,positive,132513
7193,1.0-12.0,µm,0.3-0.5,rod-shaped,1,gliding,negative,141085
7194,1.1-2.0,µm,0.4-0.6,rod-shaped,0,NULL,negative,141086
7195,1.2-4.0,µm,0.5-0.7,rod-shaped,1,NULL,negative,132527
7196,0.7-2.2,µm,0.5-1.0,rod-shaped,1,NULL,negative,132526
7197,2.0-5.0,µm,0.5,rod-shaped,1,NULL,positive,132478
7198,NULL,NULL,NULL,filament-shaped,NULL,NULL,positive,141087
7199,10-20,µm,0.1-0.2,spiral-shaped,1,NULL,negative,141088
7200,3.0-5.0,µm,1,rod-shaped,0,NULL,negative,132969
7201,1.2-2.2,µm,1.2-2.2,coccus-shaped,0,NULL,positive,132484
7202,2,µm,0.5,rod-shaped,1,peritrichous,positive,141089
7203,0.9-1.1,µm,0.6-0.8,rod-shaped,0,NULL,positive,132483
7204,3.6-4.5,µm,0.8-0.9,rod-shaped,1,peritrichous,positive,132363
7205,1.8-2.3,µm,0.4-0.6,rod-shaped,0,NULL,negative,141090
7206,1.2-2.2,µm,0.3-0.6,rod-shaped,0,NULL,negative,141091
7207,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,141092
7208,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,141092
7209,0.9-1.5,µm,0.5-0.9,NULL,NULL,NULL,NULL,141092
7210,1.20-2.44,µm,0.47-0.78,rod-shaped,0,NULL,positive,141093
7211,1.3-2.3,µm,0.6-0.9,rod-shaped,0,NULL,negative,141094
7212,2-6,µm,0.5,rod-shaped,NULL,NULL,NULL,132359
7213,NULL,NULL,NULL,NULL,0,NULL,NULL,132359
7214,NULL,NULL,NULL,NULL,NULL,NULL,positive,132359
7215,NULL,NULL,NULL,NULL,0,NULL,positive,131576
7216,NULL,NULL,NULL,NULL,0,NULL,positive,131578
7217,NULL,NULL,NULL,rod-shaped,1,polar,negative,132360
7218,2.0-3.3,µm,0.9-1.1,coccus-shaped,1,NULL,negative,141095
7219,NULL,NULL,NULL,NULL,0,NULL,positive,141096
7220,1.2-1.3,µm,0.5-0.6,rod-shaped,0,NULL,negative,141097
7221,4.5-6.5,µm,0.6-0.8,rod-shaped,0,NULL,negative,141098
7222,1.8-2.0,µm,0.8-1.0,rod-shaped,0,NULL,negative,141099
7223,1.5-1.8,µm,0.5-0.8,rod-shaped,1,,negative,141100
7224,1.4-1.8,µm,0.5-0.6,rod-shaped,1,,negative,141101
7225,1.0-1.8,µm,0.5-0.7,rod-shaped,0,NULL,negative,141103
7226,NULL,NULL,NULL,NULL,NULL,NULL,positive,141104
7227,0.5-0.9,µm,0.17-0.22,rod-shaped,0,NULL,NULL,141102
7228,NULL,NULL,NULL,ovoid-shaped,0,NULL,negative,141105
7229,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,141105
7230,0.8-1.0,µm,NULL,NULL,NULL,NULL,NULL,141105
7231,NULL,NULL,NULL,NULL,0,NULL,NULL,141106
7232,NULL,NULL,NULL,NULL,NULL,NULL,positive,141107
7233,NULL,NULL,NULL,NULL,NULL,NULL,positive,141108
7234,NULL,NULL,NULL,NULL,0,NULL,positive,141109
7235,1.0-4.0,µm,0.3-0.5,rod-shaped,0,NULL,negative,141110
7236,1.0-1..2,µm,0.6-0.7,rod-shaped,0,NULL,NULL,141111
7237,NULL,NULL,NULL,NULL,NULL,NULL,negative,141111
7238,2,µm,1,rod-shaped,0,NULL,negative,141112
7239,NULL,NULL,NULL,rod-shaped,0,NULL,negative,141113
7240,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,141113
7241,NULL,NULL,NULL,rod-shaped,1,NULL,positive,141114
7242,0.8-2.0,µm,0.7-0.8,rod-shaped,0,NULL,negative,132416
7243,0.63-1.08,µm,0.53-0.63,rod-shaped,0,NULL,negative,132418
7244,0.8-1.0,µm,0.5,rod-shaped,1,NULL,negative,132415
7245,1.0-1.5,µm,0.8-1.5,coccus-shaped,0,NULL,positive,141115
7246,0.5-0.8,µm,0.5-0.8,coccus-shaped,0,NULL,positive,141116
7247,2.0-9.0,µm,0.4-1.0,rod-shaped,1,gliding,negative,141117
7248,1.0-2.5,µm,0.5-0.6,rod-shaped,1,gliding,negative,133146
7249,1.1-1.5,µm,0.3-0.7,pleomorphic-shaped,0,NULL,negative,141118
7250,4-6,µm,0.3,rod-shaped,1,gliding,negative,141119
7251,0.8-1.4,µm,0.4-0.8,rod-shaped,1,NULL,negative,141120
7252,2,µm,1,rod-shaped,NULL,NULL,negative,141121
7253,1.5-3.0,µm,0.5-0.7,rod-shaped,NULL,NULL,negative,141123
7254,1.5-2.0,µm,1,rod-shaped,NULL,NULL,negative,141122
7255,1.5-2.5,µm,0.6-0.7,rod-shaped,NULL,NULL,negative,141124
7256,2,µm,1,rod-shaped,NULL,NULL,negative,141125
7257,0.8-1.7,µm,0.5-1.0,rod-shaped,0,NULL,negative,132412
7258,1.0-2.0,µm,0.5-1.0,ovoid-shaped,0,NULL,negative,141126
7259,1.2-1.8,µm,0.7-0.9,rod-shaped,0,NULL,negative,141127
7260,1.0-1.2,µm,0.6-0.8,,1,NULL,positive,132393
7261,2-3,µm,0.7,rod-shaped,1,NULL,negative,132365
7262,NULL,NULL,NULL,NULL,NULL,NULL,positive,141128
7263,0.9-1.5,µm,0.4-0.7,rod-shaped,1,polar,negative,132361
7264,NULL,NULL,NULL,pleomorphic-shaped,NULL,NULL,NULL,141129
7265,1.3-3.0,µm,0.41-0.67,rod-shaped,0,NULL,negative,141130
7266,1.1,µm,0.8,rod-shaped,1,NULL,negative,141131
7267,0.8-1.4,µm,0.5-0.7,rod-shaped,0,NULL,negative,132350
7268,1.0-1.3,µm,0.3-0.4,rod-shaped,0,NULL,positive,141132
7269,2.7-2.9,µm,1.4-1.5,ellipsoidal,1,polar,negative,132372
7270,8.0-10.0,µm,0.8-1.0,filament-shaped,1,gliding,negative,132355
7271,0.5-1.0,µm,0.2-0.3,rod-shaped,0,NULL,negative,141133
7272,NULL,NULL,NULL,rod-shaped,1,gliding,negative,141134
7273,0.8-1.3,µm,0.8-1.3,coccus-shaped,0,NULL,negative,132964
7274,NULL,NULL,NULL,rod-shaped,1,NULL,negative,141135
7275,5.0-10,µm,1.0-4.0,rod-shaped,1,NULL,variable,141136
7276,1.2-2.3,µm,0.5-0.8,curved-shaped,1,polar,negative,141137
7277,3-6,µm,1,rod-shaped,0,NULL,positive,132362
7278,1.5-3.0,µm,0.8-1.2,rod-shaped,0,NULL,positive,132356
7279,1.0-1.5,µm,0.3-0.4,rod-shaped,0,NULL,negative,141138
7280,1.5-3.0,µm,0.4-0.6,rod-shaped,0,NULL,negative,141139
7281,1.3-2.6,µm,0.4,rod-shaped,NULL,NULL,negative,141140
7282,2.0-2.5,µm,0.8-1.2,rod-shaped,1,polar,negative,141141
7283,1.0-1.5,µm,0.2-0.5,rod-shaped,1,NULL,negative,141142
7284,0.5-0.7,µm,0.5-0.7,coccus-shaped,0,NULL,negative,132342
7285,NULL,NULL,NULL,NULL,0,NULL,NULL,131575
7286,1.0-1.2,µm,1.0-1.2,coccus-shaped,0,NULL,positive,141143
7287,NULL,NULL,NULL,NULL,NULL,NULL,positive,132343
7288,1,µm,0.7,rod-shaped,NULL,NULL,negative,141144
7289,1.0-2.0,µm,0.6-0.7,rod-shaped,1,NULL,negative,132351
7290,1.0-2.5,µm,0.5-0.7,rod-shaped,1,NULL,negative,132353
7291,0.8-2.5,µm,0.3-0.5,rod-shaped,0,NULL,negative,141145
7292,1.5-2.5,µm,0.6-1.2,rod-shaped,0,NULL,negative,141146
7293,1.1-1.5,µm,0.7-1.0,rod-shaped,1,polar,negative,141147
7294,2-3,µm,0.7,rod-shaped,1,NULL,negative,141148
7295,0.8-1.6,µm,0.3-0.5,rod-shaped,0,NULL,positive,141149
7296,1.0-1.2,µm,0.8-1.0,coccus-shaped,0,NULL,positive,141150
7297,1.8-2.5,µm,0.6,rod-shaped,0,NULL,positive,141151
7298,NULL,NULL,NULL,rod-shaped,0,NULL,positive,141152
7299,2.7-5.8,µm,1.5-2.1,rod-shaped,1,gliding,negative,141153
7300,2.0-4.0,µm,0.3-0.5,rod-shaped,0,NULL,negative,141154
7301,1.6-2.2,µm,0.7-1.0,rod-shaped,1,polar,negative,141155
7302,1.5-3,µm,0.5-1.2,rod-shaped,1,NULL,positive,141156
7303,2.0-3.0,µm,0.8-1.0,NULL,0,NULL,positive,141157
7304,2.0-5.0,µm,0.9-1.4,rod-shaped,0,peritrichous,positive,141158
7305,1.3-1.7,µm,0.8-1.0,rod-shaped,0,NULL,negative,141159
7306,1.5-2.0,µm,0.4-0.5,rod-shaped,1,polar,negative,141160
7307,0.6-3.0,µm,0.4-1.2,rod-shaped,1,polar,negative,141161
7308,1.0-1.2,µm,0.8-0.9,rod-shaped,1,NULL,negative,141162
7309,0.8-1.0,µm,0.5-0.7,rod-shaped,1,NULL,negative,141163
7310,1.8-2.1,µm,0.5-0.8,rod-shaped,NULL,NULL,negative,141164
7311,1.8-2.1,µm,0.5-0.8,rod-shaped,NULL,NULL,negative,141165
7312,NULL,NULL,NULL,rod-shaped,0,NULL,negative,141166
7313,1.1-6.5,µm,0.8-1.0,rod-shaped,0,NULL,negative,141167
7314,0.4-1.1,µm,0.3-0.5,rod-shaped,NULL,NULL,NULL,2072
7315,1.6-2.0,µm,0.6-0.8,rod-shaped,1,NULL,negative,141168
7316,NULL,NULL,NULL,NULL,NULL,NULL,positive,141169
7317,NULL,NULL,NULL,rod-shaped,0,NULL,negative,141170
7318,0.2-3.5,µm,0.2-0.5,rod-shaped,0,NULL,negative,158523
7319,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,158523
7320,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,NULL,158523
7321,1.5-3.0,µm,0.4-0.5,rod-shaped,0,NULL,negative,158525
7322,1.0-1.2,µm,0.3-0.4,rod-shaped,0,NULL,positive,158524
7323,1.0-2.5,µm,0.5-1.0,rod-shaped,0,NULL,negative,158526
7324,1.3-2.45,µm,0.22-0.48,rod-shaped,1,"monotrichous, polar",negative,158527
7325,2.0-4.0,µm,0.2-0.4,rod-shaped,1,NULL,negative,158528
7326,2.36-2.76,µm,0.82-0.93,rod-shaped,0,NULL,negative,132963
7327,2-3,µm,NULL,rod-shaped,0,NULL,negative,158529
7328,NULL,NULL,NULL,oval-shaped,NULL,NULL,NULL,158529
7329,1.0-1.3,µm,0.7-1.0,coccus-shaped,0,NULL,negative,158530
7330,1.7-1.9,µm,0.9-1.1,rod-shaped,0,NULL,negative,158531
7331,1.0-2.4,µm,0.4-0.6,rod-shaped,0,NULL,negative,156750
7332,2,µm,1,rod-shaped,1,NULL,negative,132370
7333,0.5-1,µm,NULL,coccus-shaped,0,NULL,positive,156938
7334,NULL,NULL,NULL,NULL,NULL,NULL,positive,132341
7335,0.5-2,µm,0.2-0.4,rod-shaped,0,NULL,negative,158202
7336,1.2-6.0,µm,0.3-0.5,rod-shaped,1,NULL,negative,132366
7337,1.4-4.6,µm,0.4-0.7,rod-shaped,NULL,NULL,negative,132358
7338,0.67-1.01,µm,0.31-0.39,rod-shaped,1,polar,negative,158203
7339,NULL,NULL,NULL,NULL,NULL,subpolar,NULL,158203
7340,1.5-3.0,µm,0.4-0.6,rod-shaped,0,NULL,negative,158533
7341,1.6-3.9,µm,0.4-0.8,rod-shaped,1,NULL,variable,158307
7342,0.6-3.0,µm,0.3-0.6,rod-shaped,1,polar,negative,158534
7343,1.2-2.3,µm,0.7-0.9,vibrio-shaped,1,"monotrichous, polar",negative,158308
7344,NULL,NULL,NULL,ovoid-shaped,0,NULL,positive,158309
7345,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,158309
7346,2.5-3.0,µm,0.2-0.3,rod-shaped,1,gliding,negative,158535
7347,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,158536
7348,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,158537
7349,2,µm,0.5,rod-shaped,0,NULL,positive,7391
7350,2.6-4.3,µm,0.6-0.8,rod-shaped,1,"monotrichous, polar",negative,158538
7351,0.6-0.7,µm,NULL,coccus-shaped,0,NULL,positive,158306
7352,NULL,NULL,NULL,NULL,0,NULL,positive,8339
7353,NULL,NULL,NULL,NULL,0,NULL,positive,8246
7354,NULL,NULL,NULL,NULL,1,NULL,negative,158290
7355,1.5-2.0,µm,0.7-0.9,rod-shaped,0,NULL,negative,158539
7356,2-4,µm,1,rod-shaped,1,"monotrichous, polar",negative,158540
7357,1.5-3.5,µm,0.9,rod-shaped,1,"monotrichous, polar",negative,158541
7358,0.5-0.65,µm,0.4-0.55,rod-shaped,0,NULL,negative,158542
7359,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,158542
7360,NULL,NULL,NULL,rod-shaped,1,NULL,negative,158312
7361,1-2,µm,0.3-0.4,NULL,0,NULL,negative,158543
7362,1.6-2,µm,0.9-1,rod-shaped,0,NULL,negative,158544
7363,3.2-5.9,µm,1.1-1.3,rod-shaped,0,NULL,negative,158545
7364,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,157075
7365,2.2-3.1,µm,NULL,sphere-shaped,0,NULL,negative,157132
7366,1.5-2.1,µm,0.6-0.8,rod-shaped,1,NULL,negative,158305
7367,1.5-2.0,µm,0.8-1.0,rod-shaped,0,NULL,negative,158546
7368,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,158546
7369,2.0-5.0,µm,0.6-1.2,rod-shaped,0,NULL,negative,158547
7370,1-3,µm,0.5-1,rod-shaped,0,NULL,negative,158548
7371,1.8-2.1,µm,0.5-0.6,rod-shaped,0,NULL,negative,158549
7372,NULL,NULL,NULL,NULL,NULL,NULL,positive,158550
7373,1.5-2.0,µm,0.3-0.4,rod-shaped,1,peritrichous,positive,158295
7374,1.5-3,µm,0.3-0.6,rod-shaped,1,"monotrichous, polar",negative,158551
7375,1.3-1.7,µm,0.3-0.5,rod-shaped,1,gliding,negative,158552
7376,2-8,µm,0.5-0.7,rod-shaped,0,NULL,negative,158553
7377,0.6-0.9,µm,NULL,coccus-shaped,0,NULL,negative,158554
7378,NULL,NULL,NULL,rod-shaped,0,NULL,negative,158555
7379,0.8-1.8,µm,0.4-0.6,rod-shaped,0,NULL,negative,158556
7380,0.8-1.5,µm,0.3-0.4,rod-shaped,0,NULL,negative,158557
7381,0.5,µm,NULL,coccus-shaped,0,NULL,positive,157127
7382,NULL,NULL,NULL,NULL,NULL,NULL,positive,158258
7383,0.8-6,µm,0.2-0.5,rod-shaped,0,NULL,negative,158558
7384,NULL,NULL,NULL,NULL,1,NULL,negative,158559
7385,1-2.8,µm,0.6-0.8,rod-shaped,0,NULL,negative,158255
7386,1.5-5,µm,0.5-0.6,rod-shaped,0,NULL,positive,158560
7387,0.8-1.9,µm,0.3-0.6,rod-shaped,0,NULL,negative,158561
7388,1.3-1.7,µm,0.5-0.6,rod-shaped,0,NULL,negative,158256
7389,0.6-1,µm,0.4-0.5,rod-shaped,1,NULL,negative,157183
7390,2-6.5,µm,0.4-0.7,rod-shaped,0,NULL,positive,158563
7391,1-5,µm,0.6-1.1,rod-shaped,0,NULL,negative,158564
7392,1.5,µm,0.4,NULL,NULL,NULL,negative,158565
7393,1.1-1.4,µm,0.7-0.8,rod-shaped,0,NULL,positive,158257
7394,NULL,NULL,NULL,ovoid-shaped,0,NULL,negative,158566
7395,3-4,µm,0.6-0.8,rod-shaped,1,peritrichous,positive,158260
7396,1.2-1.4,µm,0.5-0.6,ovoid-shaped,0,NULL,negative,158567
7397,1.1-1.4,µm,0.3-0.4,rod-shaped,0,NULL,negative,158568
7398,1-2,µm,0.6-0.8,rod-shaped,1,NULL,negative,158569
7399,2.5-2.7,µm,0.9-1,rod-shaped,1,"monotrichous, polar",positive,158570
7400,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,139735
7401,1.6,µm,1.2,rod-shaped,0,NULL,negative,158571
7402,3-6,µm,0.5-1,rod-shaped,0,NULL,positive,158572
7403,0.8,µm,NULL,coccus-shaped,0,NULL,negative,158278
7404,NULL,NULL,NULL,NULL,0,NULL,positive,158292
7405,1.5-2.5,µm,0.8-1,rod-shaped,1,"monotrichous, polar",negative,158573
7406,0.8-1.7,µm,0.6-1,rod-shaped,0,NULL,positive,158266
7407,0.6-1,µm,NULL,coccus-shaped,NULL,NULL,NULL,158266
7408,1.7-2.5,µm,0.6-0.8,rod-shaped,1,peritrichous,positive,158293
7409,4-4.5,µm,0.8-1,rod-shaped,1,peritrichous,positive,158574
7410,0.5-1,µm,0.3-0.5,rod-shaped,NULL,NULL,NULL,158281
7411,0.5-0.7,µm,NULL,coccus-shaped,0,NULL,negative,158575
7412,NULL,NULL,NULL,rod-shaped,1,peritrichous,negative,158576
7413,NULL,NULL,NULL,coccus-shaped,NULL,NULL,NULL,158576
7414,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,NULL,158576
7415,1.5-2,µm,0.5-0.7,rod-shaped,1,monopolar,negative,158577
7416,1.9-2.1,µm,0.6-0.7,rod-shaped,1,peritrichous,positive,158270
7417,2-3.5,µm,0.5-0.7,rod-shaped,1,polar,negative,158578
7418,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,139753
7419,0.5,µm,NULL,coccus-shaped,0,NULL,positive,157063
7420,1.9-2.7,µm,0.9-1.3,coccus-shaped,0,NULL,positive,158579
7421,0.8-1,µm,0.2-0.3,rod-shaped,0,NULL,negative,158580
7422,1.5-1.7,µm,0.6-0.8,rod-shaped,0,NULL,negative,158581
7423,5-8,µm,1-1.5,rod-shaped,0,NULL,positive,158380
7424,1-1.5,µm,0.2-0.5,rod-shaped,0,NULL,negative,158582
7425,2.3-3.4,µm,0.6-0.8,rod-shaped,0,NULL,negative,158381
7426,0.9-1.2,µm,0.6-0.7,rod-shaped,1,amphitrichous,negative,158583
7427,1-2,µm,0.8-1,rod-shaped,1,"monotrichous, polar",negative,158584
7428,NULL,NULL,NULL,NULL,0,NULL,positive,158323
7429,4.2-10,µm,0.7-1.3,NULL,1,peritrichous,positive,158585
7430,0.7-1.8,µm,0.4-0.6,rod-shaped,0,NULL,positive,158382
7431,0.7-0.9,µm,0.4-0.5,rod-shaped,0,NULL,positive,158383
7432,0.9-1.1,µm,0.4-0.5,rod-shaped,0,NULL,positive,158586
7433,NULL,NULL,NULL,NULL,NULL,NULL,positive,158319
7434,0.8-10,µm,0.2-0.4,rod-shaped,0,NULL,negative,158587
7435,1,µm,0.5,rod-shaped,0,NULL,positive,158588
7436,0.9-1.3,µm,NULL,coccus-shaped,0,NULL,negative,158589
7437,1.1-2.4,µm,0.5-0.7,rod-shaped,1,"monotrichous, polar",negative,158590
7438,1.5-2.5,µm,0.5-1,rod-shaped,0,NULL,negative,158591
7439,1.5-2.8,µm,0.5,rod-shaped,0,NULL,negative,158592
7440,2.4-3,µm,0.8-1.2,rod-shaped,0,NULL,negative,158593
7441,NULL,NULL,NULL,rod-shaped,0,NULL,negative,158594
7442,1.2-2.2,µm,0.4-0.5,rod-shaped,1,gliding,negative,158595
7443,0.2-0.8,µm,NULL,coccus-shaped,NULL,NULL,NULL,158595
7444,1.6-2.2,µm,0.6-0.8,rod-shaped,1,NULL,negative,158596
7445,NULL,NULL,NULL,rod-shaped,1,"monotrichous, polar",negative,158384
7446,NULL,NULL,NULL,rod-shaped,0,NULL,negative,157757
7447,NULL,NULL,NULL,NULL,0,NULL,positive,158386
7448,NULL,NULL,NULL,NULL,0,NULL,positive,158385
7449,0.8-1.3,µm,0.5-0.6,rod-shaped,0,NULL,negative,158597
7450,0.8-1.5,µm,0.1-0.2,rod-shaped,1,"monotrichous, polar",negative,158598
7451,1.5-2.5,µm,0.6-1,rod-shaped,0,NULL,negative,158599
7452,0.5-0.8,µm,NULL,ovoid-shaped,NULL,NULL,negative,158600
7453,1-1.5,µm,0.4-0.6,rod-shaped,NULL,NULL,NULL,158600
7454,1.8-2.8,µm,0.5-0.8,rod-shaped,1,NULL,variable,158601
7455,NULL,NULL,NULL,rod-shaped,1,"monotrichous, polar",negative,158602
7456,0.7-1.8,µm,0.45-0.68,rod-shaped,0,NULL,negative,158603
7457,3-8,µm,0.7-1,rod-shaped,1,polar,positive,158376
7458,1-2.2,µm,0.5-1,rod-shaped,1,NULL,negative,158347
7459,1.2,µm,0.7,rod-shaped,1,polar,negative,158604
7460,NULL,NULL,NULL,NULL,NULL,NULL,positive,158315
7461,1-2,µm,0.5-0.8,rod-shaped,0,NULL,negative,132586
7462,1.2-2.2,µm,0.6-1.2,rod-shaped,1,"monotrichous, polar",negative,158605
7463,6-20,µm,0.1,helical-shaped,1,NULL,NULL,158606
7464,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,158607
7465,NULL,NULL,NULL,rod-shaped,0,NULL,positive,158608
7466,7-11,µm,0.4-0.5,rod-shaped,1,peritrichous,positive,158609
7467,2.5-4,µm,0.3-0.5,rod-shaped,1,peritrichous,positive,158610
7468,1-1.8,µm,0.6-0.8,rod-shaped,0,NULL,negative,158611
7469,NULL,NULL,NULL,rod-shaped,0,NULL,positive,158387
7470,NULL,NULL,NULL,NULL,0,NULL,positive,158325
7471,0.8-1,µm,0.5-0.6,rod-shaped,0,NULL,negative,158612
7472,1.6-1.7,µm,0.6-0.75,rod-shaped,1,NULL,negative,158613
7473,1.9-2.1,µm,0.6-0.8,rod-shaped,1,NULL,negative,158614
7474,1.5-2.5,µm,0.3-0.8,rod-shaped,1,"monotrichous, polar",negative,158616
7475,2.1-5.6,µm,0.8-1,rod-shaped,0,NULL,negative,158615
7476,0.6-3,µm,0.2-0.8,rod-shaped,0,NULL,negative,158617
7477,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,NULL,158617
7478,1.5-4.1,µm,0.3-0.45,rod-shaped,0,NULL,positive,158390
7479,1.8-2.2,µm,0.45-0.55,rod-shaped,1,NULL,negative,158618
7480,2-3,µm,0.7-0.9,rod-shaped,1,"monotrichous, polar",negative,158350
7481,2-3.25,µm,1.1-1.5,rod-shaped,1,gliding,negative,158619
7482,1.8-2.2,µm,0.6-1,rod-shaped,1,NULL,negative,158620
7483,1.3-2.2,µm,0.6-1,rod-shaped,1,"monotrichous, polar",negative,158322
7484,0.7-1,µm,0.3-0.5,rod-shaped,0,NULL,positive,158621
7485,NULL,NULL,NULL,rod-shaped,0,NULL,negative,158622
7486,1.5-3,µm,0.4-0.6,rod-shaped,0,NULL,negative,158623
7487,1.2-3.4,µm,0.3-0.4,rod-shaped,1,gliding,negative,158624
7488,1-1.2,µm,0.6-0.8,rod-shaped,0,NULL,positive,158625
7489,0.2-0.3,µm,0.1-0.2,rod-shaped,0,NULL,negative,158626
7490,NULL,NULL,NULL,NULL,0,NULL,positive,158627
7491,NULL,NULL,NULL,NULL,0,NULL,positive,158628
7492,2-5,µm,0.4-0.6,rod-shaped,NULL,NULL,positive,158629
7493,2-5,µm,0.4-0.6,rod-shaped,NULL,NULL,positive,158630
7494,1.5-1.9,µm,0.6-0.8,rod-shaped,1,NULL,negative,158631
7495,NULL,NULL,NULL,rod-shaped,1,NULL,positive,158391
