ID_kit_api_coryne,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_COR,modify_in_pgsql_COR,ID_tbl_api_COR,last_change
1191,-,+,-,-,-,+,+,+,+,-,-,-,+,-,+,+,+,+,+,+,-,147985,52215,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1192,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,147998,52231,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1193,-,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,,148022,52258,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1194,-,+,+,-,-,+,+,+,+,-,+,-,+,+,-,-,+,-,-,-,+,148068,52306,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1195,+,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,148069,52307,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1196,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,148084,52328,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1197,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,148164,52412,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1198,-,-,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,148167,52415,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1199,+,+,+,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,10549,52418,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1200,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,148170,52421,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1201,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,+,-,+,148172,52423,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1202,-,+,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,148182,52445,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1203,+,+,-,+,+,+,+,-,+,-,-,-,+,-,+,-,+,+,+,-,-,148203,52467,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1204,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,148212,52476,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1205,+,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,148214,52479,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1206,+,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,148216,52482,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1207,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,148223,52489,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1208,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,148232,52498,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1209,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,148247,52513,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1210,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,148248,52514,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1211,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,148250,52516,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1212,-,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,+,148289,52561,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1213,-,-,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,148300,52576,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1214,+,+,-,+,-,-,+,-,+,+,-,-,+,-,-,-,-,-,-,-,+,148311,52593,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1215,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,148312,52594,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1216,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,+,148326,52609,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1217,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,148328,52611,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1218,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,148340,52626,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1219,-,+,-,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,+,148344,52630,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1220,-,+,-,+,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,148382,52669,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1221,-,+,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,148401,52689,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1222,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,148402,52690,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1223,-,+,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,+,+,+,+,139099,52712,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1224,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,+,148428,52720,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1225,+,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,3165,52721,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1226,+,+,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,-,+,-,+,148429,52722,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1227,-,-,+,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,10726,52726,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1228,+,+,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,-,+,-,+,148438,52734,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1229,-,+,+,+,+,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,+,148446,52742,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1230,-,+,+,+,-,-,+,-,-,+,+,-,+,-,-,-,-,-,-,-,+,148514,52832,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1231,+,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,148520,52838,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1232,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,148547,52867,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1233,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,148554,52874,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1234,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,148569,52889,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1235,-,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,148571,52891,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1236,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,148573,52893,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1237,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,148574,52894,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1238,+,+,-,+,-,-,+,-,+,+,-,-,+,-,-,-,-,-,+,-,+,148580,52900,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1239,+,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,148594,52915,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1240,-,+,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,148604,52925,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1241,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,148606,52928,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1242,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,+,148611,52933,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1243,+,+,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,148725,53053,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1244,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,148726,53054,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1245,-,+,+,+,+,-,+,+,-,-,-,-,+,+,-,-,+,+,-,-,-,148805,53134,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1246,+,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,148813,53143,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1247,-,+,-,+,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,+,141239,44177,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1248,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,148899,53231,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1249,-,-,+,-,+,+,+,+,+,-,+,-,+,+,-,-,+,-,+,-,-,148970,53304,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1250,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,3176,53326,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1251,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,148993,53330,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1252,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149006,53343,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1253,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,149037,53376,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1254,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149050,53389,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1255,+,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149072,53419,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1256,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,149087,53435,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1257,-,+,+,+,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,149099,53447,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1258,-,+,+,+,-,+,-,-,+,+,-,-,+,-,-,-,+,+,-,-,+,149100,53448,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1259,-,+,+,+,-,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,149101,53449,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1260,-,-,+,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,149102,53450,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1261,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,149120,53471,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1262,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,149146,53501,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1263,+,+,-,+,-,+,+,+,+,-,+,-,+,+,-,+,+,-,+,+,+,149156,53512,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1264,-,+,+,+,-,+,-,-,-,+,-,-,,-,-,+,+,+,+,-,+,14625,44677,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1265,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149187,53545,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1266,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,149196,53556,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1267,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,149205,53566,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1268,-,+,-,+,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,149210,53571,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1269,+,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,149237,53602,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1270,-,+,-,+,-,-,+,-,+,-,+,-,+,+,-,-,+,-,+,+,+,149261,53629,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1271,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,149275,53644,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1272,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,149277,53649,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1273,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,149295,53669,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1274,+,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,149302,53677,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1275,-,+,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,149304,53679,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1276,+,+,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,+,8422,53707,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1277,+,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,149362,53750,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1278,-,-,-,+,-,-,+,-,-,+,-,-,+,+,-,-,+,-,-,+,+,149388,53777,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1279,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,149391,53780,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1280,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,149394,53783,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1281,+,+,+,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,8435,53793,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1282,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,8448,53794,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1283,-,-,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,8433,53796,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1284,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,149423,53828,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1285,-,-,+,+,-,+,+,+,+,-,-,-,+,+,-,-,+,+,+,-,+,149433,53838,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1286,-,+,+,+,-,+,+,+,+,-,+,-,+,+,-,-,-,-,-,-,+,149443,53848,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1287,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149471,53882,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1288,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,149473,53884,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1289,-,-,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,149487,53900,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1290,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149489,53902,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1291,+,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,149492,53905,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1292,+,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,149494,53909,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1293,+,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,3153,53924,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1294,+,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,134608,53926,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1295,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,149528,53948,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1296,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149548,53970,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1297,+,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,149557,53979,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1298,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,149582,54014,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1299,-,-,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,149605,54038,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1300,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,+,3175,54117,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1301,-,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,+,138196,54118,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1302,-,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,+,149682,54119,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1303,-,-,+,+,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,149683,54120,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1304,-,-,+,+,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,149684,54121,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1305,-,-,-,+,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,149685,54122,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1306,-,+,+,+,-,-,+,-,-,+,-,-,+,-,-,-,+,-,-,+,+,149693,54132,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1307,-,+,-,+,-,-,-,-,+,+,-,-,+,+,-,-,-,-,-,-,+,149703,54143,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1308,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,149709,54149,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1309,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,149711,54151,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1310,-,+,-,+,-,+,+,+,+,-,+,-,-,-,-,-,+,+,+,-,-,7403,54184,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1311,-,-,+,+,-,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,149743,54186,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1312,-,-,+,+,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,+,+,149744,54187,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1313,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,149745,54188,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1314,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,149746,54189,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1315,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149747,54190,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1316,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,149768,54212,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1317,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,149782,54230,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1318,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,149803,54257,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1319,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,149844,54313,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1320,+,+,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,+,149887,54358,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1321,+,+,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,149899,54370,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1322,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,149909,54382,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1323,+,-,+,+,-,+,+,-,+,-,+,-,+,-,-,-,-,-,-,-,+,149917,54390,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1324,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,149921,54394,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1325,+,-,+,-,-,+,+,+,+,-,-,-,+,+,+,-,+,+,+,-,-,178,54404,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1326,-,+,-,+,+,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,+,135881,54471,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1327,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,139188,54472,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1328,+,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,149987,54477,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1329,+,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,149988,54478,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1330,-,+,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,+,149993,54483,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1331,-,+,+,-,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,150009,54501,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1332,-,+,-,+,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,150010,54502,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1333,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,150024,54517,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1334,-,+,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,150080,54583,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1335,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,150088,54591,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1336,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,150099,54602,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1337,-,+,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,+,150100,54603,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1338,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,+,150108,54611,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
