ID_kit_api_rID32A,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,ID_strains,ID_reference,manual_annotation,created_rID32A,modify_in_pgsql_rID32A,ID_tbl_api_rID32A,last_change
4067,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151879,56643,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4068,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,-,+,-,+,151857,56621,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4069,+,-,+,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,151832,56588,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4070,-,-,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,+,184,56584,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4071,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151829,56583,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4072,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,-,-,151827,56581,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4073,-,-,-,+,-,+,+,-,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,+,+,-,-,-,-,151818,56571,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4074,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,151814,56567,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4075,-,-,+,+,-,+,+,+,-,+,+,+,-,+,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,1689,56552,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4076,-,-,+,+,-,+,+,+,-,-,-,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,1686,56551,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4077,-,-,+,+,-,+,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,-,+,-,+,1762,56548,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4078,-,+,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,+,151778,56513,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4079,-,-,-,+,-,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,151771,56504,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4080,-,-,+,+,-,+,+,+,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,+,-,+,151683,56410,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4081,-,-,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,-,-,-,151681,56408,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4082,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,151661,56379,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4083,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,+,151660,56378,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4084,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,151659,56377,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4085,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,+,+,+,-,+,-,+,151597,56304,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4086,-,-,-,-,-,+,-,-,+,+,+,+,-,-,-,-,-,+,+,-,-,-,+,+,+,-,+,-,+,151596,56303,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4087,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,151595,56302,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4088,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,-,+,151581,56288,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4089,-,-,+,+,-,+,+,+,-,-,+,+,-,+,-,-,-,+,-,-,+,+,+,+,-,+,+,-,+,151567,56271,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4090,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,151548,56251,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4091,-,+,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,151544,56247,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4092,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,+,-,+,+,+,-,+,151539,56242,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4093,-,-,-,+,-,+,+,-,-,+,+,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,151537,56240,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4094,-,-,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151533,56236,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4095,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,+,-,+,+,+,-,+,151532,56235,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4096,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,151529,56232,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4097,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,+,+,+,-,-,151528,56231,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4098,+,-,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,+,+,+,-,+,151526,56229,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4099,-,-,+,+,-,+,-,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,-,-,-,151519,56222,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4100,-,-,+,+,-,+,-,+,-,+,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,151518,56221,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4101,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,151511,56214,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4102,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,151510,56213,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4103,-,+,-,+,-,+,+,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,-,+,-,+,+,-,-,151508,56211,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4104,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,+,-,+,+,-,+,-,+,+,-,+,151503,56206,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4105,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,-,+,151502,56205,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4106,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151495,56197,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4107,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,151485,56187,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4108,-,-,-,+,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,151479,56181,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4109,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151476,56178,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4110,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,-,+,151472,56174,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4111,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,-,151470,56172,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4112,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,+,+,-,+,151464,56166,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4113,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,151463,56165,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,-,+,+,-,-,151462,56164,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4115,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,151458,56160,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,151450,56152,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4117,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,+,-,-,+,+,-,+,-,+,+,-,+,151443,56145,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4118,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,151434,56136,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4119,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,151428,56130,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4120,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,151424,56126,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4121,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,-,+,+,-,-,151419,56121,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4122,-,-,+,-,+,+,+,-,-,-,+,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,-,+,151415,56117,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4123,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,-,-,+,-,+,151401,56103,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4124,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151394,56096,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4125,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,151390,56092,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,151389,56091,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4127,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,151387,56089,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4128,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,151380,56082,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4129,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,151379,56081,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4130,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151378,56080,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4131,-,+,-,+,-,+,-,-,+,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+,151368,56069,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,+,-,-,-,-,+,-,-,151342,56034,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4133,-,-,+,+,-,+,-,+,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,+,-,+,151323,56015,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4134,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,137324,65630,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4135,-,-,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,+,-,+,151166,55835,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4136,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,151156,55825,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4137,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,151125,55792,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4138,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151116,55783,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4139,-,-,-,-,-,+,+,-,-,+,+,-,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,6386,55765,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4140,-,-,+,+,-,+,+,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151078,55733,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4141,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,151052,55701,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4142,-,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,151051,55700,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4143,-,-,+,+,-,+,-,+,-,+,-,+,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151047,55696,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4144,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,-,+,151039,55680,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4145,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151038,55679,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4146,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151018,55649,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4147,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,151001,55631,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4148,-,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,+,135309,55597,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,+,-,-,+,150969,55596,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4150,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,150951,55574,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4151,-,+,+,+,-,+,+,+,+,+,+,+,-,-,+,-,-,+,+,-,+,+,+,+,+,+,+,-,+,150948,55571,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4152,-,+,-,+,-,+,-,-,-,+,+,-,-,-,-,-,+,+,+,-,+,+,-,+,+,+,+,-,+,181,55553,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4153,-,+,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,150923,55544,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4154,-,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,150922,55543,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4155,-,-,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,150897,55514,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4156,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-,-,+,+,-,+,-,+,+,+,+,150886,55503,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4157,-,-,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,+,-,+,150885,55502,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4158,-,-,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+,+,-,+,+,+,+,+,-,-,-,-,136504,55409,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4159,-,-,-,+,-,+,+,-,-,+,+,-,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,150796,55406,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141639,44724,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4161,-,+,-,+,-,-,+,-,-,+,+,-,-,+,-,-,+,+,-,-,+,+,-,+,+,-,+,-,+,141638,44721,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4162,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,137757,44718,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4163,-,+,-,+,-,+,-,-,+,-,+,-,-,-,-,-,+,+,-,-,+,+,-,+,+,+,+,-,+,14800,44716,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4164,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,138349,55330,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4165,-,-,-,+,-,-,+,-,-,+,+,-,-,+,-,-,-,+,-,-,-,+,+,-,+,-,+,-,-,150717,55314,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4166,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,150715,55312,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4167,-,+,+,+,-,+,+,+,+,+,+,+,-,-,+,-,-,+,+,-,+,+,-,+,+,-,+,-,+,175,55186,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4168,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,150594,55179,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4169,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,+,+,-,-,+,+,-,+,+,+,+,-,+,150585,55169,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4170,-,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,150559,55137,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4171,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,150551,55126,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4172,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,150530,55101,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4173,+,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,150529,55100,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4174,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,+,136285,44192,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-,-,-,-,141251,44191,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4176,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,+,141249,44187,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4177,-,-,+,+,-,+,+,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,150462,55027,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4178,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,150453,55014,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4179,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-,-,150434,54991,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4180,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-,-,150433,54990,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4181,-,-,+,-,+,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,150405,54959,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4182,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,+,150384,54936,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4183,-,-,+,+,-,+,+,+,+,+,+,+,-,+,-,-,-,+,-,-,+,+,+,+,-,+,+,-,+,150378,54925,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4184,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,150349,54892,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4185,+,+,-,-,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,150268,54796,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4186,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,150232,54751,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4187,-,+,-,+,+,+,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,+,+,150223,54742,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4188,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,150208,54726,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4189,-,-,-,+,-,+,-,-,-,+,+,-,-,+,+,-,+,+,+,+,+,+,-,+,+,+,+,-,+,150164,54670,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4190,-,-,-,+,+,-,+,-,+,+,+,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,136500,54627,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4191,-,-,+,-,+,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,-,150056,54558,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4192,-,+,+,+,+,-,+,+,-,+,+,+,-,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,149980,54466,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
