ID_kit_api_rID32A,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,ID_strains,ID_reference,manual_annotation,created_rID32A,modify_in_pgsql_rID32A,ID_tbl_api_rID32A,last_change
3941,-,-,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,-,+,-,+,+,-,+,-,-,-,-,-,153535,58742,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3942,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,-,+,-,+,153534,58741,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3943,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,-,+,-,-,153473,58668,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3944,-,-,+,+,-,+,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,153441,58625,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3945,-,-,+,+,-,+,+,+,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,153440,58624,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3946,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,+,+,+,+,-,-,-,153438,58622,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3947,-,-,-,+,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,153430,58611,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3948,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,153414,58587,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3949,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+,153401,58574,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3950,-,-,-,+,-,+,+,-,-,-,-,+,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,+,153396,58569,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3951,-,+,-,-,-,+,-,-,+,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+,153349,58502,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3952,-,+,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,153347,58500,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3953,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,+,+,-,+,+,+,+,+,+,+,153344,58496,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3954,-,+,-,+,+,+,+,-,+,-,+,-,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,+,153336,58487,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3955,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,-,+,-,+,153310,58460,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3956,-,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,153286,58430,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3957,-,+,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,153247,58372,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3958,-,+,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,153246,58371,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3959,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,153245,58370,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3960,-,+,-,-,-,+,+,-,-,-,+,-,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,+,153244,58369,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3961,-,-,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,153241,58363,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3962,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,153223,58332,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3963,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,-,+,153195,58298,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3964,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,+,+,-,+,153191,58294,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3965,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+,153191,58294,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3966,-,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,153188,58290,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3967,-,-,+,+,-,+,+,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,+,-,+,153182,58284,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3968,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,-,+,+,-,-,+,+,+,+,+,-,-,-,-,153167,58260,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3969,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,+,+,+,+,+,-,+,+,+,+,-,+,153165,58258,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3970,-,-,+,+,-,+,+,+,-,-,+,+,-,-,+,-,+,+,+,+,+,+,-,+,+,+,-,-,-,153158,58251,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3971,+,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,153154,58247,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,5774,44797,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3973,-,+,-,-,-,+,+,-,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,+,+,+,+,-,+,153138,58227,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3974,+,+,-,-,-,+,-,-,+,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,153114,58203,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3975,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,153113,58202,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3976,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,+,+,-,+,153101,58190,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3977,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,+,+,-,+,+,+,+,+,+,+,-,+,153088,58166,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3978,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,+,-,-,-,-,-,153085,58163,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3979,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3065,58133,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3980,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,-,+,+,+,-,+,153038,58109,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3981,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,+,+,-,-,+,+,+,-,+,-,+,-,+,153031,58102,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3982,-,+,-,+,-,+,+,-,+,+,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+,153030,58101,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3983,+,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,153024,58095,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3984,-,-,+,+,-,+,+,+,+,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,153012,58062,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3985,-,-,+,+,-,+,-,-,-,-,+,+,-,-,+,-,-,+,+,-,+,+,+,+,+,+,+,-,+,153002,58051,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3986,-,-,+,+,-,+,+,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,152979,58023,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3987,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,152973,58012,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3988,-,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,152963,58002,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3989,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,152912,57937,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3990,-,-,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,+,-,+,152875,57895,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3991,-,+,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,-,+,152851,57868,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3992,-,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,+,152843,57860,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3993,-,+,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,-,+,152790,57789,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3994,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,152752,57746,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3995,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+,152650,57621,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3996,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,-,-,152648,57619,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3997,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,+,+,-,-,-,3222,57608,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3998,-,-,-,-,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,152621,57586,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
3999,-,-,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,+,+,+,+,+,-,+,152599,57555,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4000,-,-,-,-,-,+,+,-,-,-,+,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,-,-,+,152592,57545,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4001,-,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,152589,57542,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,152585,57537,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4003,+,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,+,152584,57536,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4004,-,+,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,-,-,-,152583,57528,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4005,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,152580,57519,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,+,+,-,-,152534,57457,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4007,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,152533,57456,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4008,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,152519,57440,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4009,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,152517,57438,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4010,-,-,+,+,-,+,+,+,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,152514,57435,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4011,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,+,+,-,+,152492,57409,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4012,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,-,+,152472,57387,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4013,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,152395,57301,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4014,-,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,152380,57274,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4015,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,152374,57268,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,+,+,-,+,+,+,+,+,+,152372,57261,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4017,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,-,-,-,+,152360,57245,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4018,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,152357,57242,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4019,-,-,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,+,-,+,152355,57240,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,+,-,-,152296,57171,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4021,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,152281,57150,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4022,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,-,-,152278,57147,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4023,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,152275,57143,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4024,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,152272,57138,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4025,+,+,-,+,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,152270,57135,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4026,-,-,+,+,-,+,+,+,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,152264,57126,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4027,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,152227,57087,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4028,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,-,-,+,152211,57052,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4029,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,+,152210,57051,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4030,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,152209,57050,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4031,-,+,+,+,+,-,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,-,+,152206,57046,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4032,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,152204,57044,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4033,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,-,152176,57011,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4034,-,+,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,+,152175,57010,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4035,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,152163,56997,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4036,-,+,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,-,+,152153,56981,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4037,-,-,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,152152,56980,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4038,-,-,+,-,-,+,+,+,-,+,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+,152151,56978,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4039,-,-,+,+,-,+,+,+,-,+,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+,152150,56977,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4040,-,-,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,+,-,+,152121,56945,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4041,-,-,-,+,-,-,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152118,56942,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4042,-,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,152112,56936,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4043,-,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,152108,56932,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4044,-,-,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,152090,56903,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4045,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,-,+,152074,56886,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4046,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,-,-,-,+,+,-,-,152068,56876,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4047,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,152057,56865,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4048,-,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,+,-,-,152015,56815,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4049,-,-,-,+,-,+,+,-,-,+,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,-,+,-,+,152000,56799,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4050,-,+,-,+,-,+,-,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,151988,56785,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4051,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,+,+,+,-,+,3221,56770,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4052,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,151971,56762,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4053,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,+,+,-,+,151970,56761,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4054,-,-,+,+,-,+,-,-,-,+,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,+,+,-,+,137143,65639,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4055,-,-,+,+,-,+,+,+,-,-,-,+,-,-,-,-,+,+,+,-,+,+,-,+,-,+,+,-,+,137496,56696,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4056,-,-,+,+,-,+,+,+,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,+,-,+,138910,65644,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4057,-,-,-,+,-,-,+,-,-,+,+,-,-,+,-,-,-,+,-,-,-,+,+,-,+,-,+,+,-,151911,56681,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4058,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,151903,56670,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4059,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,151902,56669,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4060,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,+,-,+,151900,56667,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4061,-,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,-,151890,56654,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4062,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,+,151884,56648,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4063,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,-,-,-,-,-,-,151883,56647,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4064,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,+,-,-,-,-,151882,56646,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4065,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151881,56645,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
4066,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,151880,56644,1,2019-11-19 10:18:46,2019-11-19 09:18:46,,2019-11-19 09:18:46
