ID_halophily,halophily,salt,salt_concentration,rgStart,rgEnd,salt_concentration_unit,ability,test_type,ID_strains,ID_reference,manual_annotation,last_change
6707,,NaCl,0.25,0.25,0.25,%,positive,optimum,24206,31116,1,2017-12-04 11:19:31
6708,,NaCl,0.25,0.25,0.25,%,positive,optimum,7783,32234,1,2017-12-04 11:19:31
6709,,NaCl,0.25,0.25,0.25,%,positive,optimum,11148,29539,1,2017-12-04 11:19:31
6710,,NaCl,0.25,0.25,0.25,%,positive,optimum,13641,29839,1,2017-12-04 11:19:31
6711,,NaCl,0.25,0.25,0.25,%,positive,optimum,14026,29697,1,2017-12-04 11:19:31
6712,,NaCl,0.25,0.25,0.25,%,positive,optimum,7478,29956,1,2017-12-04 11:19:31
6713,,NaCl,0.25,0.25,0.25,%,positive,optimum,7349,29956,1,2017-12-04 11:19:31
6714,,NaCl,0.25,0.25,0.25,%,positive,optimum,7476,29956,1,2017-12-04 11:19:31
6715,,NaCl,0.25,0.25,0.25,%,positive,optimum,7477,29956,1,2017-12-04 11:19:31
6716,,NaCl,0.25,0.25,0.25,%,positive,optimum,23280,30267,1,2017-12-04 11:19:31
6717,,NaCl,0.25,0.25,0.25,%,positive,optimum,24251,30526,1,2017-12-04 11:19:31
6718,,NaCl,0.29,0.29,0.29,%,positive,optimum,16671,31441,1,2017-12-04 11:19:31
6719,,NaCl,0.29,0.29,0.29,%,positive,optimum,134201,31816,1,2017-12-04 11:19:31
6720,,NaCl,0.29-5.8,0.29,5.8,%,positive,optimum,7001,31762,1,2017-12-04 11:19:31
6721,,NaCl,0.35,0.35,0.35,%,positive,optimum,134132,31431,1,2017-12-04 11:19:31
6722,,NaCl,0.35,0.35,0.35,%,positive,optimum,134124,31431,1,2017-12-04 11:19:31
6723,,NaCl,0.35,0.35,0.35,%,positive,optimum,134131,31431,1,2017-12-04 11:19:31
6724,,NaCl,0.35,0.35,0.35,%,positive,optimum,134123,31431,1,2017-12-04 11:19:31
6725,,NaCl,0.35,0.35,0.35,%,positive,optimum,134121,31431,1,2017-12-04 11:19:31
6726,,NaCl,0.35,0.35,0.35,%,positive,optimum,7597,31246,1,2017-12-04 11:19:31
6727,,NaCl,0.35,0.35,0.35,%,positive,optimum,11448,32035,1,2017-12-04 11:19:31
6728,,NaCl,0.35,0.35,0.35,%,positive,optimum,5726,31479,1,2017-12-04 11:19:31
6729,,NaCl,0.35,0.35,0.35,%,positive,optimum,134125,31431,1,2017-12-04 11:19:31
6730,,NaCl,0.35,0.35,0.35,%,positive,optimum,134133,31431,1,2017-12-04 11:19:31
6731,,NaCl,0.35,0.35,0.35,%,positive,optimum,134122,31431,1,2017-12-04 11:19:31
6732,,NaCl,0.35-9,0.35,9.0,%,positive,optimum,17274,32576,1,2017-12-04 11:19:31
6733,,NaCl,0.375,0.38,0.38,%,positive,optimum,10523,32232,1,2017-12-04 11:19:31
6734,,NaCl,0.4,0.4,0.4,%,positive,optimum,2853,29002,1,2017-12-04 11:19:31
6735,,NaCl,0.4,0.4,0.4,%,positive,optimum,132082,32033,1,2017-12-04 11:19:31
6736,,NaCl,0.4,0.4,0.4,%,positive,optimum,134128,31431,1,2017-12-04 11:19:31
6737,,NaCl,0.4,0.4,0.4,%,positive,optimum,134129,31431,1,2017-12-04 11:19:31
6738,,NaCl,0.45,0.45,0.45,%,positive,optimum,5701,31941,1,2017-12-04 11:19:31
6739,,NaCl,0.5,0.5,0.5,%,positive,optimum,5567,31931,1,2017-12-04 11:19:31
6740,,NaCl,0.5,0.5,0.5,%,positive,optimum,133516,29259,1,2017-12-04 11:19:31
6741,,NaCl,0.5,0.5,0.5,%,positive,optimum,133702,30214,1,2017-12-04 11:19:31
6742,,NaCl,0.5,0.5,0.5,%,positive,optimum,3892,29037,1,2017-12-04 11:19:31
6743,,NaCl,0.5,0.5,0.5,%,positive,optimum,133605,29716,1,2017-12-04 11:19:31
6744,,NaCl,0.5,0.5,0.5,%,positive,optimum,17662,29795,1,2017-12-04 11:19:31
6745,,NaCl,0.5,0.5,0.5,%,positive,optimum,7179,31541,1,2017-12-04 11:19:31
6746,,NaCl,0.5,0.5,0.5,%,positive,optimum,5823,29776,1,2017-12-04 11:19:31
6747,,NaCl,0.5,0.5,0.5,%,positive,optimum,7178,31454,1,2017-12-04 11:19:31
6748,,NaCl,0.5,0.5,0.5,%,positive,optimum,133555,29491,1,2017-12-04 11:19:31
6749,,NaCl,0.5,0.5,0.5,%,positive,optimum,6319,29018,1,2017-12-04 11:19:31
6750,,NaCl,0.5,0.5,0.5,%,positive,optimum,14100,31965,1,2017-12-04 11:19:31
6751,,NaCl,0.5,0.5,0.5,%,positive,optimum,134270,32219,1,2017-12-04 11:19:31
6752,,NaCl,0.5,0.5,0.5,%,positive,optimum,134271,32219,1,2017-12-04 11:19:31
6753,,NaCl,0.5,0.5,0.5,%,positive,optimum,133611,29757,1,2017-12-04 11:19:31
6754,,NaCl,0.5,0.5,0.5,%,positive,optimum,3812,31525,1,2017-12-04 11:19:31
6755,,NaCl,0.5,0.5,0.5,%,positive,optimum,5550,31865,1,2017-12-04 11:19:31
6756,,NaCl,0.5,0.5,0.5,%,positive,optimum,2847,31891,1,2017-12-04 11:19:31
6757,,NaCl,0.5,0.5,0.5,%,positive,optimum,5568,31865,1,2017-12-04 11:19:31
6758,,NaCl,0.5,0.5,0.5,%,positive,optimum,14140,29145,1,2017-12-04 11:19:31
6759,,NaCl,0.5,0.5,0.5,%,positive,optimum,23258,30578,1,2017-12-04 11:19:31
6760,,NaCl,0.5,0.5,0.5,%,positive,optimum,14133,32192,1,2017-12-04 11:19:31
6761,,NaCl,0.5,0.5,0.5,%,positive,optimum,133628,29833,1,2017-12-04 11:19:31
6762,,NaCl,0.5,0.5,0.5,%,positive,optimum,14134,32192,1,2017-12-04 11:19:31
6763,,NaCl,0.5,0.5,0.5,%,positive,optimum,17487,31837,1,2017-12-04 11:19:31
6764,,NaCl,0.5,0.5,0.5,%,positive,optimum,10500,29238,1,2017-12-04 11:19:31
6765,,NaCl,0.5,0.5,0.5,%,positive,optimum,17496,32623,1,2017-12-04 11:19:31
6766,,NaCl,0.5,0.5,0.5,%,positive,optimum,10512,28968,1,2017-12-04 11:19:31
6767,,NaCl,0.5,0.5,0.5,%,positive,optimum,13889,32398,1,2017-12-04 11:19:31
6768,,NaCl,0.5,0.5,0.5,%,positive,optimum,134293,32293,1,2017-12-04 11:19:31
6769,,NaCl,0.5,0.5,0.5,%,positive,optimum,131263,30966,1,2017-12-04 11:19:31
6770,,NaCl,0.5,0.5,0.5,%,positive,optimum,17489,31837,1,2017-12-04 11:19:31
6771,,NaCl,0.5,0.5,0.5,%,positive,optimum,11335,29130,1,2017-12-04 11:19:31
6772,,NaCl,0.5,0.5,0.5,%,positive,optimum,14244,31504,1,2017-12-04 11:19:31
6773,,NaCl,0.5,0.5,0.5,%,positive,optimum,11334,29130,1,2017-12-04 11:19:31
6774,,NaCl,0.5,0.5,0.5,%,positive,optimum,24250,30526,1,2017-12-04 11:19:31
6775,,NaCl,0.5,0.5,0.5,%,positive,optimum,17013,29127,1,2017-12-04 11:19:31
6776,,NaCl,0.5,0.5,0.5,%,positive,optimum,13778,32656,1,2017-12-04 11:19:31
6777,,NaCl,0.5,0.5,0.5,%,positive,optimum,6190,28878,1,2017-12-04 11:19:31
6778,,NaCl,0.5,0.5,0.5,%,positive,optimum,11145,29281,1,2017-12-04 11:19:31
6779,,NaCl,0.5,0.5,0.5,%,positive,optimum,133852,30676,1,2017-12-04 11:19:31
6780,,NaCl,0.5,0.5,0.5,%,positive,optimum,11122,32010,1,2017-12-04 11:19:31
6781,,NaCl,0.5,0.5,0.5,%,positive,optimum,17624,29058,1,2017-12-04 11:19:31
6782,,NaCl,0.5,0.5,0.5,%,positive,optimum,134265,32202,1,2017-12-04 11:19:31
6783,,NaCl,0.5,0.5,0.5,%,positive,optimum,559,32594,1,2017-12-04 11:19:31
6784,,NaCl,0.5,0.5,0.5,%,positive,optimum,23771,31140,1,2017-12-04 11:19:31
6785,,NaCl,0.5,0.5,0.5,%,positive,optimum,133619,29796,1,2017-12-04 11:19:31
6786,,NaCl,0.5,0.5,0.5,%,positive,optimum,133445,29022,1,2017-12-04 11:19:31
6787,,NaCl,0.5,0.5,0.5,%,positive,optimum,1095,31442,1,2017-12-04 11:19:31
6788,,NaCl,0.5,0.5,0.5,%,positive,optimum,134137,31442,1,2017-12-04 11:19:31
6789,,NaCl,0.5,0.5,0.5,%,positive,optimum,1223,31283,1,2017-12-04 11:19:31
6790,,NaCl,0.5,0.5,0.5,%,positive,optimum,5570,32470,1,2017-12-04 11:19:31
6791,,NaCl,0.5,0.5,0.5,%,positive,optimum,134059,31154,1,2017-12-04 11:19:31
6792,,NaCl,0.5,0.5,0.5,%,positive,optimum,16797,29399,1,2017-12-04 11:19:31
6793,,NaCl,0.5,0.5,0.5,%,positive,optimum,134016,31064,1,2017-12-04 11:19:31
6794,,NaCl,0.5,0.5,0.5,%,positive,optimum,133842,30652,1,2017-12-04 11:19:31
6795,,NaCl,0.5,0.5,0.5,%,positive,optimum,133448,29027,1,2017-12-04 11:19:31
6796,,NaCl,0.5,0.5,0.5,%,positive,optimum,23259,30569,1,2017-12-04 11:19:31
6797,,NaCl,0.5,0.5,0.5,%,positive,optimum,133429,28915,1,2017-12-04 11:19:31
6798,,NaCl,0.5,0.5,0.5,%,positive,optimum,133522,29307,1,2017-12-04 11:19:31
6799,,NaCl,0.5,0.5,0.5,%,positive,optimum,134004,31035,1,2017-12-04 11:19:31
6800,,NaCl,0.5,0.5,0.5,%,positive,optimum,13163,32574,1,2017-12-04 11:19:31
6801,,NaCl,0.5,0.5,0.5,%,positive,optimum,10508,32607,1,2017-12-04 11:19:31
6802,,NaCl,0.5,0.5,0.5,%,positive,optimum,131253,30397,1,2017-12-04 11:19:31
6803,,NaCl,0.5,0.5,0.5,%,positive,optimum,14155,31399,1,2017-12-04 11:19:31
6804,,NaCl,0.5,0.5,0.5,%,positive,optimum,130670,30637,1,2017-12-04 11:19:31
6805,,NaCl,0.5,0.5,0.5,%,positive,optimum,7630,30474,1,2017-12-04 11:19:31
6806,,NaCl,0.5,0.5,0.5,%,positive,optimum,14295,32275,1,2017-12-04 11:19:31
6807,,NaCl,0.5,0.5,0.5,%,positive,optimum,24800,30726,1,2017-12-04 11:19:31
6808,,NaCl,0.5,0.5,0.5,%,positive,optimum,6167,32140,1,2017-12-04 11:19:31
6809,,NaCl,0.5,0.5,0.5,%,positive,optimum,17457,29047,1,2017-12-04 11:19:31
6810,,NaCl,0.5,0.5,0.5,%,positive,optimum,134067,31166,1,2017-12-04 11:19:31
6811,,NaCl,0.5,0.5,0.5,%,positive,optimum,131261,30530,1,2017-12-04 11:19:31
6812,,NaCl,0.5,0.5,0.5,%,positive,optimum,3020,29439,1,2017-12-04 11:19:31
6813,,NaCl,0.5,0.5,0.5,%,positive,optimum,6271,32308,1,2017-12-04 11:19:31
6815,,NaCl,0.5,0.5,0.5,%,positive,optimum,23549,31178,1,2017-12-04 11:19:31
6816,,NaCl,0.5,0.5,0.5,%,positive,optimum,17782,31459,1,2017-12-04 11:19:31
6817,,NaCl,0.5,0.5,0.5,%,positive,optimum,2909,29142,1,2017-12-04 11:19:31
6818,,NaCl,0.5,0.5,0.5,%,positive,optimum,23093,30687,1,2017-12-04 11:19:31
6819,,NaCl,0.5,0.5,0.5,%,positive,optimum,133629,29843,1,2017-12-04 11:19:31
6820,,NaCl,0.5,0.5,0.5,%,positive,optimum,5704,29135,1,2017-12-04 11:19:31
6821,,NaCl,0.5,0.5,0.5,%,positive,optimum,14115,29180,1,2017-12-04 11:19:31
6822,,NaCl,0.5,0.5,0.5,%,positive,optimum,133768,30449,1,2017-12-04 11:19:31
6823,,NaCl,0.5,0.5,0.5,%,positive,optimum,2868,31315,1,2017-12-04 11:19:31
6824,,NaCl,0.5,0.5,0.5,%,positive,optimum,565,29781,1,2017-12-04 11:19:31
6825,,NaCl,0.5,0.5,0.5,%,positive,optimum,133513,29247,1,2017-12-04 11:19:31
6826,,NaCl,0.5,0.5,0.5,%,positive,optimum,23180,30710,1,2017-12-04 11:19:31
6827,,NaCl,0.5,0.5,0.5,%,positive,optimum,6138,29947,1,2017-12-04 11:19:31
6828,,NaCl,0.5,0.5,0.5,%,positive,optimum,10529,29411,1,2017-12-04 11:19:31
6829,,NaCl,0.5,0.5,0.5,%,positive,optimum,17458,29047,1,2017-12-04 11:19:31
6830,,NaCl,0.5,0.5,0.5,%,positive,optimum,23349,30776,1,2017-12-04 11:19:31
6831,,NaCl,0.5,0.5,0.5,%,positive,optimum,132144,30617,1,2017-12-04 11:19:31
6832,,NaCl,0.5,0.5,0.5,%,positive,optimum,24667,31120,1,2017-12-04 11:19:31
6833,,NaCl,0.5,0.5,0.5,%,positive,optimum,22975,30501,1,2017-12-04 11:19:31
6834,,NaCl,0.5,0.5,0.5,%,positive,optimum,24684,31022,1,2017-12-04 11:19:31
6835,,NaCl,0.5,0.5,0.5,%,positive,optimum,133456,29046,1,2017-12-04 11:19:31
6836,,NaCl,0.5,0.5,0.5,%,positive,optimum,6289,29302,1,2017-12-04 11:19:31
6837,,NaCl,0.5,0.5,0.5,%,positive,optimum,134294,32299,1,2017-12-04 11:19:31
6838,,NaCl,0.5,0.5,0.5,%,positive,optimum,10455,29223,1,2017-12-04 11:19:31
6839,,NaCl,0.5,0.5,0.5,%,positive,optimum,133828,30620,1,2017-12-04 11:19:31
6840,,NaCl,0.5,0.5,0.5,%,positive,optimum,18080,28967,1,2017-12-04 11:19:31
6841,,NaCl,0.5,0.5,0.5,%,positive,optimum,134049,31136,1,2017-12-04 11:19:31
6842,,NaCl,0.5,0.5,0.5,%,positive,optimum,17993,30092,1,2017-12-04 11:19:31
6843,,NaCl,0.5,0.5,0.5,%,positive,optimum,2320,29368,1,2017-12-04 11:19:31
6844,,NaCl,0.5,0.5,0.5,%,positive,optimum,14025,29326,1,2017-12-04 11:19:31
6845,,NaCl,0.5,0.5,0.5,%,positive,optimum,133843,30653,1,2017-12-04 11:19:31
6846,,NaCl,0.5,0.5,0.5,%,positive,optimum,23104,30956,1,2017-12-04 11:19:31
6847,,NaCl,0.5,0.5,0.5,%,positive,optimum,24035,30891,1,2017-12-04 11:19:31
6848,,NaCl,0.5,0.5,0.5,%,positive,optimum,133928,30897,1,2017-12-04 11:19:31
6849,,NaCl,0.5,0.5,0.5,%,positive,optimum,24437,30513,1,2017-12-04 11:19:31
6850,,NaCl,0.5,0.5,0.5,%,positive,optimum,23285,30603,1,2017-12-04 11:19:31
6851,,NaCl,0.5,0.5,0.5,%,positive,optimum,22986,30739,1,2017-12-04 11:19:31
6852,,NaCl,0.5,0.5,0.5,%,positive,optimum,3015,31695,1,2017-12-04 11:19:31
6853,,NaCl,0.5,0.5,0.5,%,positive,optimum,24675,31009,1,2017-12-04 11:19:31
6854,,NaCl,0.5,0.5,0.5,%,positive,optimum,134015,31062,1,2017-12-04 11:19:31
6855,,NaCl,0.5,0.5,0.5,%,positive,optimum,11263,29062,1,2017-12-04 11:19:31
6856,,NaCl,0.5,0.5,0.5,%,positive,optimum,22933,30593,1,2017-12-04 11:19:31
6857,,NaCl,0.5,0.5,0.5,%,positive,optimum,130655,30644,1,2017-12-04 11:19:31
6858,,NaCl,0.5,0.5,0.5,%,positive,optimum,133982,30991,1,2017-12-04 11:19:31
6859,,NaCl,0.5,0.5,0.5,%,positive,optimum,17511,31707,1,2017-12-04 11:19:31
6860,,NaCl,0.5,0.5,0.5,%,positive,optimum,13656,30689,1,2017-12-04 11:19:31
6861,,NaCl,0.5,0.5,0.5,%,positive,optimum,23741,30506,1,2017-12-04 11:19:31
6862,,NaCl,0.5,0.5,0.5,%,positive,optimum,7355,29040,1,2017-12-04 11:19:31
6863,,NaCl,0.5,0.5,0.5,%,positive,optimum,3931,29477,1,2017-12-04 11:19:31
6864,,NaCl,0.5,0.5,0.5,%,positive,optimum,22934,30789,1,2017-12-04 11:19:31
6865,,NaCl,0.5,0.5,0.5,%,positive,optimum,1237,31402,1,2017-12-04 11:19:31
6866,,NaCl,0.5,0.5,0.5,%,positive,optimum,12558,32071,1,2017-12-04 11:19:31
6867,,NaCl,0.5,0.5,0.5,%,positive,optimum,17762,32127,1,2017-12-04 11:19:31
6868,,NaCl,0.5,0.5,0.5,%,positive,optimum,2318,31972,1,2017-12-04 11:19:31
6869,,NaCl,0.5,0.5,0.5,%,positive,optimum,7175,31326,1,2017-12-04 11:19:31
6870,,NaCl,0.5,0.5,0.5,%,positive,optimum,11836,32076,1,2017-12-04 11:19:31
6871,,NaCl,0.5,0.5,0.5,%,positive,optimum,134234,32031,1,2017-12-04 11:19:31
6872,,NaCl,0.5,0.5,0.5,%,positive,optimum,11115,30185,1,2017-12-04 11:19:31
6873,,NaCl,0.5,0.5,0.5,%,positive,optimum,133596,29685,1,2017-12-04 11:19:31
6874,,NaCl,0.5,0.5,0.5,%,positive,optimum,133595,29685,1,2017-12-04 11:19:31
6875,,NaCl,0.5,0.5,0.5,%,positive,optimum,134367,32628,1,2017-12-04 11:19:31
6876,,NaCl,0.5,0.5,0.5,%,positive,optimum,133612,29763,1,2017-12-04 11:19:31
6877,,NaCl,0.5,0.5,0.5,%,positive,optimum,1325,30050,1,2017-12-04 11:19:31
6878,,NaCl,0.5,0.5,0.5,%,positive,optimum,24022,30818,1,2017-12-04 11:19:31
6879,,NaCl,0.5,0.5,0.5,%,positive,optimum,1966,31259,1,2017-12-04 11:19:31
6880,,NaCl,0.5,0.5,0.5,%,positive,optimum,24566,30636,1,2017-12-04 11:19:31
6881,,NaCl,0.5,0.5,0.5,%,positive,optimum,3031,29355,1,2017-12-04 11:19:31
6882,,NaCl,0.5-1,0.5,1.0,%,positive,optimum,13175,29055,1,2017-12-04 11:19:31
6883,,NaCl,0.5-1,0.5,1.0,%,positive,optimum,133544,29434,1,2017-12-04 11:19:31
6884,,NaCl,0.5-1.5,0.5,1.5,%,positive,optimum,8175,29594,1,2017-12-04 11:19:31
6885,,NaCl,0.5-12,0.5,12.0,%,positive,optimum,133572,29590,1,2017-12-04 11:19:31
6886,,NaCl,0.5-2,0.5,2.0,%,positive,optimum,2472,31657,1,2017-12-04 11:19:31
6887,,NaCl,0.5-2.5,0.5,2.5,%,positive,optimum,133622,29810,1,2017-12-04 11:19:31
6888,,NaCl,0.5-3,0.5,3.0,%,positive,optimum,13747,31665,1,2017-12-04 11:19:31
6889,,NaCl,0.5-3,0.5,3.0,%,positive,optimum,5709,29738,1,2017-12-04 11:19:31
6890,,NaCl,0.5-4,0.5,4.0,%,positive,optimum,17566,32152,1,2017-12-04 11:19:31
6891,,NaCl,0.5-6,0.5,6.0,%,positive,optimum,14085,29553,1,2017-12-04 11:19:31
6892,,NaCl,0.5-7,0.5,7.0,%,positive,optimum,11870,31644,1,2017-12-04 11:19:31
6893,,NaCl,0.5-7.5,0.5,7.5,%,positive,optimum,13829,29786,1,2017-12-04 11:19:31
6894,,NaCl,0.5-8,0.5,8.0,%,positive,optimum,292,31719,1,2017-12-04 11:19:31
6895,,NaCl,0.50,0.5,0.5,%,positive,optimum,133631,29856,1,2017-12-04 11:19:31
6896,,NaCl,0.50,0.5,0.5,%,positive,optimum,1318,29978,1,2017-12-04 11:19:31
6897,,NaCl,0.50,0.5,0.5,%,positive,optimum,133632,29856,1,2017-12-04 11:19:31
6898,,NaCl,0.50,0.5,0.5,%,positive,optimum,17884,30206,1,2017-12-04 11:19:31
6899,,NaCl,0.50,0.5,0.5,%,positive,optimum,17981,29970,1,2017-12-04 11:19:31
6900,,NaCl,0.50,0.5,0.5,%,positive,optimum,24556,30137,1,2017-12-04 11:19:31
6901,,NaCl,0.50,0.5,0.5,%,positive,optimum,133682,30135,1,2017-12-04 11:19:31
6902,,NaCl,0.50,0.5,0.5,%,positive,optimum,17074,30336,1,2017-12-04 11:19:31
6903,,NaCl,0.50,0.5,0.5,%,positive,optimum,4178,30462,1,2017-12-04 11:19:31
6904,,NaCl,0.50,0.5,0.5,%,positive,optimum,133721,30274,1,2017-12-04 11:19:31
6905,,NaCl,0.50,0.5,0.5,%,positive,optimum,23279,30326,1,2017-12-04 11:19:31
6906,,NaCl,0.50,0.5,0.5,%,positive,optimum,131250,30239,1,2017-12-04 11:19:31
6907,,NaCl,0.58,0.58,0.58,%,positive,optimum,6950,29798,1,2017-12-04 11:19:31
6908,,NaCl,0.58,0.58,0.58,%,positive,optimum,6956,30371,1,2017-12-04 11:19:31
6909,,NaCl,0.6,0.6,0.6,%,positive,optimum,23149,30624,1,2017-12-04 11:19:31
6910,,NaCl,0.7,0.7,0.7,%,positive,optimum,23440,30804,1,2017-12-04 11:19:31
6911,,NaCl,0.7,0.7,0.7,%,positive,optimum,5166,31489,1,2017-12-04 11:19:31
6912,,NaCl,0.7,0.7,0.7,%,positive,optimum,133838,30638,1,2017-12-04 11:19:31
6913,,NaCl,0.75,0.75,0.75,%,positive,optimum,5741,29642,1,2017-12-04 11:19:31
6914,,NaCl,0.75,0.75,0.75,%,positive,optimum,23879,31981,1,2017-12-04 11:19:31
6916,,NaCl,0.75,0.75,0.75,%,positive,optimum,23185,30924,1,2017-12-04 11:19:31
6917,,NaCl,0.75,0.75,0.75,%,positive,optimum,2459,32078,1,2017-12-04 11:19:31
6918,,NaCl,0.75,0.75,0.75,%,positive,optimum,23182,30629,1,2017-12-04 11:19:31
6919,,NaCl,0.75,0.75,0.75,%,positive,optimum,133458,29061,1,2017-12-04 11:19:31
6920,,NaCl,0.75,0.75,0.75,%,positive,optimum,134143,31500,1,2017-12-04 11:19:31
6921,,NaCl,0.75,0.75,0.75,%,positive,optimum,11130,32177,1,2017-12-04 11:19:31
6922,,NaCl,0.75,0.75,0.75,%,positive,optimum,130771,30732,1,2017-12-04 11:19:31
6923,,NaCl,0.75,0.75,0.75,%,positive,optimum,133981,30991,1,2017-12-04 11:19:31
6924,,NaCl,0.75,0.75,0.75,%,positive,optimum,7447,29157,1,2017-12-04 11:19:31
6925,,NaCl,0.75,0.75,0.75,%,positive,optimum,6305,32302,1,2017-12-04 11:19:31
6926,,NaCl,0.75,0.75,0.75,%,positive,optimum,7280,32172,1,2017-12-04 11:19:31
6927,,NaCl,0.75,0.75,0.75,%,positive,optimum,14088,31958,1,2017-12-04 11:19:31
6928,,NaCl,0.75,0.75,0.75,%,positive,optimum,17815,30439,1,2017-12-04 11:19:31
6929,,NaCl,0.75,0.75,0.75,%,positive,optimum,134266,32207,1,2017-12-04 11:19:31
6930,,NaCl,0.75,0.75,0.75,%,positive,optimum,134232,32008,1,2017-12-04 11:19:31
6931,,NaCl,0.75,0.75,0.75,%,positive,optimum,24763,30835,1,2017-12-04 11:19:31
6932,,NaCl,0.75,0.75,0.75,%,positive,optimum,133709,30234,1,2017-12-04 11:19:31
6933,,NaCl,0.75,0.75,0.75,%,positive,optimum,133986,31002,1,2017-12-04 11:19:31
6934,,NaCl,0.79,0.79,0.79,%,positive,optimum,24610,31158,1,2017-12-04 11:19:31
6935,,NaCl,0.85,0.85,0.85,%,positive,optimum,5691,32439,1,2017-12-04 11:19:31
6936,,NaCl,0.87,0.87,0.87,%,positive,optimum,24159,31146,1,2017-12-04 11:19:31
6937,,NaCl,0.90,0.9,0.9,%,positive,optimum,13402,29272,1,2017-12-04 11:19:31
6938,,NaCl,01-02,1.0,2.0,%,positive,optimum,14084,29450,1,2017-12-04 11:19:31
6939,,NaCl,01-02,1.0,2.0,%,positive,optimum,17340,32512,1,2017-12-04 11:19:31
6940,,NaCl,01-02,1.0,2.0,%,positive,optimum,13876,31992,1,2017-12-04 11:19:31
6941,,NaCl,01-02,1.0,2.0,%,positive,optimum,1301,29661,1,2017-12-04 11:19:31
6942,,NaCl,01-02,1.0,2.0,%,positive,optimum,133509,29233,1,2017-12-04 11:19:31
6943,,NaCl,01-02,1.0,2.0,%,positive,optimum,13176,29181,1,2017-12-04 11:19:31
6944,,NaCl,01-02,1.0,2.0,%,positive,optimum,7257,31208,1,2017-12-04 11:19:31
6945,,NaCl,01-02,1.0,2.0,%,positive,optimum,11064,32405,1,2017-12-04 11:19:31
6946,,NaCl,01-02,1.0,2.0,%,positive,optimum,5738,32598,1,2017-12-04 11:19:31
6947,,NaCl,01-02,1.0,2.0,%,positive,optimum,14190,32571,1,2017-12-04 11:19:31
6948,,NaCl,01-03,1.0,3.0,%,positive,optimum,13786,31871,1,2017-12-04 11:19:31
6949,,NaCl,01-03,1.0,3.0,%,positive,optimum,296,31723,1,2017-12-04 11:19:31
6950,,NaCl,01-03,1.0,3.0,%,positive,optimum,134181,31723,1,2017-12-04 11:19:31
6951,,NaCl,01-03,1.0,3.0,%,positive,optimum,455,31698,1,2017-12-04 11:19:31
6952,,NaCl,01-03,1.0,3.0,%,positive,optimum,13166,32415,1,2017-12-04 11:19:31
6953,,NaCl,01-03,1.0,3.0,%,positive,optimum,134086,31195,1,2017-12-04 11:19:31
6954,,NaCl,01-03,1.0,3.0,%,positive,optimum,17355,29609,1,2017-12-04 11:19:31
6955,,NaCl,01-03,1.0,3.0,%,positive,optimum,5735,32658,1,2017-12-04 11:19:31
6956,,NaCl,01-03,1.0,3.0,%,positive,optimum,11126,31917,1,2017-12-04 11:19:31
6957,,NaCl,01-03,1.0,3.0,%,positive,optimum,17720,29624,1,2017-12-04 11:19:31
6958,,NaCl,01-03,1.0,3.0,%,positive,optimum,7343,32489,1,2017-12-04 11:19:31
6959,,NaCl,01-03,1.0,3.0,%,positive,optimum,133570,29581,1,2017-12-04 11:19:31
6960,,NaCl,01-04,1.0,4.0,%,positive,optimum,2387,29513,1,2017-12-04 11:19:31
6961,,NaCl,01-04,1.0,4.0,%,positive,optimum,13750,32522,1,2017-12-04 11:19:31
6962,,NaCl,01-04,1.0,4.0,%,positive,optimum,6235,31684,1,2017-12-04 11:19:31
6963,,NaCl,01-04,1.0,4.0,%,positive,optimum,13902,31635,1,2017-12-04 11:19:31
6964,,NaCl,01-04,1.0,4.0,%,positive,optimum,134182,31725,1,2017-12-04 11:19:31
6965,,NaCl,01-05,1.0,5.0,%,positive,optimum,1519,31809,1,2017-12-04 11:19:31
6966,,NaCl,01-05,1.0,5.0,%,positive,optimum,1518,31809,1,2017-12-04 11:19:31
6967,,NaCl,01-05,1.0,5.0,%,positive,optimum,134179,31714,1,2017-12-04 11:19:31
6968,,NaCl,01-05,1.0,5.0,%,positive,optimum,134184,31734,1,2017-12-04 11:19:31
6969,,NaCl,01-05,1.0,5.0,%,positive,optimum,134334,32478,1,2017-12-04 11:19:31
6970,,NaCl,01-05,1.0,5.0,%,positive,optimum,134344,32549,1,2017-12-04 11:19:31
6971,,NaCl,01-06,1.0,6.0,%,positive,optimum,5714,32510,1,2017-12-04 11:19:31
6972,,NaCl,01-06,1.0,6.0,%,positive,optimum,134336,32508,1,2017-12-04 11:19:31
6973,,NaCl,01-07,1.0,7.0,%,positive,optimum,6697,29711,1,2017-12-04 11:19:31
6974,,NaCl,01-07,1.0,7.0,%,positive,optimum,134351,32580,1,2017-12-04 11:19:31
6975,,NaCl,01-07,1.0,7.0,%,positive,optimum,13670,32650,1,2017-12-04 11:19:31
6976,,NaCl,01-07,1.0,7.0,%,positive,optimum,133565,29551,1,2017-12-04 11:19:31
6977,,NaCl,01-08,1.0,8.0,%,positive,optimum,5588,31601,1,2017-12-04 11:19:31
6978,,NaCl,01-08,1.0,8.0,%,positive,optimum,13855,29493,1,2017-12-04 11:19:31
6979,,NaCl,01-08,1.0,8.0,%,positive,optimum,7455,29554,1,2017-12-04 11:19:31
6980,,NaCl,01-09,1.0,9.0,%,positive,optimum,134151,31554,1,2017-12-04 11:19:31
