ID_cell_morphology,cell_len,rgStart_len,rgEnd_len,cell_len_unit,cell_width,rgStart_wid,rgEnd_wid,cell_width_unit,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains,ID_reference,manual_annotation,api_import,last_change
722,,,,,,,,,coccus-shaped,0.0,,negative,133175,24951,1,,2017-08-25 07:29:39
723,,,,,,,,,coccus-shaped,0.0,,negative,133162,24937,1,,2017-08-25 07:29:39
724,,,,,,,,,ovoid-shaped,0.0,,negative,133169,24944,1,,2017-08-25 07:29:39
725,0.4-10.0,0.4,10.0,µm,0.2-0.4,0.2,0.4,µm,,,,,133169,24944,1,,2017-08-25 07:29:39
726,,,,,,,,,rod-shaped,0.0,,positive,133136,24901,1,,2017-08-25 07:29:39
727,0.5-2.0,0.5,2.0,µm,0.1-0.4,0.1,0.4,µm,ovoid-shaped,,,,133136,24901,1,,2017-08-25 07:29:39
728,,,,,,,,,coccus-shaped,0.0,,negative,133163,24942,1,,2017-08-25 07:29:39
729,,,,,,,,,ovoid-shaped,,,,133163,24942,1,,2017-08-25 07:29:39
730,0.2-3.0,0.2,3.0,µm,0.2-1.0,0.2,1.0,µm,rod-shaped,,,,133163,24942,1,,2017-08-25 07:29:39
731,0.6-1.5,0.6,1.5,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,,,negative,132636,24908,1,,2017-08-25 07:29:39
732,,,,,,,,,sphere-shaped,0.0,,positive,133150,24919,1,,2017-08-25 07:29:39
733,,,,,,,,,coccus-shaped,,,,133150,24919,1,,2017-08-25 07:29:39
734,,,,,,,,,ovoid-shaped,,,,133150,24919,1,,2017-08-25 07:29:39
735,1.0-2.5,1.0,2.5,µm,,,,,rod-shaped,,,negative,133141,24909,1,,2017-08-25 07:29:39
736,2.0-9.0,2.0,9.0,µm,0.4-1.0,0.4,1.0,µm,rod-shaped,0.0,,negative,133149,24918,1,,2017-08-25 07:29:39
738,,,,,,,,,,0.0,,positive,133133,24904,1,,2017-08-25 07:29:39
740,1.2-1.5,1.2,1.5,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,lophotrichous,negative,133160,24935,1,,2017-08-25 07:29:39
741,,,,,,,,,rod-shaped,0.0,,negative,132644,24927,1,,2017-08-25 07:29:39
742,,,,,,,,,rod-shaped,0.0,,positive,132633,24899,1,,2017-08-25 07:29:39
743,2.0-6.0,2.0,6.0,µm,0.5,0.5,0.5,µm,,0.0,,positive,132646,24929,1,,2017-08-25 07:29:39
744,3.5,3.5,3.5,µm,1.1,1.1,1.1,µm,rod-shaped,0.0,,negative,133140,24906,1,,2017-08-25 07:29:39
745,1.0-1.1,1.0,1.1,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,0.0,,positive,132631,24895,1,,2017-08-25 07:29:39
746,1.0-1.6,1.0,1.6,µm,0.3-0.9,0.3,0.9,µm,rod-shaped,1.0,peritrichous,positive,133153,24924,1,,2017-08-25 07:29:39
747,,,,,,,,,ovoid-shaped,0.0,,negative,133147,24915,1,,2017-08-25 07:29:39
748,0.5-4.0,0.5,4.0,µm,0.2-0.5,0.2,0.5,µm,rod-shaped,,,,133147,24915,1,,2017-08-25 07:29:39
749,,,,,,,,,rod-shaped,0.0,,negative,133139,24905,1,,2017-08-25 07:29:39
750,2.0-6.0,2.0,6.0,µm,0.5,0.5,0.5,µm,vibrio-shaped,1.0,,negative,132642,24938,1,,2017-08-25 07:29:39
751,1.2-1.5,1.2,1.5,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,0.0,,negative,133145,24914,1,,2017-08-25 07:29:39
752,7,7.0,7.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,,,,133145,24914,1,,2017-08-25 07:29:39
753,1.0-2.5,1.0,2.5,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,0.0,,negative,133145,24914,1,,2017-08-25 07:29:39
754,2.1-2.6,2.1,2.6,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,negative,132649,24959,1,,2017-08-25 07:29:39
755,1.5,1.5,1.5,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,polar,negative,133176,24953,1,,2017-08-25 07:29:39
756,3.5-5.4,3.5,5.4,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,1.0,polar,negative,133182,24962,1,,2017-08-25 07:29:39
757,0.56-0.84,0.56,0.84,µm,,,,,coccus-shaped,0.0,,negative,133171,24946,1,,2017-08-25 07:29:39
758,0.7-0.8,0.7,0.8,µm,,,,,coccus-shaped,0.0,,negative,133159,24934,1,,2017-08-25 07:29:39
759,1.0-2.5,1.0,2.5,µm,,,,,coccus-shaped,0.0,,positive,133151,24920,1,,2017-08-25 07:29:39
760,1.9-2.8,1.9,2.8,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,0.0,,negative,133167,24941,1,,2017-08-25 07:29:39
761,1.4-1.5,1.4,1.5,µm,0.8-0.9,0.8,0.9,µm,rod-shaped,1.0,polar,negative,133168,24943,1,,2017-08-25 07:29:39
763,1.1,1.1,1.1,µm,0.7,0.7,0.7,µm,rod-shaped,0.0,,negative,132650,24961,1,,2017-08-25 07:29:39
764,1.6-1.8,1.6,1.8,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,0.0,,negative,133180,24958,1,,2017-08-25 07:29:39
765,,,,,,,,,spiral-shaped,,,,133180,24958,1,,2017-08-25 07:29:39
766,1.2-1.6,1.2,1.6,µm,0.6-0.7,0.6,0.7,µm,rod-shaped,0.0,polar,negative,133174,24950,1,,2017-08-25 07:29:39
767,,,,,,,,,coccus-shaped,,,positive,133152,24923,1,,2017-08-25 07:29:39
768,0.5-1.0,0.5,1.0,µm,,,,,coccus-shaped,0.0,,positive,133156,24930,1,,2017-08-25 07:29:39
769,,,,,,,,,spore-shaped,0.0,,positive,132630,24892,1,,2017-08-25 07:29:39
770,0.63-1.4,0.63,1.4,µm,0.48-0.9,0.48,0.9,µm,rod-shaped,1.0,,,2285,24925,1,,2017-08-25 07:29:39
771,1.48-1.68,1.48,1.68,µm,0.64-0.78,0.64,0.78,µm,rod-shaped,1.0,,negative,133177,24954,1,,2017-08-25 07:29:39
772,,,,,,,,,rod-shaped,,,positive,132634,24900,1,,2017-08-25 07:29:39
773,0.7,0.7,0.7,µm,0.5,0.5,0.5,µm,,0.0,,positive,132660,24965,1,,2017-08-25 07:29:39
2478,04-07,4.0,7.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,,positive,547,31957,1,,2017-12-01 12:54:15
776,0.4-1.4,0.4,1.4,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,positive,1869,24964,1,,2017-08-25 07:29:39
777,0.7,0.7,0.7,µm,0.5,0.5,0.5,µm,rod-shaped,0.0,,positive,132660,24965,1,,2017-08-25 07:29:39
778,,,,,,,,,,,,,133184,24967,1,,2017-08-25 07:29:39
779,,,,,,,,,coccus-shaped,,,,133184,24967,1,,2017-08-25 07:29:39
780,2.0-10.0,2.0,10.0,µm,0.6-1.0,0.6,1.0,µm,rod-shaped,0.0,,negative,133201,25000,1,,2017-08-25 07:29:39
781,1.0-2.0,1.0,2.0,µm,0.2-0.5,0.2,0.5,µm,rod-shaped,0.0,,negative,133202,25001,1,,2017-08-25 07:29:39
782,0.5-1.0,0.5,1.0,µm,,,,,coccus-shaped,0.0,,positive,133203,25002,1,,2017-08-25 07:29:39
783,1.2-1.6,1.2,1.6,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,,,positive,133204,25019,1,,2017-08-25 07:29:39
784,2,2.0,2.0,µm,0.7,0.7,0.7,µm,rod-shaped,0.0,,positive,132676,25005,1,,2017-08-25 07:29:39
785,3,3.0,3.0,µm,0.5,0.5,0.5,µm,rod-shaped,0.0,,positive,132677,25005,1,,2017-08-25 07:29:39
786,1.6-10.5,1.6,10.5,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,0.0,,positive,132678,25020,1,,2017-08-25 07:29:39
787,,,,,,,,,rod-shaped,1.0,,positive,2740,25020,1,,2017-08-25 07:29:39
788,,,,,,,,,rod-shaped,1.0,,positive,2815,25020,1,,2017-08-25 07:29:39
789,2.2-3.2,2.2,3.2,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,,,positive,133206,25023,1,,2017-08-25 07:29:39
790,5.0-10.0,5.0,10.0,µm,0.2,0.2,0.2,µm,rod-shaped,0.0,,positive,132679,25017,1,,2017-08-25 07:29:39
791,1.0-10.0,1.0,10.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,positive,132680,25025,1,,2017-08-25 07:29:39
792,1.6-3.3,1.6,3.3,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,1.0,peritrichous,positive,133010,25021,1,,2017-08-25 07:29:39
793,2.5-2.9,2.5,2.9,µm,0.6-1.0,0.6,1.0,µm,rod-shaped,1.0,peritrichous,variable,133207,25026,1,,2017-08-25 07:29:39
794,1.3-2.3,1.3,2.3,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,polar,negative,132681,25038,1,,2017-08-25 07:29:39
795,0.9-1.6,0.9,1.6,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,,positive,133208,25013,1,,2017-08-25 07:29:39
796,1.6-6.4,1.6,6.4,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,1.0,peritrichous,positive,133209,25014,1,,2017-08-25 07:29:39
797,1.4-2.3,1.4,2.3,µm,0.7,0.7,0.7,µm,rod-shaped,0.0,,positive,133011,25042,1,,2017-08-25 07:29:39
798,2.8,2.8,2.8,µm,1.2,1.2,1.2,µm,rod-shaped,,,positive,133012,25027,1,,2017-08-25 07:29:39
799,2.5-4.4,2.5,4.4,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,0.0,,positive,133210,25029,1,,2017-08-25 07:29:39
800,2.0-4.0,2.0,4.0,µm,1.0-2.0,1.0,2.0,µm,rod-shaped,0.0,,positive,133205,25003,1,,2017-08-25 07:29:39
801,1.2-2.5,1.2,2.5,µm,0.5-0.9,0.5,0.9,µm,rod-shaped,1.0,,,1317,25003,1,,2017-08-25 07:29:39
802,0.6-1.0,0.6,1.0,µm,,,,,oval-shaped,0.0,,negative,132956,25030,1,,2017-08-25 07:29:39
803,0.87,0.87,0.87,µm,0.61,0.61,0.61,µm,,1.0,,negative,133211,25004,1,,2017-08-25 07:29:39
804,1.2-3.0,1.2,3.0,µm,0.3-0.7,0.3,0.7,µm,rod-shaped,1.0,,negative,133215,25007,1,,2017-08-25 07:29:39
805,1.1-2.8,1.1,2.8,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,1.0,polar,negative,133216,25045,1,,2017-08-25 07:29:39
806,,,,,,,,,rod-shaped,0.0,,negative,133217,25035,1,,2017-08-25 07:29:39
807,1.0-1.4,1.0,1.4,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,negative,133013,25039,1,,2017-08-25 07:29:39
808,1.0-1.6,1.0,1.6,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,negative,133014,25039,1,,2017-08-25 07:29:39
809,1.0-1.2,1.0,1.2,µm,0.3-0.4,0.3,0.4,µm,,1.0,,negative,133218,25036,1,,2017-08-25 07:29:39
810,1.3-1.9,1.3,1.9,µm,0.3-0.8,0.3,0.8,µm,other,0.0,,negative,133219,25011,1,,2017-08-25 07:29:39
811,1.0-2.5,1.0,2.5,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,,negative,133220,25022,1,,2017-08-25 07:29:39
812,,,,,,,,,ovoid-shaped,0.0,,negative,133228,25040,1,,2017-08-25 07:29:39
813,0.8-0.9,0.8,0.9,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,0.0,,,133228,25040,1,,2017-08-25 07:29:39
814,1.3-5.9,1.3,5.9,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,negative,133229,25012,1,,2017-08-25 07:29:39
815,0.2-17.0,0.2,17.0,µm,0.2-0.5,0.2,0.5,µm,pleomorphic-shaped,0.0,,negative,133213,25009,1,,2017-08-25 07:29:39
816,1.26-1.80,1.26,1.8,µm,0.31-0.51,0.31,0.51,µm,rod-shaped,1.0,polar,negative,133230,25006,1,,2017-08-25 07:29:39
817,,,,,,,,,rod-shaped,1.0,polar,negative,133231,25018,1,,2017-08-25 07:29:39
818,1.6-2.2,1.6,2.2,µm,0.9-1.1,0.9,1.1,µm,rod-shaped,1.0,,negative,133214,25016,1,,2017-08-25 07:29:39
819,,,,,,,,,coccus-shaped,,,negative,133224,25031,1,,2017-08-25 07:29:39
820,,,,,,,,,rod-shaped,,,,133224,25031,1,,2017-08-25 07:29:39
821,0.5-3.5,0.5,3.5,µm,0.3-0.8,0.3,0.8,µm,ovoid-shaped,0.0,,,133224,25031,1,,2017-08-25 07:29:39
822,0.6-2.5,0.6,2.5,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,0.0,,negative,133225,25037,1,,2017-08-25 07:29:39
823,0.9-4.2,0.9,4.2,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,0.0,,negative,133226,25028,1,,2017-08-25 07:29:39
824,6.1-7.5,6.1,7.5,µm,1.0-1.3,1.0,1.3,µm,rod-shaped,1.0,polar,negative,133227,25041,1,,2017-08-25 07:29:39
826,1.1-3.4,1.1,3.4,µm,0.2-0.5,0.2,0.5,µm,rod-shaped,,,negative,133015,25034,1,,2017-08-25 07:29:39
827,1.5-2.0,1.5,2.0,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,,,negative,133222,25044,1,,2017-08-25 07:29:39
828,,,,,,,,,coccus-shaped,0.0,,negative,132682,25033,1,,2017-08-25 07:29:39
829,1.8-2.1,1.8,2.1,µm,0.7-0.8,0.7,0.8,µm,rod-shaped,1.0,polar,negative,133221,25008,1,,2017-08-25 07:29:39
830,2.0-8.0,2.0,8.0,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,1.0,,negative,133223,25043,1,,2017-08-25 07:29:39
831,,,,,,,,,,0.0,,positive,133232,25115,1,,2017-08-25 07:29:39
832,,,,,,,,,,,,positive,133233,25139,1,,2017-08-25 07:29:39
833,,,,,,,,,,,,positive,133234,25127,1,,2017-08-25 07:29:39
834,,,,,,,,,,,,positive,133235,25122,1,,2017-08-25 07:29:39
835,,,,,,,,,,,,positive,133236,25123,1,,2017-08-25 07:29:39
836,1.0-1.2,1.0,1.2,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,1.0,,positive,133237,25101,1,,2017-08-25 07:29:39
837,,,,,,,,,coccus-shaped,0.0,,positive,133304,25113,1,,2017-08-25 07:29:39
838,,,,,,,,,,,,positive,133016,25106,1,,2017-08-25 07:29:39
839,,,,,,,,,,,,positive,133238,25100,1,,2017-08-25 07:29:39
840,,,,,,,,,pleomorphic-shaped,,,positive,133021,25047,1,,2017-08-25 07:29:39
841,3.5-10.0,3.5,10.0,µm,0.6-1.0,0.6,1.0,µm,rod-shaped,1.0,,,133021,25047,1,,2017-08-25 07:29:39
842,1.52-1.83,1.52,1.83,µm,0.65-1.1,0.65,1.1,µm,rod-shaped,0.0,,positive,133022,25049,1,,2017-08-25 07:29:39
843,,,,,,,,,pleomorphic-shaped,0.0,,,133244,25131,1,,2017-08-25 07:29:39
844,1.0-6.0,1.0,6.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,,,,133244,25131,1,,2017-08-25 07:29:39
845,,,,,,,,,rod-shaped,0.0,,negative,133245,25083,1,,2017-08-25 07:29:39
846,0.5-1.2,0.5,1.2,µm,0.3-0.6,0.3,0.6,µm,pleomorphic-shaped,,,,133245,25083,1,,2017-08-25 07:29:39
847,1.0-2.0,1.0,2.0,µm,0.35-0.5,0.35,0.5,µm,rod-shaped,1.0,,negative,133247,25135,1,,2017-08-25 07:29:39
848,1.0-1.5,1.0,1.5,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,0.0,,negative,133248,25132,1,,2017-08-25 07:29:39
849,1.0-1.5,1.0,1.5,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,0.0,,negative,133249,25116,1,,2017-08-25 07:29:39
850,0.5-10.0,0.5,10.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,negative,133250,25107,1,,2017-08-25 07:29:39
851,0.3-0.8,0.3,0.8,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,0.0,,negative,133251,25104,1,,2017-08-25 07:29:39
852,0.7-1.6,0.7,1.6,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,,negative,133023,25111,1,,2017-08-25 07:29:39
853,2.1-3.5,2.1,3.5,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,negative,133252,25109,1,,2017-08-25 07:29:39
854,2.0-2.5,2.0,2.5,µm,0.61-0.75,0.61,0.75,µm,rod-shaped,0.0,,negative,133253,25095,1,,2017-08-25 07:29:39
855,2.0-3.0,2.0,3.0,µm,0.3-0.5,0.3,0.5,µm,crescent-shaped,0.0,,negative,133254,25094,1,,2017-08-25 07:29:39
856,0.9-1.4,0.9,1.4,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,0.0,,negative,133127,25081,1,,2017-08-25 07:29:39
857,,,,,,,,,,0.0,,,14118,25081,1,,2017-08-25 07:29:39
858,1.2-2.5,1.2,2.5,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,,,negative,133256,25059,1,,2017-08-25 07:29:39
859,2.5-18.7,2.5,18.7,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,,,negative,133257,25073,1,,2017-08-25 07:29:39
860,0.4-10.0,0.4,10.0,µm,0.2-0.4,0.2,0.4,µm,rod-shaped,0.0,,negative,133258,25064,1,,2017-08-25 07:29:39
861,0.8-1.2,0.8,1.2,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,,,negative,133259,25053,1,,2017-08-25 07:29:39
862,,,,,,,,,oval-shaped,,,,133259,25053,1,,2017-08-25 07:29:39
863,1.1,1.1,1.1,µm,0.5-0.6,0.5,0.6,µm,,1.0,,,133262,25046,1,,2017-08-25 07:29:39
2036,1.05,1.05,1.05,µm,0.7,0.7,0.7,µm,,1.0,,negative,5958,32566,1,,2017-12-01 12:54:15
865,1.4-2.5,1.4,2.5,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,,,negative,133262,25046,1,,2017-08-25 07:29:39
866,,,,,,,,,ovoid-shaped,,,negative,133261,25054,1,,2017-08-25 07:29:39
867,,,,,,,,,rod-shaped,,,,133261,25054,1,,2017-08-25 07:29:39
868,0.3-10.0,0.3,10.0,µm,0.2-0.5,0.2,0.5,µm,coccus-shaped,,,,133261,25054,1,,2017-08-25 07:29:39
869,4.8-8.0,4.8,8.0,µm,1.4-2.4,1.4,2.4,µm,rod-shaped,0.0,,negative,133260,25056,1,,2017-08-25 07:29:39
870,2.0-3.1,2.0,3.1,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,1.0,,positive,133264,25129,1,,2017-08-25 07:29:39
871,1.0-2.5,1.0,2.5,µm,0.5-0.75,0.5,0.75,µm,rod-shaped,1.0,,positive,133265,25128,1,,2017-08-25 07:29:39
872,4.0-6.5,4.0,6.5,µm,0.8-1.3,0.8,1.3,µm,rod-shaped,0.0,,positive,133027,25105,1,,2017-08-25 07:29:39
873,0.6-1.2,0.6,1.2,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,0.0,,negative,133320,25149,1,,2017-08-25 07:29:39
874,0.4-5.0,0.4,5.0,µm,0.4-1.0,0.4,1.0,µm,coccus-shaped,0.0,,negative,133325,25160,1,,2017-08-25 07:29:39
875,,,,,,,,,ovoid-shaped,,,,133325,25160,1,,2017-08-25 07:29:39
876,,,,,,,,,rod-shaped,,,,133325,25160,1,,2017-08-25 07:29:39
877,0.5-8.0,0.5,8.0,µm,0.3-0.7,0.3,0.7,µm,rod-shaped,1.0,"monotrichous, polar",negative,133324,25144,1,,2017-08-25 07:29:39
878,2.5-3.0,2.5,3.0,µm,0.8-1.2,0.8,1.2,µm,rod-shaped,1.0,peritrichous,negative,133323,25141,1,,2017-08-25 07:29:39
879,1.5-4.0,1.5,4.0,µm,0.5-0.8,0.5,0.8,µm,vibrio-shaped,,,,4161,25150,1,,2017-08-25 07:29:39
880,2.0-5.0,2.0,5.0,µm,0.7-0.9,0.7,0.9,µm,vibrio-shaped,1.0,,negative,133061,25150,1,,2017-08-25 07:29:39
881,1.0-3.5,1.0,3.5,µm,0.7-0.1,0.7,0.1,µm,vibrio-shaped,,,,4153,25150,1,,2017-08-25 07:29:39
882,1.0-1.5,1.0,1.5,µm,0.3,0.3,0.3,µm,vibrio-shaped,,,,4175,25150,1,,2017-08-25 07:29:39
883,1.0-1.5,1.0,1.5,µm,0.3,0.3,0.3,µm,vibrio-shaped,,,,4174,25150,1,,2017-08-25 07:29:39
884,1.0-1.7,1.0,1.7,µm,0.6-1.0,0.6,1.0,µm,rod-shaped,0.0,,negative,133326,25156,1,,2017-08-25 07:29:39
885,1.4-2.0,1.4,2.0,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,0.0,,negative,133321,25155,1,,2017-08-25 07:29:39
886,1.8-2.9,1.8,2.9,µm,0.8-1.2,0.8,1.2,µm,rod-shaped,0.0,,negative,133322,25157,1,,2017-08-25 07:29:39
887,2.0-2.5,2.0,2.5,µm,,,,,coccus-shaped,0.0,,positive,133314,25145,1,,2017-08-25 07:29:39
888,1.5,1.5,1.5,µm,,,,,coccus-shaped,0.0,,positive,133328,25167,1,,2017-08-25 07:29:39
889,0.5-0.6,0.5,0.6,µm,,,,,coccus-shaped,0.0,,positive,140254,25184,1,,2017-08-25 07:29:39
890,0.6-1.8,0.6,1.8,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,0.0,,negative,140255,25201,1,,2017-08-25 07:29:39
891,0.8-1.0,0.8,1.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,0.0,,negative,133329,25178,1,,2017-08-25 07:29:39
892,4.0-8.0,4.0,8.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,0.0,,negative,133330,25183,1,,2017-08-25 07:29:39
893,1.6-3.8,1.6,3.8,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,,negative,133331,25190,1,,2017-08-25 07:29:39
894,1.3-1.7,1.3,1.7,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,0.0,,negative,133332,25182,1,,2017-08-25 07:29:39
895,1.6-3.8,1.6,3.8,µm,0.3-0.4,0.3,0.4,mm,rod-shaped,0.0,,negative,133333,25186,1,,2017-08-25 07:29:39
896,,,,,,,,,rod-shaped,0.0,,negative,133334,25212,1,,2017-08-25 07:29:39
897,1.0-2.0,1.0,2.0,µm,0.2-0.4,0.2,0.4,µm,rod-shaped,0.0,,negative,133335,25172,1,,2017-08-25 07:29:39
898,1.5-20.0,1.5,20.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,,negative,133336,25189,1,,2017-08-25 07:29:39
899,2.0-17.0,2.0,17.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,,negative,133336,25189,1,,2017-08-25 07:29:39
900,0.5-1.0,0.5,1.0,µm,,,,,coccus-shaped,0.0,,positive,133338,25211,1,,2017-08-25 07:29:39
901,1.98-2.30,1.98,2.3,µm,0.68,0.68,0.68,µm,rod-shaped,0.0,,positive,133067,25175,1,,2017-08-25 07:29:39
902,1.0-2.0,1.0,2.0,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,,positive,133068,25213,1,,2017-08-25 07:29:39
903,,,,,,,,,rod-shaped,0.0,,positive,133069,25191,1,,2017-08-25 07:29:39
904,1.0-1.5,1.0,1.5,µm,,,,,coccus-shaped,0.0,,positive,133339,25214,1,,2017-08-25 07:29:39
905,3.3-6.7,3.3,6.7,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,"monotrichous, polar",variable,133070,25187,1,,2017-08-25 07:29:39
906,2.0-3.0,2.0,3.0,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,0.0,,positive,133071,25177,1,,2017-08-25 07:29:39
907,1.6-2.8,1.6,2.8,µm,,,,,sphere-shaped,0.0,,,133340,25181,1,,2017-08-25 07:29:39
908,0.5-0.95,0.5,0.95,µm,,,,,pleomorphic-shaped,0.0,,negative,133341,25202,1,,2017-08-25 07:29:39
909,,,,,,,,,,,,negative,130688,25202,1,,2017-08-25 07:29:39
910,1.3-1.6,1.3,1.6,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,"monotrichous, polar",negative,133342,25199,1,,2017-08-25 07:29:39
911,3.5-4.0,3.5,4.0,µm,1.0-2.5,1.0,2.5,µm,,1.0,,negative,133124,25176,1,,2017-08-25 07:29:39
912,1.5-2.8,1.5,2.8,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,"monotrichous, polar",negative,133343,25193,1,,2017-08-25 07:29:39
913,1.0-2.5,1.0,2.5,µm,0.3-0.7,0.3,0.7,µm,rod-shaped,1.0,"monotrichous, polar",negative,133344,25168,1,,2017-08-25 07:29:39
914,1.5-2.2,1.5,2.2,µm,0.7-1.2,0.7,1.2,µm,rod-shaped,1.0,,negative,133345,25171,1,,2017-08-25 07:29:39
915,1.6-2.2,1.6,2.2,µm,0.9-1.0,0.9,1.0,µm,oval-shaped,1.0,amphitrichous,negative,133072,25179,1,,2017-08-25 07:29:39
916,,,,,,,,,,,,positive,133327,25188,1,,2017-08-25 07:29:39
917,,,,,,,,,,,,positive,12605,25188,1,,2017-08-25 07:29:39
918,,,,,,,,,,0.0,,positive,133065,25173,1,,2017-08-25 07:29:39
919,1.1-2.4,1.1,2.4,µm,0.3-0.9,0.3,0.9,µm,rod-shaped,1.0,polar,negative,133346,25197,1,,2017-08-25 07:29:39
920,0.77-1.15,0.77,1.15,µm,0.23-0.27,0.23,0.27,µm,rod-shaped,0.0,,negative,133073,25209,1,,2017-08-25 07:29:39
921,1.2-1.8,1.2,1.8,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,1.0,,negative,133347,25208,1,,2017-08-25 07:29:39
922,,,,,,,,,ovoid-shaped,,,,133347,25208,1,,2017-08-25 07:29:39
923,1.3-1.5,1.3,1.5,µm,0.7-0.8,0.7,0.8,µm,rod-shaped,1.0,polar,negative,133348,25207,1,,2017-08-25 07:29:39
924,,,,,,,,,rod-shaped,1.0,"monotrichous, polar",negative,24311,25207,1,,2017-08-25 07:29:39
925,0.6-1.7,0.6,1.7,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,0.0,,,133074,25203,1,,2017-08-25 07:29:39
926,1.5-3.0,1.5,3.0,µm,0.7-0.8,0.7,0.8,µm,rod-shaped,0.0,,negative,133075,25180,1,,2017-08-25 07:29:39
927,3.0-25,3.0,25.0,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,1.0,peritrichous,positive,133076,25180,1,,2017-08-25 07:29:39
928,1.0-2.5,1.0,2.5,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,1.0,"monotrichous, polar",negative,133349,25194,1,,2017-08-25 07:29:39
930,,,,,,,,,rod-shaped,1.0,,negative,133350,25200,1,,2017-08-25 07:29:39
931,0.8-1.6,0.8,1.6,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,1.0,,negative,133353,25210,1,,2017-08-25 07:29:39
932,0.9-1.5,0.9,1.5,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,polar,negative,133352,25170,1,,2017-08-25 07:29:39
933,,,,,,,,,rod-shaped,0.0,,negative,133354,25192,1,,2017-08-25 07:29:39
934,3.0-12.0,3.0,12.0,µm,1.2-3.0,1.2,3.0,µm,rod-shaped,1.0,,negative,133077,25205,1,,2017-08-25 07:29:39
