ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains,ID_reference,manual_annotation,last_change
24597,urease,-,3.5.1.5,,,140306,43233,1,2018-06-07 09:04:12
24598,arginine dihydrolase,-,3.5.3.6,,,140306,43233,1,2018-06-07 09:04:12
24599,lysine decarboxylase,-,4.1.1.18,,,140306,43233,1,2018-06-07 09:04:12
24600,ornithine decarboxylase,-,4.1.1.17,,,140306,43233,1,2018-06-07 09:04:12
24601,beta-galactosidase,-,3.2.1.23,,,140306,43233,1,2018-06-07 09:04:12
24602,alkaline phosphatase,-,3.1.3.1,,,140306,43233,1,2018-06-07 09:04:12
24603,catalase,-,1.11.1.6,,,140608,43261,1,2018-06-07 09:04:12
24604,cytochrome oxidase,+,1.9.3.1,,,140608,43261,1,2018-06-07 09:04:12
24605,arginine dihydrolase,-,3.5.3.6,,,140608,43261,1,2018-06-07 09:04:12
24606,alkaline phosphatase,+,3.1.3.1,,,140608,43261,1,2018-06-07 09:04:12
24607,leucine arylamidase,+,3.4.11.1,,,140608,43261,1,2018-06-07 09:04:12
24608,valine arylamidase,+,,,,140608,43261,1,2018-06-07 09:04:12
24609,trypsin,+,3.4.21.4,,,140608,43261,1,2018-06-07 09:04:12
24610,acid phosphatase,+,3.1.3.2,,,140608,43261,1,2018-06-07 09:04:12
24611,naphthol-AS-BI-phosphohydrolase,+,,,,140608,43261,1,2018-06-07 09:04:12
24612,beta-galactosidase,+/-,3.2.1.23,,,140608,43261,1,2018-06-07 09:04:12
24613,alpha-galactosidase,+/-,3.2.1.22,,,140608,43261,1,2018-06-07 09:04:12
24614,beta-glucuronidase,+/-,3.2.1.31,,,140608,43261,1,2018-06-07 09:04:12
24615,urease,-,3.5.1.5,,,140608,43261,1,2018-06-07 09:04:12
24616,esterase (C 4),-,,,,140608,43261,1,2018-06-07 09:04:12
24617,esterase Lipase (C 8),-,,,,140608,43261,1,2018-06-07 09:04:12
24618,lipase (C 14),-,,,,140608,43261,1,2018-06-07 09:04:12
24619,cystine arylamidase,-,3.4.11.3,,,140608,43261,1,2018-06-07 09:04:12
24620,alpha-chymotrypsin,-,3.4.21.1,,,140608,43261,1,2018-06-07 09:04:12
24621,alpha-glucosidase,-,3.2.1.20,,,140608,43261,1,2018-06-07 09:04:12
24622,alpha-mannosidase,-,3.2.1.24,,,140608,43261,1,2018-06-07 09:04:12
24623,alpha-fucosidase,-,3.2.1.51,,,140608,43261,1,2018-06-07 09:04:12
24624,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,140608,43261,1,2018-06-07 09:04:12
24625,beta-glucosidase,+,3.2.1.21,,,140608,43261,1,2018-06-07 09:04:12
24626,alpha-arabinosidase,+,,,,7573,43259,1,2018-06-07 09:04:12
24627,alpha-glucosidase,+,3.2.1.20,,,7573,43259,1,2018-06-07 09:04:12
24628,beta-glucosidase,+,3.2.1.21,,,7573,43259,1,2018-06-07 09:04:12
24629,alpha-galactosidase,+,3.2.1.22,,,7573,43259,1,2018-06-07 09:04:12
24630,beta-galactosidase,+,3.2.1.23,,,7573,43259,1,2018-06-07 09:04:12
24631,alpha-fucosidase,+,3.2.1.51,,,7573,43259,1,2018-06-07 09:04:12
24632,beta-D-fucosidase,+,3.2.1.38,,,7573,43259,1,2018-06-07 09:04:12
24633,alpha-mannosidase,+,3.2.1.24,,,7573,43259,1,2018-06-07 09:04:12
24634,alkaline phosphatase,+,3.1.3.1,,,7573,43259,1,2018-06-07 09:04:12
24635,acid phosphatase,+/-,3.1.3.2,,,7573,43259,1,2018-06-07 09:04:12
24636,arginine dihydrolase,-,3.5.3.6,,,7573,43259,1,2018-06-07 09:04:12
24637,gelatinase,-,,,,7573,43259,1,2018-06-07 09:04:12
24638,beta-glucosaminidase,+,,,,7573,43259,1,2018-06-07 09:04:12
24639,beta-galactosaminidase,+,,,,7573,43259,1,2018-06-07 09:04:12
24640,beta-xylosidase,+,,,,7573,43259,1,2018-06-07 09:04:12
24641,beta-cellobiase,+/-,,,,7573,43259,1,2018-06-07 09:04:12
24642,beta-maltosidase,+/-,,,,7573,43259,1,2018-06-07 09:04:12
24643,galacturonidase,-,,,,7573,43259,1,2018-06-07 09:04:12
24644,glucuronidase,-,,,,7573,43259,1,2018-06-07 09:04:12
24645,lactosidase,-,,,,7573,43259,1,2018-06-07 09:04:12
24646,alpha-maltosidase,-,,,,7573,43259,1,2018-06-07 09:04:12
24647,alpha-xylosidase,-,,,,7573,43259,1,2018-06-07 09:04:12
24648,beta-L-arabinosidase,+,3.2.1.88,,,7573,43259,1,2018-06-07 09:04:12
24649,beta-mannosidase,+,3.2.1.25,,,7573,43259,1,2018-06-07 09:04:12
24650,alpha-L-rhamnosidase,+,3.2.1.40,,,7573,43259,1,2018-06-07 09:04:12
24651,catalase,+,1.11.1.6,,,11739,43243,1,2018-06-07 09:04:12
24652,cytochrome oxidase,+,1.9.3.1,,,11739,43243,1,2018-06-07 09:04:12
24653,urease,+,3.5.1.5,,,11739,43243,1,2018-06-07 09:04:12
24654,alkaline phosphatase,+,3.1.3.1,,,11739,43243,1,2018-06-07 09:04:12
24655,arginine dihydrolase,-,3.5.3.6,,,11739,43243,1,2018-06-07 09:04:12
24656,phenylalanine deaminase,-,4.3.1.5,,,11739,43243,1,2018-06-07 09:04:12
24657,gelatinase,-,,,,11739,43243,1,2018-06-07 09:04:12
24658,beta-glucosidase,-,3.2.1.21,,,11739,43243,1,2018-06-07 09:04:12
24659,alpha-fucosidase,-,3.2.1.51,,,11739,43243,1,2018-06-07 09:04:12
24660,beta-xylosidase,-,,,,11739,43243,1,2018-06-07 09:04:12
24661,alpha-mannosidase,-,3.2.1.24,,,11739,43243,1,2018-06-07 09:04:12
24662,lysine decarboxylase,-,4.1.1.18,,,11739,43243,1,2018-06-07 09:04:12
24663,ornithine decarboxylase,+,4.1.1.17,,,11739,43243,1,2018-06-07 09:04:12
24664,beta-galactosidase,+,3.2.1.23,,,11739,43243,1,2018-06-07 09:04:12
24665,alpha-glucosidase,+,3.2.1.20,,,11739,43243,1,2018-06-07 09:04:12
24666,alpha-galactosidase,+/-,3.2.1.22,,,11739,43243,1,2018-06-07 09:04:12
24667,alanine aminopeptidase,+,,,,11739,43243,1,2018-06-07 09:04:12
24668,beta-glucuronidase,-,3.2.1.31,,,11739,43243,1,2018-06-07 09:04:12
24669,catalase,+,1.11.1.6,,,140609,43243,1,2018-06-07 09:04:12
24670,cytochrome oxidase,+,1.9.3.1,,,140609,43243,1,2018-06-07 09:04:12
24671,urease,+,3.5.1.5,,,140609,43243,1,2018-06-07 09:04:12
24672,alkaline phosphatase,+,3.1.3.1,,,140609,43243,1,2018-06-07 09:04:12
24673,arginine dihydrolase,-,3.5.3.6,,,140609,43243,1,2018-06-07 09:04:12
24674,phenylalanine deaminase,-,4.3.1.5,,,140609,43243,1,2018-06-07 09:04:12
24675,gelatinase,-,,,,140609,43243,1,2018-06-07 09:04:12
24676,beta-glucosidase,-,3.2.1.21,,,140609,43243,1,2018-06-07 09:04:12
24677,alpha-fucosidase,-,3.2.1.51,,,140609,43243,1,2018-06-07 09:04:12
24678,beta-xylosidase,-,,,,140609,43243,1,2018-06-07 09:04:12
24679,alpha-mannosidase,-,3.2.1.24,,,140609,43243,1,2018-06-07 09:04:12
24680,lysine decarboxylase,+,4.1.1.18,,,140609,43243,1,2018-06-07 09:04:12
24681,ornithine decarboxylase,+,4.1.1.17,,,140609,43243,1,2018-06-07 09:04:12
24682,beta-galactosidase,+,3.2.1.23,,,140609,43243,1,2018-06-07 09:04:12
24683,alpha-glucosidase,+,3.2.1.20,,,140609,43243,1,2018-06-07 09:04:12
24684,alpha-galactosidase,+,3.2.1.22,,,140609,43243,1,2018-06-07 09:04:12
24685,catalase,+,1.11.1.6,,,140610,43243,1,2018-06-07 09:04:12
24686,cytochrome oxidase,+,1.9.3.1,,,140610,43243,1,2018-06-07 09:04:12
24687,urease,+,3.5.1.5,,,140610,43243,1,2018-06-07 09:04:12
24688,alkaline phosphatase,+,3.1.3.1,,,140610,43243,1,2018-06-07 09:04:12
24689,arginine dihydrolase,-,3.5.3.6,,,140610,43243,1,2018-06-07 09:04:12
24690,phenylalanine deaminase,-,4.3.1.5,,,140610,43243,1,2018-06-07 09:04:12
24691,gelatinase,-,,,,140610,43243,1,2018-06-07 09:04:12
24692,beta-glucosidase,-,3.2.1.21,,,140610,43243,1,2018-06-07 09:04:12
24693,alpha-fucosidase,-,3.2.1.51,,,140610,43243,1,2018-06-07 09:04:12
24694,beta-xylosidase,-,,,,140610,43243,1,2018-06-07 09:04:12
24695,alpha-mannosidase,-,3.2.1.24,,,140610,43243,1,2018-06-07 09:04:12
24696,lysine decarboxylase,-,4.1.1.18,,,140610,43243,1,2018-06-07 09:04:12
24697,ornithine decarboxylase,+,4.1.1.17,,,140610,43243,1,2018-06-07 09:04:12
24698,beta-galactosidase,+,3.2.1.23,,,140610,43243,1,2018-06-07 09:04:12
24699,alpha-glucosidase,-,3.2.1.20,,,140610,43243,1,2018-06-07 09:04:12
24700,alpha-galactosidase,+,3.2.1.22,,,140610,43243,1,2018-06-07 09:04:12
24701,catalase,+,1.11.1.6,,,140301,43243,1,2018-06-07 09:04:12
24702,cytochrome oxidase,+,1.9.3.1,,,140301,43243,1,2018-06-07 09:04:12
24703,urease,+,3.5.1.5,,,140301,43243,1,2018-06-07 09:04:12
24704,alkaline phosphatase,+,3.1.3.1,,,140301,43243,1,2018-06-07 09:04:12
24705,arginine dihydrolase,-,3.5.3.6,,,140301,43243,1,2018-06-07 09:04:12
24706,phenylalanine deaminase,-,4.3.1.5,,,140301,43243,1,2018-06-07 09:04:12
24707,gelatinase,-,,,,140301,43243,1,2018-06-07 09:04:12
24708,beta-glucosidase,-,3.2.1.21,,,140301,43243,1,2018-06-07 09:04:12
24709,alpha-fucosidase,-,3.2.1.51,,,140301,43243,1,2018-06-07 09:04:12
24710,beta-xylosidase,-,,,,140301,43243,1,2018-06-07 09:04:12
24711,alpha-mannosidase,-,3.2.1.24,,,140301,43243,1,2018-06-07 09:04:12
24712,lysine decarboxylase,-,4.1.1.18,,,140301,43243,1,2018-06-07 09:04:12
24713,ornithine decarboxylase,+,4.1.1.17,,,140301,43243,1,2018-06-07 09:04:12
24714,beta-galactosidase,+,3.2.1.23,,,140301,43243,1,2018-06-07 09:04:12
24715,alpha-glucosidase,-,3.2.1.20,,,140301,43243,1,2018-06-07 09:04:12
24716,alpha-galactosidase,-,3.2.1.22,,,140301,43243,1,2018-06-07 09:04:12
24717,catalase,+,1.11.1.6,,,140302,43243,1,2018-06-07 09:04:12
24718,cytochrome oxidase,+,1.9.3.1,,,140302,43243,1,2018-06-07 09:04:12
24719,urease,+,3.5.1.5,,,140302,43243,1,2018-06-07 09:04:12
24720,alkaline phosphatase,+,3.1.3.1,,,140302,43243,1,2018-06-07 09:04:12
24721,arginine dihydrolase,-,3.5.3.6,,,140302,43243,1,2018-06-07 09:04:12
24722,phenylalanine deaminase,-,4.3.1.5,,,140302,43243,1,2018-06-07 09:04:12
24723,gelatinase,-,,,,140302,43243,1,2018-06-07 09:04:12
24724,beta-glucosidase,-,3.2.1.21,,,140302,43243,1,2018-06-07 09:04:12
24725,alpha-fucosidase,-,3.2.1.51,,,140302,43243,1,2018-06-07 09:04:12
24726,beta-xylosidase,-,,,,140302,43243,1,2018-06-07 09:04:12
24727,alpha-mannosidase,-,3.2.1.24,,,140302,43243,1,2018-06-07 09:04:12
24728,lysine decarboxylase,-,4.1.1.18,,,140302,43243,1,2018-06-07 09:04:12
24729,ornithine decarboxylase,-,4.1.1.17,,,140302,43243,1,2018-06-07 09:04:12
24730,beta-galactosidase,+,3.2.1.23,,,140302,43243,1,2018-06-07 09:04:12
24731,alpha-glucosidase,-,3.2.1.20,,,140302,43243,1,2018-06-07 09:04:12
24732,alpha-galactosidase,-,3.2.1.22,,,140302,43243,1,2018-06-07 09:04:12
24733,catalase,+,1.11.1.6,,,140303,43243,1,2018-06-07 09:04:12
24734,cytochrome oxidase,+,1.9.3.1,,,140303,43243,1,2018-06-07 09:04:12
24735,urease,+,3.5.1.5,,,140303,43243,1,2018-06-07 09:04:12
24736,alkaline phosphatase,+,3.1.3.1,,,140303,43243,1,2018-06-07 09:04:12
24737,arginine dihydrolase,-,3.5.3.6,,,140303,43243,1,2018-06-07 09:04:12
24738,phenylalanine deaminase,-,4.3.1.5,,,140303,43243,1,2018-06-07 09:04:12
24739,gelatinase,-,,,,140303,43243,1,2018-06-07 09:04:12
24740,beta-glucosidase,-,3.2.1.21,,,140303,43243,1,2018-06-07 09:04:12
24741,alpha-fucosidase,-,3.2.1.51,,,140303,43243,1,2018-06-07 09:04:12
24742,beta-xylosidase,-,,,,140303,43243,1,2018-06-07 09:04:12
24743,alpha-mannosidase,-,3.2.1.24,,,140303,43243,1,2018-06-07 09:04:12
24744,lysine decarboxylase,-,4.1.1.18,,,140303,43243,1,2018-06-07 09:04:12
24745,ornithine decarboxylase,-,4.1.1.17,,,140303,43243,1,2018-06-07 09:04:12
24746,beta-galactosidase,+,3.2.1.23,,,140303,43243,1,2018-06-07 09:04:12
24747,alpha-glucosidase,+,3.2.1.20,,,140303,43243,1,2018-06-07 09:04:12
24748,catalase,+,1.11.1.6,,,140304,43243,1,2018-06-07 09:04:12
24749,cytochrome oxidase,+,1.9.3.1,,,140304,43243,1,2018-06-07 09:04:12
24750,urease,+,3.5.1.5,,,140304,43243,1,2018-06-07 09:04:12
24751,alkaline phosphatase,+,3.1.3.1,,,140304,43243,1,2018-06-07 09:04:12
24752,arginine dihydrolase,-,3.5.3.6,,,140304,43243,1,2018-06-07 09:04:12
24753,phenylalanine deaminase,-,4.3.1.5,,,140304,43243,1,2018-06-07 09:04:12
24754,gelatinase,-,,,,140304,43243,1,2018-06-07 09:04:12
24755,beta-glucosidase,-,3.2.1.21,,,140304,43243,1,2018-06-07 09:04:12
24756,alpha-fucosidase,-,3.2.1.51,,,140304,43243,1,2018-06-07 09:04:12
24757,beta-xylosidase,-,,,,140304,43243,1,2018-06-07 09:04:12
24758,alpha-mannosidase,-,3.2.1.24,,,140304,43243,1,2018-06-07 09:04:12
24759,lysine decarboxylase,-,4.1.1.18,,,140304,43243,1,2018-06-07 09:04:12
24760,ornithine decarboxylase,-,4.1.1.17,,,140304,43243,1,2018-06-07 09:04:12
24761,beta-galactosidase,+,3.2.1.23,,,140304,43243,1,2018-06-07 09:04:12
24762,alpha-glucosidase,+,3.2.1.20,,,140304,43243,1,2018-06-07 09:04:12
24763,alpha-galactosidase,+,3.2.1.22,,,140304,43243,1,2018-06-07 09:04:12
24764,catalase,+,1.11.1.6,,,140305,43243,1,2018-06-07 09:04:12
24765,cytochrome oxidase,+,1.9.3.1,,,140305,43243,1,2018-06-07 09:04:12
24766,urease,+,3.5.1.5,,,140305,43243,1,2018-06-07 09:04:12
24767,alkaline phosphatase,+,3.1.3.1,,,140305,43243,1,2018-06-07 09:04:12
24768,arginine dihydrolase,-,3.5.3.6,,,140305,43243,1,2018-06-07 09:04:12
24769,phenylalanine deaminase,-,4.3.1.5,,,140305,43243,1,2018-06-07 09:04:12
24770,gelatinase,-,,,,140305,43243,1,2018-06-07 09:04:12
24771,beta-glucosidase,-,3.2.1.21,,,140305,43243,1,2018-06-07 09:04:12
24772,alpha-fucosidase,-,3.2.1.51,,,140305,43243,1,2018-06-07 09:04:12
24773,beta-xylosidase,-,,,,140305,43243,1,2018-06-07 09:04:12
24774,alpha-mannosidase,-,3.2.1.24,,,140305,43243,1,2018-06-07 09:04:12
24775,lysine decarboxylase,-,4.1.1.18,,,140305,43243,1,2018-06-07 09:04:12
24776,ornithine decarboxylase,+,4.1.1.17,,,140305,43243,1,2018-06-07 09:04:12
24777,beta-galactosidase,+,3.2.1.23,,,140305,43243,1,2018-06-07 09:04:12
24778,alpha-glucosidase,+,3.2.1.20,,,140305,43243,1,2018-06-07 09:04:12
24779,beta-glucuronidase,+/-,3.2.1.31,,,140305,43243,1,2018-06-07 09:04:12
24780,catalase,+,1.11.1.6,,,140611,43260,1,2018-06-07 09:04:12
24781,cytochrome oxidase,+,1.9.3.1,,,140611,43260,1,2018-06-07 09:04:12
24782,L-arginine dihydrolase,-,,,,140611,43260,1,2018-06-07 09:04:12
24783,urease,-,3.5.1.5,,,140611,43260,1,2018-06-07 09:04:12
24784,beta-galactosidase,-,3.2.1.23,,,140611,43260,1,2018-06-07 09:04:12
24785,alkaline phosphatase,+,3.1.3.1,,,140611,43260,1,2018-06-07 09:04:12
24786,esterase (C 4),+,,,,140611,43260,1,2018-06-07 09:04:12
24787,esterase Lipase (C 8),+,,,,140611,43260,1,2018-06-07 09:04:12
24788,leucine arylamidase,+,3.4.11.1,,,140611,43260,1,2018-06-07 09:04:12
24789,acid phosphatase,+,3.1.3.2,,,140611,43260,1,2018-06-07 09:04:12
24790,naphthol-AS-BI-phosphohydrolase,+,,,,140611,43260,1,2018-06-07 09:04:12
24791,beta-glucosidase,+,3.2.1.21,,,140611,43260,1,2018-06-07 09:04:12
24792,lipase (C 14),+/-,,,,140611,43260,1,2018-06-07 09:04:12
24793,valine arylamidase,+/-,,,,140611,43260,1,2018-06-07 09:04:12
24794,alpha-chymotrypsin,+/-,3.4.21.1,,,140611,43260,1,2018-06-07 09:04:12
24795,beta-galactosidase,+/-,3.2.1.23,,,140611,43260,1,2018-06-07 09:04:12
24796,cystine arylamidase,-,3.4.11.3,,,140611,43260,1,2018-06-07 09:04:12
24797,trypsin,-,3.4.21.4,,,140611,43260,1,2018-06-07 09:04:12
24798,alpha-glucosidase,-,3.2.1.20,,,140611,43260,1,2018-06-07 09:04:12
24799,alpha-galactosidase,-,3.2.1.22,,,140611,43260,1,2018-06-07 09:04:12
24800,beta-glucuronidase,-,3.2.1.31,,,140611,43260,1,2018-06-07 09:04:12
24801,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,140611,43260,1,2018-06-07 09:04:12
24802,alpha-mannosidase,-,3.2.1.24,,,140611,43260,1,2018-06-07 09:04:12
24803,alpha-fucosidase,-,3.2.1.51,,,140611,43260,1,2018-06-07 09:04:12
24804,catalase,+,1.11.1.6,,,140612,43253,1,2018-06-07 09:04:12
24805,cytochrome oxidase,+,1.9.3.1,,,140612,43253,1,2018-06-07 09:04:12
24806,beta-galactosidase,-,3.2.1.23,,,140612,43253,1,2018-06-07 09:04:12
24807,phenylalanine deaminase,+,4.3.1.5,,,140612,43253,1,2018-06-07 09:04:12
24808,lysine decarboxylase,+,4.1.1.18,,,140612,43253,1,2018-06-07 09:04:12
24809,ornithine decarboxylase,-,4.1.1.17,,,140612,43253,1,2018-06-07 09:04:12
24810,alkaline phosphatase,+,3.1.3.1,,,132597,43127,1,2018-06-07 09:04:12
24811,esterase (C 4),+,,,,132597,43127,1,2018-06-07 09:04:12
24812,esterase Lipase (C 8),+,,,,132597,43127,1,2018-06-07 09:04:12
24813,leucine arylamidase,+,3.4.11.1,,,132597,43127,1,2018-06-07 09:04:12
24814,valine arylamidase,+,,,,132597,43127,1,2018-06-07 09:04:12
24815,acid phosphatase,+,3.1.3.2,,,132597,43127,1,2018-06-07 09:04:12
24816,naphthol-AS-BI-phosphohydrolase,+,,,,132597,43127,1,2018-06-07 09:04:12
24817,alpha-glucosidase,+,3.2.1.20,,,132597,43127,1,2018-06-07 09:04:12
24818,beta-glucosidase,+,3.2.1.21,,,132597,43127,1,2018-06-07 09:04:12
24819,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,132597,43127,1,2018-06-07 09:04:12
24820,alpha-fucosidase,+,3.2.1.51,,,132597,43127,1,2018-06-07 09:04:12
24821,alpha-mannosidase,+,3.2.1.24,,,132597,43127,1,2018-06-07 09:04:12
24822,beta-glucuronidase,+,3.2.1.31,,,132597,43127,1,2018-06-07 09:04:12
24823,beta-galactosidase,+,3.2.1.23,,,132597,43127,1,2018-06-07 09:04:12
24824,alpha-galactosidase,+,3.2.1.22,,,132597,43127,1,2018-06-07 09:04:12
24825,trypsin,+,3.4.21.4,,,132597,43127,1,2018-06-07 09:04:12
24826,alpha-chymotrypsin,+,3.4.21.1,,,132597,43127,1,2018-06-07 09:04:12
24827,cystine arylamidase,+,3.4.11.3,,,132597,43127,1,2018-06-07 09:04:12
24828,cytochrome oxidase,+,1.9.3.1,,,132597,43127,1,2018-06-07 09:04:12
24829,catalase,+,1.11.1.6,,,132597,43127,1,2018-06-07 09:04:12
24830,catalase,+,1.11.1.6,,,140613,43128,1,2018-06-07 09:04:12
24831,cytochrome oxidase,+,1.9.3.1,,,140613,43128,1,2018-06-07 09:04:12
24832,beta-galactosidase,+,3.2.1.23,,,140613,43128,1,2018-06-07 09:04:12
24833,urease,+,3.5.1.5,,,140613,43128,1,2018-06-07 09:04:12
24834,beta-glucosidase,+,3.2.1.21,,,140613,43128,1,2018-06-07 09:04:12
24835,arginine dihydrolase,-,3.5.3.6,,,140613,43128,1,2018-06-07 09:04:12
24836,lysine decarboxylase,-,4.1.1.18,,,140613,43128,1,2018-06-07 09:04:12
24837,ornithine decarboxylase,-,4.1.1.17,,,140613,43128,1,2018-06-07 09:04:12
24838,tryptophan deaminase,-,4.1.99.1,,,140613,43128,1,2018-06-07 09:04:12
24839,gelatinase,-,,,,140613,43128,1,2018-06-07 09:04:12
24840,alkaline phosphatase,+,3.1.3.1,,,140613,43128,1,2018-06-07 09:04:12
24841,esterase (C 4),+,,,,140613,43128,1,2018-06-07 09:04:12
24842,esterase Lipase (C 8),+,,,,140613,43128,1,2018-06-07 09:04:12
24843,leucine arylamidase,+,3.4.11.1,,,140613,43128,1,2018-06-07 09:04:12
24844,trypsin,+,3.4.21.4,,,140613,43128,1,2018-06-07 09:04:12
24845,alpha-chymotrypsin,+,3.4.21.1,,,140613,43128,1,2018-06-07 09:04:12
24846,acid phosphatase,+/-,3.1.3.2,,,140613,43128,1,2018-06-07 09:04:12
24847,naphthol-AS-BI-phosphohydrolase,+,,,,140613,43128,1,2018-06-07 09:04:12
24848,alpha-galactosidase,+,3.2.1.22,,,140613,43128,1,2018-06-07 09:04:12
24849,alpha-glucosidase,+,3.2.1.20,,,140613,43128,1,2018-06-07 09:04:12
24850,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,140613,43128,1,2018-06-07 09:04:12
24851,alpha-mannosidase,+,3.2.1.24,,,140613,43128,1,2018-06-07 09:04:12
24852,alpha-fucosidase,+,3.2.1.51,,,140613,43128,1,2018-06-07 09:04:12
24853,lipase (C 14),-,,,,140613,43128,1,2018-06-07 09:04:12
24854,valine arylamidase,-,,,,140613,43128,1,2018-06-07 09:04:12
24855,cystine arylamidase,-,3.4.11.3,,,140613,43128,1,2018-06-07 09:04:12
24856,catalase,+,1.11.1.6,,,140614,43129,1,2018-06-07 09:04:12
24857,cytochrome oxidase,-,1.9.3.1,,,140614,43129,1,2018-06-07 09:04:12
24858,acid phosphatase,+,3.1.3.2,,,140614,43129,1,2018-06-07 09:04:12
24859,alkaline phosphatase,+,3.1.3.1,,,140614,43129,1,2018-06-07 09:04:12
24860,esterase (C 4),+/-,,,,140614,43129,1,2018-06-07 09:04:12
24861,esterase Lipase (C 8),+,,,,140614,43129,1,2018-06-07 09:04:12
24862,leucine arylamidase,+,3.4.11.1,,,140614,43129,1,2018-06-07 09:04:12
24863,naphthol-AS-BI-phosphohydrolase,+,,,,140614,43129,1,2018-06-07 09:04:12
24864,N-acetyl-beta-glucosaminidase,+/-,3.2.1.52,,,140614,43129,1,2018-06-07 09:04:12
24865,valine arylamidase,+,,,,140614,43129,1,2018-06-07 09:04:12
24866,alpha-glucosidase,+,3.2.1.20,,,140614,43129,1,2018-06-07 09:04:12
24867,alpha-chymotrypsin,-,3.4.21.1,,,140614,43129,1,2018-06-07 09:04:12
24868,cystine arylamidase,-,3.4.11.3,,,140614,43129,1,2018-06-07 09:04:12
24869,alpha-fucosidase,-,3.2.1.51,,,140614,43129,1,2018-06-07 09:04:12
24870,alpha-galactosidase,-,3.2.1.22,,,140614,43129,1,2018-06-07 09:04:12
24871,beta-galactosidase,-,3.2.1.23,,,140614,43129,1,2018-06-07 09:04:12
24872,beta-glucosidase,-,3.2.1.21,,,140614,43129,1,2018-06-07 09:04:12
24873,beta-glucuronidase,-,3.2.1.31,,,140614,43129,1,2018-06-07 09:04:12
24874,lipase (C 14),-,,,,140614,43129,1,2018-06-07 09:04:12
24875,alpha-mannosidase,-,3.2.1.24,,,140614,43129,1,2018-06-07 09:04:12
24876,trypsin,-,3.4.21.4,,,140614,43129,1,2018-06-07 09:04:12
24877,catalase,+,1.11.1.6,,,140615,43130,1,2018-06-07 09:04:12
24878,cytochrome oxidase,+,1.9.3.1,,,140615,43130,1,2018-06-07 09:04:12
24879,alkaline phosphatase,+,3.1.3.1,,,140615,43130,1,2018-06-07 09:04:12
24880,esterase (C 4),+,,,,140615,43130,1,2018-06-07 09:04:12
24881,esterase Lipase (C 8),+,,,,140615,43130,1,2018-06-07 09:04:12
24882,leucine arylamidase,+,3.4.11.1,,,140615,43130,1,2018-06-07 09:04:12
24883,valine arylamidase,+,,,,140615,43130,1,2018-06-07 09:04:12
24884,acid phosphatase,+,3.1.3.2,,,140615,43130,1,2018-06-07 09:04:12
24885,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,140615,43130,1,2018-06-07 09:04:12
24886,lipase (C 14),-,,,,140615,43130,1,2018-06-07 09:04:12
24887,cystine arylamidase,-,3.4.11.3,,,140615,43130,1,2018-06-07 09:04:12
24888,trypsin,-,3.4.21.4,,,140615,43130,1,2018-06-07 09:04:12
24889,alpha-chymotrypsin,-,3.4.21.1,,,140615,43130,1,2018-06-07 09:04:12
24890,naphthol-AS-BI-phosphohydrolase,-,,,,140615,43130,1,2018-06-07 09:04:12
24891,alpha-galactosidase,-,3.2.1.22,,,140615,43130,1,2018-06-07 09:04:12
24892,beta-galactosidase,-,3.2.1.23,,,140615,43130,1,2018-06-07 09:04:12
24893,beta-glucuronidase,-,3.2.1.31,,,140615,43130,1,2018-06-07 09:04:12
24894,alpha-glucosidase,-,3.2.1.20,,,140615,43130,1,2018-06-07 09:04:12
24895,beta-glucosidase,-,3.2.1.21,,,140615,43130,1,2018-06-07 09:04:12
24896,alpha-mannosidase,-,3.2.1.24,,,140615,43130,1,2018-06-07 09:04:12
24897,alpha-fucosidase,-,3.2.1.51,,,140615,43130,1,2018-06-07 09:04:12
24898,cytochrome oxidase,+,1.9.3.1,,,140228,43131,1,2018-06-07 09:04:12
24899,catalase,+,1.11.1.6,,,140228,43131,1,2018-06-07 09:04:12
24900,arginine dihydrolase,-,3.5.3.6,,,140228,43131,1,2018-06-07 09:04:12
24901,urease,-,3.5.1.5,,,140228,43131,1,2018-06-07 09:04:12
24902,gelatinase,-,,,,140228,43131,1,2018-06-07 09:04:12
24903,cytochrome oxidase,+,1.9.3.1,,,140229,43132,1,2018-06-07 09:04:12
24904,catalase,+,1.11.1.6,,,140229,43132,1,2018-06-07 09:04:12
24905,acid phosphatase,+,3.1.3.2,,,140229,43132,1,2018-06-07 09:04:12
24906,alkaline phosphatase,+,3.1.3.1,,,140229,43132,1,2018-06-07 09:04:12
24907,esterase (C 4),+,,,,140229,43132,1,2018-06-07 09:04:12
24908,esterase Lipase (C 8),+,,,,140229,43132,1,2018-06-07 09:04:12
24909,leucine arylamidase,+,3.4.11.1,,,140229,43132,1,2018-06-07 09:04:12
24910,valine arylamidase,+,,,,140229,43132,1,2018-06-07 09:04:12
24911,cystine arylamidase,+,3.4.11.3,,,140229,43132,1,2018-06-07 09:04:12
24912,naphthol-AS-BI-phosphohydrolase,+,,,,140229,43132,1,2018-06-07 09:04:12
24913,lipase (C 14),-,,,,140229,43132,1,2018-06-07 09:04:12
