ID_nutrition_type,nutrition_type,ID_strains,ID_reference,manual_annotation,last_change
1141,chemoorganotroph,2081,23166,1,2017-01-20 09:59:21
1142,chemoorganotroph,2090,23168,1,2017-01-20 09:59:21
1143,chemoorganotroph,2339,23073,1,2017-01-20 09:59:21
1144,phototroph,2395,23074,1,2017-01-20 09:59:21
1145,phototroph,2396,23074,1,2017-01-20 09:59:21
1146,phototroph,2397,23074,1,2017-01-20 09:59:21
1147,phototroph,2398,23074,1,2017-01-20 09:59:21
1148,phototroph,2401,23074,1,2017-01-20 09:59:21
1149,photoheterotroph,2416,23075,1,2017-01-20 09:59:21
1150,chemoheterotroph,2416,23075,1,2017-01-20 09:59:21
1151,chemoorganotroph,2965,23086,1,2017-01-20 09:59:21
1152,chemolithoautotroph,2965,23086,1,2017-01-20 09:59:21
1153,chemoorganotroph,2966,23086,1,2017-01-20 09:59:21
1154,chemolithoautotroph,2966,23086,1,2017-01-20 09:59:21
1155,chemoorganotroph,2968,23086,1,2017-01-20 09:59:21
