ID_kit_api_20NE,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_20NE,modify_in_pgsql_20NE,ID_tbl_api_20NE,last_change
7303,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143041,46496,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7304,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143042,46497,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7305,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,-,-,+,136207,46502,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7306,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,-,-,+,143051,46507,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7307,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,+,143056,46512,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7308,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,+,+,141422,44407,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,141425,44410,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7310,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,+,143087,46549,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7311,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,+,2893,46608,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7312,+,-,+,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12759,46633,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7313,+,-,-,-,+,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,143179,46652,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7314,+,-,-,-,+,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,143180,46653,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7315,+,-,-,-,+,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,143181,46654,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7316,-,-,-,-,+,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,+,143182,46655,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7317,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,143183,46656,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7318,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,143184,46657,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7319,+,-,-,-,+,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,143185,46658,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7320,+,-,-,-,+,-,-,+,+,+,+,+,-,-,+,+,-,+,+,+,+,143186,46659,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7321,-,-,-,-,+,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,+,143187,46660,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7322,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,143188,46661,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7323,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,143189,46662,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7324,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,143190,46663,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7325,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,+,+,143201,46674,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7326,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,143204,46677,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7327,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,143205,46678,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7328,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,2000,44416,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7329,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,-,+,3008,44417,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7330,-,-,-,-,+,-,-,-,+,+,+,+,-,+,+,+,+,+,+,+,+,3009,44418,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7331,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,-,+,-,-,+,2885,44419,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7332,+,-,+,-,-,-,-,-,+,+,+,+,-,-,+,-,-,+,-,-,+,2885,44419,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7333,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,135160,65602,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7334,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,-,+,141203,44126,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7335,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,+,+,141204,44127,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7336,+,-,-,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,12866,44420,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7337,+,-,-,+,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,+,13076,44422,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7338,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,+,143223,46701,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7339,-,-,-,-,+,-,-,+,+,+,+,+,-,-,-,-,-,+,-,-,-,1936,46713,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7340,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,133564,65603,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7341,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,143244,46734,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7342,+,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,+,-,+,143245,46735,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7343,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143246,46737,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7344,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,46762,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7345,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,+,+,134786,44435,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7346,-,-,-,+,-,-,+,-,+,-,+,+,+,-,+,+,-,+,+,+,+,141434,44436,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7347,+,-,-,-,+,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,+,136209,46786,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7348,-,+,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,143290,46792,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7349,+,+,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,143291,46793,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7350,+,+,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,143292,46794,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7351,-,-,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,+,-,-,+,143300,46803,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7352,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,+,143305,46808,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7353,+,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,+,143306,46809,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7354,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143309,46815,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7355,+,-,-,-,+,-,-,-,+,+,+,-,+,+,+,+,-,+,+,-,+,141437,44441,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7356,+,-,-,-,-,-,-,+,+,-,+,+,+,-,-,+,-,+,+,+,+,143326,46832,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7357,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,143368,46877,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7358,-,-,-,+,-,-,+,-,+,+,+,+,-,-,+,+,-,+,+,-,+,143369,46878,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7359,+,-,-,-,+,-,-,-,-,+,-,+,-,-,+,+,-,+,-,-,+,143388,46909,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7360,+,-,-,-,+,-,-,-,-,+,-,+,-,-,+,+,-,+,-,-,+,143389,46910,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7361,-,-,-,-,-,+,+,+,+,-,+,-,+,-,-,-,-,+,+,-,-,13144,46911,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7362,+,-,-,-,-,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,143390,46912,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7363,+,-,-,-,-,-,-,-,+,-,-,-,-,+,+,+,-,+,+,-,+,13012,46914,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7364,-,-,-,+,-,-,-,-,+,-,+,+,+,+,+,+,-,+,+,+,+,143393,46916,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7365,-,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,+,24263,65605,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,11352,46961,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7367,+,-,-,-,-,+,-,+,+,+,+,-,-,+,-,-,-,-,-,-,,143453,46987,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7368,-,-,-,+,-,+,+,+,+,+,+,+,-,-,+,+,-,+,+,-,-,137807,46997,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,141453,44458,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7370,-,-,-,-,-,+,+,+,+,-,-,-,+,+,-,-,-,+,-,-,+,143534,47076,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7371,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,-,-,+,143556,47101,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7372,-,-,-,-,-,+,-,+,+,-,+,+,+,+,+,-,-,+,-,-,+,143564,47109,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,141457,44462,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7374,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,,2301,65626,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,143586,47135,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7376,-,-,-,-,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,,143602,47152,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7377,-,+,-,-,-,+,+,+,+,-,+,+,+,+,-,-,-,-,-,-,+,143630,47180,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,141464,44471,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7379,+,-,-,+,-,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12758,44477,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7380,-,-,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,143661,47215,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,10435,44485,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7382,+,-,-,-,-,-,-,-,+,+,+,+,-,+,+,+,+,+,+,-,-,143689,47251,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7383,+,-,-,+,-,-,-,-,+,+,-,-,+,-,+,+,-,+,+,-,+,143695,47260,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,+,143700,47268,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7385,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,2888,44487,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7386,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,-,-,+,143828,47400,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7387,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143839,47411,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7388,-,-,-,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,143858,47436,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7389,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,141480,44506,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7390,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,+,143888,47473,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7391,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,+,143889,47474,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143890,47475,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7393,+,-,-,-,+,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,141481,44508,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7394,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143896,47481,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7395,-,-,-,-,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,+,143940,47541,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7396,-,-,-,-,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,,143940,47541,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7397,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,143960,47561,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7398,-,-,+,-,-,-,-,-,+,+,-,+,-,-,+,+,-,+,+,-,+,143961,47562,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7399,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143965,47566,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7400,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143970,47571,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7401,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143971,47572,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7402,-,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,143973,47574,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7403,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143976,47577,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7404,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,+,139232,47579,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7405,-,-,-,-,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,,143984,47587,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7406,+,-,-,-,+,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,+,14125,47630,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7407,+,-,-,-,+,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,+,135228,47631,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7408,+,-,-,-,+,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,+,144027,47632,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7409,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,144028,47633,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7410,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,+,144060,47668,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7411,-,-,-,-,+,-,-,-,+,+,-,-,-,-,+,-,-,+,+,-,+,144061,47669,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7412,-,-,-,-,+,-,-,-,+,+,-,-,-,-,+,-,+,+,+,-,+,144062,47670,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7413,+,-,-,-,-,-,-,+,-,+,-,+,-,+,+,-,-,+,-,-,+,144074,47682,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7414,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,311,44149,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7415,+,-,+,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12760,47686,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7416,-,-,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,+,-,-,+,144094,47703,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,144108,47717,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7418,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,144109,47718,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,144143,47753,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,144144,47754,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7421,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,-,136869,44522,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7422,+,-,-,-,-,-,-,-,,-,+,-,+,+,-,-,-,-,-,-,+,144213,47837,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7423,-,-,-,-,-,-,-,-,,-,-,-,+,-,-,-,-,+,-,-,+,144214,47838,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7424,-,-,-,-,+,-,-,-,+,+,-,+,-,-,+,-,-,+,+,-,+,144215,47839,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7425,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,141496,44530,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7426,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,+,144220,47844,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7427,+,-,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,+,141498,44532,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7428,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,+,+,+,+,+,+,144259,47900,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7429,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,144261,47902,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7430,+,-,-,-,-,+,-,+,+,+,-,+,+,+,-,-,+,+,+,-,+,144262,47903,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7431,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,+,144263,47904,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7432,+,-,-,+,-,-,+,-,+,-,-,+,+,+,+,+,+,+,+,-,+,141220,44151,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7433,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,+,-,+,144269,47919,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,144314,47968,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7435,+,-,-,-,+,-,-,+,+,+,-,+,+,-,+,+,-,+,+,+,+,144318,47972,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7436,+,-,-,+,+,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,11353,47973,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7437,+,-,-,+,+,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,11354,47974,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7438,+,-,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,-,-,+,144333,47990,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7439,-,-,-,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-,+,+,144341,48002,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7440,+,-,-,-,+,+,-,+,+,+,+,-,+,+,-,-,-,+,+,-,+,144348,48011,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7441,-,-,-,-,+,+,-,+,+,+,+,-,+,+,-,-,-,+,+,-,+,144349,48012,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,2297,48015,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7443,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,138273,48018,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7444,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,+,+,+,-,+,+,141505,44540,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,144351,48019,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,144352,48020,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7447,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,144353,48021,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7448,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,144354,48022,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7449,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,144355,48023,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
7450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,-,144356,48024,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
