ID_spore_formation,ability,type,description,ID_strains,ID_reference,manual_annotation,api_import,last_change
1079,0,,,12522,29161,1,,2017-12-04 12:48:11
1080,0,,,12523,29161,1,,2017-12-04 12:48:11
1081,0,,,18133,29446,1,,2017-12-04 12:48:11
1082,0,,,133525,29328,1,,2017-12-04 12:48:11
1083,0,,,133512,29245,1,,2017-12-04 12:48:11
1084,0,,,1681,29335,1,,2017-12-04 12:48:11
1085,0,,,133519,29269,1,,2017-12-04 12:48:11
1086,0,,,14846,29419,1,,2017-12-04 12:48:11
1087,0,,,12501,29308,1,,2017-12-04 12:48:11
1088,0,,,12565,29614,1,,2017-12-04 12:48:11
1089,0,,,17819,29407,1,,2017-12-04 12:48:11
1090,0,,,133572,29590,1,,2017-12-04 12:48:11
1091,0,,,133542,29422,1,,2017-12-04 12:48:11
1092,0,,,1991,29628,1,,2017-12-04 12:48:11
1093,0,,,17887,29509,1,,2017-12-04 12:48:11
1094,0,,,1628,29531,1,,2017-12-04 12:48:11
1095,0,,,1629,29531,1,,2017-12-04 12:48:11
1096,0,,,1630,29531,1,,2017-12-04 12:48:11
1097,0,,,14033,29508,1,,2017-12-04 12:48:11
1098,0,,,3068,29633,1,,2017-12-04 12:48:11
1099,0,,,3050,29633,1,,2017-12-04 12:48:11
1100,0,,,24747,29932,1,,2017-12-04 12:48:11
1101,0,,,16638,29564,1,,2017-12-04 12:48:11
1102,0,,,133637,29874,1,,2017-12-04 12:48:11
1103,0,,,17888,29653,1,,2017-12-04 12:48:11
1104,0,,,133562,29532,1,,2017-12-04 12:48:11
1105,0,,,14847,29731,1,,2017-12-04 12:48:11
1106,0,,,133606,29721,1,,2017-12-04 12:48:11
1107,0,,,133586,29666,1,,2017-12-04 12:48:11
1108,0,,,133597,29687,1,,2017-12-04 12:48:11
1109,0,,,133719,30265,1,,2017-12-04 12:48:11
1110,0,,,7136,29752,1,,2017-12-04 12:48:11
1111,0,,,133608,29727,1,,2017-12-04 12:48:11
1112,0,,,14299,30347,1,,2017-12-04 12:48:11
1113,0,,,11163,29817,1,,2017-12-04 12:48:11
1114,0,,,133718,30264,1,,2017-12-04 12:48:11
1115,0,,,133899,30814,1,,2017-12-04 12:48:11
1116,0,,,23458,30595,1,,2017-12-04 12:48:11
1117,0,,,12608,30432,1,,2017-12-04 12:48:11
1118,0,,,133127,30702,1,,2017-12-04 12:48:11
1119,0,,,133790,30514,1,,2017-12-04 12:48:11
1120,0,,,22936,30294,1,,2017-12-04 12:48:11
1121,0,,,131249,30294,1,,2017-12-04 12:48:11
1122,0,,,24336,31031,1,,2017-12-04 12:48:11
1123,0,,,24797,30875,1,,2017-12-04 12:48:11
1124,0,,,133879,30751,1,,2017-12-04 12:48:11
1125,0,,,7512,30227,1,,2017-12-04 12:48:11
1126,0,,,16711,30037,1,,2017-12-04 12:48:11
1127,0,,,133711,30237,1,,2017-12-04 12:48:11
1128,0,,,2376,30542,1,,2017-12-04 12:48:11
1129,0,,,6701,30248,1,,2017-12-04 12:48:11
1130,0,,,6702,30248,1,,2017-12-04 12:48:11
1131,0,,,45,30251,1,,2017-12-04 12:48:11
1132,0,,,23092,30303,1,,2017-12-04 12:48:11
1133,0,,,6703,30252,1,,2017-12-04 12:48:11
1134,0,,,22938,30570,1,,2017-12-04 12:48:11
1135,0,,,13879,30298,1,,2017-12-04 12:48:11
1136,0,,,24744,31105,1,,2017-12-04 12:48:11
1137,0,,,17842,30414,1,,2017-12-04 12:48:11
1138,0,,,24607,30904,1,,2017-12-04 12:48:11
1139,0,,,24608,30904,1,,2017-12-04 12:48:11
1140,0,,,17840,30586,1,,2017-12-04 12:48:11
1141,0,,,17841,30586,1,,2017-12-04 12:48:11
1142,0,,,132910,30703,1,,2017-12-04 12:48:11
1143,0,,,23299,30590,1,,2017-12-04 12:48:11
1144,0,,,23077,30752,1,,2017-12-04 12:48:11
1145,0,,,22946,30705,1,,2017-12-04 12:48:11
1146,0,,,133840,30643,1,,2017-12-04 12:48:11
1147,0,,,134029,31089,1,,2017-12-04 12:48:11
1148,0,,,23035,30690,1,,2017-12-04 12:48:11
1149,0,,,22956,30759,1,,2017-12-04 12:48:11
1150,0,,,24175,30947,1,,2017-12-04 12:48:11
1151,0,,,24117,30848,1,,2017-12-04 12:48:11
1152,0,,,24174,30947,1,,2017-12-04 12:48:11
1153,0,,,24132,30898,1,,2017-12-04 12:48:11
1154,0,,,24133,30984,1,,2017-12-04 12:48:11
1155,0,,,24188,30909,1,,2017-12-04 12:48:11
1156,0,,,24134,31094,1,,2017-12-04 12:48:11
1157,0,,,24109,31079,1,,2017-12-04 12:48:11
1158,0,,,24207,31139,1,,2017-12-04 12:48:11
1159,0,,,134017,31071,1,,2017-12-04 12:48:11
1160,0,,,134018,31071,1,,2017-12-04 12:48:11
1161,0,,,134019,31071,1,,2017-12-04 12:48:11
1162,0,,,6642,31094,1,,2017-12-04 12:48:11
1163,0,,,134114,31401,1,,2017-12-04 12:48:11
1164,0,,,16411,29899,1,,2017-12-04 12:48:11
1165,0,,,134120,31430,1,,2017-12-04 12:48:11
1166,0,,,133635,29869,1,,2017-12-04 12:48:11
1167,0,,,7141,30080,1,,2017-12-04 12:48:11
1168,0,,,6038,29992,1,,2017-12-04 12:48:11
1169,0,,,6039,29992,1,,2017-12-04 12:48:11
1170,0,,,6040,29992,1,,2017-12-04 12:48:11
1171,0,,,6041,29992,1,,2017-12-04 12:48:11
1172,0,,,133650,29929,1,,2017-12-04 12:48:11
1173,0,,,17504,29999,1,,2017-12-04 12:48:11
1174,0,,,1613,31598,1,,2017-12-04 12:48:11
1175,0,,,14671,31818,1,,2017-12-04 12:48:11
1176,0,,,23022,30148,1,,2017-12-04 12:48:11
1177,0,,,10430,32399,1,,2017-12-04 12:48:11
1178,0,,,16889,29920,1,,2017-12-04 12:48:11
1179,0,,,6357,29938,1,,2017-12-04 12:48:11
1180,0,,,6356,29938,1,,2017-12-04 12:48:11
1181,0,,,5268,31968,1,,2017-12-04 12:48:11
1182,0,,,134093,31238,1,,2017-12-04 12:48:11
1183,0,,,8493,29969,1,,2017-12-04 12:48:11
1184,0,,,17177,30111,1,,2017-12-04 12:48:11
1185,0,,,13254,29926,1,,2017-12-04 12:48:11
1186,0,,,8349,30561,1,,2017-12-04 12:48:11
1187,0,,,5724,31634,1,,2017-12-04 12:48:11
1188,0,,,5509,31634,1,,2017-12-04 12:48:11
1189,0,,,14070,30143,1,,2017-12-04 12:48:11
1190,0,,,133664,30021,1,,2017-12-04 12:48:11
1191,0,,,133665,30021,1,,2017-12-04 12:48:11
1192,0,,,13683,31382,1,,2017-12-04 12:48:11
1193,0,,,519,29986,1,,2017-12-04 12:48:11
1194,0,,,11118,29907,1,,2017-12-04 12:48:11
1195,0,,,23348,30919,1,,2017-12-04 12:48:11
1196,0,,,133564,29549,1,,2017-12-04 12:48:11
1197,0,,,2323,29604,1,,2017-12-04 12:48:11
1198,0,,,2324,29604,1,,2017-12-04 12:48:11
1199,0,,,13395,31757,1,,2017-12-04 12:48:11
1200,0,,,14410,30016,1,,2017-12-04 12:48:11
1201,0,,,132143,30651,1,,2017-12-04 12:48:11
1202,0,,,132142,30651,1,,2017-12-04 12:48:11
1203,0,,,6001,31659,1,,2017-12-04 12:48:11
1204,0,,,14153,31354,1,,2017-12-04 12:48:11
1205,0,,,7329,30029,1,,2017-12-04 12:48:11
1206,0,,,130802,32452,1,,2017-12-04 12:48:11
1207,0,,,7607,31342,1,,2017-12-04 12:48:11
1208,0,,,7606,31342,1,,2017-12-04 12:48:11
1209,0,,,4434,31279,1,,2017-12-04 12:48:11
1210,0,,,17679,29914,1,,2017-12-04 12:48:11
1211,0,,,11931,31345,1,,2017-12-04 12:48:11
1212,0,,,11932,31345,1,,2017-12-04 12:48:11
1213,0,,,134145,31518,1,,2017-12-04 12:48:11
1214,0,,,7217,31620,1,,2017-12-04 12:48:11
1215,0,,,1944,30046,1,,2017-12-04 12:48:11
1216,0,,,132891,32093,1,,2017-12-04 12:48:11
1217,0,,,132885,31952,1,,2017-12-04 12:48:11
1218,0,,,5600,30088,1,,2017-12-04 12:48:11
1219,0,,,13672,30155,1,,2017-12-04 12:48:11
1220,0,,,1235,31319,1,,2017-12-04 12:48:11
1221,0,,,13856,29756,1,,2017-12-04 12:48:11
1222,0,,,13252,29908,1,,2017-12-04 12:48:11
1223,0,,,7592,30089,1,,2017-12-04 12:48:11
1224,0,,,17686,29951,1,,2017-12-04 12:48:11
1225,0,,,5699,32348,1,,2017-12-04 12:48:11
1226,0,,,8522,30098,1,,2017-12-04 12:48:11
1227,0,,,10427,29965,1,,2017-12-04 12:48:11
1228,0,,,6156,29960,1,,2017-12-04 12:48:11
1229,0,,,2979,29945,1,,2017-12-04 12:48:11
1230,0,,,8528,29977,1,,2017-12-04 12:48:11
1231,0,,,3862,29968,1,,2017-12-04 12:48:11
1232,0,,,5372,30066,1,,2017-12-04 12:48:11
1233,0,,,13684,30027,1,,2017-12-04 12:48:11
1234,0,,,18153,32452,1,,2017-12-04 12:48:11
1235,0,,,13387,30010,1,,2017-12-04 12:48:11
1236,0,,,10773,30022,1,,2017-12-04 12:48:11
1237,0,,,6239,30082,1,,2017-12-04 12:48:11
1238,0,,,6601,31220,1,,2017-12-04 12:48:11
1239,0,,,17690,31329,1,,2017-12-04 12:48:11
1240,0,,,17701,30078,1,,2017-12-04 12:48:11
1241,0,,,5504,31763,1,,2017-12-04 12:48:11
1242,0,,,5482,31609,1,,2017-12-04 12:48:11
1243,0,,,13105,30172,1,,2017-12-04 12:48:11
1244,0,,,14243,31599,1,,2017-12-04 12:48:11
1245,0,,,14242,31599,1,,2017-12-04 12:48:11
1246,0,,,17992,31221,1,,2017-12-04 12:48:11
1247,0,,,17463,31417,1,,2017-12-04 12:48:11
1248,0,,,13092,32005,1,,2017-12-04 12:48:11
1249,0,,,11870,31644,1,,2017-12-04 12:48:11
1250,0,,,13674,30155,1,,2017-12-04 12:48:11
1251,0,,,13673,30155,1,,2017-12-04 12:48:11
1252,0,,,5342,31275,1,,2017-12-04 12:48:11
1253,0,,,1623,32120,1,,2017-12-04 12:48:11
1254,0,,,134134,31433,1,,2017-12-04 12:48:11
1255,0,,,10505,31338,1,,2017-12-04 12:48:11
1256,0,,,13853,29597,1,,2017-12-04 12:48:11
1257,0,,,13756,31292,1,,2017-12-04 12:48:11
1258,0,,,14823,31224,1,,2017-12-04 12:48:11
1259,0,,,14827,31379,1,,2017-12-04 12:48:11
1260,0,,,7610,31239,1,,2017-12-04 12:48:11
1261,0,,,7609,31239,1,,2017-12-04 12:48:11
1262,0,,,3065,31432,1,,2017-12-04 12:48:11
1263,0,,,8187,31230,1,,2017-12-04 12:48:11
1264,0,,,6776,31230,1,,2017-12-04 12:48:11
1265,0,,,8534,31408,1,,2017-12-04 12:48:11
1266,0,,,7597,31246,1,,2017-12-04 12:48:11
1267,0,,,1860,31255,1,,2017-12-04 12:48:11
1268,0,,,2132,31257,1,,2017-12-04 12:48:11
1269,0,,,5722,32551,1,,2017-12-04 12:48:11
1270,0,,,6660,31309,1,,2017-12-04 12:48:11
1271,0,,,6661,31309,1,,2017-12-04 12:48:11
1272,0,,,6624,31323,1,,2017-12-04 12:48:11
1273,0,,,14835,31336,1,,2017-12-04 12:48:11
1274,0,,,2250,31461,1,,2017-12-04 12:48:11
1275,0,,,7176,31326,1,,2017-12-04 12:48:11
1276,0,,,7175,31326,1,,2017-12-04 12:48:11
1277,0,,,7603,31342,1,,2017-12-04 12:48:11
1278,0,,,7605,31342,1,,2017-12-04 12:48:11
1279,0,,,7608,31342,1,,2017-12-04 12:48:11
1280,0,,,7604,31342,1,,2017-12-04 12:48:11
1281,0,,,7612,31376,1,,2017-12-04 12:48:11
1282,0,,,11112,31420,1,,2017-12-04 12:48:11
1283,0,,,7420,31321,1,,2017-12-04 12:48:11
1284,0,,,7419,31321,1,,2017-12-04 12:48:11
1285,0,,,486,31403,1,,2017-12-04 12:48:11
1286,0,,,2238,31492,1,,2017-12-04 12:48:11
1287,0,,,6864,31380,1,,2017-12-04 12:48:11
1288,0,,,14040,31400,1,,2017-12-04 12:48:11
1289,0,,,11868,31770,1,,2017-12-04 12:48:11
1290,0,,,14099,31473,1,,2017-12-04 12:48:11
1291,0,,,6165,31510,1,,2017-12-04 12:48:11
1292,0,,,7623,29225,1,,2017-12-04 12:48:11
1293,0,,,7517,31628,1,,2017-12-04 12:48:11
1294,0,,,11272,31624,1,,2017-12-04 12:48:11
1295,0,,,5680,31426,1,,2017-12-04 12:48:11
1296,0,,,13774,31531,1,,2017-12-04 12:48:11
1297,0,,,7178,31454,1,,2017-12-04 12:48:11
1298,0,,,7426,31508,1,,2017-12-04 12:48:11
1299,0,,,7427,31638,1,,2017-12-04 12:48:11
1300,0,,,5166,31489,1,,2017-12-04 12:48:11
1301,0,,,5252,31600,1,,2017-12-04 12:48:11
1302,0,,,11890,31651,1,,2017-12-04 12:48:11
1303,0,,,6646,31735,1,,2017-12-04 12:48:11
1304,0,,,5831,32080,1,,2017-12-04 12:48:11
1305,0,,,17629,31752,1,,2017-12-04 12:48:11
1306,0,,,23231,31669,1,,2017-12-04 12:48:11
1307,0,,,216,31626,1,,2017-12-04 12:48:11
1308,0,,,217,31626,1,,2017-12-04 12:48:11
1309,0,,,7179,31541,1,,2017-12-04 12:48:11
1310,0,,,13747,31665,1,,2017-12-04 12:48:11
1311,0,,,11961,31975,1,,2017-12-04 12:48:11
1312,0,,,2472,31657,1,,2017-12-04 12:48:11
1313,0,,,6397,31637,1,,2017-12-04 12:48:11
1314,0,,,134165,31640,1,,2017-12-04 12:48:11
1315,0,,,134167,31648,1,,2017-12-04 12:48:11
1316,0,,,134166,31642,1,,2017-12-04 12:48:11
1317,0,,,7180,31650,1,,2017-12-04 12:48:11
1318,0,,,23024,31670,1,,2017-12-04 12:48:11
1319,0,,,7351,31940,1,,2017-12-04 12:48:11
1320,0,,,5088,31656,1,,2017-12-04 12:48:11
1321,0,,,3829,31733,1,,2017-12-04 12:48:11
1322,0,,,2903,32368,1,,2017-12-04 12:48:11
1323,0,,,17515,31727,1,,2017-12-04 12:48:11
1324,0,,,134188,31748,1,,2017-12-04 12:48:11
1325,0,,,13131,31765,1,,2017-12-04 12:48:11
1326,0,,,13130,31765,1,,2017-12-04 12:48:11
1327,0,,,5969,31790,1,,2017-12-04 12:48:11
1328,0,,,17909,32403,1,,2017-12-04 12:48:11
1329,0,,,134193,31782,1,,2017-12-04 12:48:11
1330,0,,,13872,32034,1,,2017-12-04 12:48:11
1331,0,,,13748,31834,1,,2017-12-04 12:48:11
1332,0,,,6051,31987,1,,2017-12-04 12:48:11
1333,0,,,6050,31987,1,,2017-12-04 12:48:11
1334,0,,,6080,31987,1,,2017-12-04 12:48:11
1335,0,,,6049,31987,1,,2017-12-04 12:48:11
1336,0,,,17445,31836,1,,2017-12-04 12:48:11
1337,0,,,17449,30387,1,,2017-12-04 12:48:11
1338,0,,,1626,32442,1,,2017-12-04 12:48:11
1339,0,,,5701,32348,1,,2017-12-04 12:48:11
1340,0,,,5700,32348,1,,2017-12-04 12:48:11
1341,0,,,5698,32348,1,,2017-12-04 12:48:11
1342,0,,,6667,31892,1,,2017-12-04 12:48:11
1343,0,,,17490,32101,1,,2017-12-04 12:48:11
1344,0,,,7216,31902,1,,2017-12-04 12:48:11
1345,0,,,134233,32030,1,,2017-12-04 12:48:11
1346,0,,,134226,31961,1,,2017-12-04 12:48:11
1347,0,,,7500,32301,1,,2017-12-04 12:48:11
1348,0,,,12011,28963,1,,2017-12-04 12:48:11
1349,0,,,6677,32356,1,,2017-12-04 12:48:11
1350,0,,,134275,32222,1,,2017-12-04 12:48:11
1351,0,,,13139,31953,1,,2017-12-04 12:48:11
1352,0,,,13157,31953,1,,2017-12-04 12:48:11
1353,0,,,13138,31953,1,,2017-12-04 12:48:11
1354,0,,,6168,32246,1,,2017-12-04 12:48:11
1355,0,,,11132,32129,1,,2017-12-04 12:48:11
1356,0,,,11086,31947,1,,2017-12-04 12:48:11
1357,0,,,10519,31964,1,,2017-12-04 12:48:11
1358,0,,,12666,32042,1,,2017-12-04 12:48:11
1359,0,,,7258,32585,1,,2017-12-04 12:48:11
1360,0,,,10525,32027,1,,2017-12-04 12:48:11
1361,0,,,14844,32636,1,,2017-12-04 12:48:11
1362,0,,,17623,32329,1,,2017-12-04 12:48:11
1363,0,,,11373,32000,1,,2017-12-04 12:48:11
1364,0,,,6302,32068,1,,2017-12-04 12:48:11
1365,0,,,11131,32319,1,,2017-12-04 12:48:11
1366,0,,,13656,30689,1,,2017-12-04 12:48:11
1367,0,,,17566,32152,1,,2017-12-04 12:48:11
1368,0,,,17567,32152,1,,2017-12-04 12:48:11
1369,0,,,4301,32072,1,,2017-12-04 12:48:11
1370,0,,,14138,32090,1,,2017-12-04 12:48:11
1371,0,,,7620,32477,1,,2017-12-04 12:48:11
1372,0,,,17512,32159,1,,2017-12-04 12:48:11
1373,0,,,1767,32013,1,,2017-12-04 12:48:11
1374,0,,,13824,32531,1,,2017-12-04 12:48:11
1375,0,,,1867,32191,1,,2017-12-04 12:48:11
1376,0,,,12562,32204,1,,2017-12-04 12:48:11
1377,0,,,11125,32206,1,,2017-12-04 12:48:11
1378,0,,,1980,32217,1,,2017-12-04 12:48:11
1379,0,,,1979,32217,1,,2017-12-04 12:48:11
1380,0,,,5693,32196,1,,2017-12-04 12:48:11
1381,0,,,14133,32192,1,,2017-12-04 12:48:11
1382,0,,,14134,32192,1,,2017-12-04 12:48:11
1383,0,,,14106,32230,1,,2017-12-04 12:48:11
1384,0,,,14108,32230,1,,2017-12-04 12:48:11
1385,0,,,14107,32230,1,,2017-12-04 12:48:11
1386,0,,,14105,32230,1,,2017-12-04 12:48:11
1387,0,,,14109,32230,1,,2017-12-04 12:48:11
1388,0,,,13161,32216,1,,2017-12-04 12:48:11
1389,0,,,11306,32228,1,,2017-12-04 12:48:11
1390,0,,,134272,32220,1,,2017-12-04 12:48:11
1391,0,,,134296,32313,1,,2017-12-04 12:48:11
1392,0,,,134273,32220,1,,2017-12-04 12:48:11
1393,0,,,6399,32642,1,,2017-12-04 12:48:11
1394,0,,,14013,32558,1,,2017-12-04 12:48:11
1395,0,,,5612,32419,1,,2017-12-04 12:48:11
1396,0,,,5730,32407,1,,2017-12-04 12:48:11
1397,0,,,134339,32530,1,,2017-12-04 12:48:11
1398,0,,,3833,29691,1,,2017-12-04 12:48:11
1399,0,,,6773,29649,1,,2017-12-04 12:48:11
1400,0,,,3076,28980,1,,2017-12-04 12:48:11
1401,0,,,7433,32437,1,,2017-12-04 12:48:11
1402,0,,,11295,32608,1,,2017-12-04 12:48:11
1403,0,,,134323,32435,1,,2017-12-04 12:48:11
1404,0,,,2494,32612,1,,2017-12-04 12:48:11
1405,0,,,13750,32522,1,,2017-12-04 12:48:11
1406,0,,,5688,32474,1,,2017-12-04 12:48:11
1407,0,,,11333,32451,1,,2017-12-04 12:48:11
1408,0,,,11332,32451,1,,2017-12-04 12:48:11
1409,0,,,10174,32480,1,,2017-12-04 12:48:11
1410,0,,,17407,32546,1,,2017-12-04 12:48:11
1411,0,,,7439,32605,1,,2017-12-04 12:48:11
1412,0,,,6858,32655,1,,2017-12-04 12:48:11
1413,0,,,10620,29065,1,,2017-12-04 12:48:11
1414,0,,,24310,30532,1,,2017-12-04 12:48:11
1415,0,,,11867,30532,1,,2017-12-04 12:48:11
1416,0,,,8541,31202,1,,2017-12-04 12:48:11
1417,0,,,8174,29101,1,,2017-12-04 12:48:11
1418,0,,,3075,29087,1,,2017-12-04 12:48:11
1419,0,,,13670,32650,1,,2017-12-04 12:48:11
1420,0,,,7344,32573,1,,2017-12-04 12:48:11
1421,0,,,23052,32647,1,,2017-12-04 12:48:11
1422,0,,,1555,32621,1,,2017-12-04 12:48:11
1423,0,,,13787,32649,1,,2017-12-04 12:48:11
1424,0,,,1547,32629,1,,2017-12-04 12:48:11
1425,0,,,3229,32641,1,,2017-12-04 12:48:11
1426,0,,,133439,28992,1,,2017-12-04 12:48:11
1427,0,,,3228,31188,1,,2017-12-04 12:48:11
1428,0,,,10431,29070,1,,2017-12-04 12:48:11
1429,0,,,22937,30536,1,,2017-12-04 12:48:11
1430,0,,,7257,31208,1,,2017-12-04 12:48:11
1431,0,,,7354,31201,1,,2017-12-04 12:48:11
1432,0,,,6840,29091,1,,2017-12-04 12:48:11
1433,0,,,3891,31203,1,,2017-12-04 12:48:11
1434,0,,,14845,29340,1,,2017-12-04 12:48:11
1435,0,,,6075,29031,1,,2017-12-04 12:48:11
1436,0,,,6073,29031,1,,2017-12-04 12:48:11
1437,0,,,6074,29031,1,,2017-12-04 12:48:11
1438,0,,,6084,28913,1,,2017-12-04 12:48:11
1439,0,,,5887,31207,1,,2017-12-04 12:48:11
1440,0,,,132853,28961,1,,2017-12-04 12:48:11
1441,0,,,7446,29076,1,,2017-12-04 12:48:11
1442,0,,,133424,28894,1,,2017-12-04 12:48:11
1443,0,,,11151,29860,1,,2017-12-04 12:48:11
1444,0,,,1298,29494,1,,2017-12-04 12:48:11
1445,0,,,13678,29334,1,,2017-12-04 12:48:11
1446,0,,,24763,30835,1,,2017-12-04 12:48:11
1447,0,,,12605,29100,1,,2017-12-04 12:48:11
1448,0,,,8519,29958,1,,2017-12-04 12:48:11
1449,0,,,8520,29958,1,,2017-12-04 12:48:11
1450,0,,,8521,29958,1,,2017-12-04 12:48:11
1451,0,,,131823,29958,1,,2017-12-04 12:48:11
1452,0,,,17867,30006,1,,2017-12-04 12:48:11
1453,0,,,17865,30006,1,,2017-12-04 12:48:11
1454,0,,,17866,30006,1,,2017-12-04 12:48:11
1455,0,,,17864,30006,1,,2017-12-04 12:48:11
1456,0,,,134183,31730,1,,2017-12-04 12:48:11
1457,0,,,7424,29943,1,,2017-12-04 12:48:11
1458,0,,,17964,30141,1,,2017-12-04 12:48:11
1459,0,,,17048,29933,1,,2017-12-04 12:48:11
1460,0,,,1611,31339,1,,2017-12-04 12:48:11
1461,0,,,4396,29937,1,,2017-12-04 12:48:11
1462,0,,,6863,31686,1,,2017-12-04 12:48:11
1463,0,,,13731,31517,1,,2017-12-04 12:48:11
1464,0,,,13795,29915,1,,2017-12-04 12:48:11
1465,0,,,13796,29915,1,,2017-12-04 12:48:11
1466,0,,,3946,29936,1,,2017-12-04 12:48:11
1467,0,,,13967,31858,1,,2017-12-04 12:48:11
1468,0,,,5803,31372,1,,2017-12-04 12:48:11
1469,0,,,5588,31601,1,,2017-12-04 12:48:11
1470,0,,,5480,30108,1,,2017-12-04 12:48:11
1471,0,,,134094,31256,1,,2017-12-04 12:48:11
1472,0,,,13966,31858,1,,2017-12-04 12:48:11
1473,0,,,14073,29946,1,,2017-12-04 12:48:11
1474,0,,,2882,29962,1,,2017-12-04 12:48:11
1475,0,,,7657,29957,1,,2017-12-04 12:48:11
1476,0,,,17406,31720,1,,2017-12-04 12:48:11
1477,0,,,17403,31720,1,,2017-12-04 12:48:11
1478,0,,,6138,29947,1,,2017-12-04 12:48:11
1479,0,,,7764,30096,1,,2017-12-04 12:48:11
1480,0,,,3209,30093,1,,2017-12-04 12:48:11
1481,0,,,7765,30096,1,,2017-12-04 12:48:11
1482,0,,,131144,29971,1,,2017-12-04 12:48:11
1483,0,,,1861,30039,1,,2017-12-04 12:48:11
1484,0,,,7787,30044,1,,2017-12-04 12:48:11
1485,0,,,17106,30099,1,,2017-12-04 12:48:11
1486,0,,,5658,29967,1,,2017-12-04 12:48:11
1487,0,,,133659,29990,1,,2017-12-04 12:48:11
1488,0,,,6615,31225,1,,2017-12-04 12:48:11
1489,0,,,6617,31225,1,,2017-12-04 12:48:11
1490,0,,,6613,31225,1,,2017-12-04 12:48:11
1491,0,,,6619,31225,1,,2017-12-04 12:48:11
1492,0,,,6612,30198,1,,2017-12-04 12:48:11
1493,0,,,17299,29995,1,,2017-12-04 12:48:11
1494,0,,,482,31386,1,,2017-12-04 12:48:11
1495,0,,,17646,29981,1,,2017-12-04 12:48:11
1496,0,,,17700,30033,1,,2017-12-04 12:48:11
1497,0,,,17698,30033,1,,2017-12-04 12:48:11
1498,0,,,17699,30033,1,,2017-12-04 12:48:11
1499,0,,,5604,30026,1,,2017-12-04 12:48:11
1500,0,,,5605,30026,1,,2017-12-04 12:48:11
1501,0,,,5606,30026,1,,2017-12-04 12:48:11
1502,0,,,5607,30026,1,,2017-12-04 12:48:11
1503,0,,,17989,31243,1,,2017-12-04 12:48:11
1504,0,,,12609,29998,1,,2017-12-04 12:48:11
1505,0,,,1765,29736,1,,2017-12-04 12:48:11
1506,0,,,16686,30070,1,,2017-12-04 12:48:11
1507,0,,,17689,31627,1,,2017-12-04 12:48:11
1508,0,,,2368,30038,1,,2017-12-04 12:48:11
1509,0,,,2099,29118,1,,2017-12-04 12:48:11
1510,0,,,6360,31215,1,,2017-12-04 12:48:11
1511,0,,,11760,30077,1,,2017-12-04 12:48:11
1512,0,,,10797,31251,1,,2017-12-04 12:48:11
1513,0,,,1766,29919,1,,2017-12-04 12:48:11
1514,0,,,1738,29919,1,,2017-12-04 12:48:11
1515,0,,,12544,31608,1,,2017-12-04 12:48:11
1516,0,,,14082,30142,1,,2017-12-04 12:48:11
1517,0,,,17411,32421,1,,2017-12-04 12:48:11
1518,0,,,8526,31247,1,,2017-12-04 12:48:11
1519,0,,,7332,32596,1,,2017-12-04 12:48:11
1520,0,,,7632,31296,1,,2017-12-04 12:48:11
1521,0,,,7423,31298,1,,2017-12-04 12:48:11
1522,0,,,130153,30138,1,,2017-12-04 12:48:11
1523,0,,,6047,31278,1,,2017-12-04 12:48:11
1524,0,,,6283,30182,1,,2017-12-04 12:48:11
1525,0,,,12699,30194,1,,2017-12-04 12:48:11
1526,0,,,11115,30185,1,,2017-12-04 12:48:11
1527,0,,,134096,31276,1,,2017-12-04 12:48:11
1528,0,,,13685,30164,1,,2017-12-04 12:48:11
1529,0,,,13687,30164,1,,2017-12-04 12:48:11
1530,0,,,5636,30171,1,,2017-12-04 12:48:11
1531,0,,,13193,31514,1,,2017-12-04 12:48:11
1532,0,,,7270,31213,1,,2017-12-04 12:48:11
1533,0,,,134088,31223,1,,2017-12-04 12:48:11
1534,0,,,13630,31487,1,,2017-12-04 12:48:11
1535,0,,,11972,31317,1,,2017-12-04 12:48:11
1536,0,,,8203,31679,1,,2017-12-04 12:48:11
1537,0,,,133698,30192,1,,2017-12-04 12:48:11
1538,0,,,133699,30192,1,,2017-12-04 12:48:11
1539,0,,,14072,30157,1,,2017-12-04 12:48:11
1540,0,,,8530,31297,1,,2017-12-04 12:48:11
1541,0,,,14241,31233,1,,2017-12-04 12:48:11
1542,0,,,134092,31231,1,,2017-12-04 12:48:11
1543,0,,,134098,31280,1,,2017-12-04 12:48:11
1544,0,,,134099,31280,1,,2017-12-04 12:48:11
1545,0,,,2278,31295,1,,2017-12-04 12:48:11
1546,0,,,134101,31285,1,,2017-12-04 12:48:11
1547,0,,,6043,31237,1,,2017-12-04 12:48:11
1548,0,,,3947,31235,1,,2017-12-04 12:48:11
1549,0,,,134105,31333,1,,2017-12-04 12:48:11
1550,0,,,14155,31399,1,,2017-12-04 12:48:11
1551,0,,,12581,31606,1,,2017-12-04 12:48:11
1552,0,,,8189,31253,1,,2017-12-04 12:48:11
1553,0,,,133961,30958,1,,2017-12-04 12:48:11
1554,0,,,17167,31273,1,,2017-12-04 12:48:11
1555,0,,,396,31263,1,,2017-12-04 12:48:11
1556,0,,,397,31263,1,,2017-12-04 12:48:11
1557,0,,,6263,31267,1,,2017-12-04 12:48:11
1558,0,,,6231,31269,1,,2017-12-04 12:48:11
1559,0,,,6232,31269,1,,2017-12-04 12:48:11
