ID_kit_api_50CHac,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,cupule_33,cupule_34,cupule_35,cupule_36,cupule_37,cupule_38,cupule_39,cupule_40,cupule_41,cupule_42,cupule_43,cupule_44,cupule_45,cupule_46,cupule_47,cupule_48,cupule_49,cupule_50,ID_strains,ID_reference,manual_annotation,created_50CHac,modify_in_pgsql_50CHac,ID_tbl_api_50CHac,last_change
3252,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153385,58542,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3253,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153386,58543,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3254,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,153387,58544,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3255,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,153388,58545,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3256,-,-,-,-,+,-,+,-,-,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,-,+,+,-,-,+,+,+,-,+,+,+,-,-,-,+,-,+,+,+,153389,58546,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153391,58548,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153433,58615,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3259,-,-,-,-,+,+,+,-,-,+,+,+,+,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,-,+,+,-,-,-,-,+,-,+,-,-,153498,58697,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3260,-,-,-,-,+,+,+,-,-,+,+,+,+,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,-,+,+,-,-,-,-,+,-,+,-,-,153500,58699,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3261,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,153506,58705,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3262,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153516,58717,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153557,58768,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3264,-,-,-,-,+,+,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,153625,58852,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153681,58924,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153788,59070,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3267,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,-,+,+,+,+,+,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,153789,59071,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11421,59095,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3269,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,+,+,-,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11423,59096,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3270,-,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,153859,59178,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3271,-,-,-,-,+,-,+,-,-,+,+,+,+,+,-,+,-,+,+,-,-,-,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,153875,59200,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3272,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,141723,44848,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3273,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,141723,44848,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154047,59433,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3275,-,+,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,154189,59638,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3276,-,+,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,154190,59639,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3277,-,+,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,154191,59640,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3278,-,+,-,-,+,+,+,-,-,+,+,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,24286,59853,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3279,-,+,-,+,-,+,+,-,-,-,+,+,+,+,-,+,-,-,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,154373,59857,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3280,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,+,+,+,+,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,154507,60088,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154526,60108,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3282,-,-,-,-,+,+,+,-,-,+,+,+,+,-,-,+,-,-,+,+,-,+,-,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,-,-,-,-,154563,60174,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3283,-,+,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,-,+,-,-,+,-,+,+,+,+,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,154565,60176,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3284,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,154637,60287,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3285,-,+,-,-,+,+,+,-,-,+,+,+,+,+,-,-,-,+,+,+,-,+,-,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,154677,60340,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3286,-,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,+,-,-,+,+,-,+,-,-,-,-,-,-,-,154778,60483,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3287,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,+,-,+,+,-,-,+,-,+,+,+,+,+,-,-,+,+,-,+,-,+,-,-,-,+,-,+,-,-,-,-,-,-,-,154794,60501,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3288,-,+,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,-,+,-,+,+,-,+,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,154800,60507,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3289,-,+,+,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-,-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,154852,60571,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3290,-,+,-,+,+,+,+,-,-,+,+,+,+,+,-,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,-,+,+,+,-,-,-,-,-,+,-,-,154854,60575,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3291,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154964,60775,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3292,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,-,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,155146,61034,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3293,-,-,-,-,+,+,+,-,-,+,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,+,+,+,+,+,+,-,-,+,-,+,-,+,+,-,-,-,-,-,-,-,-,-,155577,61630,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155582,61638,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155623,61699,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3296,-,+,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,155644,61722,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3297,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,1153,61746,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3298,-,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,+,+,+,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,155720,61831,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155880,62005,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3300,-,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,-,-,-,+,-,+,+,+,155893,62022,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3301,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155923,62062,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3302,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156048,62239,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3303,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156057,62250,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3304,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,-,-,-,+,+,-,+,+,-,-,-,-,-,-,+,-,-,156079,62272,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156134,62331,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156171,62377,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3307,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156197,62404,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3308,-,+,-,-,+,+,-,-,-,-,-,+,+,+,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,156339,62578,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3309,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,+,+,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,156809,63231,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3310,-,+,-,-,+,+,+,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,156911,63363,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156956,63412,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156965,63424,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3313,-,-,-,-,+,+,+,-,-,+,+,+,+,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,-,-,-,-,-,-,+,-,-,156977,63442,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156982,63454,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156983,63455,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157067,63569,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11976,44988,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3318,-,+,-,-,-,+,-,+,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,+,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11407,44990,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3319,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142103,45341,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3320,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,142330,45596,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3321,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142332,45598,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11735,45689,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,11735,45689,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3324,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,+,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,142532,45843,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3325,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,131740,65601,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3326,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142933,46345,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3327,-,-,-,-,-,-,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143159,46628,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3328,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143160,46629,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3329,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,143247,46738,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,143456,46990,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3331,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,143472,47007,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3332,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,143532,47073,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3333,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,143667,47221,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3334,-,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,6460,47414,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3335,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143869,47454,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3336,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,143933,47524,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3337,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138176,47526,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3338,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6817,47529,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3339,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,-,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,144029,47635,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3340,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-,-,144091,47700,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3341,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,+,-,+,-,-,+,+,+,+,+,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,144095,47704,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
