ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,FK_tbl_strains_micro,manual_annotation,last_change
42373,1,Risk group (German classification),,,,158454,65130,213205.0,1,2020-11-04 12:53:25
42374,1,Risk group (German classification),,,,159665,66515,210259.0,1,2020-11-04 12:53:25
42375,1,Risk group (German classification),,,,159666,66516,210323.0,1,2020-11-04 12:53:25
42376,1,Risk group (German classification),,,,159672,66523,40625.0,1,2020-11-04 12:53:25
42377,1,Risk group (German classification),,,,6148,1930,5130.0,1,2020-11-04 12:53:25
42378,1,Risk group (German classification),,,,1825,3768,9987.0,1,2020-11-04 12:53:25
42379,1,Risk group (German classification),,,,159909,66813,198623.0,1,2021-11-25 11:38:35
42380,1,Risk group (German classification),,,,159924,66828,203908.0,1,2021-11-25 11:38:35
42381,1,Risk group (German classification),2.0,1.0,,159981,66885,199278.0,1,2021-11-25 11:38:35
42382,2,Risk group (German classification),,,,159982,66886,215338.0,1,2021-11-25 11:38:35
42383,2,Risk group (German classification),,,,159983,66887,206949.0,1,2021-11-25 11:38:35
42384,2,Risk group (German classification),,,,159984,66888,206950.0,1,2021-11-25 11:38:35
42385,2,Risk group (German classification),,,,159985,66889,212430.0,1,2021-11-25 11:38:35
42386,2,Risk group (German classification),,,,159987,66891,209199.0,1,2021-11-25 11:38:35
42387,2,Risk group (German classification),,,,159997,66901,212366.0,1,2021-11-25 11:38:35
42388,2,Risk group (German classification),,,,160009,66913,212367.0,1,2021-11-25 11:38:35
42389,2,Risk group (German classification),1.0,1.0,,160015,66919,212368.0,1,2021-11-25 11:38:35
42390,1,Risk group (German classification),,,,160017,66921,5403.0,1,2021-11-25 11:38:35
42391,1,Risk group (German classification),,,,160018,66922,5426.0,1,2021-11-25 11:38:35
42392,1,Risk group (German classification),,,,160021,66925,215106.0,1,2021-11-25 11:38:35
42393,2,Risk group (German classification),1.0,1.0,,160028,66932,212446.0,1,2021-11-25 11:38:35
42394,2,Risk group (German classification),,,,160029,66933,212445.0,1,2021-11-25 11:38:35
42395,2,Risk group (German classification),,,,160030,66934,212489.0,1,2021-11-25 11:38:35
42396,2,Risk group (German classification),,,,160031,66935,213402.0,1,2021-11-25 11:38:35
42397,2,Risk group (German classification),,,,160032,66936,213403.0,1,2021-11-25 11:38:35
42398,2,Risk group (German classification),,,,160033,66937,213440.0,1,2021-11-25 11:38:35
42399,2,Risk group (German classification),,,,160034,66938,213441.0,1,2021-11-25 11:38:35
42400,2,Risk group (German classification),,,,160035,66939,213870.0,1,2021-11-25 11:38:35
42401,2,Risk group (German classification),,,,160036,66940,213871.0,1,2021-11-25 11:38:35
42402,2,Risk group (German classification),1.0,1.0,,160037,66941,212323.0,1,2021-11-25 11:38:35
42403,2,Risk group (German classification),1.0,1.0,,160038,66942,212447.0,1,2021-11-25 11:38:35
42404,2,Risk group (German classification),1.0,1.0,,160039,66943,215838.0,1,2021-11-25 11:38:35
42405,2,Risk group (German classification),1.0,1.0,,160040,66944,215837.0,1,2021-11-25 11:38:35
42406,2,Risk group (German classification),1.0,1.0,,160041,66945,215836.0,1,2021-11-25 11:38:35
42407,2,Risk group (German classification),1.0,1.0,,160042,66946,215835.0,1,2021-11-25 11:38:35
42408,1,Risk group (German classification),1.0,1.0,,160043,66947,205365.0,1,2021-11-25 11:38:35
42409,1,Risk group (German classification),1.0,1.0,,160044,66948,205366.0,1,2021-11-25 11:38:35
42410,1,Risk group (German classification),,,,158946,65769,207906.0,1,2021-11-25 11:38:35
42411,2,Risk group (German classification),1.0,1.0,,160045,66949,214352.0,1,2021-11-25 11:38:35
42412,2,Risk group (German classification),1.0,1.0,,160046,66950,214822.0,1,2021-11-25 11:38:35
42413,2,Risk group (German classification),1.0,1.0,,160047,66951,214825.0,1,2021-11-25 11:38:35
42414,2,Risk group (German classification),1.0,1.0,,160048,66952,214826.0,1,2021-11-25 11:38:35
42415,2,Risk group (German classification),1.0,1.0,,160049,66953,214827.0,1,2021-11-25 11:38:35
42416,2,Risk group (German classification),1.0,1.0,,160050,66954,215797.0,1,2021-11-25 11:38:35
42417,2,Risk group (German classification),1.0,1.0,,160051,66955,215798.0,1,2021-11-25 11:38:35
42418,2,Risk group (German classification),1.0,1.0,,160052,66956,215799.0,1,2021-11-25 11:38:35
42419,2,Risk group (German classification),1.0,1.0,,160053,66957,215800.0,1,2021-11-25 11:38:35
42420,2,Risk group (German classification),1.0,1.0,,160054,66958,215801.0,1,2021-11-25 11:38:35
42421,2,Risk group (German classification),1.0,1.0,,160055,66959,215873.0,1,2021-11-25 11:38:35
42422,2,Risk group (German classification),1.0,1.0,,160056,66960,215874.0,1,2021-11-25 11:38:35
42423,2,Risk group (German classification),1.0,1.0,,160057,66961,215875.0,1,2021-11-25 11:38:35
42424,2,Risk group (German classification),1.0,1.0,,160058,66962,215876.0,1,2021-11-25 11:38:35
42425,2,Risk group (German classification),1.0,1.0,,160059,66963,215881.0,1,2021-11-25 11:38:35
42426,2,Risk group (German classification),1.0,1.0,,160060,66964,215882.0,1,2021-11-25 11:38:35
42427,2,Risk group (German classification),1.0,1.0,,160061,66965,215910.0,1,2021-11-25 11:38:35
42428,2,Risk group (German classification),1.0,1.0,,160062,66966,215911.0,1,2021-11-25 11:38:35
42429,2,Risk group (German classification),1.0,1.0,,160063,66967,215930.0,1,2021-11-25 11:38:35
42430,2,Risk group (German classification),1.0,1.0,,160064,66968,215931.0,1,2021-11-25 11:38:35
42431,2,Risk group (German classification),1.0,1.0,,160065,66969,215932.0,1,2021-11-25 11:38:35
42432,1,Risk group (German classification),,,,160069,66973,197286.0,1,2021-11-25 11:38:35
42433,1,Risk group (German classification),,,,160071,66975,215715.0,1,2021-11-25 11:38:35
42434,1,Risk group (German classification),,,,160073,66977,212326.0,1,2021-11-25 11:38:35
42435,1,Risk group (German classification),,,,160074,66978,215049.0,1,2021-11-25 11:38:35
42436,1,Risk group (German classification),,,,160075,66979,212263.0,1,2021-11-25 11:38:35
42437,1,Risk group (German classification),,,,160076,66980,215126.0,1,2021-11-25 11:38:35
42438,1,Risk group (German classification),,,,160077,66981,215147.0,1,2021-11-25 11:38:35
42439,1,Risk group (German classification),,,,160078,66982,215149.0,1,2021-11-25 11:38:35
42440,1,Risk group (German classification),2.0,,,160084,66988,200405.0,1,2021-11-25 11:38:35
42441,1,Risk group (German classification),2.0,2.0,,160085,66989,215148.0,1,2021-11-25 11:38:35
42442,1,Risk group (German classification),2.0,2.0,,160087,66991,215185.0,1,2021-11-25 11:38:35
42443,1,Risk group (German classification),2.0,2.0,,160088,66992,215186.0,1,2021-11-25 11:38:35
42444,2,Risk group (German classification),,,,160089,66993,215458.0,1,2021-11-25 11:38:35
42445,2,Risk group (German classification),,,,160090,66994,215459.0,1,2021-11-25 11:38:35
42446,1,Risk group (German classification),2.0,2.0,,158994,65817,210200.0,1,2021-11-25 11:38:35
42447,1,Risk group (German classification),,,,160093,66997,44768.0,1,2021-11-25 11:38:35
42448,1,Risk group (German classification),,,,160094,66998,201428.0,1,2021-11-25 11:38:35
42449,1,Risk group (German classification),,,,160095,66999,215142.0,1,2021-11-25 11:38:35
42450,1,Risk group (German classification),,,,160096,67000,215151.0,1,2021-11-25 11:38:35
42451,1,Risk group (German classification),,,,160097,67001,197841.0,1,2021-11-25 11:38:35
42452,2,Risk group (German classification),,,,160130,67034,213238.0,1,2021-11-25 11:38:35
42453,2,Risk group (German classification),1.0,1.0,,160131,67035,213239.0,1,2021-11-25 11:38:35
42454,2,Risk group (German classification),1.0,1.0,,160132,67036,213240.0,1,2021-11-25 11:38:35
42455,2,Risk group (German classification),1.0,1.0,,160133,67037,213241.0,1,2021-11-25 11:38:35
42456,2,Risk group (German classification),1.0,1.0,,160134,67038,213242.0,1,2021-11-25 11:38:35
42457,2,Risk group (German classification),1.0,1.0,,160135,67039,213243.0,1,2021-11-25 11:38:35
42458,2,Risk group (German classification),1.0,1.0,,160136,67040,213244.0,1,2021-11-25 11:38:35
42459,2,Risk group (German classification),1.0,1.0,,160137,67041,213245.0,1,2021-11-25 11:38:35
42460,2,Risk group (German classification),1.0,1.0,,160138,67042,213298.0,1,2021-11-25 11:38:35
42461,2,Risk group (German classification),1.0,1.0,,160139,67043,213299.0,1,2021-11-25 11:38:35
42462,2,Risk group (German classification),1.0,1.0,,160140,67044,213300.0,1,2021-11-25 11:38:35
42463,2,Risk group (German classification),1.0,1.0,,160141,67045,213301.0,1,2021-11-25 11:38:35
42464,2,Risk group (German classification),1.0,1.0,,160142,67046,213343.0,1,2021-11-25 11:38:35
42465,2,Risk group (German classification),1.0,1.0,,160143,67047,213344.0,1,2021-11-25 11:38:35
42466,2,Risk group (German classification),1.0,1.0,,160144,67048,214205.0,1,2021-11-25 11:38:35
42467,2,Risk group (German classification),1.0,1.0,,160145,67049,214206.0,1,2021-11-25 11:38:35
42468,2,Risk group (German classification),1.0,1.0,,160146,67050,214209.0,1,2021-11-25 11:38:35
42469,2,Risk group (German classification),1.0,1.0,,160147,67051,214212.0,1,2021-11-25 11:38:35
42470,2,Risk group (German classification),1.0,1.0,,160148,67052,214344.0,1,2021-11-25 11:38:35
42471,2,Risk group (German classification),1.0,1.0,,160149,67053,214346.0,1,2021-11-25 11:38:35
42472,2,Risk group (German classification),1.0,1.0,,160150,67054,215789.0,1,2021-11-25 11:38:35
42473,2,Risk group (German classification),1.0,1.0,,160151,67055,215791.0,1,2021-11-25 11:38:35
42474,2,Risk group (German classification),1.0,1.0,,160152,67056,215792.0,1,2021-11-25 11:38:35
42475,2,Risk group (German classification),1.0,1.0,,160153,67057,215796.0,1,2021-11-25 11:38:35
42476,1,Risk group (German classification),2.0,,,160170,67074,206283.0,1,2021-11-25 11:38:35
42477,1,Risk group (German classification),,,,160171,67075,201982.0,1,2021-11-25 11:38:35
42478,1,Risk group (German classification),2.0,,,160179,67083,215127.0,1,2021-11-25 11:38:35
42479,1,Risk group (German classification),2.0,2.0,,14560,8451,20046.0,1,2021-11-25 11:38:35
42480,1,Risk group (German classification),2.0,2.0,,160182,67086,198178.0,1,2021-11-25 11:38:35
42481,1,Risk group (German classification),2.0,2.0,,160183,67087,198180.0,1,2021-11-25 11:38:35
42482,1,Risk group (German classification),,,,160184,67088,215188.0,1,2021-11-25 11:38:35
42483,1,Risk group (German classification),2.0,,,160189,67093,212322.0,1,2021-11-25 11:38:35
42484,1,Risk group (German classification),,,,160204,67108,202518.0,1,2021-11-25 11:38:35
42485,1,Risk group (German classification),,,,160207,67111,215784.0,1,2021-11-25 11:38:35
42486,1,Risk group (German classification),,,,160210,67114,202519.0,1,2021-11-25 11:38:35
42487,1,Risk group (German classification),,,1.0,160248,67152,195951.0,1,2021-11-25 11:38:35
42488,1,Risk group (German classification),,,1.0,160249,67153,195953.0,1,2021-11-25 11:38:35
42489,1,Risk group (German classification),,,,160288,67192,215644.0,1,2021-11-25 11:38:35
42490,1,Risk group (German classification),,,,160294,10390,41570.0,1,2021-11-25 11:38:35
42491,1,Risk group (German classification),2.0,,,160297,67200,44086.0,1,2021-11-25 11:38:35
42492,1,Risk group (German classification),2.0,,,160303,67206,198181.0,1,2021-11-25 11:38:35
42493,1,Risk group (German classification),2.0,,,160304,67207,198182.0,1,2021-11-25 11:38:35
42494,1,Risk group (German classification),,,,160305,67208,212294.0,1,2021-11-25 11:38:35
42495,1,Risk group (German classification),,,,160312,67215,46578.0,1,2021-11-25 11:38:35
42496,1,Risk group (German classification),,,,160313,67216,43602.0,1,2021-11-25 11:38:35
42497,2,Risk group (German classification),,,,160333,67239,206231.0,1,2021-11-25 11:38:35
42498,2,Risk group (German classification),,,,160334,67240,206234.0,1,2021-11-25 11:38:35
42499,2,Risk group (German classification),,,,160335,67241,206235.0,1,2021-11-25 11:38:35
42500,2,Risk group (German classification),,,,160336,67242,206236.0,1,2021-11-25 11:38:35
42501,2,Risk group (German classification),,,,160337,67243,206237.0,1,2021-11-25 11:38:35
42502,2,Risk group (German classification),,,,160338,67244,206238.0,1,2021-11-25 11:38:35
42503,1,Risk group (German classification),,,,160340,67246,199705.0,1,2021-11-25 11:38:35
42504,1,Risk group (German classification),2.0,,,160341,67247,212293.0,1,2021-11-25 11:38:35
42505,1,Risk group (German classification),,,,160350,67256,198179.0,1,2021-11-25 11:38:35
42506,1,Risk group (German classification),1.0,1.0,,160362,67268,41922.0,1,2021-11-25 11:38:35
42507,1,Risk group (German classification),,,,160374,67280,212429.0,1,2021-11-25 11:38:35
42508,1,Risk group (German classification),,,,160387,67293,196908.0,1,2021-11-25 11:38:35
42509,2,Risk group (German classification),1.0,1.0,,160390,67296,213881.0,1,2021-11-25 11:38:35
42510,2,Risk group (German classification),1.0,1.0,,160391,67297,213882.0,1,2021-11-25 11:38:35
42511,2,Risk group (German classification),1.0,1.0,,160392,67298,213998.0,1,2021-11-25 11:38:35
42512,2,Risk group (German classification),1.0,1.0,,160393,67299,214007.0,1,2021-11-25 11:38:35
42513,2,Risk group (German classification),1.0,1.0,,160394,67300,214008.0,1,2021-11-25 11:38:35
42514,2,Risk group (German classification),1.0,1.0,,160395,67301,214526.0,1,2021-11-25 11:38:35
42515,2,Risk group (German classification),1.0,1.0,,160396,67302,214527.0,1,2021-11-25 11:38:35
42516,2,Risk group (German classification),1.0,1.0,,160397,67303,214528.0,1,2021-11-25 11:38:35
42517,1,Risk group (German classification),,,,160409,67315,213887.0,1,2021-11-25 11:38:35
42518,2,Risk group (German classification),,,,160410,67316,213948.0,1,2021-11-25 11:38:35
42519,2,Risk group (German classification),,,,160411,67317,213949.0,1,2021-11-25 11:38:35
42520,2,Risk group (German classification),,,,160412,67318,213950.0,1,2021-11-25 11:38:35
42521,1,Risk group (German classification),,,,150704,67329,44759.0,1,2021-11-25 11:38:35
42522,1,Risk group (German classification),,,,151332,67330,44760.0,1,2021-11-25 11:38:35
42523,1,Risk group (German classification),,,,160425,67333,212325.0,1,2021-11-25 11:38:35
42524,1,Risk group (German classification),,,,160426,67334,215183.0,1,2021-11-25 11:38:35
42525,1,Risk group (German classification),,,,160427,67335,215187.0,1,2021-11-25 11:38:35
42526,1,Risk group (German classification),,,,160430,67338,209915.0,1,2021-11-25 11:38:35
42527,1,Risk group (German classification),,,,160438,67346,198283.0,1,2021-11-25 11:38:35
42528,1,Risk group (German classification),,,,160439,67347,215993.0,1,2021-11-25 11:38:35
42529,2,Risk group (German classification),1.0,1.0,,160478,67386,212656.0,1,2021-11-25 11:38:35
42530,1,Risk group (German classification),,,,160479,67387,203747.0,1,2021-11-25 11:38:35
42531,1,Risk group (German classification),,,,160494,67402,211445.0,1,2021-11-25 11:38:35
42532,1,Risk group (German classification),,,,160509,67417,212362.0,1,2021-11-25 11:38:35
42533,2,Risk group (German classification),,1.0,,160510,67418,216016.0,1,2021-11-25 11:38:35
42534,2,Risk group (German classification),,1.0,,160511,67419,216017.0,1,2021-11-25 11:38:35
42535,2,Risk group (German classification),,1.0,,160512,67420,216020.0,1,2021-11-25 11:38:35
42536,1,Risk group (German classification),,,,160534,67442,196891.0,1,2021-11-25 11:38:35
42537,1,Risk group (German classification),,,,160535,67443,196892.0,1,2021-11-25 11:38:35
42538,1,Risk group (German classification),,,,160536,67444,196922.0,1,2021-11-25 11:38:35
42539,1,Risk group (German classification),,,,160539,67447,212546.0,1,2021-11-25 11:38:35
42540,2,Risk group (German classification),1.0,1.0,,160542,67450,206547.0,1,2021-11-25 11:38:35
42541,1,Risk group (German classification),,,,160544,67452,197844.0,1,2021-11-25 11:38:35
42542,1,Risk group (German classification),,,,160545,67453,195989.0,1,2021-11-25 11:38:35
42543,1,Risk group (German classification),,,,160563,67471,213995.0,1,2021-11-25 11:38:35
42544,1,Risk group (German classification),,,,160570,67478,212296.0,1,2021-11-25 11:38:35
42545,1,Risk group (German classification),,,,160571,67479,212324.0,1,2021-11-25 11:38:35
42546,1,Risk group (German classification),,,,160575,67483,215150.0,1,2021-11-25 11:38:35
42547,1,Risk group (German classification),,,,160576,67484,202506.0,1,2021-11-25 11:38:35
42548,1,Risk group (German classification),,,,160577,67485,212365.0,1,2021-11-25 11:38:35
42549,1,Risk group (German classification),2.0,,,160578,67486,198308.0,1,2021-11-25 11:38:35
42550,1,Risk group (German classification),,,,160591,67499,203788.0,1,2021-11-25 11:38:35
42551,1,Risk group (German classification),,,,160594,67502,200026.0,1,2021-11-25 11:38:35
42552,1,Risk group (German classification),,,,160601,67509,209221.0,1,2021-11-25 11:38:35
42553,2,Risk group (German classification),,,,160605,67513,209155.0,1,2021-11-25 11:38:35
42554,1,Risk group (German classification),2.0,,,8150,6973,17557.0,1,2021-11-25 11:38:35
42555,1,Risk group (German classification),,,,160609,67517,212287.0,1,2021-11-25 11:38:35
42556,1,Risk group (German classification),,2.0,,14310,7319,17989.0,1,2021-11-25 11:38:35
42557,1,Risk group (German classification),,,,160616,67524,201341.0,1,2021-11-25 11:38:35
42558,1,Risk group (German classification),,,,4377,7524,18396.0,1,2021-11-25 11:38:35
42559,1,Risk group (German classification),,,,160619,67527,197872.0,1,2021-11-25 11:38:35
42560,1,Risk group (German classification),,,,160630,67538,211381.0,1,2021-11-25 11:38:35
42561,2,Risk group (German classification),,,,138182,67539,215607.0,1,2021-11-25 11:38:35
42562,1,Risk group (German classification),,,,160634,67543,212428.0,1,2021-11-25 11:38:35
42563,1,Risk group (German classification),,,,160638,67547,212464.0,1,2021-11-25 11:38:35
42564,1,Risk group (German classification),,2.0,,1639,15702,194457.0,1,2021-11-25 11:38:35
42565,1,Risk group (German classification),2.0,,,1901,18065,198912.0,1,2021-11-25 11:38:35
42566,1,Risk group (German classification),2.0,,,160643,67552,212364.0,1,2021-11-25 11:38:35
42567,1,Risk group (German classification),,,,160645,67554,212262.0,1,2021-11-25 11:38:35
42568,1,Risk group (German classification),2.0,,,1265,7889,19098.0,1,2021-11-25 11:38:35
42569,1,Risk group (German classification),2.0,,,1266,7888,19097.0,1,2021-11-25 11:38:35
42570,1,Risk group (German classification),,,,134212,67556,213856.0,1,2021-11-25 11:38:35
42571,1,Risk group (German classification),,,,4380,7841,19144.0,1,2021-11-25 11:38:35
42572,1,Risk group (German classification),,,,4381,7842,19145.0,1,2021-11-25 11:38:35
42573,1,Risk group (German classification),,,,4382,7843,19146.0,1,2021-11-25 11:38:35
42574,1,Risk group (German classification),,,,160651,67561,214281.0,1,2021-11-25 11:38:35
42575,1,Risk group (German classification),,,,14840,15411,194011.0,1,2021-11-25 11:38:35
42576,1,Risk group (German classification),,2.0,,14842,7827,19005.0,1,2021-11-25 11:38:35
42577,1,Risk group (German classification),,,,160665,67575,208457.0,1,2021-11-25 11:38:35
42578,1,Risk group (German classification),,,,160666,67576,198373.0,1,2021-11-25 11:38:35
42579,1,Risk group (German classification),,,,160667,67577,212363.0,1,2021-11-25 11:38:35
42580,1,Risk group (German classification),,,,160670,67580,216025.0,1,2021-11-25 11:38:35
42581,1,Risk group (German classification),2.0,,,17465,16744,196237.0,1,2021-11-25 11:38:35
42582,1,Risk group (German classification),,,,160673,67583,197873.0,1,2021-11-25 11:38:35
42583,1,Risk group (German classification),,,,160674,67584,197874.0,1,2021-11-25 11:38:35
42584,2,Risk group (German classification),,,,14028,16225,195322.0,1,2021-11-25 11:38:35
42585,1,Risk group (German classification),2.0,,,2141,18009,198654.0,1,2021-11-25 11:38:35
42586,1,Risk group (German classification),,,,160684,67594,195605.0,1,2021-11-25 11:38:35
42587,1,Risk group (German classification),,,,160686,67596,215952.0,1,2021-11-25 11:38:35
42588,1,Risk group (German classification),,,,160689,67599,195469.0,1,2021-11-25 11:38:35
42589,1,Risk group (German classification),,,,160690,67600,198777.0,1,2021-11-25 11:38:35
42590,1,Risk group (German classification),,,,160691,67601,197057.0,1,2021-11-25 11:38:35
42591,1,Risk group (German classification),,,,160694,67604,201429.0,1,2021-11-25 11:38:35
42592,1,Risk group (German classification),,,,14680,18190,199511.0,1,2021-11-25 11:38:35
42593,1,Risk group (German classification),,,,17977,18010,198660.0,1,2021-11-25 11:38:35
42594,1,Risk group (German classification),,,,160695,67605,197756.0,1,2021-11-25 11:38:35
42595,1,Risk group (German classification),,,,160696,67606,196911.0,1,2021-11-25 11:38:35
42596,1,Risk group (German classification),,,,5634,17476,197352.0,1,2021-11-25 11:38:35
42597,1,Risk group (German classification),,,,5635,17477,197353.0,1,2021-11-25 11:38:35
42598,1,Risk group (German classification),,,,160697,67607,201354.0,1,2021-11-25 11:38:35
42599,1,Risk group (German classification),,,,23453,19306,198969.0,1,2021-11-25 11:38:35
42600,1,Risk group (German classification),,,,160699,67609,201279.0,1,2021-11-25 11:38:35
42601,1,Risk group (German classification),,,,22927,19352,199167.0,1,2021-11-25 11:38:35
42602,1,Risk group (German classification),,,,22981,19353,198789.0,1,2021-11-25 11:38:35
42603,1,Risk group (German classification),,,,160702,67612,213867.0,1,2021-11-25 11:38:35
42604,1,Risk group (German classification),,,,133962,67613,215987.0,1,2021-11-25 11:38:35
42605,1,Risk group (German classification),,,,24598,21192,199412.0,1,2021-11-25 11:38:35
42606,1,Risk group (German classification),2.0,,,160704,67615,199078.0,1,2021-11-25 11:38:35
42607,1,Risk group (German classification),,,,134050,67616,215045.0,1,2021-11-25 11:38:35
42608,1,Risk group (German classification),,,,24269,20983,198984.0,1,2021-11-25 11:38:35
42609,1,Risk group (German classification),,,,23924,20553,199327.0,1,2021-11-25 11:38:35
42610,1,Risk group (German classification),,,,24536,20277,198684.0,1,2021-11-25 11:38:35
42611,1,Risk group (German classification),,,,160705,67617,213859.0,1,2021-11-25 11:38:35
42612,1,Risk group (German classification),,,,160706,67618,215869.0,1,2021-11-25 11:38:35
42613,1,Risk group (German classification),,,,160707,67619,215851.0,1,2021-11-25 11:38:35
42614,2,Risk group (German classification),2.0,2.0,,160708,67620,215618.0,1,2021-11-25 11:38:35
42615,1,Risk group (German classification),,,,140880,67621,214960.0,1,2021-11-25 11:38:35
42616,1,Risk group (German classification),,,,24792,21196,200327.0,1,2021-11-25 11:38:35
42617,1,Risk group (German classification),,,,160709,67622,215046.0,1,2021-11-25 11:38:35
42618,1,Risk group (German classification),,,,160710,67623,216039.0,1,2021-11-25 11:38:35
42619,1,Risk group (German classification),,,,160711,67624,213857.0,1,2021-11-25 11:38:35
42620,1,Risk group (German classification),,,,160713,67626,213918.0,1,2021-11-25 11:38:35
42621,2,Risk group (German classification),,,,130305,21613,201379.0,1,2021-11-25 11:38:35
42622,2,Risk group (German classification),1.0,1.0,,130306,21614,201380.0,1,2021-11-25 11:38:35
42623,1,Risk group (German classification),2.0,,,130835,21474,199530.0,1,2021-11-25 11:38:35
42624,1,Risk group (German classification),,,,160715,67628,208343.0,1,2021-11-25 11:38:35
42625,1,Risk group (German classification),,,,160716,67629,214938.0,1,2021-11-25 11:38:35
42626,1,Risk group (German classification),,,,160724,67637,216040.0,1,2021-11-25 11:38:35
42627,1,Risk group (German classification),,,,160725,67638,214963.0,1,2021-11-25 11:38:35
42628,1,Risk group (German classification),,,,160726,67639,216026.0,1,2021-11-25 11:38:35
42629,1,Risk group (German classification),2.0,,,130314,21830,19846.0,1,2021-11-25 11:38:35
42630,2,Risk group (German classification),,1.0,,160727,67640,200550.0,1,2021-11-25 11:38:35
42631,1,Risk group (German classification),,,,160728,67641,202024.0,1,2021-11-25 11:38:35
42632,1,Risk group (German classification),1.0,1.0,,131380,22607,200316.0,1,2021-11-25 11:38:35
42633,1,Risk group (German classification),,,,160729,67642,215017.0,1,2021-11-25 11:38:35
42634,1,Risk group (German classification),,,,160731,67644,200739.0,1,2021-11-25 11:38:35
42635,1,Risk group (German classification),,,,24765,20728,198661.0,1,2021-11-25 11:38:35
42636,1,Risk group (German classification),,,,160732,67645,202703.0,1,2021-11-25 11:38:35
42637,1,Risk group (German classification),,,,160733,67646,198861.0,1,2021-11-25 11:38:35
42638,1,Risk group (German classification),,,,160734,67647,214617.0,1,2021-11-25 11:38:35
42639,1,Risk group (German classification),2.0,,,132371,24160,202099.0,1,2021-11-25 11:38:35
42640,1,Risk group (German classification),,,,140933,67652,204064.0,1,2021-11-25 11:38:35
42641,1,Risk group (German classification),,,,160739,67653,214903.0,1,2021-11-25 11:38:35
42642,1,Risk group (German classification),,,,160740,67654,214936.0,1,2021-11-25 11:38:35
42643,1,Risk group (German classification),,,,132967,24755,199421.0,1,2021-11-25 11:38:35
42644,1,Risk group (German classification),,,,140876,67657,214962.0,1,2021-11-25 11:38:35
42645,1,Risk group (German classification),,,,140868,67658,215052.0,1,2021-11-25 11:38:35
42646,1,Risk group (German classification),,,,132490,24279,202580.0,1,2021-11-25 11:38:35
42647,1,Risk group (German classification),,,,160744,67660,214735.0,1,2021-11-25 11:38:35
42648,1,Risk group (German classification),,,,140853,67661,215990.0,1,2021-11-25 11:38:35
42649,1,Risk group (German classification),,,,132982,24770,199354.0,1,2021-11-25 11:38:35
42650,1,Risk group (German classification),,,,160745,67662,199422.0,1,2021-11-25 11:38:35
42651,1,Risk group (German classification),2.0,,,8344,12374,45127.0,1,2021-11-25 11:38:35
42652,1,Risk group (German classification),,,,140635,67663,215047.0,1,2021-11-25 11:38:35
42653,1,Risk group (German classification),,,,140638,64816,210787.0,1,2021-11-25 11:38:35
42654,1,Risk group (German classification),,,,140639,67664,215051.0,1,2021-11-25 11:38:35
42655,1,Risk group (German classification),,,,140640,67665,214613.0,1,2021-11-25 11:38:35
42656,1,Risk group (German classification),,,,140803,67666,215901.0,1,2021-11-25 11:38:35
42657,1,Risk group (German classification),,,,140493,67668,214905.0,1,2021-11-25 11:38:35
42658,1,Risk group (German classification),,,,140494,67669,214937.0,1,2021-11-25 11:38:35
42659,1,Risk group (German classification),2.0,,,303,18156,199300.0,1,2021-11-25 11:38:35
42660,1,Risk group (German classification),,,,160747,67670,215896.0,1,2021-11-25 11:38:35
42661,1,Risk group (German classification),,,,133381,67671,215613.0,1,2021-11-25 11:38:35
42662,1,Risk group (German classification),,,,160748,67672,202410.0,1,2021-11-25 11:38:35
42663,1,Risk group (German classification),,,,160749,67673,197750.0,1,2021-11-25 11:38:35
42664,1,Risk group (German classification),,,,140603,67676,206755.0,1,2021-11-25 11:38:35
42665,2,Risk group (German classification),,,,140609,67678,215608.0,1,2021-11-25 11:38:35
42666,1,Risk group (German classification),,,,158398,65074,208672.0,1,2021-11-25 11:38:35
42667,1,Risk group (German classification),,,,140974,67682,215614.0,1,2021-11-25 11:38:35
42668,1,Risk group (German classification),,,,140996,67683,215914.0,1,2021-11-25 11:38:35
42669,1,Risk group (German classification),,,,140773,67691,202185.0,1,2021-11-25 11:38:35
42670,1,Risk group (German classification),,2.0,,158748,67693,208170.0,1,2021-11-25 11:38:35
42671,1,Risk group (German classification),1.0,1.0,,160777,9882,40909.0,1,2021-11-25 11:38:35
42672,1,Risk group (German classification),,,,160801,67738,213116.0,1,2021-11-25 11:38:35
42673,1,Risk group (German classification),,,,160828,67765,212295.0,1,2021-11-25 11:38:35
42674,1,,,,,135947,67772,,1,2021-12-09 13:23:01
42675,1,,,,,7348,67772,,1,2021-12-09 13:23:01
42676,1,,,,,11364,67772,,1,2021-12-09 13:23:01
42677,1,,,,,69,67772,,1,2021-12-09 13:23:01
42678,1,,,,,14037,67772,,1,2021-12-09 13:23:01
42679,1,,,,,11308,67772,,1,2021-12-09 13:23:01
42680,1,,,,,11351,67772,,1,2021-12-09 13:23:01
42681,1,,,,,11366,67772,,1,2021-12-09 13:23:01
42682,1,,,,,7350,67772,,1,2021-12-09 13:23:01
42683,1,,,,,7357,67772,,1,2021-12-09 13:23:01
42684,1,,,,,1268,67772,,1,2021-12-09 13:23:01
42685,1,,,,,11365,67772,,1,2021-12-09 13:23:01
42686,1,,,,,166087,67772,,1,2021-12-09 13:23:01
