ID_kit_api_rID32STR,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_rID32STR,modify_in_pgsql_rID32STR,ID_tbl_api_rID32STR,last_change
5174,-,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152473,57388,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5175,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,152479,57394,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,152492,57409,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5177,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,+,-,-,152494,57411,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5178,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152496,57413,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5179,-,+,-,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,+,-,-,+,-,-,-,-,+,+,+,-,-,152498,57415,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5180,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,152499,57416,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5181,-,+,-,-,-,+,-,-,-,+,+,-,-,-,+,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,+,-,152511,57432,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5182,-,+,+,-,+,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,152514,57435,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5183,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,-,+,-,-,-,+,-,-,152516,57437,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5184,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,152517,57438,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5185,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,152519,57440,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5186,-,-,-,+,-,+,-,-,-,+,+,-,+,-,-,+,-,+,-,+,-,-,-,+,+,+,-,-,+,-,+,-,152529,57452,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5187,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,+,-,-,-,+,-,-,-,-,-,-,152532,57455,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5188,-,+,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,152533,57456,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152534,57457,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5190,-,-,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,152537,57460,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,152540,57464,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5192,-,-,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,152552,57476,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5193,+,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,+,+,-,-,152559,57483,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5194,+,+,-,-,-,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,152575,57514,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5195,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+,152577,57516,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5196,-,+,-,-,+,-,-,+,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,152578,57517,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5197,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,+,-,-,152579,57518,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5198,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,152580,57519,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5199,-,+,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,152583,57528,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5200,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,152584,57536,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152585,57537,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5202,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,+,+,-,152589,57542,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5203,-,+,-,-,+,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,+,-,+,-,152590,57543,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5204,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,+,-,-,+,-,-,-,-,-,+,-,-,-,152592,57545,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5205,-,+,+,-,-,-,+,+,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,-,-,-,+,-,-,152597,57553,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5206,-,-,+,-,+,+,-,+,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,152598,57554,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5207,-,+,+,+,-,-,-,+,-,+,+,-,+,-,-,-,-,+,+,+,-,+,+,-,-,+,-,-,+,-,-,-,152599,57555,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5208,-,+,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152603,57563,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5209,+,+,-,-,-,-,+,+,+,-,+,-,+,-,-,+,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,-,152606,57566,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5210,-,-,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,152609,57569,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5211,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-,-,-,152610,57570,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5212,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,152612,57572,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5213,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,152613,57573,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5214,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,152621,57586,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5215,+,+,+,-,+,+,+,+,-,+,+,-,+,+,-,-,-,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,152622,57587,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5216,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,+,-,-,152627,57592,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5217,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,152628,57593,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5218,-,-,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,152637,57603,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5219,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,+,-,+,+,+,-,-,+,-,-,-,-,-,-,152640,57606,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5220,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,3222,57608,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5221,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,152642,57613,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152644,57615,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5223,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,152646,57617,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5224,-,+,+,-,-,-,+,+,-,+,+,-,+,-,-,-,+,-,+,+,+,-,+,-,-,-,-,+,-,+,-,-,152647,57618,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5225,-,-,-,+,-,-,-,+,+,+,+,-,+,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,152648,57619,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5226,+,-,-,+,+,+,+,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,+,-,+,+,-,-,+,-,-,-,152650,57621,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5227,+,+,+,-,+,+,+,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,-,+,-,152654,57626,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5228,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,152657,57629,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5229,-,+,-,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,+,+,-,-,152674,57647,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5230,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,152677,57650,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5231,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,152678,57652,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5232,+,-,+,+,-,+,-,-,+,+,-,-,+,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,+,-,+,-,152681,57655,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5233,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,136927,57664,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5234,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,152690,57665,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5235,+,+,-,-,+,-,+,-,-,+,-,-,+,-,-,+,+,-,+,+,+,+,-,-,-,+,-,-,+,-,+,-,152713,57698,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5236,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,152714,57699,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5237,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152718,57703,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5238,-,+,-,-,-,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,+,-,152725,57710,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5239,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,152726,57711,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5240,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,+,-,-,-,+,-,-,-,-,-,-,152728,57714,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5241,-,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,152752,57746,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5242,-,-,+,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,+,-,-,-,-,152766,57760,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5243,-,+,+,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,+,+,-,-,-,-,152770,57769,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5244,-,+,+,-,+,-,+,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,152771,57770,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5245,-,-,+,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,-,-,152772,57771,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5246,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,152777,57776,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5247,-,-,+,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,-,-,-,-,152780,57779,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5248,+,+,-,-,+,-,+,+,-,+,+,-,+,+,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,152783,57782,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5249,+,+,+,-,-,-,+,+,-,+,+,-,+,-,-,+,+,+,+,-,+,-,-,-,-,+,-,-,+,-,-,-,152790,57789,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5250,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,-,+,-,+,-,-,+,-,-,+,-,-,-,152792,57792,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5251,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,-,+,-,+,+,+,+,-,-,-,+,+,-,+,+,+,-,152795,57795,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5252,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,+,+,-,152811,57811,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5253,-,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,+,-,-,-,152812,57812,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5254,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,+,152813,57817,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5255,-,-,-,-,+,-,+,-,-,-,+,-,+,-,+,-,-,+,+,-,-,-,-,-,+,+,+,-,-,-,-,-,152818,57828,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5256,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,152823,57834,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5257,-,+,+,-,-,-,+,+,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,-,-,+,-,+,-,-,152830,57841,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5258,+,+,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,+,-,-,152832,57847,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5259,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152834,57849,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5260,-,-,-,+,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152840,57856,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5261,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,152841,57857,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5262,+,+,+,+,-,+,+,+,-,-,+,-,+,-,-,-,-,+,+,+,-,+,-,+,+,+,-,+,-,-,+,-,152842,57859,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5263,-,+,-,+,-,+,+,+,-,-,+,-,+,-,-,-,-,+,+,+,-,+,-,+,+,+,-,+,-,-,+,-,152843,57860,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5264,+,+,-,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,+,+,-,+,-,+,+,+,-,+,-,-,+,-,152844,57861,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5265,+,+,-,+,+,+,+,+,-,-,+,-,+,-,-,+,-,+,+,+,-,+,-,+,+,+,-,+,+,-,+,-,152845,57862,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5266,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,+,+,-,+,-,+,+,+,-,+,-,-,+,-,152846,57863,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5267,+,+,+,+,+,+,+,-,-,-,+,-,+,-,-,-,-,+,-,+,-,+,-,+,+,+,-,+,+,-,+,-,152847,57864,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5268,+,+,+,+,+,+,+,-,-,-,+,-,+,-,-,-,-,+,-,+,-,+,-,+,+,+,-,+,+,-,+,-,152848,57865,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5269,+,+,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,-,152849,57866,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5270,+,+,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,-,152850,57867,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5271,+,+,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,-,152851,57868,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5272,+,+,+,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,-,-,+,-,-,+,-,-,-,152852,57869,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5273,+,-,-,-,-,+,-,-,-,+,+,-,+,-,-,+,-,+,-,+,-,-,-,+,+,+,-,-,+,-,-,-,152859,57877,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5274,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,152861,57880,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5275,-,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,+,-,+,+,-,-,+,+,+,+,+,+,-,-,152863,57882,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5276,-,+,+,-,+,-,+,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,-,-,-,152865,57884,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5277,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-,-,-,152866,57885,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5278,+,-,+,-,+,+,+,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,152868,57887,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5279,-,-,+,-,+,-,-,+,-,-,+,+,+,-,+,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,152869,57888,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5280,-,-,+,-,+,-,-,+,-,-,+,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,152870,57889,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5281,-,+,+,+,+,+,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,+,-,+,-,152871,57890,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5282,-,+,+,-,+,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,+,-,-,+,+,+,+,-,+,-,+,-,152875,57895,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5283,-,-,+,-,-,-,+,+,+,+,+,+,+,-,+,+,-,+,+,-,+,+,+,-,+,+,-,-,-,+,-,-,152878,57898,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5284,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,152879,57902,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5285,-,-,+,-,+,-,+,+,-,-,+,+,+,-,+,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,-,-,152881,57904,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5286,-,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,+,-,152882,57905,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5287,+,+,+,-,+,-,+,+,+,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,-,+,-,152885,57908,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5288,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,152910,57933,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5289,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,152912,57937,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5290,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-,-,-,152918,57945,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5291,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,-,-,152931,57964,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
5292,-,+,+,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,-,-,-,-,+,+,+,+,-,+,-,152932,57965,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
