ID_kit_api_rID32STR,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_rID32STR,modify_in_pgsql_rID32STR,ID_tbl_api_rID32STR,last_change
3742,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,147765,51973,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3743,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,147766,51974,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3744,-,+,+,-,+,-,+,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,-,-,+,+,-,-,+,-,-,-,147769,51977,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3745,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,147770,51978,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3746,-,+,+,-,+,-,-,-,+,+,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,147776,51984,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3747,-,+,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,147777,51985,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3748,-,+,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,147778,51986,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3749,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,147779,51987,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3750,-,+,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,147780,51988,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3751,-,+,+,-,-,-,+,+,-,+,+,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,-,+,-,-,147792,52006,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3752,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,+,-,147794,52008,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147796,52010,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3754,+,+,-,-,-,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,-,-,-,+,-,-,+,-,+,-,147797,52011,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3755,+,+,-,-,-,+,+,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,-,-,-,+,-,+,+,+,+,-,147801,52015,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3756,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,147802,52016,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3757,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,147803,52017,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3758,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,+,-,-,-,147806,52020,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3759,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,147807,52021,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3760,-,+,+,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,+,-,-,147820,52036,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3761,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,-,+,+,-,+,-,+,-,-,-,+,-,+,-,+,-,-,147822,52040,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3762,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,147824,52042,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3763,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,-,+,-,+,+,+,-,+,-,-,+,-,+,+,+,-,-,147830,52049,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3764,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,+,-,-,+,+,-,-,+,-,-,+,147831,52050,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3765,+,+,-,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,147834,52053,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3766,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,147835,52054,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3767,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,147836,52055,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3768,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,134525,52056,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3769,+,+,-,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,147846,52066,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3770,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,147854,52075,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3771,+,-,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,147856,52077,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3772,-,+,+,-,+,-,+,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,+,-,-,-,147864,52085,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3773,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,+,-,+,+,+,-,+,-,-,-,-,+,+,+,-,-,6430,52101,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3774,+,+,-,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,+,-,147884,52106,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3775,-,-,+,-,-,+,+,-,-,-,-,-,+,-,-,+,-,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,147889,52113,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3776,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147890,52114,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3777,-,+,-,-,-,-,+,+,+,-,+,-,+,-,-,-,+,+,-,+,-,-,+,-,-,-,-,+,-,-,-,-,147891,52115,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3778,+,+,-,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,-,-,-,-,-,+,+,-,+,-,+,-,147892,52116,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3779,-,+,+,-,+,+,+,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,+,147893,52117,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3780,-,-,+,-,+,+,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,+,-,-,+,+,+,-,-,-,-,-,147896,52120,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3781,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,147909,52133,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3782,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,-,147911,52135,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3783,-,-,+,-,+,-,+,-,-,+,-,+,+,+,-,-,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,-,147912,52136,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3784,-,+,+,-,+,-,+,+,+,+,+,+,+,-,+,-,-,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,147914,52138,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137061,52142,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3786,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147918,52144,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3787,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,138098,52145,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3788,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147920,52147,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3789,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138099,52151,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3790,+,+,-,-,+,-,+,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,-,-,-,+,-,-,+,-,+,-,147924,52153,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3791,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,147925,52154,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3792,+,+,+,-,+,-,+,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,-,+,-,147927,52156,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3793,-,+,-,+,-,-,-,+,-,-,+,-,+,-,-,-,-,-,-,+,+,-,+,-,-,+,-,-,-,-,-,-,147929,52158,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3794,+,+,+,-,-,+,-,-,+,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,+,+,+,-,147931,52160,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3795,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,+,-,-,+,+,+,-,+,-,-,+,147932,52161,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3796,-,+,+,-,+,-,+,+,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,-,-,147940,52170,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3797,-,+,+,-,+,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,+,-,-,-,-,147941,52171,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3798,-,+,-,-,+,-,+,+,-,+,+,+,+,-,+,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,147946,52176,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3799,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,147948,52178,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3800,-,+,+,-,+,-,-,-,-,+,+,+,+,-,+,-,-,+,+,-,-,-,-,-,-,+,+,+,+,+,-,-,147958,52188,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3801,-,-,+,-,-,-,+,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,147959,52189,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3802,-,+,-,-,-,+,-,+,-,+,-,+,+,-,-,-,+,+,-,-,-,+,-,-,+,+,-,-,-,+,-,+,147983,52213,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3803,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,-,-,+,-,+,-,-,147988,52218,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3804,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,147990,52220,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3805,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,147995,52225,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3806,+,-,+,-,+,+,-,-,+,+,-,+,+,-,-,-,-,+,-,-,-,+,-,-,-,+,+,-,-,+,-,-,147996,52226,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3807,+,+,-,-,+,-,+,-,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,-,-,+,-,-,+,-,+,-,2263,52230,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3808,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,148003,52236,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3809,-,+,-,-,-,-,+,+,+,+,+,-,-,+,-,-,+,+,-,+,-,+,-,-,-,+,-,-,-,+,-,-,148009,52242,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3810,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,148011,52244,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3811,-,+,-,-,+,-,+,+,+,+,+,-,+,+,+,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,-,-,148012,52245,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3812,-,+,+,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,+,+,-,-,148013,52249,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3813,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,148015,52251,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3814,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,148016,52252,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3815,-,-,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,148017,52253,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3816,-,+,+,-,+,-,+,-,-,+,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148018,52254,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3817,-,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,148019,52255,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3818,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,148020,52256,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3819,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,148021,52257,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,148023,52259,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3821,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,148024,52260,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3822,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148026,52263,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3823,+,+,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,148041,52279,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3824,+,+,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148043,52281,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3825,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,-,+,148044,52282,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3826,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148045,52283,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3827,-,+,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148046,52284,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3828,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148047,52285,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3829,-,+,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148048,52286,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3830,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,+,-,+,-,-,-,+,-,+,+,-,-,-,148049,52287,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3831,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,+,+,-,-,-,+,-,-,148055,52293,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3832,-,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,-,+,-,-,+,+,-,+,-,+,-,148059,52297,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3833,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,148064,52302,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3834,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,+,-,-,148065,52303,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3835,-,-,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,148066,52304,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3836,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,148076,52314,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3837,-,+,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148087,52331,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3838,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148088,52332,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3839,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148089,52333,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3840,-,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148090,52334,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3841,-,+,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148091,52335,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3842,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148092,52336,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3843,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,148093,52337,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3844,-,+,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148094,52338,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3845,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148095,52339,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3846,-,+,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148096,52340,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3847,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148097,52341,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3848,-,+,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148098,52342,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3849,-,+,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148099,52343,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3850,-,+,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148100,52344,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3851,-,+,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148101,52345,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3852,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148102,52346,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3853,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148103,52347,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3854,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,148104,52348,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3855,-,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,148105,52349,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3856,-,+,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148106,52350,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3857,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148107,52351,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3858,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,148108,52352,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3859,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,-,-,+,+,+,-,-,148110,52354,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3860,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,+,+,+,-,-,+,-,-,-,148111,52356,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
