ID_met_production,metabolite_prod,production,excreted,chebi_ID,FK_metabolites,ID_strains,ID_reference,manual_annotation,api_import,last_change
42786,indole,1.0,,35581.0,33639,151146,68368,0,kit_api_20E,2021-12-16 08:14:16
42785,hydrogen sulfide,0.0,,16136.0,20120,151146,68368,0,kit_api_20E,2021-12-16 08:14:16
42784,acetoin,1.0,,15688.0,33640,151079,68368,0,kit_api_20E,2021-12-16 08:14:16
42783,indole,1.0,,35581.0,33641,151079,68368,0,kit_api_20E,2021-12-16 08:14:16
42782,hydrogen sulfide,0.0,,16136.0,20121,151079,68368,0,kit_api_20E,2021-12-16 08:14:16
42781,acetoin,0.0,,15688.0,33642,151016,68368,0,kit_api_20E,2021-12-16 08:14:16
42780,indole,1.0,,35581.0,33643,151016,68368,0,kit_api_20E,2021-12-16 08:14:16
42779,hydrogen sulfide,0.0,,16136.0,20122,151016,68368,0,kit_api_20E,2021-12-16 08:14:16
42778,acetoin,0.0,,15688.0,33644,151015,68368,0,kit_api_20E,2021-12-16 08:14:16
42777,indole,1.0,,35581.0,33645,151015,68368,0,kit_api_20E,2021-12-16 08:14:16
42776,hydrogen sulfide,0.0,,16136.0,20123,151015,68368,0,kit_api_20E,2021-12-16 08:14:16
42775,acetoin,1.0,,15688.0,33646,151014,68368,0,kit_api_20E,2021-12-16 08:14:16
42774,indole,1.0,,35581.0,33647,151014,68368,0,kit_api_20E,2021-12-16 08:14:16
42773,hydrogen sulfide,0.0,,16136.0,20124,151014,68368,0,kit_api_20E,2021-12-16 08:14:15
42772,acetoin,0.0,,15688.0,33648,151010,68368,0,kit_api_20E,2021-12-16 08:14:15
42771,indole,1.0,,35581.0,33649,151010,68368,0,kit_api_20E,2021-12-16 08:14:15
42770,hydrogen sulfide,1.0,,16136.0,20125,151010,68368,0,kit_api_20E,2021-12-16 08:14:15
42769,acetoin,0.0,,15688.0,33650,150944,68368,0,kit_api_20E,2021-12-16 08:14:15
42768,indole,1.0,,35581.0,33651,150944,68368,0,kit_api_20E,2021-12-16 08:14:15
42767,hydrogen sulfide,0.0,,16136.0,20126,150944,68368,0,kit_api_20E,2021-12-16 08:14:15
42766,acetoin,0.0,,15688.0,33652,150902,68368,0,kit_api_20E,2021-12-16 08:14:15
42765,indole,1.0,,35581.0,33653,150902,68368,0,kit_api_20E,2021-12-16 08:14:15
42764,hydrogen sulfide,0.0,,16136.0,20127,150902,68368,0,kit_api_20E,2021-12-16 08:14:15
42763,acetoin,1.0,,15688.0,33654,150901,68368,0,kit_api_20E,2021-12-16 08:14:15
42762,indole,1.0,,35581.0,33655,150901,68368,0,kit_api_20E,2021-12-16 08:14:15
42761,hydrogen sulfide,0.0,,16136.0,20128,150901,68368,0,kit_api_20E,2021-12-16 08:14:15
42760,acetoin,0.0,,15688.0,33656,150899,68368,0,kit_api_20E,2021-12-16 08:14:15
42759,indole,0.0,,35581.0,33657,150899,68368,0,kit_api_20E,2021-12-16 08:14:15
42758,hydrogen sulfide,0.0,,16136.0,20129,150899,68368,0,kit_api_20E,2021-12-16 08:14:15
42757,acetoin,1.0,,15688.0,33658,150874,68368,0,kit_api_20E,2021-12-16 08:14:14
42756,indole,0.0,,35581.0,33659,150874,68368,0,kit_api_20E,2021-12-16 08:14:14
42755,hydrogen sulfide,0.0,,16136.0,20130,150874,68368,0,kit_api_20E,2021-12-16 08:14:14
42754,acetoin,1.0,,15688.0,33660,150871,68368,0,kit_api_20E,2021-12-16 08:14:14
42753,indole,1.0,,35581.0,33661,150871,68368,0,kit_api_20E,2021-12-16 08:14:14
42752,hydrogen sulfide,0.0,,16136.0,20131,150871,68368,0,kit_api_20E,2021-12-16 08:14:14
42751,acetoin,1.0,,15688.0,33662,150854,68368,0,kit_api_20E,2021-12-16 08:14:14
42750,indole,1.0,,35581.0,33663,150854,68368,0,kit_api_20E,2021-12-16 08:14:14
42749,hydrogen sulfide,0.0,,16136.0,20132,150854,68368,0,kit_api_20E,2021-12-16 08:14:14
42748,acetoin,1.0,,15688.0,33664,150852,68368,0,kit_api_20E,2021-12-16 08:14:14
42747,indole,1.0,,35581.0,33665,150852,68368,0,kit_api_20E,2021-12-16 08:14:14
42746,hydrogen sulfide,0.0,,16136.0,20133,150852,68368,0,kit_api_20E,2021-12-16 08:14:14
42745,acetoin,1.0,,15688.0,33666,150851,68368,0,kit_api_20E,2021-12-16 08:14:14
42744,indole,1.0,,35581.0,33667,150851,68368,0,kit_api_20E,2021-12-16 08:14:14
42743,hydrogen sulfide,0.0,,16136.0,20134,150851,68368,0,kit_api_20E,2021-12-16 08:14:14
42742,acetoin,1.0,,15688.0,33668,150847,68368,0,kit_api_20E,2021-12-16 08:14:14
42741,indole,1.0,,35581.0,33669,150847,68368,0,kit_api_20E,2021-12-16 08:14:14
42740,hydrogen sulfide,0.0,,16136.0,20135,150847,68368,0,kit_api_20E,2021-12-16 08:14:14
42739,acetoin,1.0,,15688.0,33670,150846,68368,0,kit_api_20E,2021-12-16 08:14:13
42738,indole,1.0,,35581.0,33671,150846,68368,0,kit_api_20E,2021-12-16 08:14:13
42737,hydrogen sulfide,0.0,,16136.0,20136,150846,68368,0,kit_api_20E,2021-12-16 08:14:13
42736,acetoin,1.0,,15688.0,33672,150845,68368,0,kit_api_20E,2021-12-16 08:14:13
42735,indole,1.0,,35581.0,33673,150845,68368,0,kit_api_20E,2021-12-16 08:14:13
42734,hydrogen sulfide,0.0,,16136.0,20137,150845,68368,0,kit_api_20E,2021-12-16 08:14:13
42733,acetoin,1.0,,15688.0,33674,150844,68368,0,kit_api_20E,2021-12-16 08:14:13
42732,indole,1.0,,35581.0,33675,150844,68368,0,kit_api_20E,2021-12-16 08:14:13
42731,hydrogen sulfide,0.0,,16136.0,20138,150844,68368,0,kit_api_20E,2021-12-16 08:14:13
42730,acetoin,1.0,,15688.0,33676,150843,68368,0,kit_api_20E,2021-12-16 08:14:13
42729,indole,1.0,,35581.0,33677,150843,68368,0,kit_api_20E,2021-12-16 08:14:13
42728,hydrogen sulfide,0.0,,16136.0,20139,150843,68368,0,kit_api_20E,2021-12-16 08:14:13
42727,acetoin,1.0,,15688.0,33678,150838,68368,0,kit_api_20E,2021-12-16 08:14:13
42726,indole,1.0,,35581.0,33679,150838,68368,0,kit_api_20E,2021-12-16 08:14:13
42725,hydrogen sulfide,0.0,,16136.0,20140,150838,68368,0,kit_api_20E,2021-12-16 08:14:13
42724,acetoin,1.0,,15688.0,33680,150837,68368,0,kit_api_20E,2021-12-16 08:14:13
42723,indole,1.0,,35581.0,33681,150837,68368,0,kit_api_20E,2021-12-16 08:14:13
42722,hydrogen sulfide,0.0,,16136.0,20141,150837,68368,0,kit_api_20E,2021-12-16 08:14:13
42721,acetoin,1.0,,15688.0,33682,150836,68368,0,kit_api_20E,2021-12-16 08:14:12
42720,indole,1.0,,35581.0,33683,150836,68368,0,kit_api_20E,2021-12-16 08:14:12
42719,hydrogen sulfide,0.0,,16136.0,20142,150836,68368,0,kit_api_20E,2021-12-16 08:14:12
42718,acetoin,1.0,,15688.0,33684,150835,68368,0,kit_api_20E,2021-12-16 08:14:12
42717,indole,1.0,,35581.0,33685,150835,68368,0,kit_api_20E,2021-12-16 08:14:12
42716,hydrogen sulfide,0.0,,16136.0,20143,150835,68368,0,kit_api_20E,2021-12-16 08:14:12
42715,acetoin,1.0,,15688.0,33686,150833,68368,0,kit_api_20E,2021-12-16 08:14:12
42714,indole,1.0,,35581.0,33687,150833,68368,0,kit_api_20E,2021-12-16 08:14:12
42713,hydrogen sulfide,0.0,,16136.0,20144,150833,68368,0,kit_api_20E,2021-12-16 08:14:12
42712,acetoin,1.0,,15688.0,33688,150832,68368,0,kit_api_20E,2021-12-16 08:14:12
42711,indole,1.0,,35581.0,33689,150832,68368,0,kit_api_20E,2021-12-16 08:14:12
42710,hydrogen sulfide,0.0,,16136.0,20145,150832,68368,0,kit_api_20E,2021-12-16 08:14:12
42709,acetoin,1.0,,15688.0,33690,150831,68368,0,kit_api_20E,2021-12-16 08:14:12
42708,indole,1.0,,35581.0,33691,150831,68368,0,kit_api_20E,2021-12-16 08:14:12
42707,hydrogen sulfide,0.0,,16136.0,20146,150831,68368,0,kit_api_20E,2021-12-16 08:14:12
42706,acetoin,1.0,,15688.0,33692,150828,68368,0,kit_api_20E,2021-12-16 08:14:12
42705,indole,1.0,,35581.0,33693,150828,68368,0,kit_api_20E,2021-12-16 08:14:12
42704,hydrogen sulfide,0.0,,16136.0,20147,150828,68368,0,kit_api_20E,2021-12-16 08:14:12
42703,acetoin,1.0,,15688.0,33694,150768,68368,0,kit_api_20E,2021-12-16 08:14:11
42702,indole,0.0,,35581.0,33695,150768,68368,0,kit_api_20E,2021-12-16 08:14:11
42701,hydrogen sulfide,0.0,,16136.0,20148,150768,68368,0,kit_api_20E,2021-12-16 08:14:11
42700,acetoin,0.0,,15688.0,33696,150766,68368,0,kit_api_20E,2021-12-16 08:14:11
42699,indole,1.0,,35581.0,33697,150766,68368,0,kit_api_20E,2021-12-16 08:14:11
42698,hydrogen sulfide,0.0,,16136.0,20149,150766,68368,0,kit_api_20E,2021-12-16 08:14:11
42697,acetoin,1.0,,15688.0,33698,150756,68368,0,kit_api_20E,2021-12-16 08:14:11
42696,indole,0.0,,35581.0,33699,150756,68368,0,kit_api_20E,2021-12-16 08:14:11
42695,hydrogen sulfide,0.0,,16136.0,20150,150756,68368,0,kit_api_20E,2021-12-16 08:14:11
42694,acetoin,0.0,,15688.0,33700,150671,68368,0,kit_api_20E,2021-12-16 08:14:11
42693,indole,1.0,,35581.0,33701,150671,68368,0,kit_api_20E,2021-12-16 08:14:11
42692,hydrogen sulfide,0.0,,16136.0,20151,150671,68368,0,kit_api_20E,2021-12-16 08:14:11
42691,acetoin,1.0,,15688.0,33702,150670,68368,0,kit_api_20E,2021-12-16 08:14:11
42690,indole,0.0,,35581.0,33703,150670,68368,0,kit_api_20E,2021-12-16 08:14:11
42689,hydrogen sulfide,0.0,,16136.0,20152,150670,68368,0,kit_api_20E,2021-12-16 08:14:11
42688,acetoin,1.0,,15688.0,33704,150656,68368,0,kit_api_20E,2021-12-16 08:14:11
42687,indole,0.0,,35581.0,33705,150656,68368,0,kit_api_20E,2021-12-16 08:14:11
42686,hydrogen sulfide,0.0,,16136.0,20153,150656,68368,0,kit_api_20E,2021-12-16 08:14:10
42685,acetoin,1.0,,15688.0,33706,150654,68368,0,kit_api_20E,2021-12-16 08:14:10
42684,indole,1.0,,35581.0,33707,150654,68368,0,kit_api_20E,2021-12-16 08:14:10
42683,hydrogen sulfide,0.0,,16136.0,20154,150654,68368,0,kit_api_20E,2021-12-16 08:14:10
42682,acetoin,1.0,,15688.0,39881,150634,68368,0,kit_api_20E,2021-12-16 08:14:10
42681,indole,0.0,,35581.0,33708,150634,68368,0,kit_api_20E,2021-12-16 08:14:10
42680,hydrogen sulfide,0.0,,16136.0,20155,150634,68368,0,kit_api_20E,2021-12-16 08:14:10
42679,acetoin,1.0,,15688.0,33709,150623,68368,0,kit_api_20E,2021-12-16 08:14:10
42678,indole,0.0,,35581.0,33710,150623,68368,0,kit_api_20E,2021-12-16 08:14:10
42677,hydrogen sulfide,0.0,,16136.0,20156,150623,68368,0,kit_api_20E,2021-12-16 08:14:10
42676,acetoin,0.0,,15688.0,33711,150617,68368,0,kit_api_20E,2021-12-16 08:14:10
42675,indole,0.0,,35581.0,33712,150617,68368,0,kit_api_20E,2021-12-16 08:14:10
42674,hydrogen sulfide,1.0,,16136.0,20157,150617,68368,0,kit_api_20E,2021-12-16 08:14:10
42673,acetoin,1.0,,15688.0,33713,150610,68368,0,kit_api_20E,2021-12-16 08:14:10
42672,indole,0.0,,35581.0,33714,150610,68368,0,kit_api_20E,2021-12-16 08:14:10
42671,hydrogen sulfide,0.0,,16136.0,20158,150610,68368,0,kit_api_20E,2021-12-16 08:14:10
42670,acetoin,1.0,,15688.0,33715,150569,68368,0,kit_api_20E,2021-12-16 08:14:09
42669,indole,0.0,,35581.0,33716,150569,68368,0,kit_api_20E,2021-12-16 08:14:09
42668,hydrogen sulfide,0.0,,16136.0,20159,150569,68368,0,kit_api_20E,2021-12-16 08:14:09
42667,acetoin,1.0,,15688.0,33717,150524,68368,0,kit_api_20E,2021-12-16 08:14:09
42666,indole,0.0,,35581.0,33718,150524,68368,0,kit_api_20E,2021-12-16 08:14:09
42665,hydrogen sulfide,0.0,,16136.0,20160,150524,68368,0,kit_api_20E,2021-12-16 08:14:09
42664,acetoin,1.0,,15688.0,33719,150516,68368,0,kit_api_20E,2021-12-16 08:14:09
42663,indole,0.0,,35581.0,33720,150516,68368,0,kit_api_20E,2021-12-16 08:14:09
42662,hydrogen sulfide,0.0,,16136.0,20161,150516,68368,0,kit_api_20E,2021-12-16 08:14:09
42661,acetoin,1.0,,15688.0,33721,150515,68368,0,kit_api_20E,2021-12-16 08:14:09
42660,indole,0.0,,35581.0,33722,150515,68368,0,kit_api_20E,2021-12-16 08:14:09
42659,hydrogen sulfide,0.0,,16136.0,20162,150515,68368,0,kit_api_20E,2021-12-16 08:14:09
42658,acetoin,1.0,,15688.0,33723,150505,68368,0,kit_api_20E,2021-12-16 08:14:09
42657,indole,0.0,,35581.0,33724,150505,68368,0,kit_api_20E,2021-12-16 08:14:09
42656,hydrogen sulfide,0.0,,16136.0,20163,150505,68368,0,kit_api_20E,2021-12-16 08:14:09
42655,acetoin,1.0,,15688.0,33725,150503,68368,0,kit_api_20E,2021-12-16 08:14:09
42654,indole,0.0,,35581.0,33726,150503,68368,0,kit_api_20E,2021-12-16 08:14:09
42653,hydrogen sulfide,0.0,,16136.0,20164,150503,68368,0,kit_api_20E,2021-12-16 08:14:09
42652,acetoin,1.0,,15688.0,33727,150482,68368,0,kit_api_20E,2021-12-16 08:14:08
42651,indole,0.0,,35581.0,33728,150482,68368,0,kit_api_20E,2021-12-16 08:14:08
42650,hydrogen sulfide,0.0,,16136.0,20165,150482,68368,0,kit_api_20E,2021-12-16 08:14:08
42649,acetoin,1.0,,15688.0,33729,150481,68368,0,kit_api_20E,2021-12-16 08:14:08
42648,indole,0.0,,35581.0,33730,150481,68368,0,kit_api_20E,2021-12-16 08:14:08
42647,hydrogen sulfide,0.0,,16136.0,20166,150481,68368,0,kit_api_20E,2021-12-16 08:14:08
42646,acetoin,1.0,,15688.0,33731,150474,68368,0,kit_api_20E,2021-12-16 08:14:08
42645,indole,0.0,,35581.0,33732,150474,68368,0,kit_api_20E,2021-12-16 08:14:08
42644,hydrogen sulfide,0.0,,16136.0,20167,150474,68368,0,kit_api_20E,2021-12-16 08:14:08
42643,acetoin,1.0,,15688.0,33733,150473,68368,0,kit_api_20E,2021-12-16 08:14:08
42642,indole,0.0,,35581.0,33734,150473,68368,0,kit_api_20E,2021-12-16 08:14:08
42641,hydrogen sulfide,0.0,,16136.0,20168,150473,68368,0,kit_api_20E,2021-12-16 08:14:08
42640,acetoin,1.0,,15688.0,33735,150421,68368,0,kit_api_20E,2021-12-16 08:14:08
42639,indole,0.0,,35581.0,33736,150421,68368,0,kit_api_20E,2021-12-16 08:14:08
42638,hydrogen sulfide,0.0,,16136.0,20169,150421,68368,0,kit_api_20E,2021-12-16 08:14:08
42637,acetoin,1.0,,15688.0,33737,150379,68368,0,kit_api_20E,2021-12-16 08:14:08
42636,indole,0.0,,35581.0,33738,150379,68368,0,kit_api_20E,2021-12-16 08:14:08
42635,hydrogen sulfide,0.0,,16136.0,20170,150379,68368,0,kit_api_20E,2021-12-16 08:14:08
42634,acetoin,1.0,,15688.0,33739,150350,68368,0,kit_api_20E,2021-12-16 08:14:07
42633,indole,0.0,,35581.0,33740,150350,68368,0,kit_api_20E,2021-12-16 08:14:07
42632,hydrogen sulfide,0.0,,16136.0,20171,150350,68368,0,kit_api_20E,2021-12-16 08:14:07
42631,acetoin,0.0,,15688.0,33741,150319,68368,0,kit_api_20E,2021-12-16 08:14:07
42630,indole,1.0,,35581.0,33742,150319,68368,0,kit_api_20E,2021-12-16 08:14:07
42629,hydrogen sulfide,0.0,,16136.0,20172,150319,68368,0,kit_api_20E,2021-12-16 08:14:07
42628,acetoin,1.0,,15688.0,33743,150236,68368,0,kit_api_20E,2021-12-16 08:14:07
42627,indole,1.0,,35581.0,33744,150236,68368,0,kit_api_20E,2021-12-16 08:14:07
42626,hydrogen sulfide,0.0,,16136.0,20173,150236,68368,0,kit_api_20E,2021-12-16 08:14:07
42625,acetoin,1.0,,15688.0,33745,150187,68368,0,kit_api_20E,2021-12-16 08:14:07
42624,indole,0.0,,35581.0,33746,150187,68368,0,kit_api_20E,2021-12-16 08:14:07
42623,hydrogen sulfide,0.0,,16136.0,20174,150187,68368,0,kit_api_20E,2021-12-16 08:14:07
42622,acetoin,1.0,,15688.0,33747,150186,68368,0,kit_api_20E,2021-12-16 08:14:07
42621,indole,0.0,,35581.0,33748,150186,68368,0,kit_api_20E,2021-12-16 08:14:07
42620,hydrogen sulfide,0.0,,16136.0,20175,150186,68368,0,kit_api_20E,2021-12-16 08:14:07
42619,acetoin,1.0,,15688.0,33749,150176,68368,0,kit_api_20E,2021-12-16 08:14:06
42618,indole,0.0,,35581.0,33750,150176,68368,0,kit_api_20E,2021-12-16 08:14:06
42617,hydrogen sulfide,0.0,,16136.0,20176,150176,68368,0,kit_api_20E,2021-12-16 08:14:06
42616,acetoin,1.0,,15688.0,33751,150175,68368,0,kit_api_20E,2021-12-16 08:14:06
42615,indole,0.0,,35581.0,33752,150175,68368,0,kit_api_20E,2021-12-16 08:14:06
42614,hydrogen sulfide,0.0,,16136.0,20177,150175,68368,0,kit_api_20E,2021-12-16 08:14:06
42613,acetoin,1.0,,15688.0,33753,150173,68368,0,kit_api_20E,2021-12-16 08:14:06
42612,indole,0.0,,35581.0,33754,150173,68368,0,kit_api_20E,2021-12-16 08:14:06
42611,hydrogen sulfide,0.0,,16136.0,20178,150173,68368,0,kit_api_20E,2021-12-16 08:14:06
42610,acetoin,1.0,,15688.0,33755,150172,68368,0,kit_api_20E,2021-12-16 08:14:06
42609,indole,0.0,,35581.0,33756,150172,68368,0,kit_api_20E,2021-12-16 08:14:06
42608,hydrogen sulfide,0.0,,16136.0,20179,150172,68368,0,kit_api_20E,2021-12-16 08:14:06
42607,acetoin,1.0,,15688.0,33757,150107,68368,0,kit_api_20E,2021-12-16 08:14:06
42606,indole,0.0,,35581.0,33758,150107,68368,0,kit_api_20E,2021-12-16 08:14:06
42605,hydrogen sulfide,0.0,,16136.0,20180,150107,68368,0,kit_api_20E,2021-12-16 08:14:06
42604,acetoin,1.0,,15688.0,33759,150094,68368,0,kit_api_20E,2021-12-16 08:14:06
42603,indole,1.0,,35581.0,33760,150094,68368,0,kit_api_20E,2021-12-16 08:14:06
42602,hydrogen sulfide,0.0,,16136.0,20181,150094,68368,0,kit_api_20E,2021-12-16 08:14:06
42601,acetoin,1.0,,15688.0,33761,150057,68368,0,kit_api_20E,2021-12-16 08:14:05
42600,indole,0.0,,35581.0,33762,150057,68368,0,kit_api_20E,2021-12-16 08:14:05
42599,hydrogen sulfide,0.0,,16136.0,20182,150057,68368,0,kit_api_20E,2021-12-16 08:14:05
42598,acetoin,0.0,,15688.0,33763,150025,68368,0,kit_api_20E,2021-12-16 08:14:05
42597,indole,1.0,,35581.0,33764,150025,68368,0,kit_api_20E,2021-12-16 08:14:05
42596,hydrogen sulfide,0.0,,16136.0,20183,150025,68368,0,kit_api_20E,2021-12-16 08:14:05
42595,acetoin,0.0,,15688.0,33765,150019,68368,0,kit_api_20E,2021-12-16 08:14:05
42594,indole,0.0,,35581.0,33766,150019,68368,0,kit_api_20E,2021-12-16 08:14:05
42593,hydrogen sulfide,0.0,,16136.0,20184,150019,68368,0,kit_api_20E,2021-12-16 08:14:05
42592,acetoin,1.0,,15688.0,33767,149987,68368,0,kit_api_20E,2021-12-16 08:14:05
42591,indole,0.0,,35581.0,33768,149987,68368,0,kit_api_20E,2021-12-16 08:14:05
42590,hydrogen sulfide,0.0,,16136.0,20185,149987,68368,0,kit_api_20E,2021-12-16 08:14:05
42589,acetoin,1.0,,15688.0,33769,149890,68368,0,kit_api_20E,2021-12-16 08:14:05
42588,indole,1.0,,35581.0,33770,149890,68368,0,kit_api_20E,2021-12-16 08:14:05
42587,hydrogen sulfide,0.0,,16136.0,20186,149890,68368,0,kit_api_20E,2021-12-16 08:14:05
42586,acetoin,1.0,,15688.0,33771,149872,68368,0,kit_api_20E,2021-12-16 08:14:04
42585,indole,0.0,,35581.0,33772,149872,68368,0,kit_api_20E,2021-12-16 08:14:04
42584,hydrogen sulfide,0.0,,16136.0,20187,149872,68368,0,kit_api_20E,2021-12-16 08:14:04
42583,acetoin,0.0,,15688.0,33773,149846,68368,0,kit_api_20E,2021-12-16 08:14:04
42582,indole,0.0,,35581.0,33774,149846,68368,0,kit_api_20E,2021-12-16 08:14:04
42581,hydrogen sulfide,0.0,,16136.0,20188,149846,68368,0,kit_api_20E,2021-12-16 08:14:04
42580,acetoin,0.0,,15688.0,33775,149840,68368,0,kit_api_20E,2021-12-16 08:14:04
42579,indole,0.0,,35581.0,33776,149840,68368,0,kit_api_20E,2021-12-16 08:14:04
42578,hydrogen sulfide,0.0,,16136.0,20189,149840,68368,0,kit_api_20E,2021-12-16 08:14:04
42577,acetoin,1.0,,15688.0,33777,149797,68368,0,kit_api_20E,2021-12-16 08:14:04
42576,indole,1.0,,35581.0,33778,149797,68368,0,kit_api_20E,2021-12-16 08:14:04
42575,hydrogen sulfide,0.0,,16136.0,20190,149797,68368,0,kit_api_20E,2021-12-16 08:14:04
42574,acetoin,0.0,,15688.0,33779,149782,68368,0,kit_api_20E,2021-12-16 08:14:04
42573,indole,0.0,,35581.0,33780,149782,68368,0,kit_api_20E,2021-12-16 08:14:04
42572,hydrogen sulfide,0.0,,16136.0,20191,149782,68368,0,kit_api_20E,2021-12-16 08:14:04
42571,acetoin,0.0,,15688.0,33781,149735,68368,0,kit_api_20E,2021-12-16 08:14:04
42570,indole,0.0,,35581.0,33782,149735,68368,0,kit_api_20E,2021-12-16 08:14:04
42569,hydrogen sulfide,0.0,,16136.0,20192,149735,68368,0,kit_api_20E,2021-12-16 08:14:04
42568,acetoin,1.0,,15688.0,33783,149725,68368,0,kit_api_20E,2021-12-16 08:14:03
42567,indole,0.0,,35581.0,33784,149725,68368,0,kit_api_20E,2021-12-16 08:14:03
42566,hydrogen sulfide,0.0,,16136.0,20193,149725,68368,0,kit_api_20E,2021-12-16 08:14:03
42565,acetoin,0.0,,15688.0,33785,149676,68368,0,kit_api_20E,2021-12-16 08:14:03
42564,indole,0.0,,35581.0,33786,149676,68368,0,kit_api_20E,2021-12-16 08:14:03
42563,hydrogen sulfide,0.0,,16136.0,20194,149676,68368,0,kit_api_20E,2021-12-16 08:14:03
42562,acetoin,1.0,,15688.0,33787,149660,68368,0,kit_api_20E,2021-12-16 08:14:03
42561,indole,0.0,,35581.0,33788,149660,68368,0,kit_api_20E,2021-12-16 08:14:03
42560,hydrogen sulfide,0.0,,16136.0,20195,149660,68368,0,kit_api_20E,2021-12-16 08:14:03
42559,acetoin,1.0,,15688.0,33789,149600,68368,0,kit_api_20E,2021-12-16 08:14:03
42558,indole,0.0,,35581.0,33790,149600,68368,0,kit_api_20E,2021-12-16 08:14:03
42557,hydrogen sulfide,0.0,,16136.0,20196,149600,68368,0,kit_api_20E,2021-12-16 08:14:03
42556,acetoin,1.0,,15688.0,33791,149599,68368,0,kit_api_20E,2021-12-16 08:14:03
42555,indole,0.0,,35581.0,33792,149599,68368,0,kit_api_20E,2021-12-16 08:14:03
42554,hydrogen sulfide,0.0,,16136.0,20197,149599,68368,0,kit_api_20E,2021-12-16 08:14:03
42553,acetoin,1.0,,15688.0,33793,149590,68368,0,kit_api_20E,2021-12-16 08:14:03
42552,indole,0.0,,35581.0,33794,149590,68368,0,kit_api_20E,2021-12-16 08:14:03
42551,hydrogen sulfide,0.0,,16136.0,20198,149590,68368,0,kit_api_20E,2021-12-16 08:14:03
42550,acetoin,0.0,,15688.0,33795,149576,68368,0,kit_api_20E,2021-12-16 08:14:02
42549,indole,0.0,,35581.0,33796,149576,68368,0,kit_api_20E,2021-12-16 08:14:02
42548,hydrogen sulfide,0.0,,16136.0,20199,149576,68368,0,kit_api_20E,2021-12-16 08:14:02
42547,acetoin,1.0,,15688.0,33797,149514,68368,0,kit_api_20E,2021-12-16 08:14:02
42546,indole,0.0,,35581.0,33798,149514,68368,0,kit_api_20E,2021-12-16 08:14:02
42545,hydrogen sulfide,0.0,,16136.0,20200,149514,68368,0,kit_api_20E,2021-12-16 08:14:02
42544,acetoin,1.0,,15688.0,33799,149513,68368,0,kit_api_20E,2021-12-16 08:14:02
42543,indole,0.0,,35581.0,33800,149513,68368,0,kit_api_20E,2021-12-16 08:14:02
42542,hydrogen sulfide,1.0,,16136.0,20201,149513,68368,0,kit_api_20E,2021-12-16 08:14:02
42541,acetoin,1.0,,15688.0,33801,149485,68368,0,kit_api_20E,2021-12-16 08:14:02
42540,indole,0.0,,35581.0,33802,149485,68368,0,kit_api_20E,2021-12-16 08:14:02
42539,hydrogen sulfide,0.0,,16136.0,20202,149485,68368,0,kit_api_20E,2021-12-16 08:14:02
42538,acetoin,1.0,,15688.0,33803,149479,68368,0,kit_api_20E,2021-12-16 08:14:02
42537,indole,0.0,,35581.0,33804,149479,68368,0,kit_api_20E,2021-12-16 08:14:02
42536,hydrogen sulfide,0.0,,16136.0,20203,149479,68368,0,kit_api_20E,2021-12-16 08:14:02
42535,acetoin,1.0,,15688.0,33805,149478,68368,0,kit_api_20E,2021-12-16 08:14:02
42534,indole,0.0,,35581.0,33806,149478,68368,0,kit_api_20E,2021-12-16 08:14:01
42533,hydrogen sulfide,0.0,,16136.0,20204,149478,68368,0,kit_api_20E,2021-12-16 08:14:01
42532,acetoin,1.0,,15688.0,33807,149469,68368,0,kit_api_20E,2021-12-16 08:14:01
42531,indole,0.0,,35581.0,33808,149469,68368,0,kit_api_20E,2021-12-16 08:14:01
42530,hydrogen sulfide,0.0,,16136.0,20205,149469,68368,0,kit_api_20E,2021-12-16 08:14:01
42529,acetoin,1.0,,15688.0,33809,149428,68368,0,kit_api_20E,2021-12-16 08:14:01
42528,indole,0.0,,35581.0,33810,149428,68368,0,kit_api_20E,2021-12-16 08:14:01
42527,hydrogen sulfide,0.0,,16136.0,20206,149428,68368,0,kit_api_20E,2021-12-16 08:14:01
42526,acetoin,0.0,,15688.0,33811,149421,68368,0,kit_api_20E,2021-12-16 08:14:01
42525,indole,0.0,,35581.0,33812,149421,68368,0,kit_api_20E,2021-12-16 08:14:01
42524,hydrogen sulfide,0.0,,16136.0,20207,149421,68368,0,kit_api_20E,2021-12-16 08:14:01
42523,acetoin,1.0,,15688.0,33813,149420,68368,0,kit_api_20E,2021-12-16 08:14:01
42522,indole,0.0,,35581.0,33814,149420,68368,0,kit_api_20E,2021-12-16 08:14:01
42521,hydrogen sulfide,0.0,,16136.0,20208,149420,68368,0,kit_api_20E,2021-12-16 08:14:01
42520,dinitrogen,0.0,,17997.0,20209,149394,68368,0,kit_api_20E,2021-12-16 08:14:01
42519,nitrite,0.0,,16301.0,20210,149394,68368,0,kit_api_20E,2021-12-16 08:14:01
42518,acetoin,0.0,,15688.0,33815,149394,68368,0,kit_api_20E,2021-12-16 08:14:01
42517,indole,0.0,,35581.0,33816,149394,68368,0,kit_api_20E,2021-12-16 08:14:01
42516,hydrogen sulfide,0.0,,16136.0,20211,149394,68368,0,kit_api_20E,2021-12-16 08:14:01
42515,acetoin,0.0,,15688.0,33817,149384,68368,0,kit_api_20E,2021-12-16 08:14:00
42514,indole,0.0,,35581.0,33818,149384,68368,0,kit_api_20E,2021-12-16 08:14:00
